,Date,Day,Territory,Menu Item,Price (NZD),Price (USD),Category,Menu
1,2023/01/18,Wed,New Zealand,Big Brekkie Burger,11.60,7.43,Brekkie Meals,Breakfast
2,2023/01/18,Wed,New Zealand,NYC Benedict Bagel®,9.90,6.34,Brekkie Meals,Breakfast
3,2023/01/18,Wed,New Zealand,Bacon & Egg McMuffin®,9.00,5.76,Brekkie Meals,Breakfast
4,2023/01/18,Wed,New Zealand,BLT Bagel,9.40,6.02,Brekkie Meals,Breakfast
5,2023/01/18,Wed,New Zealand,Chicken & Bacon McMuffin®,8.90,5.70,Brekkie Meals,Breakfast
6,2023/01/18,Wed,New Zealand,Chicken McMuffin®,7.10,4.54,Brekkie Meals,Breakfast
7,2023/01/18,Wed,New Zealand,Hotcakes with Whipped Butter & Syrup,8.30,5.31,Brekkie Meals,Breakfast
8,2023/01/18,Wed,New Zealand,Massive McMuffin®,10.50,6.72,Brekkie Meals,Breakfast
9,2023/01/18,Wed,New Zealand,Sausage & Egg McMuffin®,8.70,5.57,Brekkie Meals,Breakfast
10,2023/01/18,Wed,New Zealand,Sausage McMuffin®,7.30,4.67,Brekkie Meals,Breakfast
11,2023/01/18,Wed,New Zealand,Cheeseburger,5.40,3.46,All Day Favourites,Breakfast
12,2023/01/18,Wed,New Zealand,Big Mac®,9.60,6.15,All Day Favourites,Breakfast
13,2023/01/18,Wed,New Zealand,Quarter Pounder®,9.30,5.95,All Day Favourites,Breakfast
14,2023/01/18,Wed,New Zealand,McChicken®,9.40,6.02,All Day Favourites,Breakfast
15,2023/01/18,Wed,New Zealand,Double Cheeseburger,7.40,4.74,All Day Favourites,Breakfast
16,2023/01/18,Wed,New Zealand,Double Big Mac®,11.80,7.55,All Day Favourites,Breakfast
17,2023/01/18,Wed,New Zealand,Double Quarter Pounder®,12.20,7.81,All Day Favourites,Breakfast
18,2023/01/18,Wed,New Zealand,Double McChicken®,11.50,7.36,All Day Favourites,Breakfast
19,2023/01/18,Wed,New Zealand,6pc Chicken McNuggets®,9.30,5.95,All Day Favourites,Breakfast
20,2023/01/18,Wed,New Zealand,10pc Chicken McNuggets®,12.20,7.81,All Day Favourites,Breakfast
21,2023/01/18,Wed,New Zealand,20pc Chicken McNuggets®,20.00,12.80,All Day Favourites,Breakfast
22,2023/01/18,Wed,New Zealand,Big Mac Dinner for 2,32.00,20.48,To Share,Breakfast
23,2023/01/18,Wed,New Zealand,The Family Pack,39.00,24.96,To Share,Breakfast
24,2023/01/18,Wed,New Zealand,The Cheeseburger Stack,23.00,14.72,To Share,Breakfast
25,2023/01/18,Wed,New Zealand,Hash Brown,4.00,2.56,Sides,Breakfast
26,2023/01/18,Wed,New Zealand,Small Fries,5.20,3.33,Sides,Breakfast
27,2023/01/18,Wed,New Zealand,Hotcakes Happy Meal®,9.20,5.89,Happy Meals,Breakfast
28,2023/01/18,Wed,New Zealand,3pc Chicken McNuggets® Happy Meal®,9.20,5.89,Happy Meals,Breakfast
29,2023/01/18,Wed,New Zealand,6pc Chicken McNuggets® Happy Meal®,10.90,6.98,Happy Meals,Breakfast
30,2023/01/18,Wed,New Zealand,Cheeseburger Happy Meal®,9.20,5.89,Happy Meals,Breakfast
31,2023/01/18,Wed,New Zealand,Small Cappuccino McCafe®,5.60,3.58,McCafé® Drinks,Breakfast
32,2023/01/18,Wed,New Zealand,Small Mochaccino McCafe®,5.60,3.58,McCafé® Drinks,Breakfast
33,2023/01/18,Wed,New Zealand,Small Flat White McCafe®,5.60,3.58,McCafé® Drinks,Breakfast
34,2023/01/18,Wed,New Zealand,Small Latté  McCafe®,5.60,3.58,McCafé® Drinks,Breakfast
35,2023/01/18,Wed,New Zealand,Small Hot Chocolate McCafé®,5.60,3.58,McCafé® Drinks,Breakfast
36,2023/01/18,Wed,New Zealand,Small Chai Latté McCafé®,5.60,3.58,McCafé® Drinks,Breakfast
37,2023/01/18,Wed,New Zealand,Small Long Black McCafe®,4.80,3.07,McCafé® Drinks,Breakfast
38,2023/01/18,Wed,New Zealand,Small Fuze Tea® Peach Black Iced Tea,4.00,2.56,Juice & Water,Breakfast
39,2023/01/18,Wed,New Zealand,Kiwi Blue® Water 600ml,3.00,1.92,Juice & Water,Breakfast
40,2023/01/18,Wed,New Zealand,Pump® Mini Water,4.20,2.69,Juice & Water,Breakfast
41,2023/01/18,Wed,New Zealand,Apple Blackcurrant Drink,5.40,3.46,Juice & Water,Breakfast
42,2023/01/18,Wed,New Zealand,Small Coke® Zero Sugar,4.00,2.56,Soft Drinks,Breakfast
43,2023/01/18,Wed,New Zealand,Small Coke®,4.00,2.56,Soft Drinks,Breakfast
44,2023/01/18,Wed,New Zealand,Small Fanta® Orange,4.00,2.56,Soft Drinks,Breakfast
45,2023/01/18,Wed,New Zealand,Small Fanta® Raspberry,4.00,2.56,Soft Drinks,Breakfast
46,2023/01/18,Wed,New Zealand,Small Sprite® No Sugar,4.00,2.56,Soft Drinks,Breakfast
47,2023/01/18,Wed,New Zealand,Small L&P®,4.00,2.56,Soft Drinks,Breakfast
48,2023/01/18,Wed,New Zealand,Hot Cake Syrup,0.50,0.32,Brekkie Condiments,Breakfast
49,2023/01/18,Wed,New Zealand,Ketchup,0.30,0.19,Brekkie Condiments,Breakfast
50,2023/01/18,Wed,New Zealand,Mayonnaise,0.30,0.19,Brekkie Condiments,Breakfast
51,2023/01/18,Wed,New Zealand,Whipped Butter,0.20,0.13,Brekkie Condiments,Breakfast
52,2023/01/18,Wed,New Zealand,Grand Big Mac®,13.40,8.58,Most Popular,Lunch & Dinner
53,2023/01/18,Wed,New Zealand,Big Mac®,9.60,6.15,Most Popular,Lunch & Dinner
54,2023/01/18,Wed,New Zealand,Mac Jr.®,9.40,6.02,Most Popular,Lunch & Dinner
55,2023/01/18,Wed,New Zealand,Double Quarter Pounder®,12.20,7.81,Most Popular,Lunch & Dinner
56,2023/01/18,Wed,New Zealand,Double Cheeseburger,7.40,4.74,Most Popular,Lunch & Dinner
57,2023/01/18,Wed,New Zealand,10pc Chicken McBites®,4.00,2.56,Most Popular,Lunch & Dinner
58,2023/01/18,Wed,New Zealand,The Family Pack,39.00,24.96,Most Popular,Lunch & Dinner
59,2023/01/18,Wed,New Zealand,YOU CHOOSE Family Dinner Pack,58.00,37.13,Most Popular,Lunch & Dinner
60,2023/01/18,Wed,New Zealand,YOU CHOOSE Dinner for 2,31.00,19.84,Most Popular,Lunch & Dinner
61,2023/01/18,Wed,New Zealand,Grand Big Mac®,13.40,8.58,Favourites,Lunch & Dinner
62,2023/01/18,Wed,New Zealand,Big Mac®,9.60,6.15,Favourites,Lunch & Dinner
63,2023/01/18,Wed,New Zealand,Mac Jr.®,9.40,6.02,Favourites,Lunch & Dinner
64,2023/01/18,Wed,New Zealand,Double McChicken®,11.50,7.36,Favourites,Lunch & Dinner
65,2023/01/18,Wed,New Zealand,McSpicy®,10.70,6.85,Favourites,Lunch & Dinner
66,2023/01/18,Wed,New Zealand,Quarter Pounder®,9.30,5.95,Favourites,Lunch & Dinner
67,2023/01/18,Wed,New Zealand,Double Quarter Pounder®,12.20,7.81,Favourites,Lunch & Dinner
68,2023/01/18,Wed,New Zealand,Cheeseburger,5.40,3.46,Favourites,Lunch & Dinner
