,Date,Day,Territory,Menu Item,Price (NZD),Price (USD),Category,Menu
1,2023/05/31,Wed,New Zealand,Hotcakes with Whipped Butter & Syrup,8.90,5.39,Brekkie Meals,Breakfast
2,2023/05/31,Wed,New Zealand,Bacon & Egg McMuffin®,9.00,5.45,Brekkie Meals,Breakfast
3,2023/05/31,Wed,New Zealand,Sausage & Egg McMuffin®,9.00,5.45,Brekkie Meals,Breakfast
4,2023/05/31,Wed,New Zealand,Massive McMuffin®,10.70,6.48,Brekkie Meals,Breakfast
5,2023/05/31,Wed,New Zealand,Chicken McMuffin®,7.40,4.48,Brekkie Meals,Breakfast
6,2023/05/31,Wed,New Zealand,Sausage McMuffin®,7.30,4.42,Brekkie Meals,Breakfast
7,2023/05/31,Wed,New Zealand,Big Brekkie Burger,11.80,7.14,Brekkie Meals,Breakfast
8,2023/05/31,Wed,New Zealand,NYC Benedict Bagel®,10.30,6.23,Brekkie Meals,Breakfast
9,2023/05/31,Wed,New Zealand,BLT Bagel,9.60,5.81,Brekkie Meals,Breakfast
10,2023/05/31,Wed,New Zealand,Chicken & Bacon McMuffin®,8.90,5.39,Brekkie Meals,Breakfast
11,2023/05/31,Wed,New Zealand,10pc Chicken McNuggets®,12.80,7.75,All Day Favourites,Breakfast
12,2023/05/31,Wed,New Zealand,Double Cheeseburger,7.90,4.78,All Day Favourites,Breakfast
13,2023/05/31,Wed,New Zealand,Cheeseburger,5.80,3.51,All Day Favourites,Breakfast
14,2023/05/31,Wed,New Zealand,Big Mac®,10.00,6.05,All Day Favourites,Breakfast
15,2023/05/31,Wed,New Zealand,McChicken®,10.00,6.05,All Day Favourites,Breakfast
16,2023/05/31,Wed,New Zealand,6pc Chicken McNuggets®,9.70,5.87,All Day Favourites,Breakfast
17,2023/05/31,Wed,New Zealand,Quarter Pounder®,9.90,5.99,All Day Favourites,Breakfast
18,2023/05/31,Wed,New Zealand,Double Quarter Pounder®,12.80,7.75,All Day Favourites,Breakfast
19,2023/05/31,Wed,New Zealand,Double McChicken®,11.80,7.14,All Day Favourites,Breakfast
20,2023/05/31,Wed,New Zealand,20pc Chicken McNuggets®,20.60,12.47,All Day Favourites,Breakfast
21,2023/05/31,Wed,New Zealand,Double Big Mac®,11.80,7.14,All Day Favourites,Breakfast
22,2023/05/31,Wed,New Zealand,Quarter Pounder® Medium Combo,14.90,9.02,All Day Favourites,Breakfast
23,2023/05/31,Wed,New Zealand,Big Mac Dinner for 2,33.00,19.97,To Share,Breakfast
24,2023/05/31,Wed,New Zealand,The Family Pack,40.00,24.21,To Share,Breakfast
25,2023/05/31,Wed,New Zealand,The Cheeseburger Stack,23.00,13.92,To Share,Breakfast
26,2023/05/31,Wed,New Zealand,Small Fries,5.40,3.27,Sides,Breakfast
27,2023/05/31,Wed,New Zealand,Hash Brown,4.40,2.66,Sides,Breakfast
28,2023/05/31,Wed,New Zealand,6pc Chicken McNuggets® Happy Meal®,11.50,6.96,Happy Meals,Breakfast
29,2023/05/31,Wed,New Zealand,Hotcakes Happy Meal®,9.70,5.87,Happy Meals,Breakfast
30,2023/05/31,Wed,New Zealand,Cheeseburger Happy Meal®,9.70,5.87,Happy Meals,Breakfast
31,2023/05/31,Wed,New Zealand,3pc Chicken McNuggets® Happy Meal®,9.70,5.87,Happy Meals,Breakfast
32,2023/05/31,Wed,New Zealand,Small Flat White McCafe®,5.70,3.45,McCafé® Drinks,Breakfast
33,2023/05/31,Wed,New Zealand,Small Latté  McCafe®,5.70,3.45,McCafé® Drinks,Breakfast
34,2023/05/31,Wed,New Zealand,Small Hot Chocolate McCafé®,5.70,3.45,McCafé® Drinks,Breakfast
35,2023/05/31,Wed,New Zealand,Small Mochaccino McCafe®,5.70,3.45,McCafé® Drinks,Breakfast
36,2023/05/31,Wed,New Zealand,Small Cappuccino McCafe®,5.70,3.45,McCafé® Drinks,Breakfast
37,2023/05/31,Wed,New Zealand,Small Chai Latté McCafé®,5.70,3.45,McCafé® Drinks,Breakfast
38,2023/05/31,Wed,New Zealand,Small Long Black McCafe®,4.80,2.90,McCafé® Drinks,Breakfast
39,2023/05/31,Wed,New Zealand,Small Fuze Tea® Peach Black Iced Tea,4.90,2.97,Juice & Water,Breakfast
40,2023/05/31,Wed,New Zealand,Kiwi Blue® Water 600ml,3.00,1.82,Juice & Water,Breakfast
41,2023/05/31,Wed,New Zealand,Pump® Mini Water,4.40,2.66,Juice & Water,Breakfast
42,2023/05/31,Wed,New Zealand,Apple Blackcurrant Drink,6.00,3.63,Juice & Water,Breakfast
43,2023/05/31,Wed,New Zealand,Small Coke®,4.90,2.97,Soft Drinks,Breakfast
44,2023/05/31,Wed,New Zealand,Small Fanta® Raspberry,4.90,2.97,Soft Drinks,Breakfast
45,2023/05/31,Wed,New Zealand,Small Sprite® Zero Sugar,4.90,2.97,Soft Drinks,Breakfast
46,2023/05/31,Wed,New Zealand,Small Coke® Zero Sugar,4.90,2.97,Soft Drinks,Breakfast
47,2023/05/31,Wed,New Zealand,Small Fanta® Orange,4.90,2.97,Soft Drinks,Breakfast
