,Date,Day,Territory,Menu Item,Price (NZD),Price (USD),Category,Menu
1,2022/06/24,Fri,New Zealand,Big Brekkie Burger,10.90,6.83,Brekkie Meals,Breakfast
2,2022/06/24,Fri,New Zealand,NYC Benedict Bagel®,8.40,5.26,Brekkie Meals,Breakfast
3,2022/06/24,Fri,New Zealand,Bacon & Egg McMuffin®,7.90,4.95,Brekkie Meals,Breakfast
4,2022/06/24,Fri,New Zealand,BLT Bagel,7.70,4.82,Brekkie Meals,Breakfast
5,2022/06/24,Fri,New Zealand,Chicken & Bacon McMuffin®,8.20,5.14,Brekkie Meals,Breakfast
6,2022/06/24,Fri,New Zealand,Chicken McMuffin®,7.00,4.39,Brekkie Meals,Breakfast
7,2022/06/24,Fri,New Zealand,Hotcakes with Whipped Butter & Syrup,7.60,4.76,Brekkie Meals,Breakfast
8,2022/06/24,Fri,New Zealand,Massive McMuffin®,9.30,5.83,Brekkie Meals,Breakfast
9,2022/06/24,Fri,New Zealand,Sausage & Egg McMuffin®,7.50,4.70,Brekkie Meals,Breakfast
10,2022/06/24,Fri,New Zealand,Sausage McMuffin®,6.20,3.88,Brekkie Meals,Breakfast
11,2022/06/24,Fri,New Zealand,Cheeseburger,5.10,3.20,All Day Favourites,Breakfast
12,2022/06/24,Fri,New Zealand,Big Mac®,8.70,5.45,All Day Favourites,Breakfast
13,2022/06/24,Fri,New Zealand,Quarter Pounder®,8.80,5.51,All Day Favourites,Breakfast
14,2022/06/24,Fri,New Zealand,McChicken®,8.60,5.39,All Day Favourites,Breakfast
15,2022/06/24,Fri,New Zealand,Double Cheeseburger,6.50,4.07,All Day Favourites,Breakfast
16,2022/06/24,Fri,New Zealand,Double Big Mac®,10.80,6.77,All Day Favourites,Breakfast
17,2022/06/24,Fri,New Zealand,Double Quarter Pounder®,11.70,7.33,All Day Favourites,Breakfast
18,2022/06/24,Fri,New Zealand,Double McChicken®,11.30,7.08,All Day Favourites,Breakfast
19,2022/06/24,Fri,New Zealand,Big Mac Dinner for 2,28.00,17.54,To Share,Breakfast
20,2022/06/24,Fri,New Zealand,The Family Pack,34.00,21.30,To Share,Breakfast
21,2022/06/24,Fri,New Zealand,The Cheeseburger Stack,18.50,11.59,To Share,Breakfast
22,2022/06/24,Fri,New Zealand,Hash Brown,3.10,1.94,Sides,Breakfast
23,2022/06/24,Fri,New Zealand,Small Fries,4.20,2.63,Sides,Breakfast
24,2022/06/24,Fri,New Zealand,Hotcakes Happy Meal®,8.30,5.20,Happy Meals,Breakfast
25,2022/06/24,Fri,New Zealand,Cheeseburger Happy Meal®,8.30,5.20,Happy Meals,Breakfast
26,2022/06/24,Fri,New Zealand,Small Cappuccino McCafe®,5.10,3.20,McCafé® Drinks,Breakfast
27,2022/06/24,Fri,New Zealand,Small Mochaccino McCafe®,5.10,3.20,McCafé® Drinks,Breakfast
28,2022/06/24,Fri,New Zealand,Small Flat White McCafe®,5.10,3.20,McCafé® Drinks,Breakfast
29,2022/06/24,Fri,New Zealand,Small Latté  McCafe®,5.10,3.20,McCafé® Drinks,Breakfast
30,2022/06/24,Fri,New Zealand,Small Hot Chocolate McCafé®,5.10,3.20,McCafé® Drinks,Breakfast
31,2022/06/24,Fri,New Zealand,Small Chai Latté McCafé®,5.10,3.20,McCafé® Drinks,Breakfast
32,2022/06/24,Fri,New Zealand,Small Long Black McCafe®,4.80,3.01,McCafé® Drinks,Breakfast
33,2022/06/24,Fri,New Zealand,Small Fuze Tea® Peach Black Iced Tea,3.70,2.32,Juice & Water,Breakfast
34,2022/06/24,Fri,New Zealand,Small Orange Juice,4.50,2.82,Juice & Water,Breakfast
