,Date,Day,Territory,Menu Item,Price (LKR),Price (USD),Category,Menu
1,2023/05/30,Tue,Sri Lanka,Crispy Chicken 02 PC,1220.00,4.11,Ala Carte & Value Meals,Regular
2,2023/05/30,Tue,Sri Lanka,Crispy Chicken 05 PC,3080.00,10.37,Ala Carte & Value Meals,Regular
3,2023/05/30,Tue,Sri Lanka,Spicy chicken footlong,840.00,2.83,Ala Carte & Value Meals,Regular
4,2023/05/30,Tue,Sri Lanka,Crispy Chicken Wrap,840.00,2.83,Ala Carte & Value Meals,Regular
5,2023/05/30,Tue,Sri Lanka,McSpicy Chicken Wrap,1700.00,5.73,Ala Carte & Value Meals,Regular
6,2023/05/30,Tue,Sri Lanka,Crispy Chicken Burger,580.00,1.95,Ala Carte & Value Meals,Regular
7,2023/05/30,Tue,Sri Lanka,Chicken Junior,780.00,2.63,Ala Carte & Value Meals,Regular
8,2023/05/30,Tue,Sri Lanka,Beefburger,1050.00,3.54,Ala Carte & Value Meals,Regular
9,2023/05/30,Tue,Sri Lanka,Cheeseburger,1200.00,4.04,Ala Carte & Value Meals,Regular
10,2023/05/30,Tue,Sri Lanka,Double Cheeseburger,1880.00,6.33,Ala Carte & Value Meals,Regular
11,2023/05/30,Tue,Sri Lanka,Big Mac,1820.00,6.13,Ala Carte & Value Meals,Regular
12,2023/05/30,Tue,Sri Lanka,McChicken Burger,1700.00,5.73,Ala Carte & Value Meals,Regular
13,2023/05/30,Tue,Sri Lanka,McSpicy Chicken Burger,1100.00,3.70,Ala Carte & Value Meals,Regular
14,2023/05/30,Tue,Sri Lanka,Chicken Big Mac,1700.00,5.73,Ala Carte & Value Meals,Regular
15,2023/05/30,Tue,Sri Lanka,Chicken McNuggets 6 PC,1500.00,5.05,Ala Carte & Value Meals,Regular
16,2023/05/30,Tue,Sri Lanka,Chicken McNuggets 9 PC,2090.00,7.04,Ala Carte & Value Meals,Regular
17,2023/05/30,Tue,Sri Lanka,McSpicy Chicken Fillet,1320.00,4.45,Ala Carte & Value Meals,Regular
18,2023/05/30,Tue,Sri Lanka,McSpicy Wings 3 PC,570.00,1.92,Ala Carte & Value Meals,Regular
19,2023/05/30,Tue,Sri Lanka,McSpicy Wings 6 PC,1070.00,3.60,Ala Carte & Value Meals,Regular
20,2023/05/30,Tue,Sri Lanka,Filet-O-Fish,1380.00,4.65,Ala Carte & Value Meals,Regular
21,2023/05/30,Tue,Sri Lanka,Veggie Burger,1100.00,3.70,Ala Carte & Value Meals,Regular
22,2023/05/30,Tue,Sri Lanka,Sausage & Egg Burger,580.00,1.95,Breakfast & Value Meals,Breakfast
23,2023/05/30,Tue,Sri Lanka,Egg Burger,440.00,1.48,Breakfast & Value Meals,Breakfast
24,2023/05/30,Tue,Sri Lanka,Hash Brown,340.00,1.15,Breakfast & Value Meals,Breakfast
25,2023/05/30,Tue,Sri Lanka,Crispy Chicken Wrap,840.00,2.83,Breakfast & Value Meals,Breakfast
26,2023/05/30,Tue,Sri Lanka,Crispy Chicken Burger,580.00,1.95,Breakfast & Value Meals,Breakfast
27,2023/05/30,Tue,Sri Lanka,Chicken Junior,780.00,2.63,Breakfast & Value Meals,Breakfast
28,2023/05/30,Tue,Sri Lanka,McSpicy Chicken Burger,1100.00,3.70,Breakfast & Value Meals,Breakfast
29,2023/05/30,Tue,Sri Lanka,Double Chicken Rice meal,1250.00,4.21,Rice,Regular
30,2023/05/30,Tue,Sri Lanka,Curry N Rice,560.00,1.89,Rice,Regular
31,2023/05/30,Tue,Sri Lanka,McRice Chicken,970.00,3.27,Rice,Regular
32,2023/05/30,Tue,Sri Lanka,McRice - Fish,970.00,3.27,Rice,Regular
33,2023/05/30,Tue,Sri Lanka,McRice - Vegetable,970.00,3.27,Rice,Regular
34,2023/05/30,Tue,Sri Lanka,Fries,570.00,1.92,Salads/Sides,Regular
35,2023/05/30,Tue,Sri Lanka,Choco Chip McFlurry,940.00,3.17,Desserts,Regular
36,2023/05/30,Tue,Sri Lanka,OREO McFLURRY,940.00,3.17,Desserts,Regular
37,2023/05/30,Tue,Sri Lanka,Chocolate Sundae,660.00,2.22,Desserts,Regular
38,2023/05/30,Tue,Sri Lanka,Strawberry Sundae,660.00,2.22,Desserts,Regular
39,2023/05/30,Tue,Sri Lanka,Plain Sundae,580.00,1.95,Desserts,Regular
