,Date,Day,Territory,Menu Item,Price (LKR),Price (USD),Category,Menu
0,2022/03/25,Fri,Sri Lanka,Crispy Chicken 02 PC,730.00,2.54,Ala Carte & Value Meals,Regular
1,2022/03/25,Fri,Sri Lanka,Crispy Chicken 05 PC,1670.00,5.81,Ala Carte & Value Meals,Regular
2,2022/03/25,Fri,Sri Lanka,Spicy chicken footlong,660.00,2.30,Ala Carte & Value Meals,Regular
3,2022/03/25,Fri,Sri Lanka,Crispy Chicken Wrap,460.00,1.60,Ala Carte & Value Meals,Regular
4,2022/03/25,Fri,Sri Lanka,Tandoori Chicken Wrap,380.00,1.32,Ala Carte & Value Meals,Regular
5,2022/03/25,Fri,Sri Lanka,McSpicy Chicken Wrap,920.00,3.20,Ala Carte & Value Meals,Regular
6,2022/03/25,Fri,Sri Lanka,Crispy Chicken Burger,320.00,1.11,Ala Carte & Value Meals,Regular
7,2022/03/25,Fri,Sri Lanka,Chicken Junior,420.00,1.46,Ala Carte & Value Meals,Regular
8,2022/03/25,Fri,Sri Lanka,Beefburger,560.00,1.95,Ala Carte & Value Meals,Regular
9,2022/03/25,Fri,Sri Lanka,Cheeseburger,640.00,2.23,Ala Carte & Value Meals,Regular
10,2022/03/25,Fri,Sri Lanka,Double Cheeseburger,1020.00,3.55,Ala Carte & Value Meals,Regular
11,2022/03/25,Fri,Sri Lanka,Big Mac,1020.00,3.55,Ala Carte & Value Meals,Regular
12,2022/03/25,Fri,Sri Lanka,McChicken Burger,920.00,3.20,Ala Carte & Value Meals,Regular
13,2022/03/25,Fri,Sri Lanka,McSpicy Chicken Burger,680.00,2.37,Ala Carte & Value Meals,Regular
14,2022/03/25,Fri,Sri Lanka,Chicken Big Mac,920.00,3.20,Ala Carte & Value Meals,Regular
15,2022/03/25,Fri,Sri Lanka,Chicken McNuggets 6 PC,800.00,2.78,Ala Carte & Value Meals,Regular
16,2022/03/25,Fri,Sri Lanka,Chicken McNuggets 9 PC,1140.00,3.97,Ala Carte & Value Meals,Regular
17,2022/03/25,Fri,Sri Lanka,McSpicy Chicken Fillet,670.00,2.33,Ala Carte & Value Meals,Regular
18,2022/03/25,Fri,Sri Lanka,McSpicy Wings 3 PC,310.00,1.08,Ala Carte & Value Meals,Regular
19,2022/03/25,Fri,Sri Lanka,McSpicy Wings 6 PC,580.00,2.02,Ala Carte & Value Meals,Regular
20,2022/03/25,Fri,Sri Lanka,Filet-O-Fish,750.00,2.61,Ala Carte & Value Meals,Regular
21,2022/03/25,Fri,Sri Lanka,Veggie Burger,600.00,2.09,Ala Carte & Value Meals,Regular
22,2022/03/25,Fri,Sri Lanka,Sausage & Egg Burger,320.00,1.11,Breakfast & Value Meals,Breakfast
23,2022/03/25,Fri,Sri Lanka,Egg Burger,240.00,0.84,Breakfast & Value Meals,Breakfast
24,2022/03/25,Fri,Sri Lanka,Omelette Burger,240.00,0.84,Breakfast & Value Meals,Breakfast
25,2022/03/25,Fri,Sri Lanka,Seeni Sambol Burger,300.00,1.04,Breakfast & Value Meals,Breakfast
26,2022/03/25,Fri,Sri Lanka,Hash Brown,190.00,0.66,Breakfast & Value Meals,Breakfast
27,2022/03/25,Fri,Sri Lanka,Crispy Chicken Wrap,460.00,1.60,Breakfast & Value Meals,Breakfast
28,2022/03/25,Fri,Sri Lanka,Crispy Chicken Burger,320.00,1.11,Breakfast & Value Meals,Breakfast
29,2022/03/25,Fri,Sri Lanka,Chicken Junior,420.00,1.46,Breakfast & Value Meals,Breakfast
30,2022/03/25,Fri,Sri Lanka,McSpicy Chicken Burger,680.00,2.37,Breakfast & Value Meals,Breakfast
31,2022/03/25,Fri,Sri Lanka,Double Chicken Rice meal,610.00,2.12,Rice,Regular
32,2022/03/25,Fri,Sri Lanka,Curry N Rice,300.00,1.04,Rice,Regular
33,2022/03/25,Fri,Sri Lanka,McRice,580.00,2.02,Rice,Regular
34,2022/03/25,Fri,Sri Lanka,McRice - Fish,580.00,2.02,Rice,Regular
35,2022/03/25,Fri,Sri Lanka,McRice - Vegetable,580.00,2.02,Rice,Regular
36,2022/03/25,Fri,Sri Lanka,Fries,300.00,1.04,Salads/Sides,Regular
37,2022/03/25,Fri,Sri Lanka,Choco Chip McFlurry,430.00,1.50,Desserts,Regular
38,2022/03/25,Fri,Sri Lanka,OREO McFLURRY,500.00,1.74,Desserts,Regular
39,2022/03/25,Fri,Sri Lanka,Chocolate Sundae,340.00,1.18,Desserts,Regular
