,Date,Day,Territory,Menu Item,Price (LKR),Price (USD),Category,Menu
1,2024/03/18,Mon,Sri Lanka,Hash Brown,360.00,1.18,Ala Carte & Value Meals,Regular
2,2024/03/18,Mon,Sri Lanka,Crispy Chicken 02 PC,1280.00,4.19,Ala Carte & Value Meals,Regular
3,2024/03/18,Mon,Sri Lanka,Crispy Chicken 05 PC,3230.00,10.58,Ala Carte & Value Meals,Regular
4,2024/03/18,Mon,Sri Lanka,Spicy chicken footlong,930.00,3.05,Ala Carte & Value Meals,Regular
5,2024/03/18,Mon,Sri Lanka,Crispy Chicken Wrap,880.00,2.88,Ala Carte & Value Meals,Regular
6,2024/03/18,Mon,Sri Lanka,McSpicy Chicken Wrap,1790.00,5.86,Ala Carte & Value Meals,Regular
7,2024/03/18,Mon,Sri Lanka,Crispy Chicken Burger,580.00,1.90,Ala Carte & Value Meals,Regular
8,2024/03/18,Mon,Sri Lanka,Chicken Junior,820.00,2.69,Ala Carte & Value Meals,Regular
9,2024/03/18,Mon,Sri Lanka,Beefburger,1100.00,3.60,Ala Carte & Value Meals,Regular
10,2024/03/18,Mon,Sri Lanka,Cheeseburger,1260.00,4.13,Ala Carte & Value Meals,Regular
11,2024/03/18,Mon,Sri Lanka,Double Cheeseburger,1980.00,6.48,Ala Carte & Value Meals,Regular
12,2024/03/18,Mon,Sri Lanka,Big Mac,1910.00,6.26,Ala Carte & Value Meals,Regular
13,2024/03/18,Mon,Sri Lanka,McChicken Burger,1790.00,5.86,Ala Carte & Value Meals,Regular
14,2024/03/18,Mon,Sri Lanka,McSpicy Chicken Burger,1160.00,3.80,Ala Carte & Value Meals,Regular
15,2024/03/18,Mon,Sri Lanka,Chicken Big Mac,1790.00,5.86,Ala Carte & Value Meals,Regular
16,2024/03/18,Mon,Sri Lanka,Chicken McNuggets 6 PC,1580.00,5.17,Ala Carte & Value Meals,Regular
17,2024/03/18,Mon,Sri Lanka,Chicken McNuggets 9 PC,2200.00,7.21,Ala Carte & Value Meals,Regular
18,2024/03/18,Mon,Sri Lanka,McSpicy Wings 3 PC,600.00,1.97,Ala Carte & Value Meals,Regular
19,2024/03/18,Mon,Sri Lanka,McSpicy Wings 6 PC,1120.00,3.67,Ala Carte & Value Meals,Regular
20,2024/03/18,Mon,Sri Lanka,Filet-O-Fish,1450.00,4.75,Ala Carte & Value Meals,Regular
21,2024/03/18,Mon,Sri Lanka,Veggie Burger,1160.00,3.80,Ala Carte & Value Meals,Regular
22,2024/03/18,Mon,Sri Lanka,Sausage & Egg Burger,610.00,2.00,Breakfast & Value Meals,Breakfast
23,2024/03/18,Mon,Sri Lanka,Egg Burger,460.00,1.51,Breakfast & Value Meals,Breakfast
24,2024/03/18,Mon,Sri Lanka,Hash Brown,360.00,1.18,Breakfast & Value Meals,Breakfast
25,2024/03/18,Mon,Sri Lanka,Crispy Chicken Wrap,880.00,2.88,Breakfast & Value Meals,Breakfast
26,2024/03/18,Mon,Sri Lanka,Crispy Chicken Burger,580.00,1.90,Breakfast & Value Meals,Breakfast
27,2024/03/18,Mon,Sri Lanka,Chicken Junior,820.00,2.69,Breakfast & Value Meals,Breakfast
28,2024/03/18,Mon,Sri Lanka,McSpicy Chicken Burger,1160.00,3.80,Breakfast & Value Meals,Breakfast
29,2024/03/18,Mon,Sri Lanka,Double Chicken Rice meal,1310.00,4.29,Rice,Regular
30,2024/03/18,Mon,Sri Lanka,Curry N Rice,590.00,1.93,Rice,Regular
31,2024/03/18,Mon,Sri Lanka,McRice Chicken,1020.00,3.34,Rice,Regular
32,2024/03/18,Mon,Sri Lanka,McRice - Fish,1020.00,3.34,Rice,Regular
33,2024/03/18,Mon,Sri Lanka,McRice - Vegetable,1020.00,3.34,Rice,Regular
34,2024/03/18,Mon,Sri Lanka,Fries,600.00,1.97,Salads/Sides,Regular
35,2024/03/18,Mon,Sri Lanka,Choco Chip McFlurry,1090.00,3.57,Desserts,Regular
36,2024/03/18,Mon,Sri Lanka,OREO McFLURRY,1090.00,3.57,Desserts,Regular
37,2024/03/18,Mon,Sri Lanka,Chocolate Sundae,770.00,2.52,Desserts,Regular
38,2024/03/18,Mon,Sri Lanka,Strawberry Sundae,770.00,2.52,Desserts,Regular
39,2024/03/18,Mon,Sri Lanka,Plain Sundae,670.00,2.19,Desserts,Regular
40,2024/03/18,Mon,Sri Lanka,Chocolate flavoured milk,430.00,1.41,Beverages,Regular
41,2024/03/18,Mon,Sri Lanka,Coke zero,330.00,1.08,Beverages,Regular
42,2024/03/18,Mon,Sri Lanka,Coke,390.00,1.28,Beverages,Regular
43,2024/03/18,Mon,Sri Lanka,Fanta,390.00,1.28,Beverages,Regular
44,2024/03/18,Mon,Sri Lanka,Sprite,390.00,1.28,Beverages,Regular
45,2024/03/18,Mon,Sri Lanka,Water,120.00,0.39,Beverages,Regular
46,2024/03/18,Mon,Sri Lanka,Happy Crispy Burger Meal,1000.00,3.28,Happy Meals,Regular
47,2024/03/18,Mon,Sri Lanka,Happy Meal Rice - Chicken,1000.00,3.28,Happy Meals,Regular
48,2024/03/18,Mon,Sri Lanka,Happy Meal Beef,1840.00,6.03,Happy Meals,Regular
49,2024/03/18,Mon,Sri Lanka,Happy Meal Chicken Junior,2680.00,8.78,Happy Meals,Regular
50,2024/03/18,Mon,Sri Lanka,Happy Meal Cheeseburger,1940.00,6.35,Happy Meals,Regular
51,2024/03/18,Mon,Sri Lanka,Happy Meal 4 Nugget,1570.00,5.14,Happy Meals,Regular
52,2024/03/18,Mon,Sri Lanka,Indulge and Cheer,2880.00,9.43,Promotion & Bundle Meals,Regular
53,2024/03/18,Mon,Sri Lanka,Crave Busters,950.00,3.11,Promotion & Bundle Meals,Regular
54,2024/03/18,Mon,Sri Lanka,McDelivery Combo,3250.00,10.64,Promotion & Bundle Meals,Regular
55,2024/03/18,Mon,Sri Lanka,Share box Rice Bundles,8110.00,26.56,Promotion & Bundle Meals,Regular
56,2024/03/18,Mon,Sri Lanka,Share box Chicken Bundles,8110.00,26.56,Promotion & Bundle Meals,Regular
57,2024/03/18,Mon,Sri Lanka,Share box Beef Bundles,9540.00,31.25,Promotion & Bundle Meals,Regular
58,2024/03/18,Mon,Sri Lanka,Fries,600.00,1.97,Salads/Sides,Breakfast
59,2024/03/18,Mon,Sri Lanka,Choco Chip McFlurry,1090.00,3.57,Desserts,Breakfast
60,2024/03/18,Mon,Sri Lanka,OREO McFLURRY,1090.00,3.57,Desserts,Breakfast
61,2024/03/18,Mon,Sri Lanka,Chocolate Sundae,770.00,2.52,Desserts,Breakfast
62,2024/03/18,Mon,Sri Lanka,Strawberry Sundae,770.00,2.52,Desserts,Breakfast
63,2024/03/18,Mon,Sri Lanka,Plain Sundae,670.00,2.19,Desserts,Breakfast
64,2024/03/18,Mon,Sri Lanka,Chocolate flavoured milk,430.00,1.41,Beverages,Breakfast
65,2024/03/18,Mon,Sri Lanka,Coke zero,330.00,1.08,Beverages,Breakfast
66,2024/03/18,Mon,Sri Lanka,Coke,390.00,1.28,Beverages,Breakfast
67,2024/03/18,Mon,Sri Lanka,Fanta,390.00,1.28,Beverages,Breakfast
68,2024/03/18,Mon,Sri Lanka,Sprite,390.00,1.28,Beverages,Breakfast
69,2024/03/18,Mon,Sri Lanka,Water,120.00,0.39,Beverages,Breakfast
70,2024/03/18,Mon,Sri Lanka,Happy Crispy Burger Meal,1000.00,3.28,Happy Meals,Breakfast
71,2024/03/18,Mon,Sri Lanka,Happy Meal Chicken Junior,2680.00,8.78,Happy Meals,Breakfast
