,Date,Day,Territory,Menu Item,Price (LKR),Price (USD),Category,Menu
1,2022/06/19,Sun,Sri Lanka,Crispy Chicken 02 PC,870.00,2.42,Ala Carte & Value Meals,Regular
2,2022/06/19,Sun,Sri Lanka,Crispy Chicken 05 PC,2200.00,6.12,Ala Carte & Value Meals,Regular
3,2022/06/19,Sun,Sri Lanka,Spicy chicken footlong,730.00,2.03,Ala Carte & Value Meals,Regular
4,2022/06/19,Sun,Sri Lanka,Crispy Chicken Wrap,600.00,1.67,Ala Carte & Value Meals,Regular
5,2022/06/19,Sun,Sri Lanka,Tandoori Chicken Wrap,380.00,1.06,Ala Carte & Value Meals,Regular
6,2022/06/19,Sun,Sri Lanka,McSpicy Chicken Wrap,1210.00,3.37,Ala Carte & Value Meals,Regular
7,2022/06/19,Sun,Sri Lanka,Crispy Chicken Burger,420.00,1.17,Ala Carte & Value Meals,Regular
8,2022/06/19,Sun,Sri Lanka,Chicken Junior,560.00,1.56,Ala Carte & Value Meals,Regular
9,2022/06/19,Sun,Sri Lanka,Beefburger,740.00,2.06,Ala Carte & Value Meals,Regular
10,2022/06/19,Sun,Sri Lanka,Cheeseburger,850.00,2.36,Ala Carte & Value Meals,Regular
11,2022/06/19,Sun,Sri Lanka,Double Cheeseburger,1340.00,3.73,Ala Carte & Value Meals,Regular
12,2022/06/19,Sun,Sri Lanka,Big Mac,1340.00,3.73,Ala Carte & Value Meals,Regular
13,2022/06/19,Sun,Sri Lanka,McChicken Burger,1210.00,3.37,Ala Carte & Value Meals,Regular
14,2022/06/19,Sun,Sri Lanka,McSpicy Chicken Burger,890.00,2.48,Ala Carte & Value Meals,Regular
15,2022/06/19,Sun,Sri Lanka,Chicken Big Mac,1210.00,3.37,Ala Carte & Value Meals,Regular
16,2022/06/19,Sun,Sri Lanka,Chicken McNuggets 6 PC,1060.00,2.95,Ala Carte & Value Meals,Regular
17,2022/06/19,Sun,Sri Lanka,Chicken McNuggets 9 PC,1500.00,4.17,Ala Carte & Value Meals,Regular
