,Date,Day,Territory,Menu Item,Price (LKR),Price (USD),Category,Menu
1,2023/08/06,Sun,Sri Lanka,Crispy Chicken 02 PC,1220.00,3.82,Ala Carte & Value Meals,Regular
2,2023/08/06,Sun,Sri Lanka,Crispy Chicken 05 PC,3080.00,9.64,Ala Carte & Value Meals,Regular
3,2023/08/06,Sun,Sri Lanka,Spicy chicken footlong,930.00,2.91,Ala Carte & Value Meals,Regular
4,2023/08/06,Sun,Sri Lanka,Crispy Chicken Wrap,840.00,2.63,Ala Carte & Value Meals,Regular
5,2023/08/06,Sun,Sri Lanka,McSpicy Chicken Wrap,1700.00,5.32,Ala Carte & Value Meals,Regular
6,2023/08/06,Sun,Sri Lanka,Crispy Chicken Burger,580.00,1.82,Ala Carte & Value Meals,Regular
7,2023/08/06,Sun,Sri Lanka,Chicken Junior,780.00,2.44,Ala Carte & Value Meals,Regular
8,2023/08/06,Sun,Sri Lanka,Beefburger,1050.00,3.29,Ala Carte & Value Meals,Regular
9,2023/08/06,Sun,Sri Lanka,Cheeseburger,1200.00,3.76,Ala Carte & Value Meals,Regular
10,2023/08/06,Sun,Sri Lanka,Double Cheeseburger,1880.00,5.89,Ala Carte & Value Meals,Regular
11,2023/08/06,Sun,Sri Lanka,Big Mac,1820.00,5.70,Ala Carte & Value Meals,Regular
12,2023/08/06,Sun,Sri Lanka,McChicken Burger,1700.00,5.32,Ala Carte & Value Meals,Regular
13,2023/08/06,Sun,Sri Lanka,McSpicy Chicken Burger,1100.00,3.44,Ala Carte & Value Meals,Regular
14,2023/08/06,Sun,Sri Lanka,Chicken Big Mac,1700.00,5.32,Ala Carte & Value Meals,Regular
15,2023/08/06,Sun,Sri Lanka,Chicken McNuggets 6 PC,1500.00,4.70,Ala Carte & Value Meals,Regular
16,2023/08/06,Sun,Sri Lanka,Chicken McNuggets 9 PC,2090.00,6.54,Ala Carte & Value Meals,Regular
17,2023/08/06,Sun,Sri Lanka,McSpicy Wings 3 PC,570.00,1.78,Ala Carte & Value Meals,Regular
18,2023/08/06,Sun,Sri Lanka,McSpicy Wings 6 PC,1070.00,3.35,Ala Carte & Value Meals,Regular
19,2023/08/06,Sun,Sri Lanka,Filet-O-Fish,1380.00,4.32,Ala Carte & Value Meals,Regular
20,2023/08/06,Sun,Sri Lanka,Veggie Burger,1100.00,3.44,Ala Carte & Value Meals,Regular
21,2023/08/06,Sun,Sri Lanka,Sausage & Egg Burger,580.00,1.82,Breakfast & Value Meals,Breakfast
22,2023/08/06,Sun,Sri Lanka,Egg Burger,440.00,1.38,Breakfast & Value Meals,Breakfast
23,2023/08/06,Sun,Sri Lanka,Hash Brown,340.00,1.06,Breakfast & Value Meals,Breakfast
24,2023/08/06,Sun,Sri Lanka,Crispy Chicken Wrap,840.00,2.63,Breakfast & Value Meals,Breakfast
25,2023/08/06,Sun,Sri Lanka,Crispy Chicken Burger,580.00,1.82,Breakfast & Value Meals,Breakfast
26,2023/08/06,Sun,Sri Lanka,Chicken Junior,780.00,2.44,Breakfast & Value Meals,Breakfast
27,2023/08/06,Sun,Sri Lanka,McSpicy Chicken Burger,1100.00,3.44,Breakfast & Value Meals,Breakfast
28,2023/08/06,Sun,Sri Lanka,Double Chicken Rice meal,1250.00,3.91,Rice,Regular
29,2023/08/06,Sun,Sri Lanka,Curry N Rice,560.00,1.75,Rice,Regular
30,2023/08/06,Sun,Sri Lanka,McRice Chicken,970.00,3.04,Rice,Regular
31,2023/08/06,Sun,Sri Lanka,McRice - Fish,970.00,3.04,Rice,Regular
32,2023/08/06,Sun,Sri Lanka,McRice - Vegetable,970.00,3.04,Rice,Regular
33,2023/08/06,Sun,Sri Lanka,Fries,570.00,1.78,Salads/Sides,Regular
34,2023/08/06,Sun,Sri Lanka,Choco Chip McFlurry,1040.00,3.26,Desserts,Regular
35,2023/08/06,Sun,Sri Lanka,OREO McFLURRY,1040.00,3.26,Desserts,Regular
36,2023/08/06,Sun,Sri Lanka,Chocolate Sundae,730.00,2.29,Desserts,Regular
37,2023/08/06,Sun,Sri Lanka,Strawberry Sundae,730.00,2.29,Desserts,Regular
38,2023/08/06,Sun,Sri Lanka,Plain Sundae,640.00,2.00,Desserts,Regular
39,2023/08/06,Sun,Sri Lanka,Chocolate flavoured milk,410.00,1.28,Beverages,Regular
40,2023/08/06,Sun,Sri Lanka,Coke zero,310.00,0.97,Beverages,Regular
41,2023/08/06,Sun,Sri Lanka,Coke,370.00,1.16,Beverages,Regular
42,2023/08/06,Sun,Sri Lanka,Fanta,370.00,1.16,Beverages,Regular
43,2023/08/06,Sun,Sri Lanka,Sprite,370.00,1.16,Beverages,Regular
44,2023/08/06,Sun,Sri Lanka,Water,90.00,0.28,Beverages,Regular
45,2023/08/06,Sun,Sri Lanka,Happy Crispy Burger Meal,1000.00,3.13,Happy Meals,Regular
46,2023/08/06,Sun,Sri Lanka,Happy Meal Rice - Chicken,1000.00,3.13,Happy Meals,Regular
47,2023/08/06,Sun,Sri Lanka,Happy Meal Beef,1750.00,5.48,Happy Meals,Regular
48,2023/08/06,Sun,Sri Lanka,Happy Meal Chicken Junior,2550.00,7.98,Happy Meals,Regular
49,2023/08/06,Sun,Sri Lanka,Happy Meal Cheeseburger,1850.00,5.79,Happy Meals,Regular
50,2023/08/06,Sun,Sri Lanka,Happy Meal 4 Nugget,1490.00,4.67,Happy Meals,Regular
51,2023/08/06,Sun,Sri Lanka,Indulge and Cheer,2880.00,9.02,Promotion & Bundle Meals,Regular
52,2023/08/06,Sun,Sri Lanka,Wrap and Wings Combo,950.00,2.97,Promotion & Bundle Meals,Regular
53,2023/08/06,Sun,Sri Lanka,Share box Rice Bundles,7720.00,24.17,Promotion & Bundle Meals,Regular
54,2023/08/06,Sun,Sri Lanka,Share box Chicken Bundles,7720.00,24.17,Promotion & Bundle Meals,Regular
55,2023/08/06,Sun,Sri Lanka,Share box Beef Bundles,9080.00,28.43,Promotion & Bundle Meals,Regular
56,2023/08/06,Sun,Sri Lanka,Fries,570.00,1.78,Salads/Sides,Breakfast
57,2023/08/06,Sun,Sri Lanka,Choco Chip McFlurry,1040.00,3.26,Desserts,Breakfast
58,2023/08/06,Sun,Sri Lanka,OREO McFLURRY,1040.00,3.26,Desserts,Breakfast
59,2023/08/06,Sun,Sri Lanka,Chocolate Sundae,730.00,2.29,Desserts,Breakfast
60,2023/08/06,Sun,Sri Lanka,Strawberry Sundae,730.00,2.29,Desserts,Breakfast
61,2023/08/06,Sun,Sri Lanka,Plain Sundae,640.00,2.00,Desserts,Breakfast
62,2023/08/06,Sun,Sri Lanka,Chocolate flavoured milk,410.00,1.28,Beverages,Breakfast
63,2023/08/06,Sun,Sri Lanka,Coke zero,310.00,0.97,Beverages,Breakfast
64,2023/08/06,Sun,Sri Lanka,Coke,370.00,1.16,Beverages,Breakfast
65,2023/08/06,Sun,Sri Lanka,Fanta,370.00,1.16,Beverages,Breakfast
66,2023/08/06,Sun,Sri Lanka,Sprite,370.00,1.16,Beverages,Breakfast
67,2023/08/06,Sun,Sri Lanka,Water,90.00,0.28,Beverages,Breakfast
68,2023/08/06,Sun,Sri Lanka,Happy Crispy Burger Meal,1000.00,3.13,Happy Meals,Breakfast
69,2023/08/06,Sun,Sri Lanka,Happy Meal Chicken Junior,2550.00,7.98,Happy Meals,Breakfast
