,Date,Day,Territory,Menu Item,Price (LKR),Price (USD),Category,Menu
1,2022/12/02,Fri,Sri Lanka,Spicy Mix,750.00,2.04,Ala Carte & Value Meals,Regular
2,2022/12/02,Fri,Sri Lanka,Crispy Chicken 02 PC,1220.00,3.31,Ala Carte & Value Meals,Regular
3,2022/12/02,Fri,Sri Lanka,Crispy Chicken 05 PC,3080.00,8.36,Ala Carte & Value Meals,Regular
4,2022/12/02,Fri,Sri Lanka,Spicy chicken footlong,840.00,2.28,Ala Carte & Value Meals,Regular
5,2022/12/02,Fri,Sri Lanka,Crispy Chicken Wrap,840.00,2.28,Ala Carte & Value Meals,Regular
6,2022/12/02,Fri,Sri Lanka,McSpicy Chicken Wrap,1700.00,4.62,Ala Carte & Value Meals,Regular
7,2022/12/02,Fri,Sri Lanka,Crispy Chicken Burger,580.00,1.57,Ala Carte & Value Meals,Regular
8,2022/12/02,Fri,Sri Lanka,Chicken Junior,780.00,2.12,Ala Carte & Value Meals,Regular
9,2022/12/02,Fri,Sri Lanka,Beefburger,1050.00,2.85,Ala Carte & Value Meals,Regular
10,2022/12/02,Fri,Sri Lanka,Cheeseburger,1200.00,3.26,Ala Carte & Value Meals,Regular
11,2022/12/02,Fri,Sri Lanka,Double Cheeseburger,1880.00,5.10,Ala Carte & Value Meals,Regular
12,2022/12/02,Fri,Sri Lanka,Big Mac,1820.00,4.94,Ala Carte & Value Meals,Regular
13,2022/12/02,Fri,Sri Lanka,McChicken Burger,1700.00,4.62,Ala Carte & Value Meals,Regular
14,2022/12/02,Fri,Sri Lanka,McSpicy Chicken Burger,1100.00,2.99,Ala Carte & Value Meals,Regular
15,2022/12/02,Fri,Sri Lanka,Chicken Big Mac,1700.00,4.62,Ala Carte & Value Meals,Regular
16,2022/12/02,Fri,Sri Lanka,Chicken McNuggets 6 PC,1500.00,4.07,Ala Carte & Value Meals,Regular
17,2022/12/02,Fri,Sri Lanka,Chicken McNuggets 9 PC,2090.00,5.67,Ala Carte & Value Meals,Regular
18,2022/12/02,Fri,Sri Lanka,McSpicy Chicken Fillet,1320.00,3.58,Ala Carte & Value Meals,Regular
19,2022/12/02,Fri,Sri Lanka,McSpicy Wings 3 PC,570.00,1.55,Ala Carte & Value Meals,Regular
20,2022/12/02,Fri,Sri Lanka,McSpicy Wings 6 PC,1070.00,2.90,Ala Carte & Value Meals,Regular
21,2022/12/02,Fri,Sri Lanka,Filet-O-Fish,1380.00,3.75,Ala Carte & Value Meals,Regular
22,2022/12/02,Fri,Sri Lanka,Veggie Burger,1100.00,2.99,Ala Carte & Value Meals,Regular
23,2022/12/02,Fri,Sri Lanka,Sausage & Egg Burger,580.00,1.57,Breakfast & Value Meals,Breakfast
24,2022/12/02,Fri,Sri Lanka,Egg Burger,440.00,1.19,Breakfast & Value Meals,Breakfast
25,2022/12/02,Fri,Sri Lanka,Omelette Burger,460.00,1.25,Breakfast & Value Meals,Breakfast
26,2022/12/02,Fri,Sri Lanka,Hash Brown,340.00,0.92,Breakfast & Value Meals,Breakfast
27,2022/12/02,Fri,Sri Lanka,Crispy Chicken Wrap,840.00,2.28,Breakfast & Value Meals,Breakfast
28,2022/12/02,Fri,Sri Lanka,Crispy Chicken Burger,580.00,1.57,Breakfast & Value Meals,Breakfast
29,2022/12/02,Fri,Sri Lanka,Chicken Junior,780.00,2.12,Breakfast & Value Meals,Breakfast
30,2022/12/02,Fri,Sri Lanka,McSpicy Chicken Burger,1100.00,2.99,Breakfast & Value Meals,Breakfast
31,2022/12/02,Fri,Sri Lanka,Double Chicken Rice meal,1530.00,4.15,Rice,Regular
32,2022/12/02,Fri,Sri Lanka,Curry N Rice,560.00,1.52,Rice,Regular
33,2022/12/02,Fri,Sri Lanka,McRice,970.00,2.63,Rice,Regular
34,2022/12/02,Fri,Sri Lanka,McRice - Fish,970.00,2.63,Rice,Regular
35,2022/12/02,Fri,Sri Lanka,McRice - Vegetable,970.00,2.63,Rice,Regular
36,2022/12/02,Fri,Sri Lanka,Fries,570.00,1.55,Salads/Sides,Regular
37,2022/12/02,Fri,Sri Lanka,Choco Chip McFlurry,940.00,2.55,Desserts,Regular
38,2022/12/02,Fri,Sri Lanka,OREO McFLURRY,940.00,2.55,Desserts,Regular
39,2022/12/02,Fri,Sri Lanka,Chocolate Sundae,660.00,1.79,Desserts,Regular
40,2022/12/02,Fri,Sri Lanka,Strawberry Sundae,660.00,1.79,Desserts,Regular
41,2022/12/02,Fri,Sri Lanka,Plain Sundae,580.00,1.57,Desserts,Regular
42,2022/12/02,Fri,Sri Lanka,Chocolate flavoured milk,410.00,1.11,Beverages,Regular
43,2022/12/02,Fri,Sri Lanka,Coke zero,310.00,0.84,Beverages,Regular
44,2022/12/02,Fri,Sri Lanka,Coke,370.00,1.00,Beverages,Regular
