,Date,Day,Territory,Menu Item,Price (LKR),Price (USD),Category,Menu
1,2022/11/24,Thu,Sri Lanka,Spicy Mix,750.00,2.05,Ala Carte & Value Meals,Regular
2,2022/11/24,Thu,Sri Lanka,Crispy Chicken 02 PC,1110.00,3.04,Ala Carte & Value Meals,Regular
3,2022/11/24,Thu,Sri Lanka,Crispy Chicken 05 PC,2800.00,7.66,Ala Carte & Value Meals,Regular
4,2022/11/24,Thu,Sri Lanka,Spicy chicken footlong,840.00,2.30,Ala Carte & Value Meals,Regular
5,2022/11/24,Thu,Sri Lanka,Crispy Chicken Wrap,760.00,2.08,Ala Carte & Value Meals,Regular
6,2022/11/24,Thu,Sri Lanka,McSpicy Chicken Wrap,1540.00,4.21,Ala Carte & Value Meals,Regular
7,2022/11/24,Thu,Sri Lanka,Crispy Chicken Burger,530.00,1.45,Ala Carte & Value Meals,Regular
8,2022/11/24,Thu,Sri Lanka,Chicken Junior,710.00,1.94,Ala Carte & Value Meals,Regular
9,2022/11/24,Thu,Sri Lanka,Beefburger,950.00,2.60,Ala Carte & Value Meals,Regular
10,2022/11/24,Thu,Sri Lanka,Cheeseburger,1090.00,2.98,Ala Carte & Value Meals,Regular
11,2022/11/24,Thu,Sri Lanka,Double Cheeseburger,1710.00,4.68,Ala Carte & Value Meals,Regular
12,2022/11/24,Thu,Sri Lanka,Big Mac,1650.00,4.51,Ala Carte & Value Meals,Regular
13,2022/11/24,Thu,Sri Lanka,McChicken Burger,1540.00,4.21,Ala Carte & Value Meals,Regular
14,2022/11/24,Thu,Sri Lanka,McSpicy Chicken Burger,1100.00,3.01,Ala Carte & Value Meals,Regular
15,2022/11/24,Thu,Sri Lanka,Chicken Big Mac,1540.00,4.21,Ala Carte & Value Meals,Regular
16,2022/11/24,Thu,Sri Lanka,Chicken McNuggets 6 PC,1360.00,3.72,Ala Carte & Value Meals,Regular
17,2022/11/24,Thu,Sri Lanka,Chicken McNuggets 9 PC,1900.00,5.20,Ala Carte & Value Meals,Regular
18,2022/11/24,Thu,Sri Lanka,McSpicy Chicken Fillet,1120.00,3.06,Ala Carte & Value Meals,Regular
19,2022/11/24,Thu,Sri Lanka,McSpicy Wings 3 PC,520.00,1.42,Ala Carte & Value Meals,Regular
20,2022/11/24,Thu,Sri Lanka,McSpicy Wings 6 PC,970.00,2.65,Ala Carte & Value Meals,Regular
21,2022/11/24,Thu,Sri Lanka,Filet-O-Fish,1250.00,3.42,Ala Carte & Value Meals,Regular
22,2022/11/24,Thu,Sri Lanka,Veggie Burger,1000.00,2.74,Ala Carte & Value Meals,Regular
23,2022/11/24,Thu,Sri Lanka,Sausage & Egg Burger,530.00,1.45,Breakfast & Value Meals,Breakfast
24,2022/11/24,Thu,Sri Lanka,Egg Burger,400.00,1.09,Breakfast & Value Meals,Breakfast
25,2022/11/24,Thu,Sri Lanka,Omelette Burger,420.00,1.15,Breakfast & Value Meals,Breakfast
26,2022/11/24,Thu,Sri Lanka,Hash Brown,310.00,0.85,Breakfast & Value Meals,Breakfast
27,2022/11/24,Thu,Sri Lanka,Crispy Chicken Wrap,760.00,2.08,Breakfast & Value Meals,Breakfast
28,2022/11/24,Thu,Sri Lanka,Crispy Chicken Burger,530.00,1.45,Breakfast & Value Meals,Breakfast
29,2022/11/24,Thu,Sri Lanka,Chicken Junior,710.00,1.94,Breakfast & Value Meals,Breakfast
30,2022/11/24,Thu,Sri Lanka,McSpicy Chicken Burger,1100.00,3.01,Breakfast & Value Meals,Breakfast
31,2022/11/24,Thu,Sri Lanka,Double Chicken Rice meal,1000.00,2.74,Rice,Regular
32,2022/11/24,Thu,Sri Lanka,Curry N Rice,510.00,1.40,Rice,Regular
33,2022/11/24,Thu,Sri Lanka,McRice,970.00,2.65,Rice,Regular
34,2022/11/24,Thu,Sri Lanka,McRice - Fish,970.00,2.65,Rice,Regular
35,2022/11/24,Thu,Sri Lanka,McRice - Vegetable,970.00,2.65,Rice,Regular
36,2022/11/24,Thu,Sri Lanka,Mini-Salad,520.00,1.42,Salads/Sides,Regular
37,2022/11/24,Thu,Sri Lanka,Fries,520.00,1.42,Salads/Sides,Regular
38,2022/11/24,Thu,Sri Lanka,Choco Chip McFlurry,850.00,2.33,Desserts,Regular
