,Date,Day,Territory,Menu Item,Price (LKR),Price (USD),Category,Menu
1,2022/09/09,Fri,Sri Lanka,Spicy Mix,750.00,2.06,Ala Carte & Value Meals,Regular
2,2022/09/09,Fri,Sri Lanka,Crispy Chicken 02 PC,1010.00,2.77,Ala Carte & Value Meals,Regular
3,2022/09/09,Fri,Sri Lanka,Crispy Chicken 05 PC,2540.00,6.98,Ala Carte & Value Meals,Regular
4,2022/09/09,Fri,Sri Lanka,Spicy chicken footlong,840.00,2.31,Ala Carte & Value Meals,Regular
5,2022/09/09,Fri,Sri Lanka,Crispy Chicken Wrap,690.00,1.90,Ala Carte & Value Meals,Regular
6,2022/09/09,Fri,Sri Lanka,McSpicy Chicken Wrap,1400.00,3.85,Ala Carte & Value Meals,Regular
7,2022/09/09,Fri,Sri Lanka,Crispy Chicken Burger,480.00,1.32,Ala Carte & Value Meals,Regular
8,2022/09/09,Fri,Sri Lanka,Chicken Junior,650.00,1.79,Ala Carte & Value Meals,Regular
9,2022/09/09,Fri,Sri Lanka,Beefburger,860.00,2.36,Ala Carte & Value Meals,Regular
10,2022/09/09,Fri,Sri Lanka,Cheeseburger,990.00,2.72,Ala Carte & Value Meals,Regular
11,2022/09/09,Fri,Sri Lanka,Double Cheeseburger,1550.00,4.26,Ala Carte & Value Meals,Regular
12,2022/09/09,Fri,Sri Lanka,Big Mac,1500.00,4.12,Ala Carte & Value Meals,Regular
13,2022/09/09,Fri,Sri Lanka,McChicken Burger,1400.00,3.85,Ala Carte & Value Meals,Regular
14,2022/09/09,Fri,Sri Lanka,McSpicy Chicken Burger,1000.00,2.75,Ala Carte & Value Meals,Regular
15,2022/09/09,Fri,Sri Lanka,Chicken Big Mac,1400.00,3.85,Ala Carte & Value Meals,Regular
16,2022/09/09,Fri,Sri Lanka,Chicken McNuggets 6 PC,1240.00,3.41,Ala Carte & Value Meals,Regular
17,2022/09/09,Fri,Sri Lanka,Chicken McNuggets 9 PC,1730.00,4.75,Ala Carte & Value Meals,Regular
18,2022/09/09,Fri,Sri Lanka,McSpicy Chicken Fillet,1020.00,2.80,Ala Carte & Value Meals,Regular
19,2022/09/09,Fri,Sri Lanka,McSpicy Wings 3 PC,470.00,1.29,Ala Carte & Value Meals,Regular
20,2022/09/09,Fri,Sri Lanka,McSpicy Wings 6 PC,880.00,2.42,Ala Carte & Value Meals,Regular
21,2022/09/09,Fri,Sri Lanka,Filet-O-Fish,1140.00,3.13,Ala Carte & Value Meals,Regular
22,2022/09/09,Fri,Sri Lanka,Veggie Burger,910.00,2.50,Ala Carte & Value Meals,Regular
23,2022/09/09,Fri,Sri Lanka,Sausage & Egg Burger,480.00,1.32,Breakfast & Value Meals,Breakfast
24,2022/09/09,Fri,Sri Lanka,Egg Burger,360.00,0.99,Breakfast & Value Meals,Breakfast
25,2022/09/09,Fri,Sri Lanka,Omelette Burger,380.00,1.04,Breakfast & Value Meals,Breakfast
26,2022/09/09,Fri,Sri Lanka,Hash Brown,280.00,0.77,Breakfast & Value Meals,Breakfast
27,2022/09/09,Fri,Sri Lanka,Crispy Chicken Wrap,690.00,1.90,Breakfast & Value Meals,Breakfast
28,2022/09/09,Fri,Sri Lanka,Crispy Chicken Burger,480.00,1.32,Breakfast & Value Meals,Breakfast
