,Date,Day,Territory,Menu Item,Price (LKR),Price (USD),Category,Menu
1,2022/07/15,Fri,Sri Lanka,Crispy Chicken 02 PC,870.00,2.38,Ala Carte & Value Meals,Regular
2,2022/07/15,Fri,Sri Lanka,Crispy Chicken 05 PC,2200.00,6.02,Ala Carte & Value Meals,Regular
3,2022/07/15,Fri,Sri Lanka,Spicy chicken footlong,730.00,2.00,Ala Carte & Value Meals,Regular
4,2022/07/15,Fri,Sri Lanka,Crispy Chicken Wrap,600.00,1.64,Ala Carte & Value Meals,Regular
5,2022/07/15,Fri,Sri Lanka,Tandoori Chicken Wrap,380.00,1.04,Ala Carte & Value Meals,Regular
6,2022/07/15,Fri,Sri Lanka,McSpicy Chicken Wrap,1210.00,3.31,Ala Carte & Value Meals,Regular
7,2022/07/15,Fri,Sri Lanka,Crispy Chicken Burger,420.00,1.15,Ala Carte & Value Meals,Regular
8,2022/07/15,Fri,Sri Lanka,Chicken Junior,560.00,1.53,Ala Carte & Value Meals,Regular
9,2022/07/15,Fri,Sri Lanka,Beefburger,740.00,2.02,Ala Carte & Value Meals,Regular
10,2022/07/15,Fri,Sri Lanka,Cheeseburger,850.00,2.33,Ala Carte & Value Meals,Regular
11,2022/07/15,Fri,Sri Lanka,Double Cheeseburger,1340.00,3.67,Ala Carte & Value Meals,Regular
12,2022/07/15,Fri,Sri Lanka,Big Mac,1340.00,3.67,Ala Carte & Value Meals,Regular
13,2022/07/15,Fri,Sri Lanka,McChicken Burger,1210.00,3.31,Ala Carte & Value Meals,Regular
14,2022/07/15,Fri,Sri Lanka,McSpicy Chicken Burger,890.00,2.44,Ala Carte & Value Meals,Regular
15,2022/07/15,Fri,Sri Lanka,Chicken Big Mac,1210.00,3.31,Ala Carte & Value Meals,Regular
16,2022/07/15,Fri,Sri Lanka,Chicken McNuggets 6 PC,1060.00,2.90,Ala Carte & Value Meals,Regular
17,2022/07/15,Fri,Sri Lanka,Chicken McNuggets 9 PC,1500.00,4.10,Ala Carte & Value Meals,Regular
18,2022/07/15,Fri,Sri Lanka,McSpicy Chicken Fillet,880.00,2.41,Ala Carte & Value Meals,Regular
19,2022/07/15,Fri,Sri Lanka,McSpicy Wings 3 PC,410.00,1.12,Ala Carte & Value Meals,Regular
20,2022/07/15,Fri,Sri Lanka,McSpicy Wings 6 PC,760.00,2.08,Ala Carte & Value Meals,Regular
21,2022/07/15,Fri,Sri Lanka,Filet-O-Fish,990.00,2.71,Ala Carte & Value Meals,Regular
22,2022/07/15,Fri,Sri Lanka,Veggie Burger,790.00,2.16,Ala Carte & Value Meals,Regular
23,2022/07/15,Fri,Sri Lanka,Sausage & Egg Burger,420.00,1.15,Breakfast & Value Meals,Breakfast
24,2022/07/15,Fri,Sri Lanka,Egg Burger,310.00,0.85,Breakfast & Value Meals,Breakfast
25,2022/07/15,Fri,Sri Lanka,Omelette Burger,330.00,0.90,Breakfast & Value Meals,Breakfast
26,2022/07/15,Fri,Sri Lanka,Hash Brown,240.00,0.66,Breakfast & Value Meals,Breakfast
27,2022/07/15,Fri,Sri Lanka,Crispy Chicken Wrap,600.00,1.64,Breakfast & Value Meals,Breakfast
28,2022/07/15,Fri,Sri Lanka,Crispy Chicken Burger,420.00,1.15,Breakfast & Value Meals,Breakfast
29,2022/07/15,Fri,Sri Lanka,Chicken Junior,560.00,1.53,Breakfast & Value Meals,Breakfast
30,2022/07/15,Fri,Sri Lanka,McSpicy Chicken Burger,890.00,2.44,Breakfast & Value Meals,Breakfast
31,2022/07/15,Fri,Sri Lanka,Double Chicken Rice meal,830.00,2.27,Rice,Regular
32,2022/07/15,Fri,Sri Lanka,Curry N Rice,400.00,1.09,Rice,Regular
33,2022/07/15,Fri,Sri Lanka,McRice,760.00,2.08,Rice,Regular
34,2022/07/15,Fri,Sri Lanka,McRice - Fish,760.00,2.08,Rice,Regular
35,2022/07/15,Fri,Sri Lanka,McRice - Vegetable,760.00,2.08,Rice,Regular
36,2022/07/15,Fri,Sri Lanka,Mini-Salad,400.00,1.09,Salads/Sides,Regular
37,2022/07/15,Fri,Sri Lanka,Fries,400.00,1.09,Salads/Sides,Regular
38,2022/07/15,Fri,Sri Lanka,Choco Chip McFlurry,570.00,1.56,Desserts,Regular
39,2022/07/15,Fri,Sri Lanka,OREO McFLURRY,660.00,1.81,Desserts,Regular
40,2022/07/15,Fri,Sri Lanka,Chocolate Sundae,450.00,1.23,Desserts,Regular
41,2022/07/15,Fri,Sri Lanka,Strawberry Sundae,470.00,1.29,Desserts,Regular
42,2022/07/15,Fri,Sri Lanka,Plain Sundae,410.00,1.12,Desserts,Regular
43,2022/07/15,Fri,Sri Lanka,Chocolate flavoured milk,150.00,0.41,Beverages,Regular
44,2022/07/15,Fri,Sri Lanka,Coke zero,210.00,0.57,Beverages,Regular
45,2022/07/15,Fri,Sri Lanka,Coke,260.00,0.71,Beverages,Regular
46,2022/07/15,Fri,Sri Lanka,Fanta,260.00,0.71,Beverages,Regular
47,2022/07/15,Fri,Sri Lanka,Sprite,260.00,0.71,Beverages,Regular
48,2022/07/15,Fri,Sri Lanka,Water,70.00,0.19,Beverages,Regular
49,2022/07/15,Fri,Sri Lanka,Happy Crispy Burger Meal,970.00,2.65,Happy Meals,Regular
50,2022/07/15,Fri,Sri Lanka,Happy Meal Rice - Chicken,880.00,2.41,Happy Meals,Regular
51,2022/07/15,Fri,Sri Lanka,Happy Meal Beef,970.00,2.65,Happy Meals,Regular
52,2022/07/15,Fri,Sri Lanka,Happy Meal Chicken Junior,970.00,2.65,Happy Meals,Regular
53,2022/07/15,Fri,Sri Lanka,Happy Meal Cheeseburger,1050.00,2.87,Happy Meals,Regular
54,2022/07/15,Fri,Sri Lanka,Happy Meal 4 Nugget,970.00,2.65,Happy Meals,Regular
55,2022/07/15,Fri,Sri Lanka,Share box Rice Bundles,5530.00,15.13,Promotion & Bundle Meals,Regular
56,2022/07/15,Fri,Sri Lanka,Share box Chicken Bundles,5520.00,15.10,Promotion & Bundle Meals,Regular
57,2022/07/15,Fri,Sri Lanka,Share box Beef Bundles,6490.00,17.76,Promotion & Bundle Meals,Regular
58,2022/07/15,Fri,Sri Lanka,Lunch Time Bundle,1200.00,3.28,Promotion & Bundle Meals,Regular
59,2022/07/15,Fri,Sri Lanka,Spicy Treat,1000.00,2.74,Promotion & Bundle Meals,Regular
60,2022/07/15,Fri,Sri Lanka,Fries,400.00,1.09,Salads/Sides,Breakfast
61,2022/07/15,Fri,Sri Lanka,Choco Chip McFlurry,570.00,1.56,Desserts,Breakfast
62,2022/07/15,Fri,Sri Lanka,OREO McFLURRY,660.00,1.81,Desserts,Breakfast
63,2022/07/15,Fri,Sri Lanka,Chocolate Sundae,450.00,1.23,Desserts,Breakfast
64,2022/07/15,Fri,Sri Lanka,Strawberry Sundae,470.00,1.29,Desserts,Breakfast
65,2022/07/15,Fri,Sri Lanka,Plain Sundae,410.00,1.12,Desserts,Breakfast
66,2022/07/15,Fri,Sri Lanka,Chocolate flavoured milk,150.00,0.41,Beverages,Breakfast
67,2022/07/15,Fri,Sri Lanka,Coke zero,210.00,0.57,Beverages,Breakfast
68,2022/07/15,Fri,Sri Lanka,Coke,260.00,0.71,Beverages,Breakfast
69,2022/07/15,Fri,Sri Lanka,Fanta,260.00,0.71,Beverages,Breakfast
70,2022/07/15,Fri,Sri Lanka,Sprite,260.00,0.71,Beverages,Breakfast
71,2022/07/15,Fri,Sri Lanka,Water,70.00,0.19,Beverages,Breakfast
72,2022/07/15,Fri,Sri Lanka,Happy Crispy Burger Meal,970.00,2.65,Happy Meals,Breakfast
73,2022/07/15,Fri,Sri Lanka,Happy Meal Chicken Junior,970.00,2.65,Happy Meals,Breakfast
