,Date,Day,Territory,Menu Item,Price (AUD),Price (USD),Category,Menu
1,2024/06/17,Mon,Australia,Hash Brown,3.65,2.42,Most Popular,Breakfast Menu
2,2024/06/17,Mon,Australia,Mighty McMuffin,8.95,5.92,Most Popular,Breakfast Menu
3,2024/06/17,Mon,Australia,Bacon & Egg McMuffin,6.95,4.60,Most Popular,Breakfast Menu
4,2024/06/17,Mon,Australia,Sausage & Egg McMuffin,6.95,4.60,Most Popular,Breakfast Menu
5,2024/06/17,Mon,Australia,Biscoff McPop,2.00,1.32,Most Popular,Breakfast Menu
6,2024/06/17,Mon,Australia,Hotcakes with Butter & Syrup,7.95,5.26,Most Popular,Breakfast Menu
7,2024/06/17,Mon,Australia,Hash Brown,3.65,2.42,Everyday Value,Breakfast Menu
8,2024/06/17,Mon,Australia,Small Spicy Shaker Fries,4.45,2.95,All Day Menu,Breakfast Menu
9,2024/06/17,Mon,Australia,Small Fries,3.95,2.61,All Day Menu,Breakfast Menu
10,2024/06/17,Mon,Australia,Chicken & Bacon McMuffin,7.95,5.26,McMuffins,Breakfast Menu
11,2024/06/17,Mon,Australia,Chicken McMuffin,6.95,4.60,McMuffins,Breakfast Menu
12,2024/06/17,Mon,Australia,Mighty McMuffin,8.95,5.92,McMuffins,Breakfast Menu
13,2024/06/17,Mon,Australia,Double Bacon & Egg McMuffin,7.95,5.26,McMuffins,Breakfast Menu
14,2024/06/17,Mon,Australia,Bacon & Egg McMuffin,6.95,4.60,McMuffins,Breakfast Menu
15,2024/06/17,Mon,Australia,Big Brekkie Burger,9.95,6.59,McMuffins,Breakfast Menu
16,2024/06/17,Mon,Australia,Double Sausage & Egg McMuffin,7.95,5.26,McMuffins,Breakfast Menu
17,2024/06/17,Mon,Australia,Sausage & Egg McMuffin,6.95,4.60,McMuffins,Breakfast Menu
18,2024/06/17,Mon,Australia,Sausage McMuffin,5.95,3.94,McMuffins,Breakfast Menu
19,2024/06/17,Mon,Australia,Double Sausage McMuffin,6.95,4.60,McMuffins,Breakfast Menu
20,2024/06/17,Mon,Australia,Small Banana Shake,5.65,3.74,Shakes & Frappes,Breakfast Menu
21,2024/06/17,Mon,Australia,Small Chocolate Shake,5.65,3.74,Shakes & Frappes,Breakfast Menu
22,2024/06/17,Mon,Australia,Small Strawberry Shake,5.65,3.74,Shakes & Frappes,Breakfast Menu
23,2024/06/17,Mon,Australia,Small Vanilla Shake,5.65,3.74,Shakes & Frappes,Breakfast Menu
24,2024/06/17,Mon,Australia,Medium Chocolate Frappé,6.55,4.34,Shakes & Frappes,Breakfast Menu
25,2024/06/17,Mon,Australia,Medium Coffee Frappé,6.55,4.34,Shakes & Frappes,Breakfast Menu
26,2024/06/17,Mon,Australia,Medium Salted Caramel Frappé,6.55,4.34,Shakes & Frappes,Breakfast Menu
27,2024/06/17,Mon,Australia,AFL Captain Cards,2.00,1.32,Shakes & Frappes,Breakfast Menu
28,2024/06/17,Mon,Australia,Small Frozen Coke® K-Wave,4.50,2.98,Soft Drinks,Breakfast Menu
29,2024/06/17,Mon,Australia,Small Coke®,4.50,2.98,Soft Drinks,Breakfast Menu
30,2024/06/17,Mon,Australia,Biscoff McPop,2.00,1.32,Desserts,Breakfast Menu
31,2024/06/17,Mon,Australia,Berry McPop,2.00,1.32,Desserts,Breakfast Menu
32,2024/06/17,Mon,Australia,Choc McPop,2.00,1.32,Desserts,Breakfast Menu
