,Date,Day,Territory,Menu Item,Price (AUD),Price (USD),Category,Menu
1,2024/06/07,Fri,Australia,Hash Brown,3.65,2.44,Most Popular,Breakfast Menu
2,2024/06/07,Fri,Australia,Chicken & Bacon McMuffin,7.95,5.30,Most Popular,Breakfast Menu
3,2024/06/07,Fri,Australia,Chicken McMuffin,6.95,4.64,Most Popular,Breakfast Menu
4,2024/06/07,Fri,Australia,Mighty McMuffin,8.95,5.97,Most Popular,Breakfast Menu
5,2024/06/07,Fri,Australia,Bacon & Egg McMuffin,6.95,4.64,Most Popular,Breakfast Menu
6,2024/06/07,Fri,Australia,Sausage & Egg McMuffin,6.95,4.64,Most Popular,Breakfast Menu
7,2024/06/07,Fri,Australia,Hotcakes with Butter & Syrup,7.95,5.30,Most Popular,Breakfast Menu
8,2024/06/07,Fri,Australia,Hash Brown,3.65,2.44,Everyday Value,Breakfast Menu
9,2024/06/07,Fri,Australia,Small Spicy Shaker Fries,4.45,2.97,All Day Menu,Breakfast Menu
10,2024/06/07,Fri,Australia,Small Fries,3.95,2.64,All Day Menu,Breakfast Menu
11,2024/06/07,Fri,Australia,Big Mac,8.50,5.67,All Day Menu,Breakfast Menu
12,2024/06/07,Fri,Australia,Cheeseburger,5.20,3.47,All Day Menu,Breakfast Menu
13,2024/06/07,Fri,Australia,Double Cheeseburger,6.95,4.64,All Day Menu,Breakfast Menu
14,2024/06/07,Fri,Australia,McChicken,8.20,5.47,All Day Menu,Breakfast Menu
15,2024/06/07,Fri,Australia,Chicken McNuggets - 3pc,5.40,3.60,All Day Menu,Breakfast Menu
16,2024/06/07,Fri,Australia,Spicy Chicken McNuggets - 40pc,29.45,19.65,All Day Menu,Breakfast Menu
17,2024/06/07,Fri,Australia,Half n Half Chicken McNuggets - 40pc,29.45,19.65,All Day Menu,Breakfast Menu
18,2024/06/07,Fri,Australia,Chicken McNuggets - 40pc,29.45,19.65,All Day Menu,Breakfast Menu
19,2024/06/07,Fri,Australia,Chicken & Bacon McMuffin,7.95,5.30,McMuffins,Breakfast Menu
20,2024/06/07,Fri,Australia,Chicken McMuffin,6.95,4.64,McMuffins,Breakfast Menu
21,2024/06/07,Fri,Australia,Mighty McMuffin,8.95,5.97,McMuffins,Breakfast Menu
22,2024/06/07,Fri,Australia,Double Bacon & Egg McMuffin,7.95,5.30,McMuffins,Breakfast Menu
23,2024/06/07,Fri,Australia,Bacon & Egg McMuffin,6.95,4.64,McMuffins,Breakfast Menu
24,2024/06/07,Fri,Australia,Big Brekkie Burger,9.95,6.64,McMuffins,Breakfast Menu
25,2024/06/07,Fri,Australia,Double Sausage & Egg McMuffin,7.95,5.30,McMuffins,Breakfast Menu
26,2024/06/07,Fri,Australia,Sausage & Egg McMuffin,6.95,4.64,McMuffins,Breakfast Menu
27,2024/06/07,Fri,Australia,Sausage McMuffin,5.95,3.97,McMuffins,Breakfast Menu
28,2024/06/07,Fri,Australia,Double Sausage McMuffin,6.95,4.64,McMuffins,Breakfast Menu
