,Date,Day,Territory,Menu Item,Price (AUD),Price (USD),Category,Menu
1,2024/06/09,Sun,Australia,Hash Brown,3.65,2.40,Most Popular,Breakfast Menu
2,2024/06/09,Sun,Australia,Chicken & Bacon McMuffin,7.95,5.23,Most Popular,Breakfast Menu
3,2024/06/09,Sun,Australia,Chicken McMuffin,6.95,4.58,Most Popular,Breakfast Menu
4,2024/06/09,Sun,Australia,Mighty McMuffin,8.95,5.89,Most Popular,Breakfast Menu
5,2024/06/09,Sun,Australia,Bacon & Egg McMuffin,6.95,4.58,Most Popular,Breakfast Menu
6,2024/06/09,Sun,Australia,Sausage & Egg McMuffin,6.95,4.58,Most Popular,Breakfast Menu
7,2024/06/09,Sun,Australia,Hotcakes with Butter & Syrup,7.95,5.23,Most Popular,Breakfast Menu
8,2024/06/09,Sun,Australia,Hash Brown,3.65,2.40,Everyday Value,Breakfast Menu
9,2024/06/09,Sun,Australia,Small Spicy Shaker Fries,4.45,2.93,All Day Menu,Breakfast Menu
10,2024/06/09,Sun,Australia,Small Fries,3.95,2.60,All Day Menu,Breakfast Menu
11,2024/06/09,Sun,Australia,Big Mac,8.50,5.60,All Day Menu,Breakfast Menu
12,2024/06/09,Sun,Australia,Cheeseburger,5.20,3.42,All Day Menu,Breakfast Menu
13,2024/06/09,Sun,Australia,Double Cheeseburger,6.95,4.58,All Day Menu,Breakfast Menu
14,2024/06/09,Sun,Australia,McChicken,8.20,5.40,All Day Menu,Breakfast Menu
15,2024/06/09,Sun,Australia,Chicken McNuggets - 3pc,5.40,3.56,All Day Menu,Breakfast Menu
16,2024/06/09,Sun,Australia,Spicy Chicken McNuggets - 40pc,29.45,19.39,All Day Menu,Breakfast Menu
17,2024/06/09,Sun,Australia,Half n Half Chicken McNuggets - 40pc,29.45,19.39,All Day Menu,Breakfast Menu
18,2024/06/09,Sun,Australia,Chicken McNuggets - 40pc,29.45,19.39,All Day Menu,Breakfast Menu
19,2024/06/09,Sun,Australia,Chicken & Bacon McMuffin,7.95,5.23,McMuffins,Breakfast Menu
20,2024/06/09,Sun,Australia,Chicken McMuffin,6.95,4.58,McMuffins,Breakfast Menu
21,2024/06/09,Sun,Australia,Mighty McMuffin,8.95,5.89,McMuffins,Breakfast Menu
22,2024/06/09,Sun,Australia,Double Bacon & Egg McMuffin,7.95,5.23,McMuffins,Breakfast Menu
23,2024/06/09,Sun,Australia,Bacon & Egg McMuffin,6.95,4.58,McMuffins,Breakfast Menu
24,2024/06/09,Sun,Australia,Big Brekkie Burger,9.95,6.55,McMuffins,Breakfast Menu
25,2024/06/09,Sun,Australia,Double Sausage & Egg McMuffin,7.95,5.23,McMuffins,Breakfast Menu
26,2024/06/09,Sun,Australia,Sausage & Egg McMuffin,6.95,4.58,McMuffins,Breakfast Menu
27,2024/06/09,Sun,Australia,Sausage McMuffin,5.95,3.92,McMuffins,Breakfast Menu
28,2024/06/09,Sun,Australia,Double Sausage McMuffin,6.95,4.58,McMuffins,Breakfast Menu
29,2024/06/09,Sun,Australia,Small Chocolate Shake,5.65,3.72,Shakes & Frappes,Breakfast Menu
30,2024/06/09,Sun,Australia,Small Strawberry Shake,5.65,3.72,Shakes & Frappes,Breakfast Menu
31,2024/06/09,Sun,Australia,Small Vanilla Shake,5.65,3.72,Shakes & Frappes,Breakfast Menu
32,2024/06/09,Sun,Australia,Medium Chocolate Frappé,6.55,4.31,Shakes & Frappes,Breakfast Menu
33,2024/06/09,Sun,Australia,Medium Coffee Frappé,6.55,4.31,Shakes & Frappes,Breakfast Menu
34,2024/06/09,Sun,Australia,Medium Salted Caramel Frappé,6.55,4.31,Shakes & Frappes,Breakfast Menu
35,2024/06/09,Sun,Australia,AFL Captain Cards,2.00,1.32,Shakes & Frappes,Breakfast Menu
36,2024/06/09,Sun,Australia,Small Frozen Coke® K-Wave,4.50,2.96,Soft Drinks,Breakfast Menu
37,2024/06/09,Sun,Australia,Small Coke®,4.50,2.96,Soft Drinks,Breakfast Menu
38,2024/06/09,Sun,Australia,Apple Crumble Muffin,5.55,3.65,Desserts,Breakfast Menu
39,2024/06/09,Sun,Australia,Double Choc Muffin,5.55,3.65,Desserts,Breakfast Menu
40,2024/06/09,Sun,Australia,Choc McPop,2.00,1.32,Desserts,Breakfast Menu
41,2024/06/09,Sun,Australia,Biscoff McPop,2.00,1.32,Desserts,Breakfast Menu
42,2024/06/09,Sun,Australia,Berry McPop,2.00,1.32,Desserts,Breakfast Menu
43,2024/06/09,Sun,Australia,Caramello® McFlurry,7.10,4.68,Desserts,Breakfast Menu
44,2024/06/09,Sun,Australia,OREO® McFlurry,7.10,4.68,Desserts,Breakfast Menu
45,2024/06/09,Sun,Australia,Caramel Sundae,5.55,3.65,Desserts,Breakfast Menu
46,2024/06/09,Sun,Australia,Hot Apple Pie,4.45,2.93,Desserts,Breakfast Menu
47,2024/06/09,Sun,Australia,Strawberry Sundae,5.55,3.65,Desserts,Breakfast Menu
48,2024/06/09,Sun,Australia,Chicken & Bacon McMuffin,7.95,5.23,More Brekkie Favourites,Breakfast Menu
49,2024/06/09,Sun,Australia,Chicken McMuffin,6.95,4.58,More Brekkie Favourites,Breakfast Menu
