,Date,Day,Territory,Menu Item,Price (AUD),Price (USD),Category,Menu
1,2024/05/09,Thu,Australia,Chicken McMuffin,6.85,4.51,Most Popular,Breakfast Menu
2,2024/05/09,Thu,Australia,Chicken & Bacon McMuffin,7.85,5.16,Most Popular,Breakfast Menu
3,2024/05/09,Thu,Australia,Mighty McMuffin,8.65,5.69,Most Popular,Breakfast Menu
4,2024/05/09,Thu,Australia,Bacon & Egg McMuffin,6.55,4.31,Most Popular,Breakfast Menu
5,2024/05/09,Thu,Australia,Sausage & Egg McMuffin,7.10,4.67,Most Popular,Breakfast Menu
6,2024/05/09,Thu,Australia,Hash Brown,3.65,2.40,Most Popular,Breakfast Menu
7,2024/05/09,Thu,Australia,Hotcakes with Butter & Syrup,7.55,4.97,Most Popular,Breakfast Menu
8,2024/05/09,Thu,Australia,Small Fries,3.95,2.60,All Day Menu,Breakfast Menu
9,2024/05/09,Thu,Australia,Big Mac,8.50,5.59,All Day Menu,Breakfast Menu
10,2024/05/09,Thu,Australia,Cheeseburger,5.20,3.42,All Day Menu,Breakfast Menu
11,2024/05/09,Thu,Australia,Double Cheeseburger,6.55,4.31,All Day Menu,Breakfast Menu
12,2024/05/09,Thu,Australia,McChicken,8.20,5.39,All Day Menu,Breakfast Menu
13,2024/05/09,Thu,Australia,Chicken McNuggets - 3pc,5.40,3.55,All Day Menu,Breakfast Menu
14,2024/05/09,Thu,Australia,Chicken McNuggets - 6pc,8.40,5.52,All Day Menu,Breakfast Menu
15,2024/05/09,Thu,Australia,Chicken McNuggets - 20pc,15.90,10.46,All Day Menu,Breakfast Menu
16,2024/05/09,Thu,Australia,Chicken McNuggets - 40pc,29.45,19.37,All Day Menu,Breakfast Menu
17,2024/05/09,Thu,Australia,10pc Chicken McNuggets,10.55,6.94,All Day Menu,Breakfast Menu
18,2024/05/09,Thu,Australia,Chicken McMuffin,6.85,4.51,McMuffins,Breakfast Menu
19,2024/05/09,Thu,Australia,Chicken & Bacon McMuffin,7.85,5.16,McMuffins,Breakfast Menu
20,2024/05/09,Thu,Australia,Mighty McMuffin,8.65,5.69,McMuffins,Breakfast Menu
21,2024/05/09,Thu,Australia,Double Bacon & Egg McMuffin,7.80,5.13,McMuffins,Breakfast Menu
22,2024/05/09,Thu,Australia,Bacon & Egg McMuffin,6.55,4.31,McMuffins,Breakfast Menu
23,2024/05/09,Thu,Australia,Double Sausage & Egg McMuffin,8.25,5.43,McMuffins,Breakfast Menu
24,2024/05/09,Thu,Australia,Big Brekkie Burger,10.15,6.68,McMuffins,Breakfast Menu
25,2024/05/09,Thu,Australia,Sausage & Egg McMuffin,7.10,4.67,McMuffins,Breakfast Menu
26,2024/05/09,Thu,Australia,Sausage McMuffin,6.55,4.31,McMuffins,Breakfast Menu
27,2024/05/09,Thu,Australia,Double Sausage McMuffin,7.80,5.13,McMuffins,Breakfast Menu
28,2024/05/09,Thu,Australia,AFL Captain Cards,2.00,1.32,McMuffins,Breakfast Menu
29,2024/05/09,Thu,Australia,Small Chocolate Shake,5.65,3.72,Shakes & Frappes,Breakfast Menu
30,2024/05/09,Thu,Australia,Small Strawberry Shake,5.65,3.72,Shakes & Frappes,Breakfast Menu
31,2024/05/09,Thu,Australia,Small Vanilla Shake,5.65,3.72,Shakes & Frappes,Breakfast Menu
32,2024/05/09,Thu,Australia,Medium Chocolate Frappé,6.55,4.31,Shakes & Frappes,Breakfast Menu
33,2024/05/09,Thu,Australia,Medium Coffee Frappé,6.55,4.31,Shakes & Frappes,Breakfast Menu
34,2024/05/09,Thu,Australia,Medium Salted Caramel Frappé,6.55,4.31,Shakes & Frappes,Breakfast Menu
35,2024/05/09,Thu,Australia,AFL Captain Cards,2.00,1.32,Shakes & Frappes,Breakfast Menu
36,2024/05/09,Thu,Australia,Small Frozen Coke® K-Wave,4.50,2.96,Soft Drinks,Breakfast Menu
37,2024/05/09,Thu,Australia,Small Coke®,4.50,2.96,Soft Drinks,Breakfast Menu
38,2024/05/09,Thu,Australia,Small Sprite® Zero Sugar,4.50,2.96,Soft Drinks,Breakfast Menu
39,2024/05/09,Thu,Australia,Small Sprite®,4.50,2.96,Soft Drinks,Breakfast Menu
