,Date,Day,Territory,Menu Item,Price (VND),Price (USD),Category,Menu
1,2025/02/05,Wed,Vietnam,Combo Value Breakfast 45k,45000.00,1.79,Promotions,Breakfast
2,2025/02/05,Wed,Vietnam,Sausage McMuffin w Iced Americano,59000.00,2.34,Promotions,Breakfast
3,2025/02/05,Wed,Vietnam,Cheesy Burger w Iced Latte,69000.00,2.74,Promotions,Breakfast
4,2025/02/05,Wed,Vietnam,Iced Americano,25000.00,0.99,Promotions,Breakfast
5,2025/02/05,Wed,Vietnam,Hot Latte,25000.00,0.99,Promotions,Breakfast
6,2025/02/05,Wed,Vietnam,Iced Latte,25000.00,0.99,Promotions,Breakfast
7,2025/02/05,Wed,Vietnam,Sausage & Egg McMuffin Value Meal,85000.00,3.38,Combo,Breakfast
8,2025/02/05,Wed,Vietnam,Big Breakfast,95000.00,3.77,Combo,Breakfast
9,2025/02/05,Wed,Vietnam,Sausage McMuffin Deluxe Value Meal,75000.00,2.98,Combo,Breakfast
10,2025/02/05,Wed,Vietnam,Chicken Muffin Value Meal,75000.00,2.98,Combo,Breakfast
11,2025/02/05,Wed,Vietnam,6pc Happy Chicken Bites Value Meal,79000.00,3.14,Combo,Breakfast
12,2025/02/05,Wed,Vietnam,Filet - O - Fish Value Meal,79000.00,3.14,Combo,Breakfast
13,2025/02/05,Wed,Vietnam,Hash Brown,25000.00,0.99,Main menu,Breakfast
14,2025/02/05,Wed,Vietnam,Sausage & Egg McMuffin Value Meal,85000.00,3.38,Main menu,Breakfast
15,2025/02/05,Wed,Vietnam,Big Breakfast,95000.00,3.77,Main menu,Breakfast
16,2025/02/05,Wed,Vietnam,Muffin Gà Phô Mai,45000.00,1.79,Main menu,Breakfast
17,2025/02/05,Wed,Vietnam,Sausage & Egg McMuffin,53000.00,2.11,Main menu,Breakfast
18,2025/02/05,Wed,Vietnam,Big Breakfast,79000.00,3.14,Main menu,Breakfast
19,2025/02/05,Wed,Vietnam,Sausage McMuffin,39000.00,1.55,Main menu,Breakfast
20,2025/02/05,Wed,Vietnam,Sausage McMuffin Deluxe,45000.00,1.79,Main menu,Breakfast
21,2025/02/05,Wed,Vietnam,Filet - O - Fish,59000.00,2.34,Main menu,Breakfast
22,2025/02/05,Wed,Vietnam,6pc Happy Chicken Bites,59000.00,2.34,Main menu,Breakfast
23,2025/02/05,Wed,Vietnam,9pc Happy Chicken Bites,79000.00,3.14,Main menu,Breakfast
24,2025/02/05,Wed,Vietnam,20pc Happy Chicken Bites,129000.00,5.13,Main menu,Breakfast
25,2025/02/05,Wed,Vietnam,4pc Happy Chicken Bites Happy Meal,79000.00,3.14,Happy Meals,Breakfast
26,2025/02/05,Wed,Vietnam,Happy Meal Chicken Muffin,79000.00,3.14,Happy Meals,Breakfast
27,2025/02/05,Wed,Vietnam,Berry Jam Tea Tall,49000.00,1.95,Beverages,Breakfast
28,2025/02/05,Wed,Vietnam,Tall Iced Bac Siu,39000.00,1.55,Beverages,Breakfast
29,2025/02/05,Wed,Vietnam,Pineapple Yogurt,65000.00,2.58,Beverages,Breakfast
30,2025/02/05,Wed,Vietnam,Salted Calamansi Apricot Tall,45000.00,1.79,Beverages,Breakfast
31,2025/02/05,Wed,Vietnam,Coca-Cola,21000.00,0.83,Beverages,Breakfast
32,2025/02/05,Wed,Vietnam,Dasani water,26000.00,1.03,Beverages,Breakfast
33,2025/02/05,Wed,Vietnam,Sprite,21000.00,0.83,Beverages,Breakfast
34,2025/02/05,Wed,Vietnam,Fanta,21000.00,0.83,Beverages,Breakfast
35,2025/02/05,Wed,Vietnam,Peach Tea,59000.00,2.34,Beverages,Breakfast
36,2025/02/05,Wed,Vietnam,Milo,26000.00,1.03,Beverages,Breakfast
37,2025/02/05,Wed,Vietnam,Milk,26000.00,1.03,Beverages,Breakfast
38,2025/02/05,Wed,Vietnam,Iced Vietnamese White Coffee,39000.00,1.55,Beverages,Breakfast
39,2025/02/05,Wed,Vietnam,Iced Vietnamese Black,39000.00,1.55,Beverages,Breakfast
40,2025/02/05,Wed,Vietnam,Milk Cream Tea,59000.00,2.34,Beverages,Breakfast
41,2025/02/05,Wed,Vietnam,Matcha Frappe,89000.00,3.54,Beverages,Breakfast
42,2025/02/05,Wed,Vietnam,Hot Matcha Latte,65000.00,2.58,Beverages,Breakfast
43,2025/02/05,Wed,Vietnam,Berry Jam Tea Tall,49000.00,1.95,McCAFÉ,Breakfast
44,2025/02/05,Wed,Vietnam,Salted Calamansi Apricot Tall,45000.00,1.79,McCAFÉ,Breakfast
45,2025/02/05,Wed,Vietnam,Hot Latte,59000.00,2.34,McCAFÉ,Breakfast
46,2025/02/05,Wed,Vietnam,Iced Latte,65000.00,2.58,McCAFÉ,Breakfast
47,2025/02/05,Wed,Vietnam,Iced Americano,49000.00,1.95,McCAFÉ,Breakfast
48,2025/02/05,Wed,Vietnam,Iced Vietnamese Black,39000.00,1.55,McCAFÉ,Breakfast
49,2025/02/05,Wed,Vietnam,Iced Vietnamese White Coffee,39000.00,1.55,McCAFÉ,Breakfast
50,2025/02/05,Wed,Vietnam,Tall Iced Bac Siu,39000.00,1.55,McCAFÉ,Breakfast
51,2025/02/05,Wed,Vietnam,Yogurt Strawberry,65000.00,2.58,McCAFÉ,Breakfast
52,2025/02/05,Wed,Vietnam,Pineapple Yogurt,65000.00,2.58,McCAFÉ,Breakfast
53,2025/02/05,Wed,Vietnam,Kiwi Yogurt,65000.00,2.58,McCAFÉ,Breakfast
54,2025/02/05,Wed,Vietnam,Iced Mocha,69000.00,2.74,McCAFÉ,Breakfast
55,2025/02/05,Wed,Vietnam,Peach Tea,59000.00,2.34,McCAFÉ,Breakfast
56,2025/02/05,Wed,Vietnam,Milk Cream Tea,59000.00,2.34,McCAFÉ,Breakfast
57,2025/02/05,Wed,Vietnam,Chocolate Frappe,79000.00,3.14,McCAFÉ,Breakfast
58,2025/02/05,Wed,Vietnam,Matcha Frappe,89000.00,3.54,McCAFÉ,Breakfast
59,2025/02/05,Wed,Vietnam,Hot Matcha Latte,65000.00,2.58,McCAFÉ,Breakfast
60,2025/02/05,Wed,Vietnam,Iced Tea,29000.00,1.15,McCAFÉ,Breakfast
61,2025/02/05,Wed,Vietnam,Caramel Frappe,79000.00,3.14,McCAFÉ,Breakfast
62,2025/02/05,Wed,Vietnam,Cappuccino,59000.00,2.34,McCAFÉ,Breakfast
63,2025/02/05,Wed,Vietnam,Mocha,69000.00,2.74,McCAFÉ,Breakfast
64,2025/02/05,Wed,Vietnam,Hot Chocolate,59000.00,2.34,McCAFÉ,Breakfast
65,2025/02/05,Wed,Vietnam,Butter Croissant,35000.00,1.39,Dessert,Breakfast
66,2025/02/05,Wed,Vietnam,Matcha Oreo McFlurry,47000.00,1.87,Dessert,Breakfast
67,2025/02/05,Wed,Vietnam,Oreo McFlurry,45000.00,1.79,Dessert,Breakfast
68,2025/02/05,Wed,Vietnam,Sundae Hot Fudge,35000.00,1.39,Dessert,Breakfast
69,2025/02/05,Wed,Vietnam,Sundae Strawberry,35000.00,1.39,Dessert,Breakfast
70,2025/02/05,Wed,Vietnam,Tiramisu,55000.00,2.19,Dessert,Breakfast
71,2025/02/05,Wed,Vietnam,Baked CheeseCake,37000.00,1.47,Dessert,Breakfast
72,2025/02/05,Wed,Vietnam,Blueberry Cheese Cake,37000.00,1.47,Dessert,Breakfast
73,2025/02/05,Wed,Vietnam,Banana Muffin,35000.00,1.39,Dessert,Breakfast
74,2025/02/05,Wed,Vietnam,Choco Brownie,35000.00,1.39,Dessert,Breakfast
75,2025/02/05,Wed,Vietnam,Chocolate Chip Cookie,29000.00,1.15,Dessert,Breakfast
76,2025/02/05,Wed,Vietnam,Coconut Macaroons 2Pc,25000.00,0.99,Dessert,Breakfast
77,2025/02/05,Wed,Vietnam,Coconut Macaroon,15000.00,0.60,Dessert,Breakfast
78,2025/02/05,Wed,Vietnam,2 packs of ketchup,4000.00,0.16,Condiment,Breakfast
79,2025/02/05,Wed,Vietnam,2 Packs of Sweet Chili,4000.00,0.16,Condiment,Breakfast
80,2025/02/05,Wed,Vietnam,2 packs of mayonnaise,4000.00,0.16,Condiment,Breakfast
81,2025/02/05,Wed,Vietnam,2 packs of spicy garlic chili sauce,4000.00,0.16,Condiment,Breakfast
82,2025/02/05,Wed,Vietnam,Beef Bacon Teriyaki Burger w. Free M. Loop Fries,109000.00,4.33,Promotions,Regular
83,2025/02/05,Wed,Vietnam,McSpicy Teriyaki Burger w. Free M.Loop Fries,99000.00,3.93,Promotions,Regular
84,2025/02/05,Wed,Vietnam,Chicken Teriyaki Burger w. Free Medium Loop Fries,89000.00,3.54,Promotions,Regular
85,2025/02/05,Wed,Vietnam,Combo Craving Chicken 169k,169000.00,6.71,Promotions,Regular
86,2025/02/05,Wed,Vietnam,Value Meal 40k - Sausage Burger,40000.00,1.59,Promotions,Regular
87,2025/02/05,Wed,Vietnam,Value Meal 40k - Hamburger,40000.00,1.59,Promotions,Regular
88,2025/02/05,Wed,Vietnam,Value Meal 40k - Fried Chicken,40000.00,1.59,Promotions,Regular
