,Date,Day,Territory,Menu Item,Price (PHP),Price (USD),Category,Menu
1,2022/06/02,Thu,Philippines,BFF Fries,135.00,2.57,Featured,Regular
2,2022/06/02,Thu,Philippines,6-pc. Chicken McShare Box,330.00,6.29,Featured,Regular
3,2022/06/02,Thu,Philippines,Breakfast Sandwich Duo,249.00,4.75,Featured,Breakfast
4,2022/06/02,Thu,Philippines,Breakfast Rice Bowl Duo,289.00,5.51,Featured,Breakfast
5,2022/06/02,Thu,Philippines,McCafé Caramel Popcorn Iced Coffee,57.00,1.09,Featured,Regular
6,2022/06/02,Thu,Philippines,McCafe Caramel Popcorn Coffee Float,78.00,1.49,Featured,Regular
7,2022/06/02,Thu,Philippines,Caramel Popcorn Coke McFloat,47.00,0.90,Featured,Regular
8,2022/06/02,Thu,Philippines,6-pc. Chicken McShare Box,330.00,6.29,Group Meals,Regular
9,2022/06/02,Thu,Philippines,8-pc. Chicken McShare Box,440.00,8.39,Group Meals,Regular
10,2022/06/02,Thu,Philippines,BFF Fries N' McFloat Combo,222.00,4.23,Group Meals,Regular
11,2022/06/02,Thu,Philippines,BFF Shake Shake Fries BBQ N' McFloat Combo,237.00,4.52,Group Meals,Regular
12,2022/06/02,Thu,Philippines,BFF Shake Shake Fries Cheese N' McFloat Combo,237.00,4.52,Group Meals,Regular
13,2022/06/02,Thu,Philippines,McCrispy Chicken Fillet w/ Coke McFloat McShare,249.00,4.75,Group Meals,Regular
14,2022/06/02,Thu,Philippines,McCrispy Chicken Fillet Ala King w/ Coke McFloat McShare,249.00,4.75,Group Meals,Regular
15,2022/06/02,Thu,Philippines,McCrispy Chicken Fillet w/ Apple Pie McShare,249.00,4.75,Group Meals,Regular
16,2022/06/02,Thu,Philippines,McCrispy Chicken Fillet Ala King w/ Apple Pie McShare,249.00,4.75,Group Meals,Regular
17,2022/06/02,Thu,Philippines,McShare Bundle for 3,500.00,9.53,Group Meals,Regular
18,2022/06/02,Thu,Philippines,McShare Bundle for 4,725.00,13.82,Group Meals,Regular
19,2022/06/02,Thu,Philippines,10-pc. Chicken McShare Box,550.00,10.48,Group Meals,Regular
20,2022/06/02,Thu,Philippines,15-pc. Chicken McShare Box,825.00,15.73,Group Meals,Regular
21,2022/06/02,Thu,Philippines,20-pc. Chicken McShare Box,1100.00,20.97,Group Meals,Regular
22,2022/06/02,Thu,Philippines,BFF Fries Good for 10,655.00,12.49,Group Meals,Regular
23,2022/06/02,Thu,Philippines,BFF Fries Good for 15,1025.00,19.54,Group Meals,Regular
24,2022/06/02,Thu,Philippines,BFF Fries Good for 20,1280.00,24.40,Group Meals,Regular
25,2022/06/02,Thu,Philippines,Plain Rice Good for 10,245.00,4.67,Group Meals,Regular
26,2022/06/02,Thu,Philippines,Plain Rice Good for 15,360.00,6.86,Group Meals,Regular
27,2022/06/02,Thu,Philippines,Plain Rice Good for 20,475.00,9.05,Group Meals,Regular
28,2022/06/02,Thu,Philippines,Breakfast Sandwich Duo,249.00,4.75,Breakfast,Breakfast
29,2022/06/02,Thu,Philippines,Breakfast Rice Bowl Duo,289.00,5.51,Breakfast,Breakfast
30,2022/06/02,Thu,Philippines,2-pc. Hotcakes & Sausage Meal,143.00,2.73,Breakfast,Breakfast
31,2022/06/02,Thu,Philippines,Sausage McMuffin w/ Egg Meal,145.00,2.76,Breakfast,Breakfast
32,2022/06/02,Thu,Philippines,Sausage McMuffin Meal,125.00,2.38,Breakfast,Breakfast
33,2022/06/02,Thu,Philippines,Egg McMuffin Meal,137.00,2.61,Breakfast,Breakfast
34,2022/06/02,Thu,Philippines,Cheesy Eggdesal w/ Sausage Meal,132.00,2.52,Breakfast,Breakfast
35,2022/06/02,Thu,Philippines,Cheesy Eggdesal w/ Ham Meal,121.00,2.31,Breakfast,Breakfast
36,2022/06/02,Thu,Philippines,Cheesy Eggdesal Meal,97.00,1.85,Breakfast,Breakfast
37,2022/06/02,Thu,Philippines,Big Breakfast Meal,158.00,3.01,Breakfast,Breakfast
38,2022/06/02,Thu,Philippines,2-pc. Hotcakes Meal,73.00,1.39,Breakfast,Breakfast
39,2022/06/02,Thu,Philippines,2-pc. Mushroom Pepper Steak w/ Egg Meal,170.00,3.24,Breakfast,Breakfast
40,2022/06/02,Thu,Philippines,1-pc. Mushroom Pepper Steak w/ Egg Meal,139.00,2.65,Breakfast,Breakfast
41,2022/06/02,Thu,Philippines,Sausage w/ Egg Meal,156.00,2.97,Breakfast,Breakfast
42,2022/06/02,Thu,Philippines,Longganisa w/ Egg Meal,156.00,2.97,Breakfast,Breakfast
43,2022/06/02,Thu,Philippines,McCrispy Chicken Fillet w/ Egg Meal,154.00,2.94,Breakfast,Breakfast
44,2022/06/02,Thu,Philippines,McCrispy Chicken Fillet Ala King w/ Egg Meal,156.00,2.97,Breakfast,Breakfast
45,2022/06/02,Thu,Philippines,1-pc. Chicken McDo w/ Egg Meal,163.00,3.11,Breakfast,Breakfast
46,2022/06/02,Thu,Philippines,1-pc. Spicy Chicken McDo & Egg Meal,166.00,3.16,Breakfast,Breakfast
47,2022/06/02,Thu,Philippines,2-pc. Chicken McDo w/ Egg Meal,229.00,4.36,Breakfast,Breakfast
48,2022/06/02,Thu,Philippines,2-pc. Spicy Chicken McDo & Egg Meal,232.00,4.42,Breakfast,Breakfast
49,2022/06/02,Thu,Philippines,Chicken McDo & Hotcakes Meal,176.00,3.35,Breakfast,Breakfast
50,2022/06/02,Thu,Philippines,Spicy Chicken McDo & Hotcakes Meal,179.00,3.41,Breakfast,Breakfast
51,2022/06/02,Thu,Philippines,1-pc. Chicken McDo & Fries Meal,110.00,2.10,Chicken,Regular
52,2022/06/02,Thu,Philippines,1-pc. Spicy Chicken McDo & Fries Meal,113.00,2.15,Chicken,Regular
53,2022/06/02,Thu,Philippines,2-pc. Chicken McDo Meal,189.00,3.60,Chicken,Regular
54,2022/06/02,Thu,Philippines,2-pc. Spicy Chicken McDo Meal,192.00,3.66,Chicken,Regular
55,2022/06/02,Thu,Philippines,1-pc. Spicy Chicken McDo Meal,116.00,2.21,Chicken,Regular
56,2022/06/02,Thu,Philippines,1-pc. Chicken McDo Meal,113.00,2.15,Chicken,Regular
57,2022/06/02,Thu,Philippines,Mega Meal - Chicken McDo w/ Fries & McFlurry,158.00,3.01,Chicken,Regular
58,2022/06/02,Thu,Philippines,Mega Meal - Chicken McDo w/ Fries & Burger McDo,145.00,2.76,Chicken,Regular
59,2022/06/02,Thu,Philippines,Mega Meal - Spicy Chicken McDo w/ Fries & Burger McDo,148.00,2.82,Chicken,Regular
60,2022/06/02,Thu,Philippines,McCrispy Chicken Fillet Meal,82.00,1.56,Chicken,Regular
61,2022/06/02,Thu,Philippines,McCrispy Chicken Fillet w/ Fries Meal,95.00,1.81,Chicken,Regular
62,2022/06/02,Thu,Philippines,McCrispy Chicken Fillet Ala King Meal,84.00,1.60,Chicken,Regular
63,2022/06/02,Thu,Philippines,McCrispy Chicken Fillet Ala King w/ Fries Meal,97.00,1.85,Chicken,Regular
64,2022/06/02,Thu,Philippines,McCrispy Chicken Sandwich Meal,100.00,1.91,Burgers,Regular
65,2022/06/02,Thu,Philippines,Cheesy Burger McDo Meal,104.00,1.98,Burgers,Regular
66,2022/06/02,Thu,Philippines,Burger McDo Meal,91.00,1.73,Burgers,Regular
67,2022/06/02,Thu,Philippines,2-pc. Mushroom Pepper Steak w/ Egg Meal,129.00,2.46,Rice Bowls,Breakfast
68,2022/06/02,Thu,Philippines,2-pc. Mushroom Pepper Steak Meal,107.00,2.04,Rice Bowls,Regular
69,2022/06/02,Thu,Philippines,1-pc. Mushroom Pepper Steak w/ Egg Meal,107.00,2.04,Rice Bowls,Breakfast
70,2022/06/02,Thu,Philippines,1-pc. Mushroom Pepper Steak Meal,86.00,1.64,Rice Bowls,Regular
