,Date,Day,Territory,Menu Item,Price (PHP),Price (USD),Category,Menu
1,2022/05/24,Tue,Philippines,6-pc. Chicken McShare Box,330.00,6.31,Featured,Regular
2,2022/05/24,Tue,Philippines,Breakfast Sandwich Duo,249.00,4.76,Featured,Breakfast
3,2022/05/24,Tue,Philippines,Breakfast Rice Bowl Duo,289.00,5.53,Featured,Breakfast
4,2022/05/24,Tue,Philippines,McCafé Caramel Popcorn Iced Coffee,57.00,1.09,Featured,Regular
5,2022/05/24,Tue,Philippines,McCafe Caramel Popcorn Coffee Float,78.00,1.49,Featured,Regular
6,2022/05/24,Tue,Philippines,Caramel Popcorn Coke McFloat,47.00,0.90,Featured,Regular
7,2022/05/24,Tue,Philippines,6-pc. Chicken McShare Box,330.00,6.31,Group Meals,Regular
8,2022/05/24,Tue,Philippines,8-pc. Chicken McShare Box,440.00,8.42,Group Meals,Regular
9,2022/05/24,Tue,Philippines,McCrispy Chicken Fillet w/ Coke McFloat McShare,249.00,4.76,Group Meals,Regular
10,2022/05/24,Tue,Philippines,McCrispy Chicken Fillet Ala King w/ Coke McFloat McShare,249.00,4.76,Group Meals,Regular
11,2022/05/24,Tue,Philippines,McCrispy Chicken Fillet w/ Apple Pie McShare,249.00,4.76,Group Meals,Regular
12,2022/05/24,Tue,Philippines,McCrispy Chicken Fillet Ala King w/ Apple Pie McShare,249.00,4.76,Group Meals,Regular
13,2022/05/24,Tue,Philippines,10-pc. Chicken McShare Box,550.00,10.52,Group Meals,Regular
14,2022/05/24,Tue,Philippines,15-pc. Chicken McShare Box,825.00,15.79,Group Meals,Regular
15,2022/05/24,Tue,Philippines,20-pc. Chicken McShare Box,1100.00,21.05,Group Meals,Regular
16,2022/05/24,Tue,Philippines,Plain Rice Good for 10,245.00,4.69,Group Meals,Regular
17,2022/05/24,Tue,Philippines,Plain Rice Good for 15,360.00,6.89,Group Meals,Regular
18,2022/05/24,Tue,Philippines,Plain Rice Good for 20,475.00,9.09,Group Meals,Regular
19,2022/05/24,Tue,Philippines,Breakfast Sandwich Duo,249.00,4.76,Breakfast,Breakfast
