,Date,Day,Territory,Menu Item,Price (NZD),Price (USD),Category,Menu
1,2023/02/20,Mon,New Zealand,Big Brekkie Burger,11.60,7.25,Brekkie Meals,Breakfast
2,2023/02/20,Mon,New Zealand,NYC Benedict Bagel®,9.90,6.18,Brekkie Meals,Breakfast
3,2023/02/20,Mon,New Zealand,Bacon & Egg McMuffin®,9.00,5.62,Brekkie Meals,Breakfast
4,2023/02/20,Mon,New Zealand,BLT Bagel,9.40,5.87,Brekkie Meals,Breakfast
5,2023/02/20,Mon,New Zealand,Chicken & Bacon McMuffin®,8.90,5.56,Brekkie Meals,Breakfast
6,2023/02/20,Mon,New Zealand,Chicken McMuffin®,7.10,4.44,Brekkie Meals,Breakfast
7,2023/02/20,Mon,New Zealand,Hotcakes with Whipped Butter & Syrup,8.30,5.18,Brekkie Meals,Breakfast
8,2023/02/20,Mon,New Zealand,Massive McMuffin®,10.50,6.56,Brekkie Meals,Breakfast
9,2023/02/20,Mon,New Zealand,Sausage & Egg McMuffin®,8.70,5.43,Brekkie Meals,Breakfast
10,2023/02/20,Mon,New Zealand,Sausage McMuffin®,7.30,4.56,Brekkie Meals,Breakfast
11,2023/02/20,Mon,New Zealand,Cheeseburger,5.40,3.37,All Day Favourites,Breakfast
12,2023/02/20,Mon,New Zealand,Big Mac®,9.60,6.00,All Day Favourites,Breakfast
13,2023/02/20,Mon,New Zealand,Quarter Pounder®,9.30,5.81,All Day Favourites,Breakfast
14,2023/02/20,Mon,New Zealand,McChicken®,9.40,5.87,All Day Favourites,Breakfast
15,2023/02/20,Mon,New Zealand,Double Cheeseburger,7.40,4.62,All Day Favourites,Breakfast
16,2023/02/20,Mon,New Zealand,Double Big Mac®,11.80,7.37,All Day Favourites,Breakfast
17,2023/02/20,Mon,New Zealand,Double Quarter Pounder®,12.20,7.62,All Day Favourites,Breakfast
18,2023/02/20,Mon,New Zealand,Double McChicken®,11.50,7.18,All Day Favourites,Breakfast
19,2023/02/20,Mon,New Zealand,6pc Chicken McNuggets®,9.30,5.81,All Day Favourites,Breakfast
20,2023/02/20,Mon,New Zealand,10pc Chicken McNuggets®,12.20,7.62,All Day Favourites,Breakfast
21,2023/02/20,Mon,New Zealand,20pc Chicken McNuggets®,20.00,12.49,All Day Favourites,Breakfast
22,2023/02/20,Mon,New Zealand,Big Mac Dinner for 2,33.00,20.61,To Share,Breakfast
23,2023/02/20,Mon,New Zealand,The Family Pack,40.00,24.99,To Share,Breakfast
24,2023/02/20,Mon,New Zealand,The Cheeseburger Stack,23.00,14.37,To Share,Breakfast
25,2023/02/20,Mon,New Zealand,Hash Brown,4.00,2.50,Sides,Breakfast
26,2023/02/20,Mon,New Zealand,Small Fries,5.20,3.25,Sides,Breakfast
27,2023/02/20,Mon,New Zealand,Hotcakes Happy Meal®,9.20,5.75,Happy Meals,Breakfast
28,2023/02/20,Mon,New Zealand,3pc Chicken McNuggets® Happy Meal®,9.20,5.75,Happy Meals,Breakfast
29,2023/02/20,Mon,New Zealand,6pc Chicken McNuggets® Happy Meal®,10.90,6.81,Happy Meals,Breakfast
30,2023/02/20,Mon,New Zealand,Cheeseburger Happy Meal®,9.20,5.75,Happy Meals,Breakfast
31,2023/02/20,Mon,New Zealand,Small Hot Chocolate McCafé®,5.60,3.50,McCafé® Drinks,Breakfast
32,2023/02/20,Mon,New Zealand,Small Chai Latté McCafé®,5.60,3.50,McCafé® Drinks,Breakfast
33,2023/02/20,Mon,New Zealand,Small Fuze Tea® Peach Black Iced Tea,4.00,2.50,Juice & Water,Breakfast
34,2023/02/20,Mon,New Zealand,Small Orange Juice,5.40,3.37,Juice & Water,Breakfast
35,2023/02/20,Mon,New Zealand,Kiwi Blue® Water 600ml,3.00,1.87,Juice & Water,Breakfast
36,2023/02/20,Mon,New Zealand,Pump® Mini Water,4.20,2.62,Juice & Water,Breakfast
37,2023/02/20,Mon,New Zealand,Apple Blackcurrant Drink,5.40,3.37,Juice & Water,Breakfast
38,2023/02/20,Mon,New Zealand,Small Coke® Zero Sugar,4.00,2.50,Soft Drinks,Breakfast
39,2023/02/20,Mon,New Zealand,Small Coke®,4.00,2.50,Soft Drinks,Breakfast
40,2023/02/20,Mon,New Zealand,Small Fanta® Orange,4.00,2.50,Soft Drinks,Breakfast
41,2023/02/20,Mon,New Zealand,Small Fanta® Raspberry,4.00,2.50,Soft Drinks,Breakfast
42,2023/02/20,Mon,New Zealand,Small Sprite® No Sugar,4.00,2.50,Soft Drinks,Breakfast
43,2023/02/20,Mon,New Zealand,Small L&P®,4.00,2.50,Soft Drinks,Breakfast
44,2023/02/20,Mon,New Zealand,Small Orange Juice,5.40,3.37,Soft Drinks,Breakfast
45,2023/02/20,Mon,New Zealand,Hot Cake Syrup,0.50,0.31,Brekkie Condiments,Breakfast
46,2023/02/20,Mon,New Zealand,Ketchup,0.30,0.19,Brekkie Condiments,Breakfast
47,2023/02/20,Mon,New Zealand,Mayonnaise,0.30,0.19,Brekkie Condiments,Breakfast
48,2023/02/20,Mon,New Zealand,Whipped Butter,0.20,0.12,Brekkie Condiments,Breakfast
49,2023/02/20,Mon,New Zealand,Big Mac®,9.60,6.00,Most Popular,Lunch & Dinner
50,2023/02/20,Mon,New Zealand,Double Quarter Pounder®,12.20,7.62,Most Popular,Lunch & Dinner
51,2023/02/20,Mon,New Zealand,Double Cheeseburger,7.40,4.62,Most Popular,Lunch & Dinner
52,2023/02/20,Mon,New Zealand,10pc Chicken McBites®,4.00,2.50,Most Popular,Lunch & Dinner
53,2023/02/20,Mon,New Zealand,The Family Pack,40.00,24.99,Most Popular,Lunch & Dinner
54,2023/02/20,Mon,New Zealand,YOU CHOOSE Family Dinner Pack,60.00,37.48,Most Popular,Lunch & Dinner
55,2023/02/20,Mon,New Zealand,YOU CHOOSE Dinner for 2,32.00,19.99,Most Popular,Lunch & Dinner
56,2023/02/20,Mon,New Zealand,Big Mac®,9.60,6.00,Favourites,Lunch & Dinner
57,2023/02/20,Mon,New Zealand,Double McChicken®,11.50,7.18,Favourites,Lunch & Dinner
58,2023/02/20,Mon,New Zealand,McSpicy®,10.70,6.68,Favourites,Lunch & Dinner
59,2023/02/20,Mon,New Zealand,Quarter Pounder®,9.30,5.81,Favourites,Lunch & Dinner
60,2023/02/20,Mon,New Zealand,Double Quarter Pounder®,12.20,7.62,Favourites,Lunch & Dinner
61,2023/02/20,Mon,New Zealand,Cheeseburger,5.40,3.37,Favourites,Lunch & Dinner
62,2023/02/20,Mon,New Zealand,Double Cheeseburger,7.40,4.62,Favourites,Lunch & Dinner
63,2023/02/20,Mon,New Zealand,Double Big Mac®,11.80,7.37,Favourites,Lunch & Dinner
64,2023/02/20,Mon,New Zealand,Double Filet-O-Fish®,10.60,6.62,Favourites,Lunch & Dinner
65,2023/02/20,Mon,New Zealand,McChicken®,9.40,5.87,Favourites,Lunch & Dinner
66,2023/02/20,Mon,New Zealand,Filet-O-Fish®,8.40,5.25,Favourites,Lunch & Dinner
