,Date,Day,Territory,Menu Item,Price (NZD),Price (USD),Category,Menu
1,2023/02/08,Wed,New Zealand,Big Brekkie Burger,11.60,7.33,Brekkie Meals,Breakfast
2,2023/02/08,Wed,New Zealand,NYC Benedict Bagel®,9.90,6.26,Brekkie Meals,Breakfast
3,2023/02/08,Wed,New Zealand,Bacon & Egg McMuffin®,9.00,5.69,Brekkie Meals,Breakfast
4,2023/02/08,Wed,New Zealand,BLT Bagel,9.40,5.94,Brekkie Meals,Breakfast
5,2023/02/08,Wed,New Zealand,Chicken & Bacon McMuffin®,8.90,5.63,Brekkie Meals,Breakfast
6,2023/02/08,Wed,New Zealand,Chicken McMuffin®,7.10,4.49,Brekkie Meals,Breakfast
7,2023/02/08,Wed,New Zealand,Hotcakes with Whipped Butter & Syrup,8.30,5.25,Brekkie Meals,Breakfast
8,2023/02/08,Wed,New Zealand,Massive McMuffin®,10.50,6.64,Brekkie Meals,Breakfast
9,2023/02/08,Wed,New Zealand,Sausage & Egg McMuffin®,8.70,5.50,Brekkie Meals,Breakfast
10,2023/02/08,Wed,New Zealand,Sausage McMuffin®,7.30,4.61,Brekkie Meals,Breakfast
11,2023/02/08,Wed,New Zealand,Cheeseburger,5.40,3.41,All Day Favourites,Breakfast
12,2023/02/08,Wed,New Zealand,Big Mac®,9.60,6.07,All Day Favourites,Breakfast
13,2023/02/08,Wed,New Zealand,Quarter Pounder®,9.30,5.88,All Day Favourites,Breakfast
14,2023/02/08,Wed,New Zealand,McChicken®,9.40,5.94,All Day Favourites,Breakfast
15,2023/02/08,Wed,New Zealand,Double Cheeseburger,7.40,4.68,All Day Favourites,Breakfast
16,2023/02/08,Wed,New Zealand,Double Big Mac®,11.80,7.46,All Day Favourites,Breakfast
17,2023/02/08,Wed,New Zealand,Double Quarter Pounder®,12.20,7.71,All Day Favourites,Breakfast
18,2023/02/08,Wed,New Zealand,Double McChicken®,11.50,7.27,All Day Favourites,Breakfast
19,2023/02/08,Wed,New Zealand,6pc Chicken McNuggets®,9.30,5.88,All Day Favourites,Breakfast
20,2023/02/08,Wed,New Zealand,10pc Chicken McNuggets®,12.20,7.71,All Day Favourites,Breakfast
21,2023/02/08,Wed,New Zealand,20pc Chicken McNuggets®,20.00,12.64,All Day Favourites,Breakfast
22,2023/02/08,Wed,New Zealand,Big Mac Dinner for 2,32.00,20.23,To Share,Breakfast
23,2023/02/08,Wed,New Zealand,The Family Pack,39.00,24.65,To Share,Breakfast
24,2023/02/08,Wed,New Zealand,The Cheeseburger Stack,23.00,14.54,To Share,Breakfast
25,2023/02/08,Wed,New Zealand,Hash Brown,4.00,2.53,Sides,Breakfast
26,2023/02/08,Wed,New Zealand,Small Fries,5.20,3.29,Sides,Breakfast
