,Date,Day,Territory,Menu Item,Price (NZD),Price (USD),Category,Menu
1,2023/09/28,Thu,New Zealand,Bacon & Egg McMuffin®,9.00,5.33,Featured items,Breakfast
2,2023/09/28,Thu,New Zealand,10pc Chicken McNuggets®,12.80,7.59,Featured items,Breakfast
3,2023/09/28,Thu,New Zealand,Hotcakes with Whipped Butter & Syrup,8.90,5.27,Featured items,Breakfast
4,2023/09/28,Thu,New Zealand,Massive McMuffin®,10.70,6.34,Featured items,Breakfast
5,2023/09/28,Thu,New Zealand,Big Mac®,10.00,5.93,Featured items,Breakfast
6,2023/09/28,Thu,New Zealand,NYC Benedict Bagel®,10.50,6.22,Featured items,Breakfast
7,2023/09/28,Thu,New Zealand,Big Brekkie Burger,11.80,6.99,Featured items,Breakfast
8,2023/09/28,Thu,New Zealand,Sausage & Egg McMuffin®,9.00,5.33,Featured items,Breakfast
9,2023/09/28,Thu,New Zealand,Double Quarter Pounder®,13.30,7.88,Featured items,Breakfast
10,2023/09/28,Thu,New Zealand,McChicken®,10.00,5.93,Featured items,Breakfast
11,2023/09/28,Thu,New Zealand,Bacon & Egg McMuffin®,9.00,5.33,Brekkie Meals,Breakfast
12,2023/09/28,Thu,New Zealand,Hotcakes with Whipped Butter & Syrup,8.90,5.27,Brekkie Meals,Breakfast
13,2023/09/28,Thu,New Zealand,Massive McMuffin®,10.70,6.34,Brekkie Meals,Breakfast
14,2023/09/28,Thu,New Zealand,Sausage & Egg McMuffin®,9.00,5.33,Brekkie Meals,Breakfast
15,2023/09/28,Thu,New Zealand,NYC Benedict Bagel®,10.50,6.22,Brekkie Meals,Breakfast
16,2023/09/28,Thu,New Zealand,Big Brekkie Burger,11.80,6.99,Brekkie Meals,Breakfast
17,2023/09/28,Thu,New Zealand,Chicken McMuffin®,7.60,4.50,Brekkie Meals,Breakfast
18,2023/09/28,Thu,New Zealand,Sausage McMuffin®,7.60,4.50,Brekkie Meals,Breakfast
19,2023/09/28,Thu,New Zealand,Chicken & Bacon McMuffin®,8.90,5.27,Brekkie Meals,Breakfast
20,2023/09/28,Thu,New Zealand,BLT Bagel,10.10,5.99,Brekkie Meals,Breakfast
21,2023/09/28,Thu,New Zealand,Big Mac®,10.00,5.93,All Day Favourites,Breakfast
22,2023/09/28,Thu,New Zealand,10pc Chicken McNuggets®,12.80,7.59,All Day Favourites,Breakfast
23,2023/09/28,Thu,New Zealand,Double Cheeseburger,7.90,4.68,All Day Favourites,Breakfast
24,2023/09/28,Thu,New Zealand,McChicken®,10.00,5.93,All Day Favourites,Breakfast
25,2023/09/28,Thu,New Zealand,6pc Chicken McNuggets®,9.70,5.75,All Day Favourites,Breakfast
26,2023/09/28,Thu,New Zealand,Cheeseburger,5.80,3.44,All Day Favourites,Breakfast
27,2023/09/28,Thu,New Zealand,Quarter Pounder®,10.00,5.93,All Day Favourites,Breakfast
28,2023/09/28,Thu,New Zealand,Double Big Mac®,12.30,7.29,All Day Favourites,Breakfast
29,2023/09/28,Thu,New Zealand,Double Quarter Pounder®,13.30,7.88,All Day Favourites,Breakfast
30,2023/09/28,Thu,New Zealand,20pc Chicken McNuggets®,21.10,12.51,All Day Favourites,Breakfast
31,2023/09/28,Thu,New Zealand,Double McChicken®,12.30,7.29,All Day Favourites,Breakfast
32,2023/09/28,Thu,New Zealand,Big Mac Dinner for 2,33.00,19.56,To Share,Breakfast
33,2023/09/28,Thu,New Zealand,The Family Pack,40.00,23.71,To Share,Breakfast
34,2023/09/28,Thu,New Zealand,The Cheeseburger Stack,23.00,13.63,To Share,Breakfast
35,2023/09/28,Thu,New Zealand,Hash Brown,4.60,2.73,Sides,Breakfast
36,2023/09/28,Thu,New Zealand,Small Fries,5.40,3.20,Sides,Breakfast
37,2023/09/28,Thu,New Zealand,6pc Chicken McNuggets® Happy Meal®,11.50,6.82,Happy Meals,Breakfast
