,Date,Day,Territory,Menu Item,Price (NZD),Price (USD),Category,Menu
1,2023/08/12,Sat,New Zealand,10pc Chicken McNuggets®,12.80,7.69,Most popular,Breakfast
2,2023/08/12,Sat,New Zealand,Bacon & Egg McMuffin®,9.00,5.41,Most popular,Breakfast
3,2023/08/12,Sat,New Zealand,Big Mac®,10.00,6.01,Most popular,Breakfast
4,2023/08/12,Sat,New Zealand,Hotcakes with Whipped Butter & Syrup,8.90,5.35,Most popular,Breakfast
5,2023/08/12,Sat,New Zealand,Massive McMuffin®,10.70,6.43,Most popular,Breakfast
6,2023/08/12,Sat,New Zealand,Cheeseburger,5.80,3.48,Most popular,Breakfast
7,2023/08/12,Sat,New Zealand,McChicken®,10.00,6.01,Most popular,Breakfast
8,2023/08/12,Sat,New Zealand,Big Brekkie Burger,11.80,7.09,Most popular,Breakfast
9,2023/08/12,Sat,New Zealand,Double Cheeseburger,7.90,4.74,Most popular,Breakfast
10,2023/08/12,Sat,New Zealand,6pc Chicken McNuggets®,9.70,5.83,Most popular,Breakfast
11,2023/08/12,Sat,New Zealand,Bacon & Egg McMuffin®,9.00,5.41,Brekkie Meals,Breakfast
12,2023/08/12,Sat,New Zealand,Hotcakes with Whipped Butter & Syrup,8.90,5.35,Brekkie Meals,Breakfast
13,2023/08/12,Sat,New Zealand,Sausage & Egg McMuffin®,9.00,5.41,Brekkie Meals,Breakfast
14,2023/08/12,Sat,New Zealand,Massive McMuffin®,10.70,6.43,Brekkie Meals,Breakfast
15,2023/08/12,Sat,New Zealand,Big Brekkie Burger,11.80,7.09,Brekkie Meals,Breakfast
16,2023/08/12,Sat,New Zealand,NYC Benedict Bagel®,10.30,6.19,Brekkie Meals,Breakfast
17,2023/08/12,Sat,New Zealand,Chicken McMuffin®,7.40,4.44,Brekkie Meals,Breakfast
18,2023/08/12,Sat,New Zealand,Sausage McMuffin®,7.30,4.38,Brekkie Meals,Breakfast
19,2023/08/12,Sat,New Zealand,Chicken & Bacon McMuffin®,8.90,5.35,Brekkie Meals,Breakfast
20,2023/08/12,Sat,New Zealand,BLT Bagel,9.60,5.77,Brekkie Meals,Breakfast
21,2023/08/12,Sat,New Zealand,Big Mac®,10.00,6.01,All Day Favourites,Breakfast
22,2023/08/12,Sat,New Zealand,Double Cheeseburger,7.90,4.74,All Day Favourites,Breakfast
23,2023/08/12,Sat,New Zealand,Cheeseburger,5.80,3.48,All Day Favourites,Breakfast
24,2023/08/12,Sat,New Zealand,10pc Chicken McNuggets®,12.80,7.69,All Day Favourites,Breakfast
25,2023/08/12,Sat,New Zealand,McChicken®,10.00,6.01,All Day Favourites,Breakfast
26,2023/08/12,Sat,New Zealand,6pc Chicken McNuggets®,9.70,5.83,All Day Favourites,Breakfast
27,2023/08/12,Sat,New Zealand,Double Quarter Pounder®,12.80,7.69,All Day Favourites,Breakfast
28,2023/08/12,Sat,New Zealand,Quarter Pounder®,9.90,5.95,All Day Favourites,Breakfast
29,2023/08/12,Sat,New Zealand,40pc Chicken McNuggets®,35.00,21.02,All Day Favourites,Breakfast
30,2023/08/12,Sat,New Zealand,Double Big Mac®,11.80,7.09,All Day Favourites,Breakfast
31,2023/08/12,Sat,New Zealand,20pc Chicken McNuggets®,20.60,12.37,All Day Favourites,Breakfast
32,2023/08/12,Sat,New Zealand,Double McChicken®,11.80,7.09,All Day Favourites,Breakfast
33,2023/08/12,Sat,New Zealand,Big Mac® - Burger,10.00,6.01,All Day Favourites,Breakfast
34,2023/08/12,Sat,New Zealand,Big Mac Dinner for 2,33.00,19.82,To Share,Breakfast
35,2023/08/12,Sat,New Zealand,The Family Pack,40.00,24.02,To Share,Breakfast
36,2023/08/12,Sat,New Zealand,The Cheeseburger Stack,23.00,13.81,To Share,Breakfast
37,2023/08/12,Sat,New Zealand,40pc Chicken McNuggets®,35.00,21.02,To Share,Breakfast
38,2023/08/12,Sat,New Zealand,Hash Brown,4.40,2.64,Sides,Breakfast
39,2023/08/12,Sat,New Zealand,Small Fries,5.40,3.24,Sides,Breakfast
40,2023/08/12,Sat,New Zealand,Hotcakes Happy Meal®,9.70,5.83,Happy Meals,Breakfast
41,2023/08/12,Sat,New Zealand,Cheeseburger Happy Meal®,9.70,5.83,Happy Meals,Breakfast
42,2023/08/12,Sat,New Zealand,6pc Chicken McNuggets® Happy Meal®,11.50,6.91,Happy Meals,Breakfast
43,2023/08/12,Sat,New Zealand,3pc Chicken McNuggets® Happy Meal®,9.70,5.83,Happy Meals,Breakfast
44,2023/08/12,Sat,New Zealand,Small Hot Chocolate McCafé®,5.70,3.42,McCafé® Drinks,Breakfast
45,2023/08/12,Sat,New Zealand,Small Mochaccino McCafe®,5.70,3.42,McCafé® Drinks,Breakfast
46,2023/08/12,Sat,New Zealand,Small Latté  McCafe®,5.70,3.42,McCafé® Drinks,Breakfast
47,2023/08/12,Sat,New Zealand,Small Cappuccino McCafe®,5.70,3.42,McCafé® Drinks,Breakfast
48,2023/08/12,Sat,New Zealand,Small Flat White McCafe®,5.70,3.42,McCafé® Drinks,Breakfast
49,2023/08/12,Sat,New Zealand,Small Chai Latté McCafé®,5.70,3.42,McCafé® Drinks,Breakfast
50,2023/08/12,Sat,New Zealand,Small Long Black McCafe®,4.80,2.88,McCafé® Drinks,Breakfast
51,2023/08/12,Sat,New Zealand,Small Fuze Tea® Peach Black Iced Tea,4.90,2.94,Juice & Water,Breakfast
52,2023/08/12,Sat,New Zealand,Kiwi Blue® Water 600ml,3.00,1.80,Juice & Water,Breakfast
53,2023/08/12,Sat,New Zealand,Pump® Mini Water,4.40,2.64,Juice & Water,Breakfast
54,2023/08/12,Sat,New Zealand,Apple Blackcurrant Drink,6.00,3.60,Juice & Water,Breakfast
55,2023/08/12,Sat,New Zealand,Small Coke®,4.90,2.94,Soft Drinks,Breakfast
56,2023/08/12,Sat,New Zealand,Small Fanta® Raspberry,4.90,2.94,Soft Drinks,Breakfast
57,2023/08/12,Sat,New Zealand,Small Coke® Zero Sugar,4.90,2.94,Soft Drinks,Breakfast
58,2023/08/12,Sat,New Zealand,Small L&P®,4.90,2.94,Soft Drinks,Breakfast
59,2023/08/12,Sat,New Zealand,Small Fanta® Orange,4.90,2.94,Soft Drinks,Breakfast
60,2023/08/12,Sat,New Zealand,Small Sprite® Zero Sugar,4.90,2.94,Soft Drinks,Breakfast
61,2023/08/12,Sat,New Zealand,Mayonnaise,0.30,0.18,Brekkie Condiments,Breakfast
62,2023/08/12,Sat,New Zealand,Ketchup,0.30,0.18,Brekkie Condiments,Breakfast
63,2023/08/12,Sat,New Zealand,Hot Cake Syrup,0.50,0.30,Brekkie Condiments,Breakfast
64,2023/08/12,Sat,New Zealand,Whipped Butter,0.20,0.12,Brekkie Condiments,Breakfast
65,2023/08/12,Sat,New Zealand,10pc Chicken McNuggets®,12.80,7.69,Most popular,Lunch & Dinner
66,2023/08/12,Sat,New Zealand,Big Mac®,10.00,6.01,Most popular,Lunch & Dinner
67,2023/08/12,Sat,New Zealand,Double Cheeseburger,7.90,4.74,Most popular,Lunch & Dinner
68,2023/08/12,Sat,New Zealand,McChicken®,10.00,6.01,Most popular,Lunch & Dinner
69,2023/08/12,Sat,New Zealand,Cheeseburger,5.80,3.48,Most popular,Lunch & Dinner
70,2023/08/12,Sat,New Zealand,Triple Cheeseburger,9.90,5.95,Most popular,Lunch & Dinner
71,2023/08/12,Sat,New Zealand,6pc Chicken McNuggets®,9.70,5.83,Most popular,Lunch & Dinner
72,2023/08/12,Sat,New Zealand,Quarter Pounder®,9.90,5.95,Most popular,Lunch & Dinner
73,2023/08/12,Sat,New Zealand,Double Quarter Pounder®,12.80,7.69,Most popular,Lunch & Dinner
74,2023/08/12,Sat,New Zealand,McSpicy®,11.00,6.61,Most popular,Lunch & Dinner
75,2023/08/12,Sat,New Zealand,Big Mac®,10.00,6.01,Most Popular,Lunch & Dinner
76,2023/08/12,Sat,New Zealand,YOU CHOOSE Dinner for 2,32.00,19.22,Most Popular,Lunch & Dinner
77,2023/08/12,Sat,New Zealand,Double Cheeseburger,7.90,4.74,Most Popular,Lunch & Dinner
78,2023/08/12,Sat,New Zealand,10pc Chicken McBites®,4.00,2.40,Most Popular,Lunch & Dinner
79,2023/08/12,Sat,New Zealand,Double Quarter Pounder®,12.80,7.69,Most Popular,Lunch & Dinner
80,2023/08/12,Sat,New Zealand,The Family Pack,40.00,24.02,Most Popular,Lunch & Dinner
81,2023/08/12,Sat,New Zealand,40pc Chicken McNuggets®,35.00,21.02,Most Popular,Lunch & Dinner
82,2023/08/12,Sat,New Zealand,YOU CHOOSE Family Dinner Pack,60.00,36.03,Most Popular,Lunch & Dinner
83,2023/08/12,Sat,New Zealand,Cheeseburger,5.80,3.48,Favourites,Lunch & Dinner
84,2023/08/12,Sat,New Zealand,Big Mac®,10.00,6.01,Favourites,Lunch & Dinner
85,2023/08/12,Sat,New Zealand,Double Cheeseburger,7.90,4.74,Favourites,Lunch & Dinner
86,2023/08/12,Sat,New Zealand,McChicken®,10.00,6.01,Favourites,Lunch & Dinner
87,2023/08/12,Sat,New Zealand,McSpicy®,11.00,6.61,Favourites,Lunch & Dinner
88,2023/08/12,Sat,New Zealand,Double Quarter Pounder®,12.80,7.69,Favourites,Lunch & Dinner
89,2023/08/12,Sat,New Zealand,Quarter Pounder®,9.90,5.95,Favourites,Lunch & Dinner
90,2023/08/12,Sat,New Zealand,Filet-O-Fish®,8.90,5.35,Favourites,Lunch & Dinner
91,2023/08/12,Sat,New Zealand,The Boss®,13.20,7.93,Favourites,Lunch & Dinner
92,2023/08/12,Sat,New Zealand,Triple Cheeseburger,9.90,5.95,Favourites,Lunch & Dinner
93,2023/08/12,Sat,New Zealand,Double McChicken®,11.80,7.09,Favourites,Lunch & Dinner
94,2023/08/12,Sat,New Zealand,Double Big Mac®,11.80,7.09,Favourites,Lunch & Dinner
95,2023/08/12,Sat,New Zealand,Hamburger,4.60,2.76,Favourites,Lunch & Dinner
96,2023/08/12,Sat,New Zealand,Double Filet-O-Fish®,10.70,6.43,Favourites,Lunch & Dinner
97,2023/08/12,Sat,New Zealand,40pc Chicken McNuggets®,35.00,21.02,Favourites,Lunch & Dinner
98,2023/08/12,Sat,New Zealand,Big Mac® - Burger,10.00,6.01,Favourites,Lunch & Dinner
99,2023/08/12,Sat,New Zealand,Almighty Texan BBQ Burger,15.00,9.01,Gourmet Creations,Lunch & Dinner
100,2023/08/12,Sat,New Zealand,The Serious Angus®,11.90,7.15,Gourmet Creations,Lunch & Dinner
101,2023/08/12,Sat,New Zealand,Crispy Chicken Bacon Deluxe,13.30,7.99,Gourmet Creations,Lunch & Dinner
102,2023/08/12,Sat,New Zealand,Crispy Chicken Almighty,15.50,9.31,Gourmet Creations,Lunch & Dinner
103,2023/08/12,Sat,New Zealand,Grilled Chicken Bacon Deluxe,13.30,7.99,Gourmet Creations,Lunch & Dinner
104,2023/08/12,Sat,New Zealand,Grilled Chicken Almighty,15.50,9.31,Gourmet Creations,Lunch & Dinner
105,2023/08/12,Sat,New Zealand,10pc Chicken McNuggets®,12.80,7.69,To Share,Lunch & Dinner
106,2023/08/12,Sat,New Zealand,10pc Chicken McBites®,4.00,2.40,To Share,Lunch & Dinner
107,2023/08/12,Sat,New Zealand,6pc Chicken McNuggets®,9.70,5.83,To Share,Lunch & Dinner
108,2023/08/12,Sat,New Zealand,YOU CHOOSE Dinner for 2,32.00,19.22,To Share,Lunch & Dinner
109,2023/08/12,Sat,New Zealand,The Family Pack,40.00,24.02,To Share,Lunch & Dinner
110,2023/08/12,Sat,New Zealand,McChicken Chomp,20.00,12.01,To Share,Lunch & Dinner
111,2023/08/12,Sat,New Zealand,20pc Chicken McNuggets®,20.60,12.37,To Share,Lunch & Dinner
112,2023/08/12,Sat,New Zealand,YOU CHOOSE Dessert Bundle,7.00,4.20,To Share,Lunch & Dinner
113,2023/08/12,Sat,New Zealand,YOU CHOOSE Family Dinner Pack,60.00,36.03,To Share,Lunch & Dinner
114,2023/08/12,Sat,New Zealand,The Cheeseburger Stack,23.00,13.81,To Share,Lunch & Dinner
115,2023/08/12,Sat,New Zealand,40pc Chicken McNuggets®,35.00,21.02,To Share,Lunch & Dinner
116,2023/08/12,Sat,New Zealand,Cheeseburger Happy Meal®,9.70,5.83,Happy Meal,Lunch & Dinner
117,2023/08/12,Sat,New Zealand,6pc Chicken McNuggets® Happy Meal®,11.50,6.91,Happy Meal,Lunch & Dinner
118,2023/08/12,Sat,New Zealand,Crispy Chicken Snack Wrap™ Happy Meal®,9.70,5.83,Happy Meal,Lunch & Dinner
119,2023/08/12,Sat,New Zealand,3pc Chicken McNuggets® Happy Meal®,9.70,5.83,Happy Meal,Lunch & Dinner
120,2023/08/12,Sat,New Zealand,Grilled Chicken Snack Wrap™ Happy Meal®,9.70,5.83,Happy Meal,Lunch & Dinner
121,2023/08/12,Sat,New Zealand,McFlurry® with Oreo® Cookies,7.00,4.20,Desserts,Lunch & Dinner
122,2023/08/12,Sat,New Zealand,Hot Apple Pie,4.60,2.76,Desserts,Lunch & Dinner
123,2023/08/12,Sat,New Zealand,Regular Hot Fudge Sundae,5.40,3.24,Desserts,Lunch & Dinner
124,2023/08/12,Sat,New Zealand,M&Ms® MINIS® McFlurry®,7.00,4.20,Desserts,Lunch & Dinner
125,2023/08/12,Sat,New Zealand,Regular Caramel Sundae,5.40,3.24,Desserts,Lunch & Dinner
126,2023/08/12,Sat,New Zealand,Choc Top Super Sundae,6.10,3.66,Desserts,Lunch & Dinner
127,2023/08/12,Sat,New Zealand,Regular Plain Sundae,5.40,3.24,Desserts,Lunch & Dinner
128,2023/08/12,Sat,New Zealand,Regular Strawberry Sundae,5.40,3.24,Desserts,Lunch & Dinner
129,2023/08/12,Sat,New Zealand,Apple Pie with Soft Serve,5.10,3.06,Desserts,Lunch & Dinner
130,2023/08/12,Sat,New Zealand,Chocolate Lava Brownie with Soft Serve,7.70,4.62,Desserts,Lunch & Dinner
131,2023/08/12,Sat,New Zealand,10pc Chicken McBites®,4.00,2.40,Snacks and Fries,Lunch & Dinner
132,2023/08/12,Sat,New Zealand,Small Fries,5.40,3.24,Snacks and Fries,Lunch & Dinner
133,2023/08/12,Sat,New Zealand,6pc Chicken McNuggets®,9.70,5.83,Snacks and Fries,Lunch & Dinner
