,Date,Day,Territory,Menu Item,Price (SGD),Price (USD),Category,Menu
1,2022/06/19,Sun,Singapore,Shake N Dip Feast,11.75,8.45,Promotion Meals,Regular Menu
2,2022/06/19,Sun,Singapore,Family Meal: 9pc McNug & FOF LEVM + ChB HM/ 4pc NugHM,22.55,16.21,Promotion Meals,Regular Menu
3,2022/06/19,Sun,Singapore,"2x Value Meal: Chicken McNuggets® (9pc) LEVM & Filet-O-Fish® LEVM""",17.35,12.47,Promotion Meals,Regular Menu
4,2022/06/19,Sun,Singapore,Chicken McNuggets® (9pc) Upsized Extra Value Meal,10.00,7.19,Promotion Meals,Regular Menu
5,2022/06/19,Sun,Singapore,Chicken McNuggets® (20pc),13.70,9.85,Promotion Meals,Regular Menu
6,2022/06/19,Sun,Singapore,Roasted Sesame & Seaweed McShaker Fries (L),4.20,3.02,Promotion Meals,Regular Menu
7,2022/06/19,Sun,Singapore,Ovaltine® McFlurry,3.40,2.44,Promotion Meals,Regular Menu
8,2022/06/19,Sun,Singapore,Banana Pie,1.85,1.33,Promotion Meals,Regular Menu
9,2022/06/19,Sun,Singapore,Hokkaido Salmon Extra Value Meal,6.00,4.31,Promotion Meals,Regular Menu
10,2022/06/19,Sun,Singapore,Double Hokkaido Salmon Extra Value Meal,8.80,6.33,Promotion Meals,Regular Menu
11,2022/06/19,Sun,Singapore,Chicken McCrispy® (6pc) Value Bundle,22.30,16.03,Chicken McCrispy®,Regular Menu
12,2022/06/19,Sun,Singapore,Chicken McCrispy® (2pc) Extra Value Meal,9.30,6.69,Chicken McCrispy®,Regular Menu
13,2022/06/19,Sun,Singapore,Chicken McNuggets® (20pc),13.70,9.85,Sharing,Regular Menu
14,2022/06/19,Sun,Singapore,Box B: Chicken McNuggets® (6pc) + McWings® (4pc),8.60,6.18,Sharing,Regular Menu
15,2022/06/19,Sun,Singapore,Box A: Chicken McNuggets® (12pc) + McWings® (8pc),14.20,10.21,Sharing,Regular Menu
16,2022/06/19,Sun,Singapore,McWings® 4pc,5.75,4.13,Sharing,Regular Menu
17,2022/06/19,Sun,Singapore,Chicken McNuggets® (9pc) Upsized Extra Value Meal,10.00,7.19,Ala Carte & Value Meals,Regular Menu
18,2022/06/19,Sun,Singapore,Chicken McNuggets® (6pc) Upsized Extra Value Meal ,8.85,6.36,Ala Carte & Value Meals,Regular Menu
19,2022/06/19,Sun,Singapore,Chicken McNuggets® (20pc),13.70,9.85,Ala Carte & Value Meals,Regular Menu
20,2022/06/19,Sun,Singapore,Hokkaido Salmon Extra Value Meal,6.00,4.31,Ala Carte & Value Meals,Regular Menu
21,2022/06/19,Sun,Singapore,Double Hokkaido Salmon Extra Value Meal,8.80,6.33,Ala Carte & Value Meals,Regular Menu
22,2022/06/19,Sun,Singapore,Chicken McCrispy® (2pc) Extra Value Meal,9.30,6.69,Ala Carte & Value Meals,Regular Menu
23,2022/06/19,Sun,Singapore,Buttermilk Crispy Chicken Extra Value Meal,9.80,7.05,Ala Carte & Value Meals,Regular Menu
24,2022/06/19,Sun,Singapore,Angus BLT Extra Value Meal,9.95,7.15,Ala Carte & Value Meals,Regular Menu
25,2022/06/19,Sun,Singapore,Original Angus Cheeseburger Extra Value Meal,8.95,6.43,Ala Carte & Value Meals,Regular Menu
26,2022/06/19,Sun,Singapore,Dbl McSpicy® Extra Value Meal,9.80,7.05,Ala Carte & Value Meals,Regular Menu
27,2022/06/19,Sun,Singapore,McSpicy® Extra Value Meal,8.60,6.18,Ala Carte & Value Meals,Regular Menu
28,2022/06/19,Sun,Singapore,Dbl Filet-O-Fish® Extra Value Meal,9.00,6.47,Ala Carte & Value Meals,Regular Menu
29,2022/06/19,Sun,Singapore,Filet-O-Fish® Extra Value Meal,6.85,4.92,Ala Carte & Value Meals,Regular Menu
30,2022/06/19,Sun,Singapore,McChicken® Extra Value Meal,6.50,4.67,Ala Carte & Value Meals,Regular Menu
