,Date,Day,Territory,Menu Item,Price (SGD),Price (USD),Category,Menu
1,2022/09/01,Thu,Singapore,TGIF: Free Frappe (S) Upgrade (Teh C/Mocha/Caramel) with Chicken McCrispy® Salt & Pepper (2pc) EVM,9.30,6.66,Promotion Meals,Regular Menu
2,2022/09/01,Thu,Singapore,Hershey’s McFlurry®,4.00,2.86,Promotion Meals,Regular Menu
3,2022/09/01,Thu,Singapore,Hershey’s Hot Fudge Sundae,2.90,2.08,Promotion Meals,Regular Menu
4,2022/09/01,Thu,Singapore,Hershey’s Strawberry Sundae,2.90,2.08,Promotion Meals,Regular Menu
5,2022/09/01,Thu,Singapore,Pulut Hitam Pie,2.30,1.65,Promotion Meals,Regular Menu
6,2022/09/01,Thu,Singapore,Teh C Frappé,4.95,3.54,Promotion Meals,Regular Menu
7,2022/09/01,Thu,Singapore,6pc McCrispy® Spicy Meal Value Bundle,22.30,15.96,Chicken McCrispy®,Regular Menu
8,2022/09/01,Thu,Singapore,2pc McCrispy® Spicy Meal Extra Value Meal,9.30,6.66,Chicken McCrispy®,Regular Menu
9,2022/09/01,Thu,Singapore,6pc McCrispy® Spicy Meal Value Bundle,22.30,15.96,Sharing,Regular Menu
10,2022/09/01,Thu,Singapore,Chicken McNuggets® (20pc),13.70,9.81,Sharing,Regular Menu
11,2022/09/01,Thu,Singapore,Box B: Chicken McNuggets® (6pc) + McWings® (4pc),8.60,6.16,Sharing,Regular Menu
12,2022/09/01,Thu,Singapore,Box A: Chicken McNuggets® (12pc) + McWings® (8pc),14.20,10.16,Sharing,Regular Menu
13,2022/09/01,Thu,Singapore,McWings® 4pc,5.75,4.12,Sharing,Regular Menu
14,2022/09/01,Thu,Singapore,2pc McCrispy® Spicy Meal Extra Value Meal,9.30,6.66,Ala Carte & Value Meals,Regular Menu
15,2022/09/01,Thu,Singapore,Buttermilk Crispy Chicken Extra Value Meal,9.80,7.02,Ala Carte & Value Meals,Regular Menu
16,2022/09/01,Thu,Singapore,Angus BLT Extra Value Meal,9.95,7.12,Ala Carte & Value Meals,Regular Menu
17,2022/09/01,Thu,Singapore,Original Angus Cheeseburger Extra Value Meal,8.95,6.41,Ala Carte & Value Meals,Regular Menu
