,Date,Day,Territory,Menu Item,Price (HKD),Price (USD),Category,Menu
1,2022/12/15,Thu,Hong Kong,Garlic Herb Crispy Thighs (2pcs),43.50,5.59,Garlic Herb Crispy Thighs,Regular Menu
2,2022/12/15,Thu,Hong Kong,Garlic Herb Crispy Thighs Combo for 1,72.00,9.26,Garlic Herb Crispy Thighs,Regular Menu
3,2022/12/15,Thu,Hong Kong,We All Are Party Crispy Thighs Combo for 2,142.00,18.26,Garlic Herb Crispy Thighs,Regular Menu
4,2022/12/15,Thu,Hong Kong,Crispy Thighs Sharing Bucket Combo for 3,189.00,24.31,Garlic Herb Crispy Thighs,Regular Menu
5,2022/12/15,Thu,Hong Kong,Original & Honey & Garlic Crispy Thighs Sharing Bucket (6 pcs),119.50,15.37,Garlic Herb Crispy Thighs,Regular Menu
6,2022/12/15,Thu,Hong Kong,Garlic Herb & Original Crispy Thighs Sharing Bucket (6 pcs),119.50,15.37,Garlic Herb Crispy Thighs,Regular Menu
7,2022/12/15,Thu,Hong Kong,Garlic Herb & Honey BBQ Crispy Thighs Sharing Bucket (6 pcs),119.50,15.37,Garlic Herb Crispy Thighs,Regular Menu
8,2022/12/15,Thu,Hong Kong,Garlic Herb Crispy Thighs Bucket (6pcs),119.50,15.37,Garlic Herb Crispy Thighs,Regular Menu
9,2022/12/15,Thu,Hong Kong,Garlic Herb Crispy Thighs (1pc),23.50,3.02,Garlic Herb Crispy Thighs,Regular Menu
10,2022/12/15,Thu,Hong Kong,McNuggets®(18pcs)Combo for 2,148.00,19.04,Game on! Feast,Regular Menu
11,2022/12/15,Thu,Hong Kong,McNuggets®(18pcs)Combo,78.00,10.03,Game on! Feast,Regular Menu
12,2022/12/15,Thu,Hong Kong,McNuggets®(9pcs)Combo for 1,60.00,7.72,Game on! Feast,Regular Menu
13,2022/12/15,Thu,Hong Kong,Tasty Sharing Box,44.00,5.66,Game on! Feast,Regular Menu
14,2022/12/15,Thu,Hong Kong,Tasty Jumbo Bucket (16pcs McWING),100.00,12.86,Game on! Feast,Regular Menu
15,2022/12/15,Thu,Hong Kong,Original & Honey BBQ Crispy Thighs Sharing Bucket (6pcs),119.50,15.37,Game on! Feast,Regular Menu
16,2022/12/15,Thu,Hong Kong,Honey BBQ Crispy Thighs Sharing Bucket (6pcs),119.50,15.37,Game on! Feast,Regular Menu
17,2022/12/15,Thu,Hong Kong,Crispy Thighs (Original)Sharing Bucket (6pcs),113.50,14.60,Game on! Feast,Regular Menu
18,2022/12/15,Thu,Hong Kong,Burger Lovers Combo for 2 with Oatly Drink,125.00,16.08,McCafe OAT-SOME XMAS,Regular Menu
19,2022/12/15,Thu,Hong Kong,Burger Lovers Combo for 1 with Oatly Drink,61.00,7.85,McCafe OAT-SOME XMAS,Regular Menu
20,2022/12/15,Thu,Hong Kong,Oatly Gingerbread Latte(L),38.00,4.89,McCafe OAT-SOME XMAS,Regular Menu
21,2022/12/15,Thu,Hong Kong,Oatly Chocolate(L),36.00,4.63,McCafe OAT-SOME XMAS,Regular Menu
22,2022/12/15,Thu,Hong Kong,Burger Lover Combo for 2 with Mochi Black Sesame Latte,129.00,16.59,McCafe Mochi Black Sesame Latte,Regular Menu
23,2022/12/15,Thu,Hong Kong,Burger Lover Combo for 1 with Mochi Black Sesame Latte,63.00,8.10,McCafe Mochi Black Sesame Latte,Regular Menu
24,2022/12/15,Thu,Hong Kong,Iced Mochi Black Sesame Latte,43.00,5.53,McCafe Mochi Black Sesame Latte,Regular Menu
25,2022/12/15,Thu,Hong Kong,Black Sesame Latte(L),38.00,4.89,McCafe Mochi Black Sesame Latte,Regular Menu
26,2022/12/15,Thu,Hong Kong,Crispy Thighs Sharing Bucket Combo for 3,189.00,24.31,Hot Deal,Regular Menu
27,2022/12/15,Thu,Hong Kong,Burger Lovers Combo for 3,153.00,19.68,Hot Deal,Regular Menu
28,2022/12/15,Thu,Hong Kong,Happy Family Combo,135.00,17.36,Hot Deal,Regular Menu
29,2022/12/15,Thu,Hong Kong,Crispy Thighs Sharing Bucket Combo for 2,122.00,15.69,Hot Deal,Regular Menu
30,2022/12/15,Thu,Hong Kong,Burger Lovers Combo for 2,109.00,14.02,Hot Deal,Regular Menu
31,2022/12/15,Thu,Hong Kong,Burger Lover Combo for 1,53.00,6.82,Hot Deal,Regular Menu
32,2022/12/15,Thu,Hong Kong,Crispy Thighs Combo for 1,70.00,9.00,Hot Deal,Regular Menu
33,2022/12/15,Thu,Hong Kong,McNuggets®(9pcs)Combo for 1,60.00,7.72,Hot Deal,Regular Menu
34,2022/12/15,Thu,Hong Kong,McWings (4pcs) Combo for 1,60.00,7.72,Hot Deal,Regular Menu
35,2022/12/15,Thu,Hong Kong,McCafe All-new Meal Combo for 1,61.00,7.85,McCafe Value Combo,Regular Menu
36,2022/12/15,Thu,Hong Kong,McCafe Burger Lovers Combo for 2,125.00,16.08,McCafe Value Combo,Regular Menu
37,2022/12/15,Thu,Hong Kong,McCafe Burger Lovers Cobmo for 3,177.00,22.76,McCafe Value Combo,Regular Menu
38,2022/12/15,Thu,Hong Kong,McCafe Happy Family Combo,151.00,19.42,McCafe Value Combo,Regular Menu
39,2022/12/15,Thu,Hong Kong,Garlic Herb Crispy Thighs (1pc),23.50,3.02,Regular A-la-carte,Regular Menu
40,2022/12/15,Thu,Hong Kong,Garlic Herb Crispy Thighs (2pcs),43.50,5.59,Regular A-la-carte,Regular Menu
41,2022/12/15,Thu,Hong Kong,Garlic Herb Crispy Thighs Combo for 1,72.00,9.26,Regular A-la-carte,Regular Menu
42,2022/12/15,Thu,Hong Kong,Garlic Herb Crispy Thighs Bucket (6pcs),119.50,15.37,Regular A-la-carte,Regular Menu
43,2022/12/15,Thu,Hong Kong,Original & Honey & Garlic Crispy Thighs Sharing Bucket (6 pcs),119.50,15.37,Regular A-la-carte,Regular Menu
44,2022/12/15,Thu,Hong Kong,Garlic Herb & Original Crispy Thighs Sharing Bucket (6 pcs),119.50,15.37,Regular A-la-carte,Regular Menu
45,2022/12/15,Thu,Hong Kong,Garlic Herb & Honey BBQ Crispy Thighs Sharing Bucket (6 pcs),119.50,15.37,Regular A-la-carte,Regular Menu
46,2022/12/15,Thu,Hong Kong,Original & Honey BBQ Crispy Thighs Sharing Bucket (6pcs),119.50,15.37,Regular A-la-carte,Regular Menu
47,2022/12/15,Thu,Hong Kong,Honey BBQ Crispy Thighs Sharing Bucket (6pcs),119.50,15.37,Regular A-la-carte,Regular Menu
48,2022/12/15,Thu,Hong Kong,Crispy Thighs (Original)Sharing Bucket (6pcs),113.50,14.60,Regular A-la-carte,Regular Menu
49,2022/12/15,Thu,Hong Kong,Crispy Thighs(2pcs),41.50,5.34,Regular A-la-carte,Regular Menu
50,2022/12/15,Thu,Hong Kong,Chicken McNuggets® (6pcs),24.00,3.09,Regular A-la-carte,Regular Menu
51,2022/12/15,Thu,Hong Kong,McNuggets®(18pcs),52.00,6.69,Regular A-la-carte,Regular Menu
52,2022/12/15,Thu,Hong Kong,Tasty Sharing Box,44.00,5.66,Regular A-la-carte,Regular Menu
53,2022/12/15,Thu,Hong Kong,Big Mac®,25.50,3.28,Regular A-la-carte,Regular Menu
54,2022/12/15,Thu,Hong Kong,Angus Original,34.00,4.37,Regular A-la-carte,Regular Menu
55,2022/12/15,Thu,Hong Kong,Cheesy Champignon Angus Burger,39.00,5.02,Regular A-la-carte,Regular Menu
