,Date,Day,Territory,Menu Item,Price (HKD),Price (USD),Category,Menu
1,2022/11/27,Sun,Hong Kong,McNuggets®(18pcs)Combo for 2,148.00,18.94,Game on! Feast,Regular Menu
2,2022/11/27,Sun,Hong Kong,McNuggets®(18pcs)Combo,78.00,9.98,Game on! Feast,Regular Menu
3,2022/11/27,Sun,Hong Kong,McNuggets®(9pcs)Combo for 1,60.00,7.68,Game on! Feast,Regular Menu
4,2022/11/27,Sun,Hong Kong,Original & Honey BBQ Crispy Thighs Sharing Bucket (6pcs),119.50,15.29,Game on! Feast,Regular Menu
5,2022/11/27,Sun,Hong Kong,Honey BBQ Crispy Thighs Sharing Bucket (6pcs),119.50,15.29,Game on! Feast,Regular Menu
6,2022/11/27,Sun,Hong Kong,Crispy Thighs (Original)Sharing Bucket (6pcs),113.50,14.53,Game on! Feast,Regular Menu
7,2022/11/27,Sun,Hong Kong,Tasty Sharing Box,44.00,5.63,Game on! Feast,Regular Menu
8,2022/11/27,Sun,Hong Kong,Tasty Jumbo Bucket (16pcs McWING),100.00,12.80,Game on! Feast,Regular Menu
9,2022/11/27,Sun,Hong Kong,Burger Lovers Combo for 2 with Oatly Drink,125.00,16.00,McCafe OAT-SOME XMAS,Regular Menu
10,2022/11/27,Sun,Hong Kong,Burger Lovers Combo for 1 with Oatly Drink,61.00,7.81,McCafe OAT-SOME XMAS,Regular Menu
11,2022/11/27,Sun,Hong Kong,Oatly Gingerbread Latte(L),38.00,4.86,McCafe OAT-SOME XMAS,Regular Menu
12,2022/11/27,Sun,Hong Kong,Oatly Chocolate(L),36.00,4.61,McCafe OAT-SOME XMAS,Regular Menu
13,2022/11/27,Sun,Hong Kong,Burger Lover Combo for 2 with Mochi Black Sesame Latte,129.00,16.51,McCafe Mochi Black Sesame Latte,Regular Menu
14,2022/11/27,Sun,Hong Kong,Burger Lover Combo for 1 with Mochi Black Sesame Latte,63.00,8.06,McCafe Mochi Black Sesame Latte,Regular Menu
15,2022/11/27,Sun,Hong Kong,Iced Mochi Black Sesame Latte,43.00,5.50,McCafe Mochi Black Sesame Latte,Regular Menu
16,2022/11/27,Sun,Hong Kong,Black Sesame Latte(L),38.00,4.86,McCafe Mochi Black Sesame Latte,Regular Menu
17,2022/11/27,Sun,Hong Kong,Crispy Thighs Sharing Bucket Combo for 3,183.00,23.42,Hot Deal,Regular Menu
18,2022/11/27,Sun,Hong Kong,Burger Lovers Combo for 3,153.00,19.58,Hot Deal,Regular Menu
19,2022/11/27,Sun,Hong Kong,Happy Family Combo,135.00,17.28,Hot Deal,Regular Menu
20,2022/11/27,Sun,Hong Kong,Crispy Thighs Sharing Bucket Combo for 2,122.00,15.61,Hot Deal,Regular Menu
21,2022/11/27,Sun,Hong Kong,Burger Lovers Combo for 2,109.00,13.95,Hot Deal,Regular Menu
22,2022/11/27,Sun,Hong Kong,Burger Lover Combo for 1,53.00,6.78,Hot Deal,Regular Menu
23,2022/11/27,Sun,Hong Kong,Crispy Thighs Combo for 1,70.00,8.96,Hot Deal,Regular Menu
24,2022/11/27,Sun,Hong Kong,McNuggets®(9pcs)Combo for 1,60.00,7.68,Hot Deal,Regular Menu
25,2022/11/27,Sun,Hong Kong,McWings (4pcs) Combo for 1,60.00,7.68,Hot Deal,Regular Menu
26,2022/11/27,Sun,Hong Kong,McCafe All-new Meal Combo for 1,61.00,7.81,McCafe Value Combo,Regular Menu
27,2022/11/27,Sun,Hong Kong,McCafe Burger Lovers Combo for 2,125.00,16.00,McCafe Value Combo,Regular Menu
28,2022/11/27,Sun,Hong Kong,McCafe Burger Lovers Cobmo for 3,177.00,22.65,McCafe Value Combo,Regular Menu
29,2022/11/27,Sun,Hong Kong,McCafe Happy Family Combo,151.00,19.32,McCafe Value Combo,Regular Menu
30,2022/11/27,Sun,Hong Kong,Chicken McNuggets® (6pcs),24.00,3.07,Regular A-la-carte,Regular Menu
31,2022/11/27,Sun,Hong Kong,McNuggets®(18pcs),52.00,6.65,Regular A-la-carte,Regular Menu
