,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category,Menu
0,2022/01/28,Fri,Thailand,Donut+Drink 99.-,0.00,0.00,New Menus & Promotions,Regular
1,2022/01/28,Fri,Thailand,Buy Sausage McMuffin with Egg Set Get Cheesy Egg Bun,159.00,4.78,New Menus & Promotions,Breakfast
2,2022/01/28,Fri,Thailand,Hotto BBQ Chicken Burger (A-la-carte),89.00,2.67,New Menus & Promotions,Regular
3,2022/01/28,Fri,Thailand,Hotto BBQ Chicken Burger (Set),159.00,4.78,New Menus & Promotions,Regular
4,2022/01/28,Fri,Thailand,Hotto BBQ Pork Burger (A-la-carte),89.00,2.67,New Menus & Promotions,Regular
5,2022/01/28,Fri,Thailand,Hotto BBQ Pork Burger (Set),159.00,4.78,New Menus & Promotions,Regular
6,2022/01/28,Fri,Thailand,Hotto BBQ Double Pork Burger (A-la-carte),124.00,3.72,New Menus & Promotions,Regular
7,2022/01/28,Fri,Thailand,Hotto BBQ Double Pork Burger (Set),194.00,5.83,New Menus & Promotions,Regular
8,2022/01/28,Fri,Thailand,Hotto BBQ McFried Chicken (A-la-carte),49.00,1.47,New Menus & Promotions,Regular
9,2022/01/28,Fri,Thailand,Hotto BBQ McFried Chicken (Set),149.00,4.48,New Menus & Promotions,Regular
10,2022/01/28,Fri,Thailand,Hotto BBQ Burger Combo Set,299.00,8.98,New Menus & Promotions,Regular
11,2022/01/28,Fri,Thailand,Hotto All Star Set,399.00,11.98,New Menus & Promotions,Regular
12,2022/01/28,Fri,Thailand,Im Kum Filet-O-Fish (Fish) Set,129.00,3.87,New Menus & Promotions,Regular
13,2022/01/28,Fri,Thailand,Kin Len Cheese Stick Set,159.00,4.78,New Menus & Promotions,Regular
14,2022/01/28,Fri,Thailand,50% Sharing Box 18 pcs. Set,199.00,5.98,New Menus & Promotions,Regular
15,2022/01/28,Fri,Thailand,3 pcs. McWings Hotto BBQ,69.00,2.07,New Menus & Promotions,Regular
16,2022/01/28,Fri,Thailand,3 pcs. Chic Stick Hotto BBQ,69.00,2.07,New Menus & Promotions,Regular
17,2022/01/28,Fri,Thailand,Hotto BBQ Combo Snack,129.00,3.87,New Menus & Promotions,Regular
18,2022/01/28,Fri,Thailand,Hotto BBQ McFried Chicken Combo Set,299.00,8.98,New Menus & Promotions,Regular
19,2022/01/28,Fri,Thailand,Cheesy Ham Pie,32.00,0.96,New Menus & Promotions,Regular
20,2022/01/28,Fri,Thailand,Chili Paste Pork Ice Cream,39.00,1.17,New Menus & Promotions,Regular
21,2022/01/28,Fri,Thailand,Yuzu Lemon Fizz,79.00,2.37,New Menus & Promotions,Regular
22,2022/01/28,Fri,Thailand,Yuzu Frappe,89.00,2.67,New Menus & Promotions,Regular
23,2022/01/28,Fri,Thailand,Im Daew Don Jai (Filet-O-Fish),159.00,4.78,New Menus & Promotions,Regular
24,2022/01/28,Fri,Thailand,Im Deaw Don Jai McChicken Set,159.00,4.78,New Menus & Promotions,Regular
25,2022/01/28,Fri,Thailand,Kai Kin Sanook Set,109.00,3.27,New Menus & Promotions,Regular
26,2022/01/28,Fri,Thailand,Cheese Stick Kin Sanook Set,99.00,2.97,New Menus & Promotions,Regular
27,2022/01/28,Fri,Thailand,50% McNuggets Set,129.00,3.87,New Menus & Promotions,Regular
28,2022/01/28,Fri,Thailand,Buy 2 Get 2 McWings & French Fries,190.00,5.71,New Menus & Promotions,Regular
29,2022/01/28,Fri,Thailand,Buy 2 Get 2 Deluxe Cheeseburger French Fries,198.00,5.95,New Menus & Promotions,Regular
30,2022/01/28,Fri,Thailand,Buy 2 Get 2 Filet-O-Fish French Fries,198.00,5.95,New Menus & Promotions,Regular
31,2022/01/28,Fri,Thailand,Triple Beef Cheeseburger Value Set,209.00,6.28,New Menus & Promotions,Regular
32,2022/01/28,Fri,Thailand,40% off Jud Tem Double Cheeseburger Sud Kum,199.00,5.98,New Menus & Promotions,Regular
33,2022/01/28,Fri,Thailand,Kai Im Koo Set,219.00,6.58,Family Combo Meals,Regular
34,2022/01/28,Fri,Thailand,Kai Yok Guan 2 Set,419.00,12.58,Family Combo Meals,Regular
35,2022/01/28,Fri,Thailand,Kai Yok Guan 1 Set,319.00,9.58,Family Combo Meals,Regular
36,2022/01/28,Fri,Thailand,38% off Chicken Burger Duo Set,249.00,7.48,Family Combo Meals,Regular
37,2022/01/28,Fri,Thailand,40% off Double Cheeseburger Duo Set,349.00,10.48,Family Combo Meals,Regular
38,2022/01/28,Fri,Thailand,Buy 1 Get 1 Filet-O-Fish Set (Fish),209.00,6.28,Family Combo Meals,Regular
39,2022/01/28,Fri,Thailand,Chao Tem Imm Set 3,99.00,2.97,Breakfast 5-11 am.,Breakfast
40,2022/01/28,Fri,Thailand,Chao Tem Imm Set 2,89.00,2.67,Breakfast 5-11 am.,Breakfast
41,2022/01/28,Fri,Thailand,Breakfast Family Set 2,199.00,5.98,Breakfast 5-11 am.,Breakfast
42,2022/01/28,Fri,Thailand,Breakfast Family Set 1,149.00,4.48,Breakfast 5-11 am.,Breakfast
43,2022/01/28,Fri,Thailand,Chao Tem Im Set (McPatongko),89.00,2.67,Breakfast 5-11 am.,Breakfast
44,2022/01/28,Fri,Thailand,Chao Tem Im x2 Set,169.00,5.08,Breakfast 5-11 am.,Breakfast
45,2022/01/28,Fri,Thailand,Buy Sausage McMuffin with Egg Set Get Cheesy Egg Bun,159.00,4.78,Breakfast 5-11 am.,Breakfast
46,2022/01/28,Fri,Thailand,3 pcs. McPatongko with Condensed Milk Dip,39.00,1.17,Breakfast 5-11 am.,Breakfast
47,2022/01/28,Fri,Thailand,5 pcs. McPatongko Set,60.00,1.80,Breakfast 5-11 am.,Breakfast
48,2022/01/28,Fri,Thailand,3 pcs. McPatongko with Chocolate Dip,45.00,1.35,Breakfast 5-11 am.,Breakfast
49,2022/01/28,Fri,Thailand,McChicken Porridge,35.00,1.05,Breakfast 5-11 am.,Breakfast
50,2022/01/28,Fri,Thailand,McPork Porridge,35.00,1.05,Breakfast 5-11 am.,Breakfast
51,2022/01/28,Fri,Thailand,Bacon Cheesy Egg Bun (A-la-carte),69.00,2.07,Breakfast 5-11 am.,Breakfast
52,2022/01/28,Fri,Thailand,Bacon Cheesy Egg Bun (Set),129.00,3.87,Breakfast 5-11 am.,Breakfast
53,2022/01/28,Fri,Thailand,Pepper Cheesy Egg Bun (A-la-carte),59.00,1.77,Breakfast 5-11 am.,Breakfast
54,2022/01/28,Fri,Thailand,Pepper Cheesy Egg Bun (Set),119.00,3.57,Breakfast 5-11 am.,Breakfast
55,2022/01/28,Fri,Thailand,Cheesy Egg Bun (A-la-carte),35.00,1.05,Breakfast 5-11 am.,Breakfast
56,2022/01/28,Fri,Thailand,Cheesy Egg Bun (Set),133.00,3.99,Breakfast 5-11 am.,Breakfast
57,2022/01/28,Fri,Thailand,Sausage McMuffin with Egg (A-la-carte),99.00,2.97,Breakfast 5-11 am.,Breakfast
58,2022/01/28,Fri,Thailand,Sausage McMuffin with Egg (Set),159.00,4.78,Breakfast 5-11 am.,Breakfast
59,2022/01/28,Fri,Thailand,Double Sausage McMuffin with Egg (A-la-carte),119.00,3.57,Breakfast 5-11 am.,Breakfast
60,2022/01/28,Fri,Thailand,Double Sausage McMuffin with Egg (Set),179.00,5.38,Breakfast 5-11 am.,Breakfast
61,2022/01/28,Fri,Thailand,McMuffin with Egg (A-la-carte),59.00,1.77,Breakfast 5-11 am.,Breakfast
62,2022/01/28,Fri,Thailand,McMuffin with Egg (Set),119.00,3.57,Breakfast 5-11 am.,Breakfast
63,2022/01/28,Fri,Thailand,Sausage McMuffin (A-la-carte),89.00,2.67,Breakfast 5-11 am.,Breakfast
64,2022/01/28,Fri,Thailand,Sausage McMuffin (Set),149.00,4.48,Breakfast 5-11 am.,Breakfast
65,2022/01/28,Fri,Thailand,Big Breakfast (A-la-carte),139.00,4.17,Breakfast 5-11 am.,Breakfast
66,2022/01/28,Fri,Thailand,Big Breakfast (Set),199.00,5.98,Breakfast 5-11 am.,Breakfast
67,2022/01/28,Fri,Thailand,2 pcs.Pancake+Sausage (A-la-carte),89.00,2.67,Breakfast 5-11 am.,Breakfast
68,2022/01/28,Fri,Thailand,2 pcs.Pancake+Sausage (Set),149.00,4.48,Breakfast 5-11 am.,Breakfast
69,2022/01/28,Fri,Thailand,2 pcs. Pancake+Scrambled Egg (A-la-carte),89.00,2.67,Breakfast 5-11 am.,Breakfast
70,2022/01/28,Fri,Thailand,2 pcs. Pancake+Scrambled Egg (Set),149.00,4.48,Breakfast 5-11 am.,Breakfast
71,2022/01/28,Fri,Thailand,2 pcs. Pancake (A-la-carte),59.00,1.77,Breakfast 5-11 am.,Breakfast
72,2022/01/28,Fri,Thailand,2 pcs. Pancake (Set),119.00,3.57,Breakfast 5-11 am.,Breakfast
73,2022/01/28,Fri,Thailand,Hot Long Black 8 oz. (Fresh Brew),42.00,1.26,Breakfast 5-11 am.,Breakfast
74,2022/01/28,Fri,Thailand,Hot Latte 8 oz. (Fresh Brew),52.00,1.56,Breakfast 5-11 am.,Breakfast
75,2022/01/28,Fri,Thailand,Hot Cappuccino 8 oz. (Fresh Brew),52.00,1.56,Breakfast 5-11 am.,Breakfast
76,2022/01/28,Fri,Thailand,Iced Long Black 12 oz. (Fresh Brew),62.00,1.86,Breakfast 5-11 am.,Breakfast
77,2022/01/28,Fri,Thailand,Iced Latte 12 oz. (Fresh Brew),62.00,1.86,Breakfast 5-11 am.,Breakfast
78,2022/01/28,Fri,Thailand,Iced Cappuccino 12 oz. (Fresh Brew),62.00,1.86,Breakfast 5-11 am.,Breakfast
79,2022/01/28,Fri,Thailand,Orange Juice 6 oz.,39.00,1.17,Breakfast 5-11 am.,Breakfast
