,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category,Menu
1,2022/07/06,Wed,Thailand,Buy 6 pcs. McNuggets Get 1 Shaker Fries,99.00,2.75,New Promotions,Regular
2,2022/07/06,Wed,Thailand,Curly Fries (A-la-carte),79.00,2.20,New Promotions,Regular
3,2022/07/06,Wed,Thailand,Curly Fries (Set),109.00,3.03,New Promotions,Regular
4,2022/07/06,Wed,Thailand,Snack Party Set 1,169.00,4.70,New Promotions,Regular
5,2022/07/06,Wed,Thailand,Snack Party Set 2,199.00,5.53,New Promotions,Regular
6,2022/07/06,Wed,Thailand,Shaker Fries Pizza (Large),49.00,1.36,New Promotions,Regular
7,2022/07/06,Wed,Thailand,Shrimp Glass Noodles Pie,35.00,0.97,New Promotions,Regular
8,2022/07/06,Wed,Thailand,Caramel Popcorn Sundae,39.00,1.08,New Promotions,Regular
9,2022/07/06,Wed,Thailand,Caramel Popcorn A-la-Mode (Corn Pie),59.00,1.64,New Promotions,Regular
10,2022/07/06,Wed,Thailand,Cold Brew Tea Yuzu Peach,79.00,2.20,New Promotions,Regular
11,2022/07/06,Wed,Thailand,Americano Yuzu Peach,89.00,2.47,New Promotions,Regular
12,2022/07/06,Wed,Thailand,45% Cheeseburger Duo Set (Beef),209.00,5.81,New Promotions,Regular
13,2022/07/06,Wed,Thailand,Iced Double Cocoa,49.00,1.36,New Promotions,Regular
14,2022/07/06,Wed,Thailand,Kai Im Koo Set,219.00,6.09,Exclusive Only McDelivery,Regular
15,2022/07/06,Wed,Thailand,Buy 1 Get 1 Filet-O-Fish Set (Fish),209.00,5.81,Exclusive Only McDelivery,Regular
16,2022/07/06,Wed,Thailand,Breakfast Family Set 2,229.00,6.37,Breakfast,Breakfast
17,2022/07/06,Wed,Thailand,Breakfast Family Set 1,159.00,4.42,Breakfast,Breakfast
18,2022/07/06,Wed,Thailand,Chao Tem Im Set (Pork),89.00,2.47,Breakfast,Breakfast
19,2022/07/06,Wed,Thailand,Chao Tem Im Set (Chicken),89.00,2.47,Breakfast,Breakfast
20,2022/07/06,Wed,Thailand,3 pcs. McPatongko with Condensed Milk Dip,39.00,1.08,Breakfast,Breakfast
21,2022/07/06,Wed,Thailand,5 pcs. McPatongko Set,60.00,1.67,Breakfast,Breakfast
22,2022/07/06,Wed,Thailand,3 pcs. McPatongko with Chocolate Dip,45.00,1.25,Breakfast,Breakfast
23,2022/07/06,Wed,Thailand,McChicken Porridge,39.00,1.08,Breakfast,Breakfast
24,2022/07/06,Wed,Thailand,McPork Porridge,39.00,1.08,Breakfast,Breakfast
25,2022/07/06,Wed,Thailand,Bacon Cheesy Egg Bun (A-la-carte),79.00,2.20,Breakfast,Breakfast
26,2022/07/06,Wed,Thailand,Bacon Cheesy Egg Bun (Set),125.00,3.47,Breakfast,Breakfast
27,2022/07/06,Wed,Thailand,Pepper Cheesy Egg Bun (A-la-carte),59.00,1.64,Breakfast,Breakfast
28,2022/07/06,Wed,Thailand,Pepper Cheesy Egg Bun (Set),115.00,3.20,Breakfast,Breakfast
29,2022/07/06,Wed,Thailand,Cheesy Egg Bun (A-la-carte),42.00,1.17,Breakfast,Breakfast
30,2022/07/06,Wed,Thailand,Cheesy Egg Bun (Set),89.00,2.47,Breakfast,Breakfast
31,2022/07/06,Wed,Thailand,Sausage McMuffin with Egg (A-la-carte),99.00,2.75,Breakfast,Breakfast
32,2022/07/06,Wed,Thailand,Sausage McMuffin with Egg (Set),155.00,4.31,Breakfast,Breakfast
33,2022/07/06,Wed,Thailand,Double Sausage McMuffin with Egg (A-la-carte),119.00,3.31,Breakfast,Breakfast
34,2022/07/06,Wed,Thailand,Double Sausage McMuffin with Egg (Set),175.00,4.86,Breakfast,Breakfast
35,2022/07/06,Wed,Thailand,McMuffin with Egg (A-la-carte),59.00,1.64,Breakfast,Breakfast
36,2022/07/06,Wed,Thailand,McMuffin with Egg (Set),115.00,3.20,Breakfast,Breakfast
37,2022/07/06,Wed,Thailand,Sausage McMuffin (A-la-carte),89.00,2.47,Breakfast,Breakfast
38,2022/07/06,Wed,Thailand,Sausage McMuffin (Set),145.00,4.03,Breakfast,Breakfast
39,2022/07/06,Wed,Thailand,Big Breakfast (A-la-carte),139.00,3.86,Breakfast,Breakfast
40,2022/07/06,Wed,Thailand,Big Breakfast (Set),195.00,5.42,Breakfast,Breakfast
41,2022/07/06,Wed,Thailand,2 pcs.Pancake+Sausage (A-la-carte),89.00,2.47,Breakfast,Breakfast
42,2022/07/06,Wed,Thailand,2 pcs.Pancake+Sausage (Set),142.00,3.95,Breakfast,Breakfast
43,2022/07/06,Wed,Thailand,2 pcs. Pancake+Scrambled Egg (A-la-carte),89.00,2.47,Breakfast,Breakfast
44,2022/07/06,Wed,Thailand,2 pcs. Pancake+Scrambled Egg (Set),142.00,3.95,Breakfast,Breakfast
45,2022/07/06,Wed,Thailand,2 pcs. Pancake (A-la-carte),69.00,1.92,Breakfast,Breakfast
46,2022/07/06,Wed,Thailand,2 pcs. Pancake (Set),112.00,3.11,Breakfast,Breakfast
47,2022/07/06,Wed,Thailand,Hot Americano 8 oz.,45.00,1.25,Breakfast,Breakfast
48,2022/07/06,Wed,Thailand,Hot Latte 8 oz.,65.00,1.81,Breakfast,Breakfast
49,2022/07/06,Wed,Thailand,Hot Cappuccino 8 oz.,65.00,1.81,Breakfast,Breakfast
50,2022/07/06,Wed,Thailand,Iced Amerocano 12 oz.,65.00,1.81,Breakfast,Breakfast
51,2022/07/06,Wed,Thailand,Iced Latte 12 oz.,75.00,2.08,Breakfast,Breakfast
52,2022/07/06,Wed,Thailand,Iced Cappuccino 12 oz.,75.00,2.08,Breakfast,Breakfast
53,2022/07/06,Wed,Thailand,Orange Juice 6 oz.,39.00,1.08,Breakfast,Breakfast
54,2022/07/06,Wed,Thailand,Hash Browns,40.00,1.11,Breakfast,Breakfast
55,2022/07/06,Wed,Thailand,Condensed Milk Dip,10.00,0.28,Breakfast,Breakfast
56,2022/07/06,Wed,Thailand,30% off Classic Angus Burger Set,259.00,7.20,Burgers,Regular
57,2022/07/06,Wed,Thailand,Angus Truffle The Signature Collection (Beef) (A-la-carte),209.00,5.81,Burgers,Regular
58,2022/07/06,Wed,Thailand,Angus Truffle The Signature Collection (Beef) (Set),274.00,7.62,Burgers,Regular
59,2022/07/06,Wed,Thailand,30% off Angus Truffle Jud Tem Set,299.00,8.31,Burgers,Regular
60,2022/07/06,Wed,Thailand,Classic Angus The Signature Collection (Beef) (A-la-carte),199.00,5.53,Burgers,Regular
61,2022/07/06,Wed,Thailand,Classic Angus The Signature Collection (Beef) (Set),264.00,7.34,Burgers,Regular
62,2022/07/06,Wed,Thailand,Classic Angus The Signature Collection (Pork) (A-la-carte),199.00,5.53,Burgers,Regular
63,2022/07/06,Wed,Thailand,Classic Angus The Signature Collection (Pork) (Set),264.00,7.34,Burgers,Regular
64,2022/07/06,Wed,Thailand,Deluxe Cheese Spicy Chicken The Signature Collection (Chicken) (A-la-carte),129.00,3.59,Burgers,Regular
65,2022/07/06,Wed,Thailand,Deluxe Cheese Spicy Chicken The Signature Collection (Chicken) (Set),194.00,5.39,Burgers,Regular
66,2022/07/06,Wed,Thailand,Triple Beef Cheeseburger (Beef) (A-la-carte),169.00,4.70,Burgers,Regular
67,2022/07/06,Wed,Thailand,Triple Beef Cheeseburger (Beef) (Set),234.00,6.50,Burgers,Regular
68,2022/07/06,Wed,Thailand,Double Cheeseburger (Beef) (A-la-carte),129.00,3.59,Burgers,Regular
69,2022/07/06,Wed,Thailand,Double Cheeseburger (Beef) (Set),194.00,5.39,Burgers,Regular
70,2022/07/06,Wed,Thailand,Deluxe Cheeseburger (Beef) (A-la-carte),99.00,2.75,Burgers,Regular
71,2022/07/06,Wed,Thailand,Deluxe Cheeseburger (Beef) (Set),164.00,4.56,Burgers,Regular
72,2022/07/06,Wed,Thailand,Cheeseburger (Beef) (A-la-carte),79.00,2.20,Burgers,Regular
73,2022/07/06,Wed,Thailand,Cheeseburger (Beef) (Set),144.00,4.00,Burgers,Regular
74,2022/07/06,Wed,Thailand,Big Mac (Beef) (A-la-carte),129.00,3.59,Burgers,Regular
75,2022/07/06,Wed,Thailand,Big Mac (Beef) (Set),194.00,5.39,Burgers,Regular
76,2022/07/06,Wed,Thailand,Double Big Mac (Beef) (A-la-carte),179.00,4.98,Burgers,Regular
77,2022/07/06,Wed,Thailand,Double Big Mac (Beef) (Set),244.00,6.78,Burgers,Regular
78,2022/07/06,Wed,Thailand,Filet-O-Fish (Fish) (A-la-carte),99.00,2.75,Burgers,Regular
79,2022/07/06,Wed,Thailand,Filet-O-Fish (Fish) (Set),164.00,4.56,Burgers,Regular
80,2022/07/06,Wed,Thailand,Double Filet-O-Fish (Fish) (A-la-carte),139.00,3.86,Burgers,Regular
81,2022/07/06,Wed,Thailand,Double Filet-O-Fish (Fish) (Set),204.00,5.67,Burgers,Regular
82,2022/07/06,Wed,Thailand,Samurai Pork Burger (Pork) (A-la-carte),99.00,2.75,Burgers,Regular
83,2022/07/06,Wed,Thailand,Samurai Pork Burger (Pork) (Set),164.00,4.56,Burgers,Regular
84,2022/07/06,Wed,Thailand,McChicken (Chicken) Bigger than ever 50% (A-la-carte),99.00,2.75,Burgers,Regular
85,2022/07/06,Wed,Thailand,McChicken (Chicken) Bigger than ever 50% (Set),164.00,4.56,Burgers,Regular
86,2022/07/06,Wed,Thailand,McSpicy Chicken Burger (Chicken) (A-la-carte),99.00,2.75,Burgers,Regular
87,2022/07/06,Wed,Thailand,McSpicy Chicken Burger (Chicken) (Set),164.00,4.56,Burgers,Regular
88,2022/07/06,Wed,Thailand,Pepper Chicken Burger (Chicken),42.00,1.17,Burgers,Regular
89,2022/07/06,Wed,Thailand,Hamburger (Beef),42.00,1.17,Burgers,Regular
90,2022/07/06,Wed,Thailand,Pork Burger (Pork),42.00,1.17,Burgers,Regular
91,2022/07/06,Wed,Thailand,Kai Im Koo Set,219.00,6.09,McFried Chicken & Rice,Regular
92,2022/07/06,Wed,Thailand,Im Kum Kaprao Chicken Rice Set,139.00,3.86,McFried Chicken & Rice,Regular
93,2022/07/06,Wed,Thailand,Japanese Curry Rice Fried Chicken (A-la-carte),79.00,2.20,McFried Chicken & Rice,Regular
94,2022/07/06,Wed,Thailand,Japanese Curry Rice Fried Chicken (Set),89.00,2.47,McFried Chicken & Rice,Regular
95,2022/07/06,Wed,Thailand,Japanese Curry Rice Fried Chicken with Egg (A-la-carte),99.00,2.75,McFried Chicken & Rice,Regular
96,2022/07/06,Wed,Thailand,Japanese Curry Rice Fried Chicken with Egg (Set),109.00,3.03,McFried Chicken & Rice,Regular
97,2022/07/06,Wed,Thailand,Im Kum Japanese Curry Rice Fried Chicken Set,149.00,4.14,McFried Chicken & Rice,Regular
98,2022/07/06,Wed,Thailand,Im Kum Japanese Curry Rice Fried Chicken with Egg Set,169.00,4.70,McFried Chicken & Rice,Regular
99,2022/07/06,Wed,Thailand,Kaprao Crispy Chicken Rice (Chicken) (A-la-carte),79.00,2.20,McFried Chicken & Rice,Regular
100,2022/07/06,Wed,Thailand,Kaprao Crispy Chicken Rice (Chicken) (Set),99.00,2.75,McFried Chicken & Rice,Regular
101,2022/07/06,Wed,Thailand,Kaprao Pork Rice (Pork) (A-la-carte),79.00,2.20,McFried Chicken & Rice,Regular
102,2022/07/06,Wed,Thailand,Kaprao Pork Rice (Pork) (Set),99.00,2.75,McFried Chicken & Rice,Regular
103,2022/07/06,Wed,Thailand,Steamed Rice,20.00,0.56,McFried Chicken & Rice,Regular
104,2022/07/06,Wed,Thailand,1 pc. McFried Chicken (Original/Spicy),45.00,1.25,McFried Chicken & Rice,Regular
105,2022/07/06,Wed,Thailand,McFried Chicken Super Value Set,99.00,2.75,McFried Chicken & Rice,Regular
106,2022/07/06,Wed,Thailand,McFried Chicken Set,149.00,4.14,McFried Chicken & Rice,Regular
107,2022/07/06,Wed,Thailand,McFried Chicken Max Set,199.00,5.53,McFried Chicken & Rice,Regular
108,2022/07/06,Wed,Thailand,McFried Chicken Super Max Set,299.00,8.31,McFried Chicken & Rice,Regular
109,2022/07/06,Wed,Thailand,McFried Chicken Max Family Set,399.00,11.09,McFried Chicken & Rice,Regular
110,2022/07/06,Wed,Thailand,McFried Chicken Value Set,129.00,3.59,McFried Chicken & Rice,Regular
111,2022/07/06,Wed,Thailand,6 pc. McWings (no spicy) (A-la-carte),129.00,3.59,McFried Chicken & Rice,Regular
112,2022/07/06,Wed,Thailand,6 pc. McWings (no spicy) (Set),185.00,5.14,McFried Chicken & Rice,Regular
113,2022/07/06,Wed,Thailand,3 pc. McWings (no spicy) (A-la-carte),69.00,1.92,McFried Chicken & Rice,Regular
114,2022/07/06,Wed,Thailand,3 pc. McWings (no spicy) (Set),165.00,4.59,McFried Chicken & Rice,Regular
115,2022/07/06,Wed,Thailand,Sharing Box (Chic Stick),99.00,2.75,McFried Chicken & Rice,Regular
116,2022/07/06,Wed,Thailand,Sharing Box (McWings),99.00,2.75,McFried Chicken & Rice,Regular
117,2022/07/06,Wed,Thailand,3 pc. Chic Stick (Chicken),69.00,1.92,McFried Chicken & Rice,Regular
118,2022/07/06,Wed,Thailand,Buy 6 pcs. McNuggets Get 1 Shaker Fries,99.00,2.75,Snack & Desserts,Regular
119,2022/07/06,Wed,Thailand,Curly Fries (A-la-carte),79.00,2.20,Snack & Desserts,Regular
120,2022/07/06,Wed,Thailand,Curly Fries (Set),109.00,3.03,Snack & Desserts,Regular
121,2022/07/06,Wed,Thailand,Snack Party Set 1,169.00,4.70,Snack & Desserts,Regular
122,2022/07/06,Wed,Thailand,Snack Party Set 2,199.00,5.53,Snack & Desserts,Regular
123,2022/07/06,Wed,Thailand,Shaker Fries Pizza (Large),49.00,1.36,Snack & Desserts,Regular
124,2022/07/06,Wed,Thailand,Shrimp Glass Noodles Pie,35.00,0.97,Snack & Desserts,Regular
125,2022/07/06,Wed,Thailand,Caramel Popcorn Sundae,39.00,1.08,Snack & Desserts,Regular
126,2022/07/06,Wed,Thailand,Caramel Popcorn A-la-Mode (Corn Pie),59.00,1.64,Snack & Desserts,Regular
127,2022/07/06,Wed,Thailand,3 pcs. McPatongko with Condensed Milk Dip,39.00,1.08,Snack & Desserts,Breakfast
128,2022/07/06,Wed,Thailand,5 pcs. McPatongko Set,60.00,1.67,Snack & Desserts,Breakfast
129,2022/07/06,Wed,Thailand,Cheese Dip,25.00,0.69,Snack & Desserts,Regular
130,2022/07/06,Wed,Thailand,Condensed Milk Dip,10.00,0.28,Snack & Desserts,Breakfast
131,2022/07/06,Wed,Thailand,Sharing Box (Chic Stick),99.00,2.75,Snack & Desserts,Regular
132,2022/07/06,Wed,Thailand,Sharing Box (McWings),99.00,2.75,Snack & Desserts,Regular
133,2022/07/06,Wed,Thailand,10 pc. McNuggets (Chicken) (A-la-carte),149.00,4.14,Snack & Desserts,Regular
134,2022/07/06,Wed,Thailand,10 pc. McNuggets (Chicken) (Set),171.00,4.75,Snack & Desserts,Regular
135,2022/07/06,Wed,Thailand,French Fries,69.00,1.92,Snack & Desserts,Regular
136,2022/07/06,Wed,Thailand,6 pc. McNuggets (Chicken) (A-la-carte),99.00,2.75,Snack & Desserts,Regular
137,2022/07/06,Wed,Thailand,6 pc. McNuggets (Chicken) (Set),149.00,4.14,Snack & Desserts,Regular
138,2022/07/06,Wed,Thailand,Pineapple Pie,29.00,0.81,Snack & Desserts,Regular
139,2022/07/06,Wed,Thailand,Corn Pie,29.00,0.81,Snack & Desserts,Regular
140,2022/07/06,Wed,Thailand,McFlurry Oreo,29.00,0.81,Snack & Desserts,Regular
141,2022/07/06,Wed,Thailand,Chocolate Sundae,29.00,0.81,Snack & Desserts,Regular
142,2022/07/06,Wed,Thailand,Strawberry Sundae,29.00,0.81,Snack & Desserts,Regular
143,2022/07/06,Wed,Thailand,Hot Americano 8 oz.,45.00,1.25,Beverages,Breakfast
144,2022/07/06,Wed,Thailand,Hot Latte 8 oz.,65.00,1.81,Beverages,Breakfast
145,2022/07/06,Wed,Thailand,Hot Cappuccino 8 oz.,65.00,1.81,Beverages,Breakfast
146,2022/07/06,Wed,Thailand,Iced Amerocano 12 oz.,65.00,1.81,Beverages,Breakfast
147,2022/07/06,Wed,Thailand,Iced Latte 12 oz.,75.00,2.08,Beverages,Breakfast
148,2022/07/06,Wed,Thailand,Iced Cappuccino 12 oz.,75.00,2.08,Beverages,Breakfast
149,2022/07/06,Wed,Thailand,Orange Juice 6 oz.,39.00,1.08,Beverages,Breakfast
150,2022/07/06,Wed,Thailand,Singha Lemon Soda 330 ml.,25.00,0.69,Beverages,Regular
151,2022/07/06,Wed,Thailand,CHABAA Apple Juice 100% 310 ml.,30.00,0.83,Beverages,Regular
152,2022/07/06,Wed,Thailand,CHABAA Coconut Juice 100% 310 ml.,30.00,0.83,Beverages,Regular
153,2022/07/06,Wed,Thailand,Singha Yuzu Lemon Soda 330 ml.,25.00,0.69,Beverages,Regular
154,2022/07/06,Wed,Thailand,Fiji Mineral Water 500 ml.,45.00,1.25,Beverages,Regular
155,2022/07/06,Wed,Thailand,Iced Ovaltine,39.00,1.08,Beverages,Regular
156,2022/07/06,Wed,Thailand,Iced Milk Tea,39.00,1.08,Beverages,Regular
157,2022/07/06,Wed,Thailand,Iced Lemon Tea,39.00,1.08,Beverages,Regular
158,2022/07/06,Wed,Thailand,Iced Double Cocoa,49.00,1.36,Beverages,Regular
159,2022/07/06,Wed,Thailand,Coke No Sugar,42.00,1.17,Beverages,Regular
160,2022/07/06,Wed,Thailand,Fanta Strawberry,52.00,1.45,Beverages,Regular
161,2022/07/06,Wed,Thailand,Coke,42.00,1.17,Beverages,Regular
162,2022/07/06,Wed,Thailand,Sprite,52.00,1.45,Beverages,Regular
163,2022/07/06,Wed,Thailand,Lactasoy Extra Choco 180 ml.,18.00,0.50,Beverages,Regular
164,2022/07/06,Wed,Thailand,Lactasoy Promp Bottle 350 ml.,20.00,0.56,Beverages,Regular
165,2022/07/06,Wed,Thailand,Sang Sang Soy Milk 200 ml.,12.00,0.33,Beverages,Regular
166,2022/07/06,Wed,Thailand,Water 600 ml.,20.00,0.56,Beverages,Regular
167,2022/07/06,Wed,Thailand,Cold Brew Tea Yuzu Peach,79.00,2.20,McCafe,Regular
168,2022/07/06,Wed,Thailand,Americano Yuzu Peach,89.00,2.47,McCafe,Regular
169,2022/07/06,Wed,Thailand,Chocolate Brownie,59.00,1.64,McCafe,Regular
170,2022/07/06,Wed,Thailand,Plain Croissant,69.00,1.92,McCafe,Regular
171,2022/07/06,Wed,Thailand,Hot Espresso,60.00,1.67,McCafe,Regular
172,2022/07/06,Wed,Thailand,Hot Americano,45.00,1.25,McCafe,Regular
173,2022/07/06,Wed,Thailand,Hot Stream Milk,60.00,1.67,McCafe,Regular
174,2022/07/06,Wed,Thailand,Hot Cappuccino,65.00,1.81,McCafe,Regular
175,2022/07/06,Wed,Thailand,Hot Caramel Macchiato,79.00,2.20,McCafe,Regular
176,2022/07/06,Wed,Thailand,Hot Caffe Mocha,75.00,2.08,McCafe,Regular
177,2022/07/06,Wed,Thailand,Hot Early Grey Tea,60.00,1.67,McCafe,Regular
178,2022/07/06,Wed,Thailand,Hot English Breakfast Tea,60.00,1.67,McCafe,Regular
179,2022/07/06,Wed,Thailand,Hot Green Tea,75.00,2.08,McCafe,Regular
180,2022/07/06,Wed,Thailand,Hot Chocolate,75.00,2.08,McCafe,Regular
181,2022/07/06,Wed,Thailand,Hot Caffe Latte,65.00,1.81,McCafe,Regular
182,2022/07/06,Wed,Thailand,Iced Chocolate,85.00,2.36,McCafe,Regular
183,2022/07/06,Wed,Thailand,Iced Americano,70.00,1.95,McCafe,Regular
184,2022/07/06,Wed,Thailand,Iced Green Tea,59.00,1.64,McCafe,Regular
185,2022/07/06,Wed,Thailand,Iced Cappuccino,59.00,1.64,McCafe,Regular
186,2022/07/06,Wed,Thailand,Iced Caffe Latte,75.00,2.08,McCafe,Regular
187,2022/07/06,Wed,Thailand,Iced Raspberry Tea,59.00,1.64,McCafe,Regular
188,2022/07/06,Wed,Thailand,Iced Caramel Macchiato,79.00,2.20,McCafe,Regular
189,2022/07/06,Wed,Thailand,Iced Caffe Mocha,59.00,1.64,McCafe,Regular
190,2022/07/06,Wed,Thailand,Chocolate Cream Frappe,95.00,2.64,McCafe,Regular
191,2022/07/06,Wed,Thailand,Mocha Frappe,95.00,2.64,McCafe,Regular
192,2022/07/06,Wed,Thailand,Caramel Frappe,100.00,2.78,McCafe,Regular
193,2022/07/06,Wed,Thailand,Green Tea Cream Frappe,95.00,2.64,McCafe,Regular
194,2022/07/06,Wed,Thailand,Caramel Cream Frappe,100.00,2.78,McCafe,Regular
195,2022/07/06,Wed,Thailand,Coffee Frappe,85.00,2.36,McCafe,Regular
196,2022/07/06,Wed,Thailand,Strawberry Lemon Frappe,79.00,2.20,McCafe,Regular
197,2022/07/06,Wed,Thailand,McPork Porridge Set,99.00,2.75,Happy Meal,Regular
198,2022/07/06,Wed,Thailand,McChicken Porridge Set,99.00,2.75,Happy Meal,Regular
199,2022/07/06,Wed,Thailand,Pork Burger Set,99.00,2.75,Happy Meal,Regular
200,2022/07/06,Wed,Thailand,Hamburger (Beef) Set,99.00,2.75,Happy Meal,Regular
201,2022/07/06,Wed,Thailand,Pepper Chicken Burger Set (Chicken),99.00,2.75,Happy Meal,Regular
202,2022/07/06,Wed,Thailand,McNuggets (Chicken) Set,99.00,2.75,Happy Meal,Regular
203,2022/07/06,Wed,Thailand,Chic Stick (Chicken) Set,99.00,2.75,Happy Meal,Regular
204,2022/07/06,Wed,Thailand,McFried Chicken Set (Original Flavor),99.00,2.75,Happy Meal,Regular
