,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category,Menu
1,2022/05/14,Sat,Thailand,Pork Floss Fluffy Egg McPorridge,39.00,1.12,New Promotions,Breakfast
2,2022/05/14,Sat,Thailand,Pork Floss Fluffy Egg McPorridge Set,89.00,2.56,New Promotions,Breakfast
3,2022/05/14,Sat,Thailand,Kin Len Cheese Stick Set,159.00,4.58,New Promotions,Regular
4,2022/05/14,Sat,Thailand,3 pcs. Shacker Chicken Pizza,69.00,1.99,New Promotions,Regular
5,2022/05/14,Sat,Thailand,4 pcs. Shaker Cheese Stick Pizza,79.00,2.27,New Promotions,Regular
6,2022/05/14,Sat,Thailand,Shaker Fries Pizza (Large),79.00,2.27,New Promotions,Regular
7,2022/05/14,Sat,Thailand,3 pcs. Shaker Wings Pizza,69.00,1.99,New Promotions,Regular
8,2022/05/14,Sat,Thailand,Shaker Party Set 2,199.00,5.73,New Promotions,Regular
9,2022/05/14,Sat,Thailand,Shaker Party Set 1,149.00,4.29,New Promotions,Regular
10,2022/05/14,Sat,Thailand,Taro Coconut Pie,32.00,0.92,New Promotions,Regular
11,2022/05/14,Sat,Thailand,3-Color Bualoy Sundae,39.00,1.12,New Promotions,Regular
12,2022/05/14,Sat,Thailand,3-Color Bualoy A-La-Mode (Corn Pie),59.00,1.70,New Promotions,Regular
13,2022/05/14,Sat,Thailand,Vanilla Cream Croissant,59.00,1.70,New Promotions,Regular
14,2022/05/14,Sat,Thailand,Im Daew Don Jai (Filet-O-Fish),159.00,4.58,New Promotions,Regular
15,2022/05/14,Sat,Thailand,Im Deaw Don Jai McChicken Set,159.00,4.58,New Promotions,Regular
16,2022/05/14,Sat,Thailand,Kai Kin Sanook Set,109.00,3.14,New Promotions,Regular
17,2022/05/14,Sat,Thailand,Cheese Stick Kin Sanook Set,99.00,2.85,New Promotions,Regular
18,2022/05/14,Sat,Thailand,42% McSnack Set,145.00,4.17,New Promotions,Regular
19,2022/05/14,Sat,Thailand,30% Spicy Chicken Burger Set,279.00,8.03,New Promotions,Regular
20,2022/05/14,Sat,Thailand,50% Filet-O-Fish & McNuggets Set,205.00,5.90,New Promotions,Regular
21,2022/05/14,Sat,Thailand,45% Cheeseburger Duo Set (Beef),209.00,6.01,New Promotions,Regular
22,2022/05/14,Sat,Thailand,Jud Tem Triple Beef Cheeseburger Set,209.00,6.01,New Promotions,Regular
23,2022/05/14,Sat,Thailand,40% off Jud Tem Double Cheeseburger Sud Kum,199.00,5.73,New Promotions,Regular
24,2022/05/14,Sat,Thailand,Kai Im Koo Set,219.00,6.30,Exclusive Only McDelivery,Regular
25,2022/05/14,Sat,Thailand,Kai Yok Guan 2 Set,419.00,12.06,Exclusive Only McDelivery,Regular
26,2022/05/14,Sat,Thailand,Kai Yok Guan 1 Set,319.00,9.18,Exclusive Only McDelivery,Regular
27,2022/05/14,Sat,Thailand,38% off Chicken Burger Duo Set,249.00,7.16,Exclusive Only McDelivery,Regular
28,2022/05/14,Sat,Thailand,38% off Double Cheeseburger Duo Set,349.00,10.04,Exclusive Only McDelivery,Regular
29,2022/05/14,Sat,Thailand,50% off Cheeseburger Combo Set,299.00,8.60,Exclusive Only McDelivery,Regular
30,2022/05/14,Sat,Thailand,Buy 1 Get 1 Filet-O-Fish Set (Fish),209.00,6.01,Exclusive Only McDelivery,Regular
31,2022/05/14,Sat,Thailand,47% off Double Samurai Set,279.00,8.03,Exclusive Only McDelivery,Regular
32,2022/05/14,Sat,Thailand,55% off Buy 1 Get 1 McNuggets & French Fries,149.00,4.29,Exclusive Only McDelivery,Regular
33,2022/05/14,Sat,Thailand,Buy 1 Get 1 Filet-O-Fish Set (Fish),239.00,6.88,Exclusive Only McDelivery,Regular
34,2022/05/14,Sat,Thailand,Buy Deluxe Cheeseburger Set (Beef) Free Hamburger (Beef),159.00,4.58,Exclusive Only McDelivery,Regular
35,2022/05/14,Sat,Thailand,Buy Samurai Burger Set (Pork) Free Pork Burger (Pork),159.00,4.58,Exclusive Only McDelivery,Regular
36,2022/05/14,Sat,Thailand,Buy Filet-O-Fish Set (Fish) Free Pepper Chicken Burger (Chicken),159.00,4.58,Exclusive Only McDelivery,Regular
37,2022/05/14,Sat,Thailand,Chao Tem Imm Set 2,89.00,2.56,Breakfast,Breakfast
38,2022/05/14,Sat,Thailand,Breakfast Family Set 2,229.00,6.59,Breakfast,Breakfast
39,2022/05/14,Sat,Thailand,Breakfast Family Set 1,159.00,4.58,Breakfast,Breakfast
40,2022/05/14,Sat,Thailand,Pork Floss Fluffy Egg McPorridge,39.00,1.12,Breakfast,Breakfast
41,2022/05/14,Sat,Thailand,Chao Tem Im Set (Pork),89.00,2.56,Breakfast,Breakfast
42,2022/05/14,Sat,Thailand,Chao Tem Im Set (Chicken),89.00,2.56,Breakfast,Breakfast
43,2022/05/14,Sat,Thailand,Pork Floss Fluffy Egg McPorridge Set,89.00,2.56,Breakfast,Breakfast
44,2022/05/14,Sat,Thailand,3 pcs. McPatongko with Sankhaya Dip,45.00,1.29,Breakfast,Breakfast
45,2022/05/14,Sat,Thailand,Sankhaya Dip,19.00,0.55,Breakfast,Breakfast
46,2022/05/14,Sat,Thailand,3 pcs. McPatongko with Condensed Milk Dip,39.00,1.12,Breakfast,Breakfast
47,2022/05/14,Sat,Thailand,5 pcs. McPatongko Set,60.00,1.73,Breakfast,Breakfast
48,2022/05/14,Sat,Thailand,3 pcs. McPatongko with Chocolate Dip,45.00,1.29,Breakfast,Breakfast
49,2022/05/14,Sat,Thailand,McChicken Porridge,39.00,1.12,Breakfast,Breakfast
50,2022/05/14,Sat,Thailand,McPork Porridge,39.00,1.12,Breakfast,Breakfast
51,2022/05/14,Sat,Thailand,Bacon Cheesy Egg Bun (A-la-carte),79.00,2.27,Breakfast,Breakfast
52,2022/05/14,Sat,Thailand,Bacon Cheesy Egg Bun (Set),132.00,3.80,Breakfast,Breakfast
53,2022/05/14,Sat,Thailand,Pepper Cheesy Egg Bun (A-la-carte),59.00,1.70,Breakfast,Breakfast
54,2022/05/14,Sat,Thailand,Pepper Cheesy Egg Bun (Set),122.00,3.51,Breakfast,Breakfast
55,2022/05/14,Sat,Thailand,Cheesy Egg Bun (A-la-carte),42.00,1.21,Breakfast,Breakfast
56,2022/05/14,Sat,Thailand,Cheesy Egg Bun (Set),136.00,3.91,Breakfast,Breakfast
57,2022/05/14,Sat,Thailand,Sausage McMuffin with Egg (A-la-carte),99.00,2.85,Breakfast,Breakfast
58,2022/05/14,Sat,Thailand,Sausage McMuffin with Egg (Set),155.00,4.46,Breakfast,Breakfast
59,2022/05/14,Sat,Thailand,Double Sausage McMuffin with Egg (A-la-carte),119.00,3.42,Breakfast,Breakfast
60,2022/05/14,Sat,Thailand,Double Sausage McMuffin with Egg (Set),175.00,5.04,Breakfast,Breakfast
61,2022/05/14,Sat,Thailand,McMuffin with Egg (A-la-carte),59.00,1.70,Breakfast,Breakfast
62,2022/05/14,Sat,Thailand,McMuffin with Egg (Set),122.00,3.51,Breakfast,Breakfast
63,2022/05/14,Sat,Thailand,Sausage McMuffin (A-la-carte),89.00,2.56,Breakfast,Breakfast
64,2022/05/14,Sat,Thailand,Sausage McMuffin (Set),149.00,4.29,Breakfast,Breakfast
65,2022/05/14,Sat,Thailand,Big Breakfast (A-la-carte),139.00,4.00,Breakfast,Breakfast
66,2022/05/14,Sat,Thailand,Big Breakfast (Set),240.00,6.91,Breakfast,Breakfast
67,2022/05/14,Sat,Thailand,2 pcs.Pancake+Sausage (A-la-carte),89.00,2.56,Breakfast,Breakfast
68,2022/05/14,Sat,Thailand,2 pcs.Pancake+Sausage (Set),149.00,4.29,Breakfast,Breakfast
69,2022/05/14,Sat,Thailand,2 pcs. Pancake+Scrambled Egg (A-la-carte),89.00,2.56,Breakfast,Breakfast
70,2022/05/14,Sat,Thailand,2 pcs. Pancake+Scrambled Egg (Set),149.00,4.29,Breakfast,Breakfast
71,2022/05/14,Sat,Thailand,2 pcs. Pancake (A-la-carte),69.00,1.99,Breakfast,Breakfast
72,2022/05/14,Sat,Thailand,2 pcs. Pancake (Set),119.00,3.42,Breakfast,Breakfast
73,2022/05/14,Sat,Thailand,Hot Americano 8 oz.,45.00,1.29,Breakfast,Breakfast
