,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category,Menu
1,2022/08/31,Wed,Thailand,Curly Fries (A-la-carte),79.00,2.17,New Promotions,Regular
2,2022/08/31,Wed,Thailand,Curly Fries (Set),109.00,2.99,New Promotions,Regular
3,2022/08/31,Wed,Thailand,Quarter Pounder with Cheese (A-la-carte),149.00,4.09,New Promotions,Regular
4,2022/08/31,Wed,Thailand,Quarter Pounder with Cheese (Set),224.00,6.15,New Promotions,Regular
5,2022/08/31,Wed,Thailand,Double Quarter Pounder with Cheese (A-la-carte),209.00,5.74,New Promotions,Regular
6,2022/08/31,Wed,Thailand,Double Quarter Pounder with Cheese (Set),284.00,7.80,New Promotions,Regular
7,2022/08/31,Wed,Thailand,Quarter Pounder with Cheese Bacon (A-la-carte),169.00,4.64,New Promotions,Regular
8,2022/08/31,Wed,Thailand,Quarter Pounder with Cheese Bacon (Set),244.00,6.70,New Promotions,Regular
9,2022/08/31,Wed,Thailand,Snack Party Set 1,169.00,4.64,New Promotions,Regular
10,2022/08/31,Wed,Thailand,Snack Party Set 2,199.00,5.47,New Promotions,Regular
11,2022/08/31,Wed,Thailand,Shrimp Glass Noodles Pie,35.00,0.96,New Promotions,Regular
12,2022/08/31,Wed,Thailand,Caramel Popcorn Sundae,39.00,1.07,New Promotions,Regular
13,2022/08/31,Wed,Thailand,Caramel Popcorn A-la-Mode (Corn Pie),59.00,1.62,New Promotions,Regular
14,2022/08/31,Wed,Thailand,44% off Shrimp Glass Noodles Pie Set,99.00,2.72,New Promotions,Regular
15,2022/08/31,Wed,Thailand,Vanilla Cream Croissant,59.00,1.62,New Promotions,Regular
16,2022/08/31,Wed,Thailand,Cold Brew Tea Yuzu Peach,79.00,2.17,New Promotions,Regular
17,2022/08/31,Wed,Thailand,Americano Yuzu Peach,89.00,2.44,New Promotions,Regular
18,2022/08/31,Wed,Thailand,Pie A-la-mode (Pineapple/Corn),49.00,1.35,New Promotions,Regular
19,2022/08/31,Wed,Thailand,Iced Double Cocoa,49.00,1.35,New Promotions,Regular
