,Date,Day,Territory,Menu Item,Price (SGD),Price (USD),Category,Menu
1,2024/09/30,Mon,Singapore,Pineapple Twist Strawberry Sundae,2.95,2.30,What's New,Breakfast Menu
2,2024/09/30,Mon,Singapore,Pineapple Twist OREO® McFlurry®,3.90,3.04,What's New,Breakfast Menu
3,2024/09/30,Mon,Singapore,Sausage Egg McMuffin® Meal,7.00,5.46,Value Meals,Breakfast Menu
4,2024/09/30,Mon,Singapore,Breakfast Wrap Sausage Meal,8.20,6.40,Value Meals,Breakfast Menu
5,2024/09/30,Mon,Singapore,Breakfast Wrap Chicken Ham Meal,8.00,6.24,Value Meals,Breakfast Menu
6,2024/09/30,Mon,Singapore,Scrambled Egg Burger with Sausage Meal,7.20,5.62,Value Meals,Breakfast Menu
7,2024/09/30,Mon,Singapore,Scrambled Egg Burger with Chicken Meal,7.20,5.62,Value Meals,Breakfast Menu
8,2024/09/30,Mon,Singapore,Double Sausage McMuffin® Meal,7.40,5.77,Value Meals,Breakfast Menu
9,2024/09/30,Mon,Singapore,Double Sausage Egg McMuffin® Meal,8.50,6.63,Value Meals,Breakfast Menu
10,2024/09/30,Mon,Singapore,Sausage McMuffin® Meal,6.00,4.68,Value Meals,Breakfast Menu
11,2024/09/30,Mon,Singapore,Chicken Muffin Meal,6.00,4.68,Value Meals,Breakfast Menu
12,2024/09/30,Mon,Singapore,Chicken Muffin with Egg Meal,7.00,5.46,Value Meals,Breakfast Menu
13,2024/09/30,Mon,Singapore,Egg McMuffin® Meal,6.30,4.91,Value Meals,Breakfast Menu
14,2024/09/30,Mon,Singapore,Breakfast Deluxe™ Meal,9.60,7.49,Value Meals,Breakfast Menu
15,2024/09/30,Mon,Singapore,Big Breakfast® Meal,8.05,6.28,Value Meals,Breakfast Menu
16,2024/09/30,Mon,Singapore,Hotcakes™ Meal,8.30,6.47,Value Meals,Breakfast Menu
17,2024/09/30,Mon,Singapore,Hotcakes™ with Sausage Meal,8.95,6.98,Value Meals,Breakfast Menu
18,2024/09/30,Mon,Singapore,Filet-O-Fish® Meal,7.60,5.93,Value Meals,Breakfast Menu
19,2024/09/30,Mon,Singapore,Double Filet-O-Fish® Meal,10.00,7.80,Value Meals,Breakfast Menu
20,2024/09/30,Mon,Singapore,Double Sausage Egg McMuffin® Meal,8.50,6.63,Fan Favourites,Breakfast Menu
21,2024/09/30,Mon,Singapore,Double Sausage McMuffin® Meal,7.40,5.77,Fan Favourites,Breakfast Menu
