,Date,Day,Territory,Menu Item,Price (SGD),Price (USD),Category,Menu
1,2023/08/10,Thu,Singapore,TGIF: 20% off Chicken McCrispy® Spicy (2pc) Extra Value Meal™,6.80,5.06,Promotion Meals,Regular Menu
2,2023/08/10,Thu,Singapore,TGIF: 20% off Chicken McCrispy® Honey Soy (2pc) Extra Value Meal™,6.80,5.06,Promotion Meals,Regular Menu
3,2023/08/10,Thu,Singapore,Nasi Lemak Burger Feast,12.90,9.59,Promotion Meals,Regular Menu
4,2023/08/10,Thu,Singapore,2x Value Meal: Nasi Lemak Burger Meal,20.60,15.31,Promotion Meals,Regular Menu
5,2023/08/10,Thu,Singapore,Nasi Lemak Burger Meal,10.30,7.66,Promotion Meals,Regular Menu
6,2023/08/10,Thu,Singapore,Bandung Frappé (S),5.55,4.13,Promotion Meals,Regular Menu
7,2023/08/10,Thu,Singapore,Potato Wedges,5.30,3.94,Promotion Meals,Regular Menu
8,2023/08/10,Thu,Singapore,Cocoa-nut Pie,2.10,1.56,Promotion Meals,Regular Menu
9,2023/08/10,Thu,Singapore,Spicy Chicken McNuggets® (9pc) Extra Value Meal,9.80,7.29,Promotion Meals,Regular Menu
10,2023/08/10,Thu,Singapore,2pc McCrispy® Honey Soy Extra Value Meal,9.70,7.21,Promotion Meals,Regular Menu
11,2023/08/10,Thu,Singapore,6pc McCrispy® Spicy Meal Value Bundle,22.75,16.91,Chicken McCrispy®,Regular Menu
12,2023/08/10,Thu,Singapore,Chicken McCrispy® (2pc) Spicy Extra Value Meal,9.70,7.21,Chicken McCrispy®,Regular Menu
13,2023/08/10,Thu,Singapore,6pc McCrispy® Honey Soy Value Bundle,22.75,16.91,Chicken McCrispy®,Regular Menu
14,2023/08/10,Thu,Singapore,2pc McCrispy® Honey Soy Extra Value Meal,9.70,7.21,Chicken McCrispy®,Regular Menu
15,2023/08/10,Thu,Singapore,6pc McCrispy® Spicy Meal Value Bundle,22.75,16.91,Sharing,Regular Menu
16,2023/08/10,Thu,Singapore,Chicken McCrispy® Spicy (6pc),19.30,14.35,Sharing,Regular Menu
17,2023/08/10,Thu,Singapore,6pc McCrispy® Honey Soy Value Bundle,22.75,16.91,Sharing,Regular Menu
18,2023/08/10,Thu,Singapore,Chicken McCrispy® Honey Soy (6pc),19.30,14.35,Sharing,Regular Menu
19,2023/08/10,Thu,Singapore,Happy Sharing Box A Chicken McNuggets® (12pc) + McWings® (8pc),16.35,12.15,Sharing,Regular Menu
20,2023/08/10,Thu,Singapore,Happy Sharing Box B Chicken McNuggets® (6pc) + McWings® (4pc),10.20,7.58,Sharing,Regular Menu
21,2023/08/10,Thu,Singapore,Box C: Spicy Chicken McNuggets® (12pc) + McWings® (8pc),16.65,12.38,Sharing,Regular Menu
22,2023/08/10,Thu,Singapore,Chicken McNuggets® (20pc),14.50,10.78,Sharing,Regular Menu
23,2023/08/10,Thu,Singapore,Spicy Chicken McNuggets® (20pc),14.80,11.00,Sharing,Regular Menu
24,2023/08/10,Thu,Singapore,McWings® 4pc,6.35,4.72,Sharing,Regular Menu
25,2023/08/10,Thu,Singapore,Nasi Lemak Burger Meal,10.30,7.66,Ala Carte & Value Meals,Regular Menu
