,Date,Day,Territory,Menu Item,Price (SGD),Price (USD),Category,Menu
1,2024/11/28,Thu,Singapore,Breakfast Bagel Smoked Chicken Ham Meal,7.70,5.70,What's New,Breakfast Menu
2,2024/11/28,Thu,Singapore,Breakfast Bagel Sausage Meal,7.70,5.70,What's New,Breakfast Menu
3,2024/11/28,Thu,Singapore,Breakfast Bagel Meal,6.85,5.07,What's New,Breakfast Menu
4,2024/11/28,Thu,Singapore,Breakfast Bagel (Saus/Ham) + Breakfast Deluxe™,16.30,12.06,What's New,Breakfast Menu
5,2024/11/28,Thu,Singapore,Potato Pops,5.70,4.22,What's New,Breakfast Menu
6,2024/11/28,Thu,Singapore,Maltesers® McFlurry®,4.10,3.03,What's New,Breakfast Menu
7,2024/11/28,Thu,Singapore,Breakfast Bagel Smoked Chicken Ham Meal,7.70,5.70,Value Meals,Breakfast Menu
8,2024/11/28,Thu,Singapore,Breakfast Bagel Sausage Meal,7.70,5.70,Value Meals,Breakfast Menu
9,2024/11/28,Thu,Singapore,Breakfast Bagel Meal,6.85,5.07,Value Meals,Breakfast Menu
10,2024/11/28,Thu,Singapore,Chicken Bacon and Egg McMuffin® Meal,6.30,4.66,Value Meals,Breakfast Menu
11,2024/11/28,Thu,Singapore,Sausage McMuffin® Meal,6.00,4.44,Value Meals,Breakfast Menu
12,2024/11/28,Thu,Singapore,Chicken Muffin Meal,6.00,4.44,Value Meals,Breakfast Menu
13,2024/11/28,Thu,Singapore,Egg McMuffin® Meal,6.30,4.66,Value Meals,Breakfast Menu
14,2024/11/28,Thu,Singapore,Sausage Egg McMuffin® Meal,7.10,5.25,Value Meals,Breakfast Menu
15,2024/11/28,Thu,Singapore,Breakfast Wrap Sausage Meal,8.20,6.07,Value Meals,Breakfast Menu
16,2024/11/28,Thu,Singapore,Breakfast Wrap Chicken Ham Meal,8.00,5.92,Value Meals,Breakfast Menu
17,2024/11/28,Thu,Singapore,Scrambled Egg Burger with Sausage Meal,7.20,5.33,Value Meals,Breakfast Menu
18,2024/11/28,Thu,Singapore,Scrambled Egg Burger with Chicken Meal,7.20,5.33,Value Meals,Breakfast Menu
19,2024/11/28,Thu,Singapore,Double Sausage McMuffin® Meal,7.40,5.48,Value Meals,Breakfast Menu
20,2024/11/28,Thu,Singapore,Double Sausage Egg McMuffin® Meal,8.50,6.29,Value Meals,Breakfast Menu
21,2024/11/28,Thu,Singapore,Chicken Muffin with Egg Meal,7.00,5.18,Value Meals,Breakfast Menu
22,2024/11/28,Thu,Singapore,Breakfast Deluxe™ Meal,9.60,7.10,Value Meals,Breakfast Menu
23,2024/11/28,Thu,Singapore,Big Breakfast® Meal,8.05,5.96,Value Meals,Breakfast Menu
24,2024/11/28,Thu,Singapore,Hotcakes™ Meal,8.30,6.14,Value Meals,Breakfast Menu
25,2024/11/28,Thu,Singapore,Hotcakes™ with Sausage Meal,8.95,6.62,Value Meals,Breakfast Menu
26,2024/11/28,Thu,Singapore,Filet-O-Fish® Meal,7.60,5.62,Value Meals,Breakfast Menu
27,2024/11/28,Thu,Singapore,Double Filet-O-Fish® Meal,10.00,7.40,Value Meals,Breakfast Menu
28,2024/11/28,Thu,Singapore,Double Sausage Egg McMuffin® Meal,8.50,6.29,Fan Favourites,Breakfast Menu
29,2024/11/28,Thu,Singapore,Double Sausage McMuffin® Meal,7.40,5.48,Fan Favourites,Breakfast Menu
30,2024/11/28,Thu,Singapore,Breakfast Bagel (Saus/Ham) + Breakfast Deluxe™,16.30,12.06,Happy Meal® and Family Meals,Breakfast Menu
31,2024/11/28,Thu,Singapore,Fam Meal: Breakfast Deluxe Meal + Sausage McMuffin® with Egg Meal + Hotcakes Happy Meal®,22.20,16.43,Happy Meal® and Family Meals,Breakfast Menu
32,2024/11/28,Thu,Singapore,Scrambled Egg Burger Junior Happy Meal®,5.80,4.29,Happy Meal® and Family Meals,Breakfast Menu
33,2024/11/28,Thu,Singapore,Breakfast Hotcakes (2pc) Happy Meal®,5.80,4.29,Happy Meal® and Family Meals,Breakfast Menu
34,2024/11/28,Thu,Singapore,Breakfast Bagel Smoked Chicken Ham,5.80,4.29,Ala Carte,Breakfast Menu
35,2024/11/28,Thu,Singapore,Breakfast Bagel Sausage,5.80,4.29,Ala Carte,Breakfast Menu
36,2024/11/28,Thu,Singapore,Breakfast Bagel,4.85,3.59,Ala Carte,Breakfast Menu
37,2024/11/28,Thu,Singapore,Chicken Bacon and Egg McMuffin®,5.20,3.85,Ala Carte,Breakfast Menu
38,2024/11/28,Thu,Singapore,Sausage McMuffin®,4.30,3.18,Ala Carte,Breakfast Menu
39,2024/11/28,Thu,Singapore,Chicken Muffin,4.30,3.18,Ala Carte,Breakfast Menu
