,Date,Day,Territory,Menu Item,Price (SGD),Price (USD),Category,Menu
0,2022/03/05,Sat,Singapore,Sausage McGriddles with Egg EVM + Chicken McGriddles with Egg EVM,14.60,10.73,Promotion Meals,Regular Menu
1,2022/03/05,Sat,Singapore,McGriddles® Feast,9.25,6.80,Promotion Meals,Regular Menu
2,2022/03/05,Sat,Singapore,McGriddles® Stack Extra Value Meal,8.35,6.14,Promotion Meals,Regular Menu
3,2022/03/05,Sat,Singapore,Chicken McGriddles® with Egg Extra Value Meal,7.30,5.36,Promotion Meals,Regular Menu
4,2022/03/05,Sat,Singapore,Sausage McGriddles® with Egg Extra Value Meal,7.30,5.36,Promotion Meals,Regular Menu
5,2022/03/05,Sat,Singapore,Sausage McGriddles® Extra Value Meal,6.40,4.70,Promotion Meals,Regular Menu
6,2022/03/05,Sat,Singapore,Chocolate Pie,1.95,1.43,Promotion Meals,Regular Menu
7,2022/03/05,Sat,Singapore,KITKAT® McFlurry®,3.40,2.50,Promotion Meals,Regular Menu
8,2022/03/05,Sat,Singapore,McCafé Kopi Frappé,4.95,3.64,Promotion Meals,Regular Menu
9,2022/03/05,Sat,Singapore,Prosperity Twister Fries™,4.55,3.34,Promotion Meals,Regular Menu
10,2022/03/05,Sat,Singapore,Peach McFizz®,3.45,2.54,Promotion Meals,Regular Menu
11,2022/03/05,Sat,Singapore,Chicken McCrispy® (6pc) Value Bundle,22.10,16.24,Chicken McCrispy®,Regular Menu
12,2022/03/05,Sat,Singapore,Chicken McCrispy® (2pc) Extra Value Meal,9.00,6.61,Chicken McCrispy®,Regular Menu
13,2022/03/05,Sat,Singapore,Chicken McNuggets® (20pc),13.60,9.99,Sharing,Regular Menu
14,2022/03/05,Sat,Singapore,Box B: Chicken McNuggets® (6pc) + McWings® (4pc),8.45,6.21,Sharing,Regular Menu
15,2022/03/05,Sat,Singapore,Box A: Chicken McNuggets® (12pc) + McWings® (8pc),13.95,10.25,Sharing,Regular Menu
16,2022/03/05,Sat,Singapore,McWings® 4pc,5.75,4.23,Sharing,Regular Menu
17,2022/03/05,Sat,Singapore,Chicken McGriddles® with Egg Extra Value Meal,7.30,5.36,Ala Carte & Value Meals,Regular Menu
18,2022/03/05,Sat,Singapore,McGriddles® Stack Extra Value Meal,8.35,6.14,Ala Carte & Value Meals,Regular Menu
19,2022/03/05,Sat,Singapore,Sausage McGriddles® with Egg Extra Value Meal,7.30,5.36,Ala Carte & Value Meals,Regular Menu
20,2022/03/05,Sat,Singapore,Sausage McGriddles® Extra Value Meal,6.40,4.70,Ala Carte & Value Meals,Regular Menu
21,2022/03/05,Sat,Singapore,Chicken McCrispy® (2pc) Extra Value Meal,9.00,6.61,Ala Carte & Value Meals,Regular Menu
22,2022/03/05,Sat,Singapore,Buttermilk Crispy Chicken Extra Value Meal,9.65,7.09,Ala Carte & Value Meals,Regular Menu
23,2022/03/05,Sat,Singapore,Angus BLT Extra Value Meal,9.80,7.20,Ala Carte & Value Meals,Regular Menu
24,2022/03/05,Sat,Singapore,Original Angus Cheeseburger Extra Value Meal,8.75,6.43,Ala Carte & Value Meals,Regular Menu
25,2022/03/05,Sat,Singapore,Dbl McSpicy® Extra Value Meal,9.70,7.13,Ala Carte & Value Meals,Regular Menu
26,2022/03/05,Sat,Singapore,McSpicy® Extra Value Meal,8.50,6.25,Ala Carte & Value Meals,Regular Menu
27,2022/03/05,Sat,Singapore,Dbl Filet-O-Fish® Extra Value Meal,9.00,6.61,Ala Carte & Value Meals,Regular Menu
28,2022/03/05,Sat,Singapore,Filet-O-Fish® Extra Value Meal,6.55,4.81,Ala Carte & Value Meals,Regular Menu
29,2022/03/05,Sat,Singapore,McChicken® Extra Value Meal,6.10,4.48,Ala Carte & Value Meals,Regular Menu
30,2022/03/05,Sat,Singapore,Chicken McNuggets® (9pc) Extra Value Meal,9.00,6.61,Ala Carte & Value Meals,Regular Menu
31,2022/03/05,Sat,Singapore,Chicken McNuggets® (6pc) Extra Value Meal ,7.50,5.51,Ala Carte & Value Meals,Regular Menu
32,2022/03/05,Sat,Singapore,Big Mac® Extra Value Meal,8.95,6.58,Ala Carte & Value Meals,Regular Menu
33,2022/03/05,Sat,Singapore,Double Cheeseburger Extra Value Meal,6.95,5.11,Ala Carte & Value Meals,Regular Menu
34,2022/03/05,Sat,Singapore,Chicken McNuggets® (20pc),13.60,9.99,Ala Carte & Value Meals,Regular Menu
35,2022/03/05,Sat,Singapore,Box A: Chicken McNuggets® (12pc) + McWings® (8pc),13.95,10.25,Ala Carte & Value Meals,Regular Menu
36,2022/03/05,Sat,Singapore,Box B: Chicken McNuggets® (6pc) + McWings® (4pc),8.45,6.21,Ala Carte & Value Meals,Regular Menu
37,2022/03/05,Sat,Singapore,McWings® 4pc Extra Value Meal,7.75,5.70,Ala Carte & Value Meals,Regular Menu
38,2022/03/05,Sat,Singapore,Grilled Chicken McWrap Extra Value Meal,8.60,6.32,Ala Carte & Value Meals,Regular Menu
39,2022/03/05,Sat,Singapore,Cheeseburger,3.65,2.68,Ala Carte & Value Meals,Regular Menu
40,2022/03/05,Sat,Singapore,Hamburger,2.95,2.17,Ala Carte & Value Meals,Regular Menu
41,2022/03/05,Sat,Singapore,Chocolate Pie,1.95,1.43,Sides,Regular Menu
42,2022/03/05,Sat,Singapore,Prosperity Twister Fries™,4.55,3.34,Sides,Regular Menu
43,2022/03/05,Sat,Singapore,Chicken McNuggets® (20pc),13.60,9.99,Sides,Regular Menu
44,2022/03/05,Sat,Singapore,Chicken McNuggets® (9pc) Extra Value Meal,9.00,6.61,Sides,Regular Menu
45,2022/03/05,Sat,Singapore,Chicken McNuggets® (6pc) Extra Value Meal ,7.50,5.51,Sides,Regular Menu
46,2022/03/05,Sat,Singapore,McWings® 4pc Extra Value Meal,7.75,5.70,Sides,Regular Menu
47,2022/03/05,Sat,Singapore,McWings® 2pc,2.75,2.02,Sides,Regular Menu
48,2022/03/05,Sat,Singapore,Apple Pie,1.95,1.43,Sides,Regular Menu
49,2022/03/05,Sat,Singapore,Box A: Chicken McNuggets® (12pc) + McWings® (8pc),13.95,10.25,Sides,Regular Menu
50,2022/03/05,Sat,Singapore,Box B: Chicken McNuggets® (6pc) + McWings® (4pc),8.45,6.21,Sides,Regular Menu
51,2022/03/05,Sat,Singapore,French Fries (L),4.00,2.94,Sides,Regular Menu
52,2022/03/05,Sat,Singapore,French Fries (M),3.75,2.76,Sides,Regular Menu
53,2022/03/05,Sat,Singapore,French Fries,2.15,1.58,Sides,Regular Menu
54,2022/03/05,Sat,Singapore,Apple Slices,1.90,1.40,Sides,Regular Menu
55,2022/03/05,Sat,Singapore,Corn Cup (5oz),1.95,1.43,Sides,Regular Menu
56,2022/03/05,Sat,Singapore,KITKAT® McFlurry®,3.40,2.50,Desserts,Regular Menu
57,2022/03/05,Sat,Singapore,Oreo® McFlurry®,3.50,2.57,Desserts,Regular Menu
58,2022/03/05,Sat,Singapore,Mudpie McFlurry®,3.80,2.79,Desserts,Regular Menu
59,2022/03/05,Sat,Singapore,Strawberry Shortcake McFlurry®,3.80,2.79,Desserts,Regular Menu
60,2022/03/05,Sat,Singapore,Hot Fudge Sundae,2.20,1.62,Desserts,Regular Menu
61,2022/03/05,Sat,Singapore,Strawberry Sundae,2.20,1.62,Desserts,Regular Menu
62,2022/03/05,Sat,Singapore,McCafé Kopi Frappé,4.95,3.64,Beverages,Regular Menu
63,2022/03/05,Sat,Singapore,Peach McFizz®,3.45,2.54,Beverages,Regular Menu
64,2022/03/05,Sat,Singapore,Iced MILO® (S),3.80,2.79,Beverages,Regular Menu
65,2022/03/05,Sat,Singapore,Jasmine Green Tea (S),3.80,2.79,Beverages,Regular Menu
