,Date,Day,Territory,Menu Item,Price (FJD),Price (USD),Category,Menu
1,2023/10/21,Sat,Fiji,10pk McNuggets (S/R),16.35,7.14,Chicken Mcvalue Meals,Regular
2,2023/10/21,Sat,Fiji,Big Mac (S/R) -Beef,14.55,6.36,Classic McValue Meals,Regular
3,2023/10/21,Sat,Fiji,Cheeseburger (S/R) - Beef,10.95,4.79,Classic McValue Meals,Regular
4,2023/10/21,Sat,Fiji,Filet-O-Fish (S/R),12.15,5.31,Classic McValue Meals,Regular
5,2023/10/21,Sat,Fiji,Double Cheeseburger (S/R) - Beef,13.95,6.10,Classic McValue Meals,Regular
6,2023/10/21,Sat,Fiji,Salad Burger (S/R),10.95,4.79,Classic McValue Meals,Regular
7,2023/10/21,Sat,Fiji,McChicken (S/R),14.35,6.27,Chicken Mcvalue Meals,Regular
8,2023/10/21,Sat,Fiji,2pc Hot And Spicy (S/R),14.15,6.18,Chicken Mcvalue Meals,Regular
9,2023/10/21,Sat,Fiji,3pc Hot And Spicy (S/R),19.10,8.35,Chicken Mcvalue Meals,Regular
10,2023/10/21,Sat,Fiji,5pc Hot And Spicy (S/R),27.70,12.10,Chicken Mcvalue Meals,Regular
11,2023/10/21,Sat,Fiji,6pk McNuggets (S/R),13.50,5.90,Chicken Mcvalue Meals,Regular
12,2023/10/21,Sat,Fiji,Cheeseburger Happy Meal (Beef),12.65,5.53,Happy Meals,Regular
13,2023/10/21,Sat,Fiji,Junior Burger Happy Meal (Beef),12.65,5.53,Happy Meals,Regular
14,2023/10/21,Sat,Fiji,4pk Chicken McNuggets Happy Meal,12.65,5.53,Happy Meals,Regular
15,2023/10/21,Sat,Fiji,Big Mac (Beef),10.15,4.44,Classic Favourites,Regular
16,2023/10/21,Sat,Fiji,Cheeseburger (Beef),6.55,2.86,Classic Favourites,Regular
17,2023/10/21,Sat,Fiji,Filet-O-Fish,7.65,3.34,Classic Favourites,Regular
18,2023/10/21,Sat,Fiji,Double Cheeseburger (Beef),10.25,4.48,Classic Favourites,Regular
19,2023/10/21,Sat,Fiji,Salad Burger,7.45,3.26,Classic Favourites,Regular
20,2023/10/21,Sat,Fiji,Vege McWrap,9.85,4.30,Classic Favourites,Regular
21,2023/10/21,Sat,Fiji,3pc Hot And Spicy Chicken,15.15,6.62,Chicken Favourites,Regular
22,2023/10/21,Sat,Fiji,5pc Hot And Spicy Chicken,24.25,10.60,Chicken Favourites,Regular
23,2023/10/21,Sat,Fiji,6pk McNuggets,7.95,3.47,Chicken Favourites,Regular
24,2023/10/21,Sat,Fiji,10pk McNuggets,11.95,5.22,Chicken Favourites,Regular
25,2023/10/21,Sat,Fiji,McChicken,9.75,4.26,Chicken Favourites,Regular
26,2023/10/21,Sat,Fiji,Ketchup Packet,0.25,0.11,Sides And Condiments,Regular
27,2023/10/21,Sat,Fiji,Mayonnaise Packet,0.50,0.22,Sides And Condiments,Regular
28,2023/10/21,Sat,Fiji,Fries (S/R),4.15,1.81,Sides And Condiments,Regular
29,2023/10/21,Sat,Fiji,McCafe Iced Lemon Tea,7.75,3.39,McCafe Drinks,Regular
30,2023/10/21,Sat,Fiji,McCafe Iced Mango Tea,7.75,3.39,McCafe Drinks,Regular
31,2023/10/21,Sat,Fiji,McCafe Iced Peach Tea,7.75,3.39,McCafe Drinks,Regular
