,Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category,Menu
1,2022/07/25,Mon,India,Triple Cheese American Veg Burger,215.00,2.69,New Launches,Regular
2,2022/07/25,Mon,India,McSpicy Premium Veg Burger,231.00,2.89,New Launches,Regular
3,2022/07/25,Mon,India,Triple Cheese American Chicken Burger,241.00,3.02,New Launches,Regular
4,2022/07/25,Mon,India,McSpicy Premium Chicken Burger,249.00,3.12,New Launches,Regular
5,2022/07/25,Mon,India,McAloo Tikki Burger,55.00,0.69,Trending,Regular
6,2022/07/25,Mon,India,McSpicy Chicken Burger,181.00,2.27,Trending,Regular
7,2022/07/25,Mon,India,McVeggie Burger,125.00,1.56,Trending,Regular
8,2022/07/25,Mon,India,McChicken Burger,131.00,1.64,Trending,Regular
9,2022/07/25,Mon,India,Big Spicy Chicken Wrap,215.00,2.69,Trending,Regular
10,2022/07/25,Mon,India,Filet-O-Fish Burger,170.00,2.13,Trending,Regular
11,2022/07/25,Mon,India,Sausage & Egg McMuffin,139.00,1.74,Trending,Regular
12,2022/07/25,Mon,India,Sausage McMuffin,119.00,1.49,Trending,Regular
13,2022/07/25,Mon,India,Veg McMuffin,109.00,1.36,Trending,Regular
14,2022/07/25,Mon,India,Egg & Cheese McMuffin,91.00,1.14,Trending,Regular
15,2022/07/25,Mon,India,McVeggie Burger + McAloo Tikki Burger,125.00,1.56,Deals,Regular
16,2022/07/25,Mon,India,Pizza Mc Puff + McSpicy Chicken Burger,161.00,2.02,Deals,Regular
17,2022/07/25,Mon,India,2 Iced Coffee,189.00,2.37,Deals,Regular
18,2022/07/25,Mon,India,2 Cappuccino,189.00,2.37,Deals,Regular
19,2022/07/25,Mon,India,McAloo Tikki Burger + Veg Pizza McPuff + Coke,139.00,1.74,Deals,Regular
20,2022/07/25,Mon,India,Black Forest Mcflurry (M) BOGO,105.00,1.31,Deals,Regular
21,2022/07/25,Mon,India,Cappuccino (S) + Iced Coffee (S),225.00,2.82,Deals,Regular
22,2022/07/25,Mon,India,McSaver McAloo Tikki Burger Meal,205.00,2.57,Deals,Regular
23,2022/07/25,Mon,India,McChicken Burger + McSpicy Chicken Burger,269.00,3.37,Deals,Regular
24,2022/07/25,Mon,India,2 McAloo Tikki Burger + 2 Fries (L),295.00,3.69,Deals,Regular
25,2022/07/25,Mon,India,McChicken Burger + McVeggie Burger + Fries (L) + 2 Veg Pizza McPuff + Coke,475.00,5.95,Deals,Regular
26,2022/07/25,Mon,India,2 McSpicy Chicken Burger + McNuggets 20 Pcs + Fries (L) + Coke,815.00,10.20,Deals,Regular
27,2022/07/25,Mon,India,4 McAloo Tikki Burger + 2 Fries (M) + 2 Coke,429.00,5.37,Deals,Regular
28,2022/07/25,Mon,India,Veg Maharaja Mac + Chicken Maharaja Mac + Fries (L) + 2 Veg Pizza McPuff + Coke,649.00,8.12,Deals,Regular
29,2022/07/25,Mon,India,2 McVeggie Burger + 2 American Cheese Supreme Veg Burger + 2 Fries (L),650.00,8.14,Deals,Regular
30,2022/07/25,Mon,India,2 McVeggie Burger + 2 McAloo Tikki Burger + 2 Fries (M) + 2 Strawberry Shakes,1105.00,13.83,Deals,Regular
31,2022/07/25,Mon,India,Hashbrown,49.00,0.61,McBreakfast,Breakfast
32,2022/07/25,Mon,India,Double Cheese McMuffin,90.00,1.13,McBreakfast,Breakfast
33,2022/07/25,Mon,India,Egg & Cheese McMuffin,91.00,1.14,McBreakfast,Breakfast
34,2022/07/25,Mon,India,Spicy Egg McMuffin,99.00,1.24,McBreakfast,Breakfast
35,2022/07/25,Mon,India,Veg McMuffin,109.00,1.36,McBreakfast,Breakfast
36,2022/07/25,Mon,India,Sausage McMuffin,119.00,1.49,McBreakfast,Breakfast
37,2022/07/25,Mon,India,Hot Cakes With Maple Syrup,135.00,1.69,McBreakfast,Breakfast
38,2022/07/25,Mon,India,Sausage & Egg McMuffin,139.00,1.74,McBreakfast,Breakfast
39,2022/07/25,Mon,India,Veg McMuffin 2 Pc Meal,375.00,4.69,McBreakfast,Breakfast
40,2022/07/25,Mon,India,Sausage McMuffin 2 pc Meal,385.00,4.82,McBreakfast,Breakfast
41,2022/07/25,Mon,India,Hot Cake 2 Pc Meal,390.00,4.88,McBreakfast,Breakfast
42,2022/07/25,Mon,India,Double Cheese McMuffin 3 Pc Meal with Cappuccino (S),355.00,4.44,McBreakfast,Breakfast
43,2022/07/25,Mon,India,Sausage & Egg McMuffin 2 pc Meal,395.00,4.95,McBreakfast,Breakfast
44,2022/07/25,Mon,India,Egg & Cheese McMuffin 3 Pc Meal,375.00,4.69,McBreakfast,Breakfast
45,2022/07/25,Mon,India,Spicy Egg McMuffin 3 Pc Meal with Cappuccino (S),365.00,4.57,McBreakfast,Breakfast
46,2022/07/25,Mon,India,Veg McMuffin 3 Pc Meal,395.00,4.95,McBreakfast,Breakfast
47,2022/07/25,Mon,India,Sausage McMuffin 3 Pc Meal,405.00,5.07,McBreakfast,Breakfast
48,2022/07/25,Mon,India,Hot Cake 3 Pc Meal,405.00,5.07,McBreakfast,Breakfast
49,2022/07/25,Mon,India,Sausage with Egg McMuffin 3 Pc Meal,415.00,5.20,McBreakfast,Breakfast
50,2022/07/25,Mon,India,McAloo Tikki Burger,55.00,0.69,Burgers & Wraps,Regular
51,2022/07/25,Mon,India,Masala McEgg Burger,61.00,0.76,Burgers & Wraps,Regular
52,2022/07/25,Mon,India,Mexican McAloo Tikki Burger,65.00,0.81,Burgers & Wraps,Regular
53,2022/07/25,Mon,India,Chicken Kebab Burger,100.00,1.25,Burgers & Wraps,Regular
54,2022/07/25,Mon,India,McVeggie Burger,125.00,1.56,Burgers & Wraps,Regular
55,2022/07/25,Mon,India,McChicken Burger,131.00,1.64,Burgers & Wraps,Regular
56,2022/07/25,Mon,India,American Cheese Supreme - Veg Burger,139.00,1.74,Burgers & Wraps,Regular
57,2022/07/25,Mon,India,American Cheese Supreme - Chicken Burger,155.00,1.94,Burgers & Wraps,Regular
58,2022/07/25,Mon,India,Filet-O-Fish Burger,170.00,2.13,Burgers & Wraps,Regular
59,2022/07/25,Mon,India,McSpicy Chicken Burger,181.00,2.27,Burgers & Wraps,Regular
60,2022/07/25,Mon,India,McSpicy Paneer Burger,181.00,2.27,Burgers & Wraps,Regular
61,2022/07/25,Mon,India,Big Spicy Paneer Wrap,205.00,2.57,Burgers & Wraps,Regular
62,2022/07/25,Mon,India,Veg Maharaja Mac,215.00,2.69,Burgers & Wraps,Regular
63,2022/07/25,Mon,India,Big Spicy Chicken Wrap,215.00,2.69,Burgers & Wraps,Regular
