,Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category,Menu
0,2022/04/12,Tue,India,Triple Cheese American Veg Burger,205.00,2.70,New Launches,Regular
1,2022/04/12,Tue,India,McSpicy Premium Veg Burger,221.00,2.91,New Launches,Regular
2,2022/04/12,Tue,India,Triple Cheese American Chicken Burger,231.00,3.05,New Launches,Regular
3,2022/04/12,Tue,India,McSpicy Premium Chicken Burger,261.00,3.44,New Launches,Regular
4,2022/04/12,Tue,India,McAloo Tikki Burger,51.00,0.67,Trending,Regular
5,2022/04/12,Tue,India,McSpicy Chicken Burger,173.00,2.28,Trending,Regular
6,2022/04/12,Tue,India,McChicken Burger,126.00,1.66,Trending,Regular
7,2022/04/12,Tue,India,McVeggie Burger,121.00,1.60,Trending,Regular
8,2022/04/12,Tue,India,Big Spicy Chicken Wrap,215.00,2.83,Trending,Regular
9,2022/04/12,Tue,India,Filet-O-Fish Burger,153.00,2.02,Trending,Regular
10,2022/04/12,Tue,India,Masala McEgg BOGO,53.00,0.70,Deals,Regular
11,2022/04/12,Tue,India,McVeggie + McAloo Tikki Burger,133.00,1.75,Deals,Regular
12,2022/04/12,Tue,India,Pizza Mc Puff + McSpicy Chicken,170.00,2.24,Deals,Regular
13,2022/04/12,Tue,India,McAloo Tikki + Veg Pizza McPuff + Coke,145.00,1.91,Deals,Regular
14,2022/04/12,Tue,India,Black Forest Mcflurry (M) BOGO,116.00,1.53,Deals,Regular
15,2022/04/12,Tue,India,2 Iced Coffee,198.00,2.61,Deals,Regular
16,2022/04/12,Tue,India,2 Cappuccino,198.00,2.61,Deals,Regular
17,2022/04/12,Tue,India,Cappuccino (S) + Iced Coffee (S),198.00,2.61,Deals,Regular
18,2022/04/12,Tue,India,McSaver McAloo Tikki Meal,194.00,2.56,Deals,Regular
19,2022/04/12,Tue,India,McChicken + McSpicy Chicken Burger,282.00,3.72,Deals,Regular
20,2022/04/12,Tue,India,2 McAloo Tikki + 2 Fries (L),310.00,4.09,Deals,Regular
21,2022/04/12,Tue,India,McChicken + McVeggie + Fries (L) + 2 Veg Pizza McPuff + Coke,500.00,6.59,Deals,Regular
22,2022/04/12,Tue,India,2 McSpicy Chicken + McNuggets 20 Pcs + Fries (L) + Coke,870.00,11.47,Deals,Regular
23,2022/04/12,Tue,India,4 McAloo Tikki + 2 Fries (M) + 2 Coke,450.00,5.93,Deals,Regular
24,2022/04/12,Tue,India,2 McVeggie + 2 American Cheese Supreme Veg + 2 Fries (L),683.00,9.00,Deals,Regular
25,2022/04/12,Tue,India,Veg Maharaja Mac + Chicken Maharaja Mac + Fries (L) + 2 Veg Pizza McPuff + Coke,681.00,8.98,Deals,Regular
26,2022/04/12,Tue,India,2 McVeggie + 2 McAloo Tikki + 2 Fries (M) + 2 Strawberry Shakes,824.00,10.86,Deals,Regular
27,2022/04/12,Tue,India,Classic Burger Meals,179.00,2.36,Match Time Meals,Regular
28,2022/04/12,Tue,India,Indulgent Burger Meals,179.00,2.36,Match Time Meals,Regular
29,2022/04/12,Tue,India,Triple Cheese American Veg Burger,205.00,2.70,Gourmet Burgers,Regular
30,2022/04/12,Tue,India,McSpicy Premium Veg Burger,221.00,2.91,Gourmet Burgers,Regular
31,2022/04/12,Tue,India,Triple Cheese American Chicken Burger,231.00,3.05,Gourmet Burgers,Regular
32,2022/04/12,Tue,India,Cheese Lava American Veg Burger,241.00,3.18,Gourmet Burgers,Regular
33,2022/04/12,Tue,India,McSpicy Premium Chicken Burger,261.00,3.44,Gourmet Burgers,Regular
34,2022/04/12,Tue,India,Cheese Lava American Chicken Burger,261.00,3.44,Gourmet Burgers,Regular
35,2022/04/12,Tue,India,McSaver Triple Cheese American Veg Meal,320.00,4.22,Gourmet Burgers,Regular
36,2022/04/12,Tue,India,McSaver McSpicy Premium Veg Meal,320.00,4.22,Gourmet Burgers,Regular
37,2022/04/12,Tue,India,McSaver Triple Cheese American Chicken Meal,320.00,4.22,Gourmet Burgers,Regular
38,2022/04/12,Tue,India,McSaver Cheese Lava American Veg Meal,320.00,4.22,Gourmet Burgers,Regular
39,2022/04/12,Tue,India,McSaver McSpicy Premium Chicken Meal,320.00,4.22,Gourmet Burgers,Regular
40,2022/04/12,Tue,India,McSaver Cheese Lava American Chicken Meal,320.00,4.22,Gourmet Burgers,Regular
41,2022/04/12,Tue,India,McSaver Triple Cheese American Veg Meal,320.00,4.22,Gourmet Burger Meal,Regular
42,2022/04/12,Tue,India,McSaver McSpicy Premium Veg Meal,320.00,4.22,Gourmet Burger Meal,Regular
43,2022/04/12,Tue,India,McSaver Triple Cheese American Chicken Meal,320.00,4.22,Gourmet Burger Meal,Regular
44,2022/04/12,Tue,India,McSaver Cheese Lava American Veg Meal,320.00,4.22,Gourmet Burger Meal,Regular
45,2022/04/12,Tue,India,McSaver Cheese Lava American Chicken Meal,320.00,4.22,Gourmet Burger Meal,Regular
46,2022/04/12,Tue,India,McSaver McSpicy Premium Chicken Meal,320.00,4.22,Gourmet Burger Meal,Regular
47,2022/04/12,Tue,India,2 Fries (R),105.00,1.38,McSavers,Regular
48,2022/04/12,Tue,India,2 Soft Serve Hot Fudge (M),156.00,2.06,McSavers,Regular
49,2022/04/12,Tue,India,2 McFlurry Oreo (S),156.00,2.06,McSavers,Regular
50,2022/04/12,Tue,India,2 McVeggie Burger,156.00,2.06,McSavers,Regular
51,2022/04/12,Tue,India,2 Coke,156.00,2.06,McSavers,Regular
52,2022/04/12,Tue,India,Masala McEgg BOGO,53.00,0.70,Summer Special Combos,Regular
53,2022/04/12,Tue,India,2 Fries (R),105.00,1.38,Summer Special Combos,Regular
54,2022/04/12,Tue,India,2 (6 Pc Nuggets) + Coke,257.00,3.39,Summer Special Combos,Regular
55,2022/04/12,Tue,India,2 Soft Serve Hot Fudge (M),156.00,2.06,Summer Special Combos,Regular
56,2022/04/12,Tue,India,2 McFlurry Oreo (S),156.00,2.06,Summer Special Combos,Regular
57,2022/04/12,Tue,India,2 McVeggie Burger,156.00,2.06,Summer Special Combos,Regular
58,2022/04/12,Tue,India,2 Coke,156.00,2.06,Summer Special Combos,Regular
59,2022/04/12,Tue,India,Pizza Mc Puff + McSpicy Chicken,170.00,2.24,Summer Special Combos,Regular
60,2022/04/12,Tue,India,Black Forest Mcflurry (M) BOGO,116.00,1.53,Summer Special Combos,Regular
61,2022/04/12,Tue,India,2 Iced Coffee,198.00,2.61,Summer Special Combos,Regular
62,2022/04/12,Tue,India,2 Cappuccino,198.00,2.61,Summer Special Combos,Regular
63,2022/04/12,Tue,India,Cappuccino (S) + Iced Coffee (S),198.00,2.61,Summer Special Combos,Regular
64,2022/04/12,Tue,India,2 McAloo Tikki + 2 Fries (L),310.00,4.09,Summer Special Combos,Regular
65,2022/04/12,Tue,India,2 McSpicy Chicken + McNuggets 20 Pcs + Fries (L) + Coke,870.00,11.47,Summer Special Combos,Regular
66,2022/04/12,Tue,India,2 American Cheese Supreme Veg + 2 Veg Pizza McPuff + 2 Fries (L) + Coke,667.00,8.79,Summer Special Combos,Regular
67,2022/04/12,Tue,India,2 McVeggie + 2 American Cheese Supreme Veg + 2 Fries (L),683.00,9.00,Summer Special Combos,Regular
68,2022/04/12,Tue,India,2 American Cheese Supreme Chicken + Chicken McNuggets 6 Pc + 2 Fries (L) + Coke,710.00,9.36,Summer Special Combos,Regular
69,2022/04/12,Tue,India,Veg Maharaja Mac + Chicken Maharaja Mac + Fries (L) + 2 Veg Pizza McPuff + Coke,681.00,8.98,Summer Special Combos,Regular
70,2022/04/12,Tue,India,2 American Cheese Supreme Chicken + 2 Fries (L) + 2 Chocolate Shakes,856.00,11.29,Summer Special Combos,Regular
71,2022/04/12,Tue,India,2 McVeggie + 2 McAloo Tikki + 2 Fries (M) + 2 Strawberry Shakes,824.00,10.86,Summer Special Combos,Regular
72,2022/04/12,Tue,India,2 McSpicy Chicken + 2 Fries (L) + 2 Chocolate Shakes,908.00,11.97,Summer Special Combos,Regular
73,2022/04/12,Tue,India,2 American Cheese Supreme Chicken + McChicken + Chicken Maharaja Mac + 3 Fries (L),929.00,12.25,Summer Special Combos,Regular
74,2022/04/12,Tue,India,Filet-O-Fish Burger,153.00,2.02,Recommended,Regular
75,2022/04/12,Tue,India,McSpicy Chicken Burger,173.00,2.28,Recommended,Regular
76,2022/04/12,Tue,India,American Mud Pie,184.00,2.43,Recommended,Regular
77,2022/04/12,Tue,India,McSaver American Cheese Supreme - Veg Meal,257.00,3.39,Recommended,Regular
78,2022/04/12,Tue,India,McSaver American Cheese Supreme - Chicken Meal,275.00,3.63,Recommended,Regular
79,2022/04/12,Tue,India,McSaver Big Spicy Chicken Wrap Meal,356.00,4.69,Recommended,Regular
80,2022/04/12,Tue,India,McSpicy Chicken + American Cheese Supreme + McChicken + Chicken Maharaja + 3 Fries (L),982.00,12.95,Recommended,Regular
81,2022/04/12,Tue,India,2 McAloo Tikki + 2 Fries (L),310.00,4.09,Stay Home Combos,Regular
82,2022/04/12,Tue,India,McChicken + McVeggie + Fries (L) + 2 Veg Pizza McPuff + Coke,500.00,6.59,Stay Home Combos,Regular
83,2022/04/12,Tue,India,2 McSpicy Chicken + McNuggets 20 Pcs + Fries (L) + Coke,870.00,11.47,Stay Home Combos,Regular
84,2022/04/12,Tue,India,4 McAloo Tikki + 2 Fries (M) + 2 Coke,450.00,5.93,Stay Home Combos,Regular
85,2022/04/12,Tue,India,McSpicy Paneer + McSpicy Chicken + 2 Fries (L) + Coke,641.00,8.45,Stay Home Combos,Regular
86,2022/04/12,Tue,India,2 American Cheese Supreme Veg + 2 Veg Pizza McPuff + 2 Fries (L) + Coke,667.00,8.79,Stay Home Combos,Regular
87,2022/04/12,Tue,India,2 McAloo Tikki + 2 American Veg + 2 Fries (M) + 2 Coke,681.00,8.98,Stay Home Combos,Regular
88,2022/04/12,Tue,India,2 McVeggie + 2 American Cheese Supreme Veg + 2 Fries (L),683.00,9.00,Stay Home Combos,Regular
89,2022/04/12,Tue,India,2 American Cheese Supreme Chicken + Chicken McNuggets 6 Pc + 2 Fries (L) + Coke,710.00,9.36,Stay Home Combos,Regular
90,2022/04/12,Tue,India,Veg Maharaja Mac + Chicken Maharaja Mac + Fries (L) + 2 Veg Pizza McPuff + Coke,681.00,8.98,Stay Home Combos,Regular
91,2022/04/12,Tue,India,2 American Cheese Supreme Chicken + 2 Fries (L) + 2 Chocolate Shakes,856.00,11.29,Stay Home Combos,Regular
92,2022/04/12,Tue,India,2 McVeggie + 2 McAloo Tikki + 2 Fries (M) + 2 Strawberry Shakes,824.00,10.86,Stay Home Combos,Regular
93,2022/04/12,Tue,India,2 McVeggie + 2 McAloo Tikki + 2 Fries (M) + 2 Chocolate Shakes,824.00,10.86,Stay Home Combos,Regular
94,2022/04/12,Tue,India,2 McSpicy Chicken + 2 Fries (L) + 2 Chocolate Shakes,908.00,11.97,Stay Home Combos,Regular
95,2022/04/12,Tue,India,4 American Cheese Supreme Veg + 2 Fries (M) + 2 Coke,830.00,10.94,Stay Home Combos,Regular
96,2022/04/12,Tue,India,4 American Cheese Supreme Chicken + 2 Fries (M) + 2 Coke,898.00,11.84,Stay Home Combos,Regular
97,2022/04/12,Tue,India,McSpicy Paneer + American Cheese Supreme + McVeggie + Veg Maharaja + 3 Fries (L),900.00,11.87,Stay Home Combos,Regular
98,2022/04/12,Tue,India,2 American Cheese Supreme Chicken + McChicken + Chicken Maharaja Mac + 3 Fries (L),929.00,12.25,Stay Home Combos,Regular
99,2022/04/12,Tue,India,2 American Cheese Supreme Chicken + 2 McChicken + 4 Fries (L),950.00,12.53,Stay Home Combos,Regular
100,2022/04/12,Tue,India,McSpicy Chicken + American Cheese Supreme + McChicken + Chicken Maharaja + 3 Fries (L),982.00,12.95,Stay Home Combos,Regular
101,2022/04/12,Tue,India,McSaver Chicken McNuggets 6 Pcs Meal,293.00,3.86,EZ Delivery Meals,Regular
102,2022/04/12,Tue,India,McSaver Chicken McNuggets 9 Pcs Meal,326.00,4.30,EZ Delivery Meals,Regular
103,2022/04/12,Tue,India,McSaver McAloo Tikki Meal,194.00,2.56,EZ Delivery Meals,Regular
104,2022/04/12,Tue,India,McSaver Masala McEgg Meal,177.00,2.33,EZ Delivery Meals,Regular
105,2022/04/12,Tue,India,McSaver Mexican McAloo Tikki Meal,194.00,2.56,EZ Delivery Meals,Regular
106,2022/04/12,Tue,India,McSaver Chicken Kebab Burger Meal,226.00,2.98,EZ Delivery Meals,Regular
107,2022/04/12,Tue,India,McSaver McVeggie Meal,252.00,3.32,EZ Delivery Meals,Regular
108,2022/04/12,Tue,India,McSaver McChicken Meal,263.00,3.47,EZ Delivery Meals,Regular
109,2022/04/12,Tue,India,McSaver American Cheese Supreme - Veg Meal,257.00,3.39,EZ Delivery Meals,Regular
110,2022/04/12,Tue,India,McSaver American Cheese Supreme - Chicken Meal,275.00,3.63,EZ Delivery Meals,Regular
111,2022/04/12,Tue,India,McSaver McSpicy Chicken Meal,314.00,4.14,EZ Delivery Meals,Regular
112,2022/04/12,Tue,India,McSaver McSpicy Paneer Meal,314.00,4.14,EZ Delivery Meals,Regular
113,2022/04/12,Tue,India,McSaver Big Spicy Paneer Wrap Meal,347.00,4.57,EZ Delivery Meals,Regular
114,2022/04/12,Tue,India,McSaver Triple Cheese American Veg Meal,320.00,4.22,EZ Delivery Meals,Regular
115,2022/04/12,Tue,India,McSaver Big Spicy Chicken Wrap Meal,356.00,4.69,EZ Delivery Meals,Regular
116,2022/04/12,Tue,India,McSaver McSpicy Premium Veg Meal,320.00,4.22,EZ Delivery Meals,Regular
117,2022/04/12,Tue,India,McSaver Veg Maharaja Mac Meal,347.00,4.57,EZ Delivery Meals,Regular
118,2022/04/12,Tue,India,McSaver Triple Cheese American Chicken Meal,320.00,4.22,EZ Delivery Meals,Regular
119,2022/04/12,Tue,India,McSaver Chicken Maharaja Mac Meal,356.00,4.69,EZ Delivery Meals,Regular
120,2022/04/12,Tue,India,McSaver Cheese Lava American Veg Meal,320.00,4.22,EZ Delivery Meals,Regular
121,2022/04/12,Tue,India,McSaver McSpicy Premium Chicken Meal,320.00,4.22,EZ Delivery Meals,Regular
122,2022/04/12,Tue,India,McSaver Cheese Lava American Chicken Meal,320.00,4.22,EZ Delivery Meals,Regular
123,2022/04/12,Tue,India,McSaver Filet-O-Fish Meal,294.00,3.88,EZ Delivery Meals,Regular
124,2022/04/12,Tue,India,McEgg Happy Meal now with Happy Readers,209.00,2.76,Happy Meals,Regular
125,2022/04/12,Tue,India,McAloo Tikki Happy Meal now with Happy Readers,209.00,2.76,Happy Meals,Regular
126,2022/04/12,Tue,India,McVeggie Happy Meal now with Happy Readers,264.00,3.48,Happy Meals,Regular
127,2022/04/12,Tue,India,McChicken Happy Meal now with Happy Readers,284.00,3.74,Happy Meals,Regular
128,2022/04/12,Tue,India,Birthday Party  Package- McVeggie now with Happy Readers,2160.00,28.48,Happy Meals,Regular
129,2022/04/12,Tue,India,Birthday Party  Package- McChicken now with Happy Readers,2160.00,28.48,Happy Meals,Regular
130,2022/04/12,Tue,India,McAloo Tikki + Veg Pizza McPuff + Coke,145.00,1.91,Family Meals,Regular
131,2022/04/12,Tue,India,American Cheese Supreme Chicken + 6 Pc Nuggets + Coke,329.00,4.34,Family Meals,Regular
132,2022/04/12,Tue,India,2 McAloo Tikki + 2 Fries (L),310.00,4.09,Family Meals,Regular
133,2022/04/12,Tue,India,Ultimate Match Day Combo,592.00,7.81,Family Meals,Regular
134,2022/04/12,Tue,India,McChicken + McVeggie + Fries (L) + 2 Veg Pizza McPuff + Coke,500.00,6.59,Family Meals,Regular
135,2022/04/12,Tue,India,4 McAloo Tikki + 2 Fries (M) + 2 Coke,450.00,5.93,Family Meals,Regular
136,2022/04/12,Tue,India,2 American Cheese Supreme Veg + 2 Veg Pizza McPuff + 2 Fries (L) + Coke,667.00,8.79,Family Meals,Regular
137,2022/04/12,Tue,India,2 McVeggie + 2 American Cheese Supreme Veg + 2 Fries (L),683.00,9.00,Family Meals,Regular
