,Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category,Menu
1,2022/10/13,Thu,India,McCheese Burger Veg,249.00,3.03,New Launches,Regular
2,2022/10/13,Thu,India,McCheese Burger Chicken,260.00,3.16,New Launches,Regular
3,2022/10/13,Thu,India,McSaver McCheese Burger Veg Meal,361.00,4.39,New Launches,Regular
4,2022/10/13,Thu,India,McSaver McCheese Burger Chicken Meal,361.00,4.39,New Launches,Regular
5,2022/10/13,Thu,India,Triple Cheese  Veg Burger,215.00,2.62,New Launches,Regular
6,2022/10/13,Thu,India,Triple Cheese Chicken Burger,229.00,2.79,New Launches,Regular
7,2022/10/13,Thu,India,McSpicy Premium Veg Burger,249.00,3.03,New Launches,Regular
8,2022/10/13,Thu,India,McSpicy Premium Chicken Burger,260.00,3.16,New Launches,Regular
9,2022/10/13,Thu,India,McAloo Tikki Burger,58.00,0.71,Trending,Regular
10,2022/10/13,Thu,India,McVeggie Burger,145.00,1.76,Trending,Regular
11,2022/10/13,Thu,India,McSpicy Chicken Burger,185.00,2.25,Trending,Regular
12,2022/10/13,Thu,India,McChicken Burger,131.00,1.59,Trending,Regular
13,2022/10/13,Thu,India,Big Spicy Chicken Wrap,220.00,2.68,Trending,Regular
14,2022/10/13,Thu,India,Filet-O-Fish Burger,175.00,2.13,Trending,Regular
15,2022/10/13,Thu,India,Sausage & Egg McMuffin,145.00,1.76,Trending,Regular
16,2022/10/13,Thu,India,Veg McMuffin,111.00,1.35,Trending,Regular
17,2022/10/13,Thu,India,Sausage McMuffin,125.00,1.52,Trending,Regular
18,2022/10/13,Thu,India,Egg & Cheese McMuffin,95.00,1.16,Trending,Regular
19,2022/10/13,Thu,India,4 McAloo Tikki Burger + 2 Fries (M) + 2 Coke,535.00,6.51,Deals,Regular
20,2022/10/13,Thu,India,McChicken Burger + McVeggie Burger + Fries (L) + 2 Veg Pizza McPuff + Coke,485.00,5.90,Deals,Regular
21,2022/10/13,Thu,India,Pizza Mc Puff + McSpicy Chicken Burger,179.00,2.18,Deals,Regular
22,2022/10/13,Thu,India,McVeggie Burger + McAloo Tikki Burger,139.00,1.69,Deals,Regular
23,2022/10/13,Thu,India,Black Forest Mcflurry (M) BOGO,115.00,1.40,Deals,Regular
24,2022/10/13,Thu,India,McAloo Tikki Burger + Veg Pizza McPuff + Coke,141.00,1.72,Deals,Regular
25,2022/10/13,Thu,India,Cappuccino (S) + Iced Coffee (S),230.00,2.80,Deals,Regular
26,2022/10/13,Thu,India,McSaver McAloo Tikki Burger Meal,205.00,2.49,Deals,Regular
27,2022/10/13,Thu,India,McChicken Burger + McSpicy Chicken Burger,275.00,3.35,Deals,Regular
28,2022/10/13,Thu,India,2 Cappuccino,195.00,2.37,Deals,Regular
29,2022/10/13,Thu,India,2 McAloo Tikki Burger + 2 Fries (L),301.00,3.66,Deals,Regular
30,2022/10/13,Thu,India,2 Iced Coffee,195.00,2.37,Deals,Regular
31,2022/10/13,Thu,India,2 McSpicy Chicken Burger + McNuggets 20 Pcs + Fries (L) + Coke,831.00,10.11,Deals,Regular
32,2022/10/13,Thu,India,Veg Maharaja Mac + Chicken Maharaja Mac + Fries (L) + 2 Veg Pizza McPuff + Coke,661.00,8.04,Deals,Regular
33,2022/10/13,Thu,India,2 McVeggie Burger + 2 Corn & Cheese Burger + 2 Fries (L),665.00,8.09,Deals,Regular
34,2022/10/13,Thu,India,2 McVeggie Burger + 2 McAloo Tikki Burger + 2 Fries (M) + 2 Strawberry Shakes,1121.00,13.64,Deals,Regular
35,2022/10/13,Thu,India,Hashbrown,50.00,0.61,McBreakfast,Breakfast
36,2022/10/13,Thu,India,Egg & Cheese McMuffin,95.00,1.16,McBreakfast,Breakfast
37,2022/10/13,Thu,India,Double Cheese McMuffin,95.00,1.16,McBreakfast,Breakfast
38,2022/10/13,Thu,India,Spicy Egg McMuffin,101.00,1.23,McBreakfast,Breakfast
39,2022/10/13,Thu,India,Veg McMuffin,111.00,1.35,McBreakfast,Breakfast
40,2022/10/13,Thu,India,Sausage McMuffin,125.00,1.52,McBreakfast,Breakfast
41,2022/10/13,Thu,India,Hot Cakes With Maple Syrup,139.00,1.69,McBreakfast,Breakfast
42,2022/10/13,Thu,India,Sausage & Egg McMuffin,145.00,1.76,McBreakfast,Breakfast
43,2022/10/13,Thu,India,Veg McMuffin 2 Pc Meal,229.00,2.79,McBreakfast,Breakfast
44,2022/10/13,Thu,India,Sausage McMuffin 2 pc Meal,239.00,2.91,McBreakfast,Breakfast
45,2022/10/13,Thu,India,Hot Cake 2 Pc Meal,249.00,3.03,McBreakfast,Breakfast
46,2022/10/13,Thu,India,Egg & Cheese McMuffin 3 Pc Meal,229.00,2.79,McBreakfast,Breakfast
47,2022/10/13,Thu,India,Double Cheese McMuffin 3 Pc Meal with Cappuccino (S),229.00,2.79,McBreakfast,Breakfast
48,2022/10/13,Thu,India,Sausage & Egg McMuffin 2 pc Meal,255.00,3.10,McBreakfast,Breakfast
49,2022/10/13,Thu,India,Spicy Egg McMuffin 3 Pc Meal with Cappuccino (S),239.00,2.91,McBreakfast,Breakfast
50,2022/10/13,Thu,India,Veg McMuffin 3 Pc Meal,250.00,3.04,McBreakfast,Breakfast
51,2022/10/13,Thu,India,Sausage McMuffin 3 Pc Meal,259.00,3.15,McBreakfast,Breakfast
52,2022/10/13,Thu,India,Hot Cake 3 Pc Meal,265.00,3.22,McBreakfast,Breakfast
53,2022/10/13,Thu,India,Sausage with Egg McMuffin 3 Pc Meal,279.00,3.39,McBreakfast,Breakfast
54,2022/10/13,Thu,India,McCheese Burger Chicken,260.00,3.16,Cheese Burgers and Meals,Regular
55,2022/10/13,Thu,India,McCheese Burger Veg,249.00,3.03,Cheese Burgers and Meals,Regular
56,2022/10/13,Thu,India,Triple Cheese Chicken Burger,229.00,2.79,Cheese Burgers and Meals,Regular
57,2022/10/13,Thu,India,Triple Cheese  Veg Burger,215.00,2.62,Cheese Burgers and Meals,Regular
58,2022/10/13,Thu,India,Grilled Chicken & Cheese Burger,159.00,1.93,Cheese Burgers and Meals,Regular
59,2022/10/13,Thu,India,Corn & Cheese Burger,145.00,1.76,Cheese Burgers and Meals,Regular
60,2022/10/13,Thu,India,McSaver McCheese Burger Veg Meal,361.00,4.39,Cheese Burgers and Meals,Regular
61,2022/10/13,Thu,India,McSaver McCheese Burger Chicken Meal,361.00,4.39,Cheese Burgers and Meals,Regular
62,2022/10/13,Thu,India,McSaver Triple Cheese  Chicken Burger Meal,361.00,4.39,Cheese Burgers and Meals,Regular
63,2022/10/13,Thu,India,McSaver Triple Cheese  Veg Burger Meal,361.00,4.39,Cheese Burgers and Meals,Regular
64,2022/10/13,Thu,India,McSaver Grilled Chicken & Cheese Burger Meal,295.00,3.59,Cheese Burgers and Meals,Regular
65,2022/10/13,Thu,India,McSaver Corn & Cheese Burger Meal,269.00,3.27,Cheese Burgers and Meals,Regular
66,2022/10/13,Thu,India,Mexican cheesy Fries,138.00,1.68,Cheese Burgers and Meals,Regular
67,2022/10/13,Thu,India,Cheesy Nugget - Veg Bites - 9 pc,121.00,1.47,Cheese Burgers and Meals,Regular
