,Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category,Menu
1,2022/06/16,Thu,India,Triple Cheese American Veg Burger,215.00,2.75,New Launches,Regular
2,2022/06/16,Thu,India,McSpicy Premium Veg Burger,231.00,2.96,New Launches,Regular
3,2022/06/16,Thu,India,Triple Cheese American Chicken Burger,241.00,3.09,New Launches,Regular
4,2022/06/16,Thu,India,McSpicy Premium Chicken Burger,249.00,3.19,New Launches,Regular
5,2022/06/16,Thu,India,McAloo Tikki Burger,55.00,0.70,Trending,Regular
6,2022/06/16,Thu,India,McSpicy Chicken Burger,181.00,2.32,Trending,Regular
7,2022/06/16,Thu,India,McVeggie Burger,125.00,1.60,Trending,Regular
8,2022/06/16,Thu,India,McChicken Burger,131.00,1.68,Trending,Regular
9,2022/06/16,Thu,India,Big Spicy Chicken Wrap,215.00,2.75,Trending,Regular
10,2022/06/16,Thu,India,Filet-O-Fish Burger,170.00,2.18,Trending,Regular
11,2022/06/16,Thu,India,McVeggie Burger + McAloo Tikki Burger,125.00,1.60,Deals,Regular
12,2022/06/16,Thu,India,Pizza Mc Puff + McSpicy Chicken Burger,161.00,2.06,Deals,Regular
13,2022/06/16,Thu,India,2 Iced Coffee,189.00,2.42,Deals,Regular
14,2022/06/16,Thu,India,2 Cappuccino,189.00,2.42,Deals,Regular
15,2022/06/16,Thu,India,McAloo Tikki Burger + Veg Pizza McPuff + Coke,139.00,1.78,Deals,Regular
16,2022/06/16,Thu,India,Black Forest Mcflurry (M) BOGO,105.00,1.34,Deals,Regular
17,2022/06/16,Thu,India,Cappuccino (S) + Iced Coffee (S),225.00,2.88,Deals,Regular
18,2022/06/16,Thu,India,McSaver McAloo Tikki Burger Meal,205.00,2.62,Deals,Regular
19,2022/06/16,Thu,India,McChicken Burger + McSpicy Chicken Burger,269.00,3.44,Deals,Regular
20,2022/06/16,Thu,India,2 McAloo Tikki Burger + 2 Fries (L),295.00,3.78,Deals,Regular
21,2022/06/16,Thu,India,McChicken Burger + McVeggie Burger + Fries (L) + 2 Veg Pizza McPuff + Coke,475.00,6.08,Deals,Regular
22,2022/06/16,Thu,India,2 McSpicy Chicken Burger + McNuggets 20 Pcs + Fries (L) + Coke,815.00,10.43,Deals,Regular
23,2022/06/16,Thu,India,4 McAloo Tikki Burger + 2 Fries (M) + 2 Coke,429.00,5.49,Deals,Regular
24,2022/06/16,Thu,India,Veg Maharaja Mac + Chicken Maharaja Mac + Fries (L) + 2 Veg Pizza McPuff + Coke,649.00,8.31,Deals,Regular
25,2022/06/16,Thu,India,2 McVeggie Burger + 2 American Cheese Supreme Veg Burger + 2 Fries (L),650.00,8.32,Deals,Regular
26,2022/06/16,Thu,India,2 McVeggie Burger + 2 McAloo Tikki Burger + 2 Fries (M) + 2 Strawberry Shakes,1105.00,14.15,Deals,Regular
27,2022/06/16,Thu,India,Hashbrown,49.00,0.63,McBreakfast,Breakfast
