,Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category,Menu
0,2022/03/04,Fri,India,Triple Cheese American Veg Burger,195.00,2.57,New Launches,Regular
1,2022/03/04,Fri,India,McSpicy Premium Veg Burger,210.00,2.77,New Launches,Regular
2,2022/03/04,Fri,India,Triple Cheese American Chicken Burger,220.00,2.90,New Launches,Regular
3,2022/03/04,Fri,India,McSpicy Premium Chicken Burger,249.00,3.28,New Launches,Regular
4,2022/03/04,Fri,India,McAloo Tikki Burger,47.00,0.62,Trending,Regular
5,2022/03/04,Fri,India,McSpicy Chicken Burger,165.00,2.17,Trending,Regular
6,2022/03/04,Fri,India,McChicken Burger,120.00,1.58,Trending,Regular
7,2022/03/04,Fri,India,McVeggie Burger,115.00,1.51,Trending,Regular
8,2022/03/04,Fri,India,Big Spicy Chicken Wrap,205.00,2.70,Trending,Regular
9,2022/03/04,Fri,India,Filet-O-Fish Burger,146.00,1.92,Trending,Regular
10,2022/03/04,Fri,India,Piri Piri Spiced Chicken Burger + Fries (R),237.00,3.12,Deals,Regular
11,2022/03/04,Fri,India,Piri Piri Spiced Veg Burger + Fries (R),237.00,3.12,Deals,Regular
12,2022/03/04,Fri,India,Masala McEgg BOGO,50.00,0.66,Deals,Regular
13,2022/03/04,Fri,India,McVeggie + McAloo Tikki Burger,127.00,1.67,Deals,Regular
14,2022/03/04,Fri,India,Pizza Mc Puff + McSpicy Chicken,162.00,2.13,Deals,Regular
15,2022/03/04,Fri,India,McAloo Tikki + Veg Pizza McPuff + Coke,135.00,1.78,Deals,Regular
16,2022/03/04,Fri,India,Black Forest Mcflurry (M) BOGO,110.00,1.45,Deals,Regular
17,2022/03/04,Fri,India,2 Iced Coffee,189.00,2.49,Deals,Regular
18,2022/03/04,Fri,India,2 Cappuccino,189.00,2.49,Deals,Regular
19,2022/03/04,Fri,India,Cappuccino (S) + Iced Coffee (S),189.00,2.49,Deals,Regular
20,2022/03/04,Fri,India,McSaver McAloo Tikki Meal,189.00,2.49,Deals,Regular
21,2022/03/04,Fri,India,McChicken + McSpicy Chicken Burger,269.00,3.54,Deals,Regular
22,2022/03/04,Fri,India,2 McAloo Tikki + 2 Fries (L),310.00,4.08,Deals,Regular
23,2022/03/04,Fri,India,McChicken + McVeggie + Fries (L) + 2 Veg Pizza McPuff + Coke,500.00,6.59,Deals,Regular
24,2022/03/04,Fri,India,2 McSpicy Chicken + McNuggets 20 Pcs + Fries (L) + Coke,870.00,11.46,Deals,Regular
25,2022/03/04,Fri,India,4 McAloo Tikki + 2 Fries (M) + 2 Coke,450.00,5.93,Deals,Regular
26,2022/03/04,Fri,India,2 McVeggie + 2 American Cheese Supreme Veg + 2 Fries (L),683.00,9.00,Deals,Regular
27,2022/03/04,Fri,India,Veg Maharaja Mac + Chicken Maharaja Mac + Fries (L) + 2 Veg Pizza McPuff + Coke,681.00,8.97,Deals,Regular
28,2022/03/04,Fri,India,2 McVeggie + 2 McAloo Tikki + 2 Fries (M) + 2 Strawberry Shakes,824.00,10.86,Deals,Regular
29,2022/03/04,Fri,India,Cheese Lava American Chicken Burger,249.00,3.28,Gourmet Burgers,Regular
30,2022/03/04,Fri,India,Triple Cheese American Veg Burger,195.00,2.57,Gourmet Burgers,Regular
31,2022/03/04,Fri,India,McSpicy Premium Veg Burger,210.00,2.77,Gourmet Burgers,Regular
32,2022/03/04,Fri,India,Piri Piri Spiced Veg Burger,220.00,2.90,Gourmet Burgers,Regular
33,2022/03/04,Fri,India,Triple Cheese American Chicken Burger,220.00,2.90,Gourmet Burgers,Regular
34,2022/03/04,Fri,India,Cheese Lava American Veg Burger,230.00,3.03,Gourmet Burgers,Regular
35,2022/03/04,Fri,India,Piri Piri Spiced Chicken Burger,239.00,3.15,Gourmet Burgers,Regular
36,2022/03/04,Fri,India,McSpicy Premium Chicken Burger,249.00,3.28,Gourmet Burgers,Regular
37,2022/03/04,Fri,India,Chunky Chipotle American Chicken Burger,255.00,3.36,Gourmet Burgers,Regular
38,2022/03/04,Fri,India,McSaver Triple Cheese American Veg Meal,320.00,4.22,Gourmet Burgers,Regular
39,2022/03/04,Fri,India,McSaver McSpicy Premium Veg Meal,320.00,4.22,Gourmet Burgers,Regular
40,2022/03/04,Fri,India,McSaver Triple Cheese American Chicken Meal,320.00,4.22,Gourmet Burgers,Regular
41,2022/03/04,Fri,India,McSaver Piri Piri Spiced Veg Burger Meal,320.00,4.22,Gourmet Burgers,Regular
42,2022/03/04,Fri,India,McSaver Cheese Lava American Veg Meal,320.00,4.22,Gourmet Burgers,Regular
43,2022/03/04,Fri,India,McSaver Piri Piri Spiced Chicken Burger Meal,320.00,4.22,Gourmet Burgers,Regular
44,2022/03/04,Fri,India,McSaver McSpicy Premium Chicken Meal,320.00,4.22,Gourmet Burgers,Regular
45,2022/03/04,Fri,India,McSaver Cheese Lava American Chicken Meal,320.00,4.22,Gourmet Burgers,Regular
46,2022/03/04,Fri,India,McSaver Chunky Chipotle American Chicken Meal,320.00,4.22,Gourmet Burgers,Regular
47,2022/03/04,Fri,India,Piri Piri Spiced Chicken Burger + Fries (R),237.00,3.12,Gourmet Burger Meal,Regular
48,2022/03/04,Fri,India,Piri Piri Spiced Veg Burger + Fries (R),237.00,3.12,Gourmet Burger Meal,Regular
49,2022/03/04,Fri,India,McSaver Triple Cheese American Veg Meal,320.00,4.22,Gourmet Burger Meal,Regular
50,2022/03/04,Fri,India,McSaver McSpicy Premium Veg Meal,320.00,4.22,Gourmet Burger Meal,Regular
51,2022/03/04,Fri,India,McSaver Piri Piri Spiced Veg Burger Meal,320.00,4.22,Gourmet Burger Meal,Regular
52,2022/03/04,Fri,India,McSaver Triple Cheese American Chicken Meal,320.00,4.22,Gourmet Burger Meal,Regular
53,2022/03/04,Fri,India,McSaver Cheese Lava American Veg Meal,320.00,4.22,Gourmet Burger Meal,Regular
54,2022/03/04,Fri,India,McSaver Piri Piri Spiced Chicken Burger Meal,320.00,4.22,Gourmet Burger Meal,Regular
55,2022/03/04,Fri,India,McSaver McSpicy Premium Chicken Meal,320.00,4.22,Gourmet Burger Meal,Regular
56,2022/03/04,Fri,India,McSaver Cheese Lava American Chicken Meal,320.00,4.22,Gourmet Burger Meal,Regular
57,2022/03/04,Fri,India,McSaver Chunky Chipotle American Chicken Meal,320.00,4.22,Gourmet Burger Meal,Regular
58,2022/03/04,Fri,India,2 Fries (R),100.00,1.32,McSavers,Regular
59,2022/03/04,Fri,India,2 Soft Serve Hot Fudge (M),149.00,1.96,McSavers,Regular
60,2022/03/04,Fri,India,2 McFlurry Oreo (S),149.00,1.96,McSavers,Regular
61,2022/03/04,Fri,India,2 McVeggie Burger,149.00,1.96,McSavers,Regular
62,2022/03/04,Fri,India,2 Coke,149.00,1.96,McSavers,Regular
63,2022/03/04,Fri,India,Masala McEgg BOGO,50.00,0.66,March Mania Combos,Regular
64,2022/03/04,Fri,India,2 Fries (R),100.00,1.32,March Mania Combos,Regular
65,2022/03/04,Fri,India,2 (6 Pc Nuggets) + Coke,257.00,3.39,March Mania Combos,Regular
66,2022/03/04,Fri,India,2 Soft Serve Hot Fudge (M),149.00,1.96,March Mania Combos,Regular
67,2022/03/04,Fri,India,2 McFlurry Oreo (S),149.00,1.96,March Mania Combos,Regular
68,2022/03/04,Fri,India,2 McVeggie Burger,149.00,1.96,March Mania Combos,Regular
69,2022/03/04,Fri,India,2 Coke,149.00,1.96,March Mania Combos,Regular
70,2022/03/04,Fri,India,Pizza Mc Puff + McSpicy Chicken,162.00,2.13,March Mania Combos,Regular
71,2022/03/04,Fri,India,Black Forest Mcflurry (M) BOGO,110.00,1.45,March Mania Combos,Regular
72,2022/03/04,Fri,India,2 Iced Coffee,189.00,2.49,March Mania Combos,Regular
73,2022/03/04,Fri,India,2 Cappuccino,189.00,2.49,March Mania Combos,Regular
74,2022/03/04,Fri,India,Cappuccino (S) + Iced Coffee (S),189.00,2.49,March Mania Combos,Regular
75,2022/03/04,Fri,India,2 McAloo Tikki + 2 Fries (L),310.00,4.08,March Mania Combos,Regular
76,2022/03/04,Fri,India,2 McSpicy Chicken + McNuggets 20 Pcs + Fries (L) + Coke,870.00,11.46,March Mania Combos,Regular
77,2022/03/04,Fri,India,2 American Cheese Supreme Veg + 2 Veg Pizza McPuff + 2 Fries (L) + Coke,667.00,8.79,March Mania Combos,Regular
78,2022/03/04,Fri,India,2 McVeggie + 2 American Cheese Supreme Veg + 2 Fries (L),683.00,9.00,March Mania Combos,Regular
79,2022/03/04,Fri,India,2 American Cheese Supreme Chicken + Chicken McNuggets 6 Pc + 2 Fries (L) + Coke,710.00,9.35,March Mania Combos,Regular
80,2022/03/04,Fri,India,Veg Maharaja Mac + Chicken Maharaja Mac + Fries (L) + 2 Veg Pizza McPuff + Coke,681.00,8.97,March Mania Combos,Regular
81,2022/03/04,Fri,India,2 American Cheese Supreme Chicken + 2 Fries (L) + 2 Chocolate Shakes,856.00,11.28,March Mania Combos,Regular
82,2022/03/04,Fri,India,2 McVeggie + 2 McAloo Tikki + 2 Fries (M) + 2 Strawberry Shakes,824.00,10.86,March Mania Combos,Regular
83,2022/03/04,Fri,India,2 McSpicy Chicken + 2 Fries (L) + 2 Chocolate Shakes,908.00,11.96,March Mania Combos,Regular
84,2022/03/04,Fri,India,2 American Cheese Supreme Chicken + McChicken + Chicken Maharaja Mac + 3 Fries (L),929.00,12.24,March Mania Combos,Regular
85,2022/03/04,Fri,India,Filet-O-Fish Burger,146.00,1.92,Recommended,Regular
86,2022/03/04,Fri,India,McSpicy Chicken Burger,165.00,2.17,Recommended,Regular
87,2022/03/04,Fri,India,American Mud Pie,175.00,2.31,Recommended,Regular
88,2022/03/04,Fri,India,McSaver American Cheese Supreme - Veg Meal,257.00,3.39,Recommended,Regular
89,2022/03/04,Fri,India,McSaver American Cheese Supreme - Chicken Meal,275.00,3.62,Recommended,Regular
90,2022/03/04,Fri,India,McSaver Big Spicy Chicken Wrap Meal,356.00,4.69,Recommended,Regular
91,2022/03/04,Fri,India,McSpicy Chicken + American Cheese Supreme + McChicken + Chicken Maharaja + 3 Fries (L),982.00,12.94,Recommended,Regular
92,2022/03/04,Fri,India,Hashbrown,40.00,0.53,McBreakfast,Breakfast
93,2022/03/04,Fri,India,Double Cheese McMuffin,71.00,0.94,McBreakfast,Breakfast
