,Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category,Menu
0,2022/03/14,Mon,India,Triple Cheese American Veg Burger,205.00,2.67,New Launches,Regular
1,2022/03/14,Mon,India,McSpicy Premium Veg Burger,221.00,2.88,New Launches,Regular
2,2022/03/14,Mon,India,Triple Cheese American Chicken Burger,231.00,3.01,New Launches,Regular
3,2022/03/14,Mon,India,McSpicy Premium Chicken Burger,261.00,3.40,New Launches,Regular
4,2022/03/14,Mon,India,McAloo Tikki Burger,49.00,0.64,Trending,Regular
5,2022/03/14,Mon,India,McVeggie Burger,121.00,1.58,Trending,Regular
6,2022/03/14,Mon,India,McSpicy Chicken Burger,173.00,2.25,Trending,Regular
7,2022/03/14,Mon,India,McChicken Burger,126.00,1.64,Trending,Regular
8,2022/03/14,Mon,India,Big Spicy Chicken Wrap,215.00,2.80,Trending,Regular
9,2022/03/14,Mon,India,Filet-O-Fish Burger,153.00,1.99,Trending,Regular
10,2022/03/14,Mon,India,Sausage & Egg McMuffin,122.00,1.59,Trending,Regular
11,2022/03/14,Mon,India,Veg McMuffin,100.00,1.30,Trending,Regular
12,2022/03/14,Mon,India,Sausage McMuffin,107.00,1.39,Trending,Regular
13,2022/03/14,Mon,India,Egg & Cheese McMuffin,79.00,1.03,Trending,Regular
14,2022/03/14,Mon,India,Masala McEgg BOGO,53.00,0.69,Deals,Regular
15,2022/03/14,Mon,India,McVeggie + McAloo Tikki Burger,133.00,1.73,Deals,Regular
16,2022/03/14,Mon,India,Pizza Mc Puff + McSpicy Chicken,170.00,2.21,Deals,Regular
17,2022/03/14,Mon,India,McAloo Tikki + Veg Pizza McPuff + Coke,145.00,1.89,Deals,Regular
18,2022/03/14,Mon,India,Black Forest Mcflurry (M) BOGO,116.00,1.51,Deals,Regular
19,2022/03/14,Mon,India,2 Iced Coffee,198.00,2.58,Deals,Regular
20,2022/03/14,Mon,India,2 Cappuccino,198.00,2.58,Deals,Regular
21,2022/03/14,Mon,India,Cappuccino (S) + Iced Coffee (S),198.00,2.58,Deals,Regular
22,2022/03/14,Mon,India,McSaver McAloo Tikki Meal,189.00,2.46,Deals,Regular
23,2022/03/14,Mon,India,Piri Piri Spiced Chicken Burger + Fries (R),249.00,3.24,Deals,Regular
24,2022/03/14,Mon,India,Piri Piri Spiced Veg Burger + Fries (R),249.00,3.24,Deals,Regular
25,2022/03/14,Mon,India,McChicken + McSpicy Chicken Burger,282.00,3.67,Deals,Regular
26,2022/03/14,Mon,India,2 McAloo Tikki + 2 Fries (L),310.00,4.04,Deals,Regular
27,2022/03/14,Mon,India,McChicken + McVeggie + Fries (L) + 2 Veg Pizza McPuff + Coke,500.00,6.51,Deals,Regular
28,2022/03/14,Mon,India,2 McSpicy Chicken + McNuggets 20 Pcs + Fries (L) + Coke,870.00,11.33,Deals,Regular
29,2022/03/14,Mon,India,4 McAloo Tikki + 2 Fries (M) + 2 Coke,450.00,5.86,Deals,Regular
30,2022/03/14,Mon,India,2 McVeggie + 2 American Cheese Supreme Veg + 2 Fries (L),683.00,8.90,Deals,Regular
31,2022/03/14,Mon,India,Veg Maharaja Mac + Chicken Maharaja Mac + Fries (L) + 2 Veg Pizza McPuff + Coke,681.00,8.87,Deals,Regular
32,2022/03/14,Mon,India,2 McVeggie + 2 McAloo Tikki + 2 Fries (M) + 2 Strawberry Shakes,824.00,10.74,Deals,Regular
33,2022/03/14,Mon,India,Triple Cheese American Veg Burger,205.00,2.67,Gourmet Burgers,Regular
34,2022/03/14,Mon,India,McSpicy Premium Veg Burger,221.00,2.88,Gourmet Burgers,Regular
35,2022/03/14,Mon,India,Piri Piri Spiced Veg Burger,231.00,3.01,Gourmet Burgers,Regular
36,2022/03/14,Mon,India,Triple Cheese American Chicken Burger,231.00,3.01,Gourmet Burgers,Regular
37,2022/03/14,Mon,India,Cheese Lava American Veg Burger,241.00,3.14,Gourmet Burgers,Regular
38,2022/03/14,Mon,India,Piri Piri Spiced Chicken Burger,251.00,3.27,Gourmet Burgers,Regular
39,2022/03/14,Mon,India,Cheese Lava American Chicken Burger,261.00,3.40,Gourmet Burgers,Regular
40,2022/03/14,Mon,India,McSpicy Premium Chicken Burger,261.00,3.40,Gourmet Burgers,Regular
41,2022/03/14,Mon,India,Chunky Chipotle American Chicken Burger,268.00,3.49,Gourmet Burgers,Regular
42,2022/03/14,Mon,India,McSaver Triple Cheese American Veg Meal,320.00,4.17,Gourmet Burgers,Regular
43,2022/03/14,Mon,India,McSaver McSpicy Premium Veg Meal,320.00,4.17,Gourmet Burgers,Regular
44,2022/03/14,Mon,India,McSaver Triple Cheese American Chicken Meal,320.00,4.17,Gourmet Burgers,Regular
45,2022/03/14,Mon,India,McSaver Piri Piri Spiced Veg Burger Meal,320.00,4.17,Gourmet Burgers,Regular
46,2022/03/14,Mon,India,McSaver Cheese Lava American Veg Meal,320.00,4.17,Gourmet Burgers,Regular
47,2022/03/14,Mon,India,McSaver Piri Piri Spiced Chicken Burger Meal,320.00,4.17,Gourmet Burgers,Regular
48,2022/03/14,Mon,India,McSaver McSpicy Premium Chicken Meal,320.00,4.17,Gourmet Burgers,Regular
49,2022/03/14,Mon,India,McSaver Cheese Lava American Chicken Meal,320.00,4.17,Gourmet Burgers,Regular
50,2022/03/14,Mon,India,McSaver Chunky Chipotle American Chicken Meal,320.00,4.17,Gourmet Burgers,Regular
51,2022/03/14,Mon,India,Piri Piri Spiced Chicken Burger + Fries (R),249.00,3.24,Gourmet Burger Meal,Regular
52,2022/03/14,Mon,India,Piri Piri Spiced Veg Burger + Fries (R),249.00,3.24,Gourmet Burger Meal,Regular
53,2022/03/14,Mon,India,McSaver Triple Cheese American Veg Meal,320.00,4.17,Gourmet Burger Meal,Regular
54,2022/03/14,Mon,India,McSaver McSpicy Premium Veg Meal,320.00,4.17,Gourmet Burger Meal,Regular
55,2022/03/14,Mon,India,McSaver Piri Piri Spiced Veg Burger Meal,320.00,4.17,Gourmet Burger Meal,Regular
56,2022/03/14,Mon,India,McSaver Triple Cheese American Chicken Meal,320.00,4.17,Gourmet Burger Meal,Regular
57,2022/03/14,Mon,India,McSaver Cheese Lava American Veg Meal,320.00,4.17,Gourmet Burger Meal,Regular
58,2022/03/14,Mon,India,McSaver Piri Piri Spiced Chicken Burger Meal,320.00,4.17,Gourmet Burger Meal,Regular
59,2022/03/14,Mon,India,McSaver McSpicy Premium Chicken Meal,320.00,4.17,Gourmet Burger Meal,Regular
60,2022/03/14,Mon,India,McSaver Cheese Lava American Chicken Meal,320.00,4.17,Gourmet Burger Meal,Regular
61,2022/03/14,Mon,India,McSaver Chunky Chipotle American Chicken Meal,320.00,4.17,Gourmet Burger Meal,Regular
62,2022/03/14,Mon,India,2 Fries (R),105.00,1.37,McSavers,Regular
63,2022/03/14,Mon,India,2 Soft Serve Hot Fudge (M),156.00,2.03,McSavers,Regular
64,2022/03/14,Mon,India,2 McFlurry Oreo (S),156.00,2.03,McSavers,Regular
65,2022/03/14,Mon,India,2 McVeggie Burger,156.00,2.03,McSavers,Regular
66,2022/03/14,Mon,India,2 Coke,156.00,2.03,McSavers,Regular
67,2022/03/14,Mon,India,Masala McEgg BOGO,53.00,0.69,March Mania Combos,Regular
68,2022/03/14,Mon,India,2 Fries (R),105.00,1.37,March Mania Combos,Regular
69,2022/03/14,Mon,India,2 (6 Pc Nuggets) + Coke,257.00,3.35,March Mania Combos,Regular
70,2022/03/14,Mon,India,2 Soft Serve Hot Fudge (M),156.00,2.03,March Mania Combos,Regular
71,2022/03/14,Mon,India,2 McFlurry Oreo (S),156.00,2.03,March Mania Combos,Regular
72,2022/03/14,Mon,India,2 McVeggie Burger,156.00,2.03,March Mania Combos,Regular
73,2022/03/14,Mon,India,2 Coke,156.00,2.03,March Mania Combos,Regular
74,2022/03/14,Mon,India,Pizza Mc Puff + McSpicy Chicken,170.00,2.21,March Mania Combos,Regular
75,2022/03/14,Mon,India,Black Forest Mcflurry (M) BOGO,116.00,1.51,March Mania Combos,Regular
76,2022/03/14,Mon,India,2 Iced Coffee,198.00,2.58,March Mania Combos,Regular
77,2022/03/14,Mon,India,2 Cappuccino,198.00,2.58,March Mania Combos,Regular
78,2022/03/14,Mon,India,Cappuccino (S) + Iced Coffee (S),198.00,2.58,March Mania Combos,Regular
79,2022/03/14,Mon,India,2 McAloo Tikki + 2 Fries (L),310.00,4.04,March Mania Combos,Regular
80,2022/03/14,Mon,India,2 McSpicy Chicken + McNuggets 20 Pcs + Fries (L) + Coke,870.00,11.33,March Mania Combos,Regular
81,2022/03/14,Mon,India,2 American Cheese Supreme Veg + 2 Veg Pizza McPuff + 2 Fries (L) + Coke,667.00,8.69,March Mania Combos,Regular
82,2022/03/14,Mon,India,2 McVeggie + 2 American Cheese Supreme Veg + 2 Fries (L),683.00,8.90,March Mania Combos,Regular
83,2022/03/14,Mon,India,2 American Cheese Supreme Chicken + Chicken McNuggets 6 Pc + 2 Fries (L) + Coke,710.00,9.25,March Mania Combos,Regular
84,2022/03/14,Mon,India,Veg Maharaja Mac + Chicken Maharaja Mac + Fries (L) + 2 Veg Pizza McPuff + Coke,681.00,8.87,March Mania Combos,Regular
85,2022/03/14,Mon,India,2 American Cheese Supreme Chicken + 2 Fries (L) + 2 Chocolate Shakes,856.00,11.15,March Mania Combos,Regular
86,2022/03/14,Mon,India,2 McVeggie + 2 McAloo Tikki + 2 Fries (M) + 2 Strawberry Shakes,824.00,10.74,March Mania Combos,Regular
87,2022/03/14,Mon,India,2 McSpicy Chicken + 2 Fries (L) + 2 Chocolate Shakes,908.00,11.83,March Mania Combos,Regular
88,2022/03/14,Mon,India,2 American Cheese Supreme Chicken + McChicken + Chicken Maharaja Mac + 3 Fries (L),929.00,12.10,March Mania Combos,Regular
89,2022/03/14,Mon,India,Filet-O-Fish Burger,153.00,1.99,Recommended,Regular
90,2022/03/14,Mon,India,McSpicy Chicken Burger,173.00,2.25,Recommended,Regular
91,2022/03/14,Mon,India,American Mud Pie,184.00,2.40,Recommended,Regular
92,2022/03/14,Mon,India,McSaver American Cheese Supreme - Veg Meal,257.00,3.35,Recommended,Regular
93,2022/03/14,Mon,India,McSaver American Cheese Supreme - Chicken Meal,275.00,3.58,Recommended,Regular
94,2022/03/14,Mon,India,McSaver Big Spicy Chicken Wrap Meal,356.00,4.64,Recommended,Regular
95,2022/03/14,Mon,India,McSpicy Chicken + American Cheese Supreme + McChicken + Chicken Maharaja + 3 Fries (L),982.00,12.79,Recommended,Regular
96,2022/03/14,Mon,India,Hashbrown,42.00,0.55,McBreakfast,Breakfast
97,2022/03/14,Mon,India,Double Cheese McMuffin,75.00,0.98,McBreakfast,Breakfast
98,2022/03/14,Mon,India,Egg & Cheese McMuffin,79.00,1.03,McBreakfast,Breakfast
99,2022/03/14,Mon,India,Spicy Egg McMuffin,89.00,1.16,McBreakfast,Breakfast
100,2022/03/14,Mon,India,Veg McMuffin,100.00,1.30,McBreakfast,Breakfast
101,2022/03/14,Mon,India,Sausage McMuffin,107.00,1.39,McBreakfast,Breakfast
102,2022/03/14,Mon,India,Hot Cakes With Maple Syrup,116.00,1.51,McBreakfast,Breakfast
103,2022/03/14,Mon,India,Sausage & Egg McMuffin,122.00,1.59,McBreakfast,Breakfast
104,2022/03/14,Mon,India,2 McAloo Tikki + 2 Fries (L),310.00,4.04,Stay Home Combos,Regular
105,2022/03/14,Mon,India,McChicken + McVeggie + Fries (L) + 2 Veg Pizza McPuff + Coke,500.00,6.51,Stay Home Combos,Regular
106,2022/03/14,Mon,India,2 McSpicy Chicken + McNuggets 20 Pcs + Fries (L) + Coke,870.00,11.33,Stay Home Combos,Regular
107,2022/03/14,Mon,India,4 McAloo Tikki + 2 Fries (M) + 2 Coke,450.00,5.86,Stay Home Combos,Regular
108,2022/03/14,Mon,India,McSpicy Paneer + McSpicy Chicken + 2 Fries (L) + Coke,641.00,8.35,Stay Home Combos,Regular
109,2022/03/14,Mon,India,2 American Cheese Supreme Veg + 2 Veg Pizza McPuff + 2 Fries (L) + Coke,667.00,8.69,Stay Home Combos,Regular
110,2022/03/14,Mon,India,2 McAloo Tikki + 2 American Veg + 2 Fries (M) + 2 Coke,681.00,8.87,Stay Home Combos,Regular
111,2022/03/14,Mon,India,2 McVeggie + 2 American Cheese Supreme Veg + 2 Fries (L),683.00,8.90,Stay Home Combos,Regular
112,2022/03/14,Mon,India,2 American Cheese Supreme Chicken + Chicken McNuggets 6 Pc + 2 Fries (L) + Coke,710.00,9.25,Stay Home Combos,Regular
113,2022/03/14,Mon,India,Veg Maharaja Mac + Chicken Maharaja Mac + Fries (L) + 2 Veg Pizza McPuff + Coke,681.00,8.87,Stay Home Combos,Regular
114,2022/03/14,Mon,India,2 American Cheese Supreme Chicken + 2 Fries (L) + 2 Chocolate Shakes,856.00,11.15,Stay Home Combos,Regular
115,2022/03/14,Mon,India,2 McVeggie + 2 McAloo Tikki + 2 Fries (M) + 2 Strawberry Shakes,824.00,10.74,Stay Home Combos,Regular
116,2022/03/14,Mon,India,2 McVeggie + 2 McAloo Tikki + 2 Fries (M) + 2 Chocolate Shakes,824.00,10.74,Stay Home Combos,Regular
