,Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category,Menu
1,2022/05/18,Wed,India,Triple Cheese American Veg Burger,215.00,2.78,New Launches,Regular
2,2022/05/18,Wed,India,McSpicy Premium Veg Burger,231.00,2.99,New Launches,Regular
3,2022/05/18,Wed,India,Triple Cheese American Chicken Burger,241.00,3.11,New Launches,Regular
4,2022/05/18,Wed,India,McSpicy Premium Chicken Burger,249.00,3.22,New Launches,Regular
5,2022/05/18,Wed,India,McAloo Tikki Burger,55.00,0.71,Trending,Regular
6,2022/05/18,Wed,India,McSpicy Chicken Burger,181.00,2.34,Trending,Regular
7,2022/05/18,Wed,India,McVeggie Burger,125.00,1.62,Trending,Regular
8,2022/05/18,Wed,India,McChicken Burger,131.00,1.69,Trending,Regular
9,2022/05/18,Wed,India,Big Spicy Chicken Wrap,215.00,2.78,Trending,Regular
10,2022/05/18,Wed,India,Filet-O-Fish Burger,170.00,2.20,Trending,Regular
11,2022/05/18,Wed,India,McVeggie Burger + McAloo Tikki Burger,125.00,1.62,Deals,Regular
12,2022/05/18,Wed,India,Pizza Mc Puff + McSpicy Chicken Burger,161.00,2.08,Deals,Regular
13,2022/05/18,Wed,India,2 Iced Coffee,189.00,2.44,Deals,Regular
14,2022/05/18,Wed,India,2 Cappuccino,189.00,2.44,Deals,Regular
15,2022/05/18,Wed,India,McAloo Tikki Burger + Veg Pizza McPuff + Coke,139.00,1.80,Deals,Regular
16,2022/05/18,Wed,India,Black Forest Mcflurry (M) BOGO,105.00,1.36,Deals,Regular
17,2022/05/18,Wed,India,Cappuccino (S) + Iced Coffee (S),225.00,2.91,Deals,Regular
18,2022/05/18,Wed,India,McSaver McAloo Tikki Burger Meal,205.00,2.65,Deals,Regular
19,2022/05/18,Wed,India,McChicken Burger + McSpicy Chicken Burger,269.00,3.48,Deals,Regular
20,2022/05/18,Wed,India,2 McAloo Tikki Burger + 2 Fries (L),295.00,3.81,Deals,Regular
21,2022/05/18,Wed,India,McChicken Burger + McVeggie Burger + Fries (L) + 2 Veg Pizza McPuff + Coke,475.00,6.14,Deals,Regular
22,2022/05/18,Wed,India,2 McSpicy Chicken Burger + McNuggets 20 Pcs + Fries (L) + Coke,815.00,10.53,Deals,Regular
23,2022/05/18,Wed,India,4 McAloo Tikki Burger + 2 Fries (M) + 2 Coke,429.00,5.54,Deals,Regular
24,2022/05/18,Wed,India,Veg Maharaja Mac + Chicken Maharaja Mac + Fries (L) + 2 Veg Pizza McPuff + Coke,649.00,8.39,Deals,Regular
25,2022/05/18,Wed,India,2 McVeggie Burger + 2 American Cheese Supreme Veg Burger + 2 Fries (L),650.00,8.40,Deals,Regular
26,2022/05/18,Wed,India,2 McVeggie Burger + 2 McAloo Tikki Burger + 2 Fries (M) + 2 Strawberry Shakes,1105.00,14.28,Deals,Regular
27,2022/05/18,Wed,India,Hashbrown,49.00,0.63,McBreakfast,Breakfast
28,2022/05/18,Wed,India,Double Cheese McMuffin,90.00,1.16,McBreakfast,Breakfast
29,2022/05/18,Wed,India,Egg & Cheese McMuffin,91.00,1.18,McBreakfast,Breakfast
30,2022/05/18,Wed,India,Spicy Egg McMuffin,99.00,1.28,McBreakfast,Breakfast
31,2022/05/18,Wed,India,Veg McMuffin,109.00,1.41,McBreakfast,Breakfast
32,2022/05/18,Wed,India,Sausage McMuffin,119.00,1.54,McBreakfast,Breakfast
33,2022/05/18,Wed,India,Hot Cakes With Maple Syrup,135.00,1.74,McBreakfast,Breakfast
