,Date,Day,Territory,Menu Item,Price (PKR),Price (USD),Category,Menu
1,2024/10/16,Wed,Pakistan,Spicy Chicken Burger,315.00,1.13,Happy Menu,Regular
2,2024/10/16,Wed,Pakistan,Hot n Crispy Burger,358.00,1.29,Happy Menu,Regular
3,2024/10/16,Wed,Pakistan,Beef Burger,401.00,1.44,Happy Menu,Regular
4,2024/10/16,Wed,Pakistan,Beef Cheese Burger,461.00,1.66,Happy Menu,Regular
5,2024/10/16,Wed,Pakistan,Chicken Tenders 3 pcs,375.00,1.35,Happy Menu,Regular
6,2024/10/16,Wed,Pakistan,Chicken Tenders 5 pcs,595.00,2.14,Happy Menu,Regular
7,2024/10/16,Wed,Pakistan,Mini McArabia,358.00,1.29,Happy Menu,Regular
8,2024/10/16,Wed,Pakistan,Shakespresso 16 OZ,530.00,1.91,★What's New★,Breakfast
9,2024/10/16,Wed,Pakistan,McFlurry Lotus,634.00,2.28,★What's New★,Breakfast
10,2024/10/16,Wed,Pakistan,Chicken Mac & Drink,595.00,2.14,★What's New★,Regular
11,2024/10/16,Wed,Pakistan,Shakespresso 16 OZ,530.00,1.91,★What's New★,Regular
12,2024/10/16,Wed,Pakistan,Spicy McCrispy,595.00,2.14,Chicken & Fish,Regular
13,2024/10/16,Wed,Pakistan,Chicken Mac,638.00,2.30,Chicken & Fish,Regular
14,2024/10/16,Wed,Pakistan,McChicken ,509.00,1.83,Chicken & Fish,Regular
15,2024/10/16,Wed,Pakistan,Grand Chicken Spicy,940.00,3.39,Chicken & Fish,Regular
16,2024/10/16,Wed,Pakistan,McArabia,638.00,2.30,Chicken & Fish,Regular
17,2024/10/16,Wed,Pakistan,Chicken McNuggets 6 pcs,552.00,1.99,Chicken & Fish,Regular
18,2024/10/16,Wed,Pakistan,Chicken McNuggets 9 pcs,810.00,2.92,Chicken & Fish,Regular
19,2024/10/16,Wed,Pakistan,Chicken McNuggets 20 pcs,1500.00,5.40,Chicken & Fish,Regular
20,2024/10/16,Wed,Pakistan,Filet-O-Fish ,707.00,2.55,Chicken & Fish,Regular
21,2024/10/16,Wed,Pakistan,CHIPOTLE - Chicken Tenders Wrap,375.00,1.35,Chicken & Fish,Regular
22,2024/10/16,Wed,Pakistan,BBQ - Chicken Tenders Wrap,375.00,1.35,Chicken & Fish,Regular
23,2024/10/16,Wed,Pakistan,GARLIC MAYO - Chicken Tenders Wrap,375.00,1.35,Chicken & Fish,Regular
24,2024/10/16,Wed,Pakistan,Big Mac,940.00,3.39,Beef,Regular
25,2024/10/16,Wed,Pakistan,Quarter Pounder,940.00,3.39,Beef,Regular
26,2024/10/16,Wed,Pakistan,McRoyale ,940.00,3.39,Beef,Regular
27,2024/10/16,Wed,Pakistan,Double Cheese Burger,810.00,2.92,Beef,Regular
28,2024/10/16,Wed,Pakistan,Spicy McCrispy Double,922.00,3.32,Double Patty Burgers,Regular
29,2024/10/16,Wed,Pakistan,Hot n Crispy Double,543.00,1.96,Double Patty Burgers,Regular
30,2024/10/16,Wed,Pakistan,McChicken Double,741.00,2.67,Double Patty Burgers,Regular
31,2024/10/16,Wed,Pakistan,Quarter Pounder Double,1371.00,4.94,Double Patty Burgers,Regular
32,2024/10/16,Wed,Pakistan,Filet-O-Fish Double,1052.00,3.79,Double Patty Burgers,Regular
33,2024/10/16,Wed,Pakistan,1pc Crispy Chicken,509.00,1.83,Crispy Chicken,Regular
34,2024/10/16,Wed,Pakistan,1pc Crispy Chicken - Spicy,509.00,1.83,Crispy Chicken,Regular
35,2024/10/16,Wed,Pakistan,2pcs Crispy Chicken with Fries & Drink,1052.00,3.79,Crispy Chicken,Regular
