,Date,Day,Territory,Menu Item,Price (VND),Price (USD),Category,Menu
1,2022/11/30,Wed,Vietnam,1 pc Fried Chicken,38000.00,1.53,Promotions & Combos,Regular
2,2022/11/30,Wed,Vietnam,Garlic Fish Sauce Fried Chicken Rice,59000.00,2.37,Promotions & Combos,Regular
3,2022/11/30,Wed,Vietnam,Shake Shake Salad,37000.00,1.49,Promotions & Combos,Regular
4,2022/11/30,Wed,Vietnam,1 pc Fried Chicken,38000.00,1.53,Promotions & Combos,Breakfast
5,2022/11/30,Wed,Vietnam,Garlic Fish Sauce Fried Chicken Rice,59000.00,2.37,Promotions & Combos,Breakfast
6,2022/11/30,Wed,Vietnam,Shake Shake Salad,37000.00,1.49,Promotions & Combos,Breakfast
7,2022/11/30,Wed,Vietnam,Fried Chicken Happy Meal,79000.00,3.17,Happy Meals,Regular
8,2022/11/30,Wed,Vietnam,4pcs Chicken McNuggets Happy Meal,79000.00,3.17,Happy Meals,Regular
9,2022/11/30,Wed,Vietnam,Cheeseburger Happy Meal,79000.00,3.17,Happy Meals,Regular
10,2022/11/30,Wed,Vietnam,Chicken Burger Happy Meal,79000.00,3.17,Happy Meals,Regular
11,2022/11/30,Wed,Vietnam,Sausage Burger Happy Meal,79000.00,3.17,Happy Meals,Regular
12,2022/11/30,Wed,Vietnam,Hot Latte,43000.00,1.73,Monday - Buy 1 Get 1 Cafe,Regular
13,2022/11/30,Wed,Vietnam,Iced Latte,53000.00,2.13,Monday - Buy 1 Get 1 Cafe,Regular
14,2022/11/30,Wed,Vietnam,Iced Americano,48000.00,1.93,Monday - Buy 1 Get 1 Cafe,Regular
15,2022/11/30,Wed,Vietnam,Iced Vietnamese Black,33000.00,1.33,Monday - Buy 1 Get 1 Cafe,Regular
16,2022/11/30,Wed,Vietnam,Iced Vietnamese White Coffee,33000.00,1.33,Monday - Buy 1 Get 1 Cafe,Regular
17,2022/11/30,Wed,Vietnam,1 pc Fried Chicken,38000.00,1.53,Tuesday - Buy 1 Get 1 Chicken,Regular
18,2022/11/30,Wed,Vietnam,Cheeseburger Happy Meal,79000.00,3.17,Wednesday - Get 1 More Toy/Book,Regular
19,2022/11/30,Wed,Vietnam,Sausage Burger Happy Meal,79000.00,3.17,Wednesday - Get 1 More Toy/Book,Regular
20,2022/11/30,Wed,Vietnam,4pcs Chicken McNuggets Happy Meal,79000.00,3.17,Wednesday - Get 1 More Toy/Book,Regular
21,2022/11/30,Wed,Vietnam,Chicken Burger Happy Meal,79000.00,3.17,Wednesday - Get 1 More Toy/Book,Regular
22,2022/11/30,Wed,Vietnam,Fried Chicken Happy Meal,79000.00,3.17,Wednesday - Get 1 More Toy/Book,Regular
23,2022/11/30,Wed,Vietnam,Double Cheeseburger,89000.00,3.57,Thursday - Buy 1 Get 1 Burger,Regular
24,2022/11/30,Wed,Vietnam,Cheeseburger Deluxe,79000.00,3.17,Thursday - Buy 1 Get 1 Burger,Regular
25,2022/11/30,Wed,Vietnam,McRoyal w. Cheese,102000.00,4.10,Thursday - Buy 1 Get 1 Burger,Regular
26,2022/11/30,Wed,Vietnam,Big Mac,103000.00,4.14,Thursday - Buy 1 Get 1 Burger,Regular
27,2022/11/30,Wed,Vietnam,McRoyal Deluxe,109000.00,4.38,Thursday - Buy 1 Get 1 Burger,Regular
28,2022/11/30,Wed,Vietnam,McSpicy Deluxe,109000.00,4.38,Thursday - Buy 1 Get 1 Burger,Regular
29,2022/11/30,Wed,Vietnam,McChicken Deluxe,97000.00,3.90,Thursday - Buy 1 Get 1 Burger,Regular
30,2022/11/30,Wed,Vietnam,Filet - O - Fish,79000.00,3.17,Thursday - Buy 1 Get 1 Burger,Regular
31,2022/11/30,Wed,Vietnam,Triple Cheeseburger,113000.00,4.54,Thursday - Buy 1 Get 1 Burger,Regular
