,Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category
1,2025/04/05,Sat,India,Minecraft Movie Meal - 9 Pc Chicken Nuggets,349.00,4.08,Korean Range & New Offerings
2,2025/04/05,Sat,India,Minecraft Movie Meal - Pizza McPuff,259.00,3.03,Korean Range & New Offerings
3,2025/04/05,Sat,India,Korean Mc Spicy Premium Paneer Burger Combo (M),430.00,5.03,Korean Range & New Offerings
4,2025/04/05,Sat,India,Korean Mc Spicy Premium Chicken Burger Combo (M),440.00,5.15,Korean Range & New Offerings
5,2025/04/05,Sat,India,Korean Mc Spicy Paneer Burger Combo (M),362.00,4.24,Korean Range & New Offerings
6,2025/04/05,Sat,India,Korean Mc Spicy Chicken Burger Combo (M),372.00,4.35,Korean Range & New Offerings
7,2025/04/05,Sat,India,Korean Mc Egg Burger Combo (M),240.00,2.81,Korean Range & New Offerings
8,2025/04/05,Sat,India,Korean Chicken Surprise Burger Combo (M),253.00,2.96,Korean Range & New Offerings
9,2025/04/05,Sat,India,Korean Mc Aloo Tikki Burger Combo (M),220.00,2.57,Korean Range & New Offerings
10,2025/04/05,Sat,India,Korean Mc Spicy Premium Paneer Burger,313.00,3.66,Korean Range & New Offerings
11,2025/04/05,Sat,India,Korean Mc Spicy Premium Chicken Burger,313.00,3.66,Korean Range & New Offerings
12,2025/04/05,Sat,India,Korean Mc Spicy Paneer Burger,235.00,2.75,Korean Range & New Offerings
13,2025/04/05,Sat,India,Korean Mc Spicy Chicken Burger,244.00,2.85,Korean Range & New Offerings
14,2025/04/05,Sat,India,Korean Mc Egg Burger,87.00,1.02,Korean Range & New Offerings
15,2025/04/05,Sat,India,Korean Chicken Surprise Burger,91.00,1.06,Korean Range & New Offerings
16,2025/04/05,Sat,India,Korean Yuzu-Pop Sprite,105.00,1.23,Korean Range & New Offerings
17,2025/04/05,Sat,India,Mc Crispy Chicken Burger + McChicken Burger + Fries (M),430.00,5.03,Korean Range & New Offerings
18,2025/04/05,Sat,India,Korean Mc Aloo Tikki Burger,90.00,1.05,Korean Range & New Offerings
19,2025/04/05,Sat,India,Crispy Veggie Burger + McVeggie Burger + Fries (M),425.00,4.97,Korean Range & New Offerings
20,2025/04/05,Sat,India,Crispy Veggie Burger,200.00,2.34,Korean Range & New Offerings
21,2025/04/05,Sat,India,Mc Crispy Chicken Burger,224.00,2.62,Korean Range & New Offerings
22,2025/04/05,Sat,India,Crispy Veggie Burger Meal (M),327.00,3.83,Korean Range & New Offerings
23,2025/04/05,Sat,India,Mc Crispy Chicken Burger Meal (M),367.00,4.29,Korean Range & New Offerings
24,2025/04/05,Sat,India,McSaver Korean Mc Aloo Tikki Burger,119.00,1.39,Korean Range & New Offerings
25,2025/04/05,Sat,India,McSaver Korean Chicken Surprise Burger,119.00,1.39,Korean Range & New Offerings
26,2025/04/05,Sat,India,McSaver Korean Mc Egg Burger,119.00,1.39,Korean Range & New Offerings
27,2025/04/05,Sat,India,Mc Crispy Chicken Burger + McChicken Burger + Fries (M),430.00,5.03,Group Sharing Combos
28,2025/04/05,Sat,India,Crispy Veggie Burger + McVeggie Burger + Fries (M),425.00,4.97,Group Sharing Combos
29,2025/04/05,Sat,India,2 Crispy Veggie Burger + 2 Fries (M) + Veg Pizza McPuff,605.00,7.08,Group Sharing Combos
30,2025/04/05,Sat,India,2 Mc Crispy Chicken Burger + 2 Fries (M) + Veg Pizza McPuff,685.00,8.01,Group Sharing Combos
