,Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category,Menu
1,2022/07/13,Wed,India,Triple Cheese American Veg Burger,215.00,2.71,New Launches,Regular
2,2022/07/13,Wed,India,McSpicy Premium Veg Burger,231.00,2.91,New Launches,Regular
3,2022/07/13,Wed,India,Triple Cheese American Chicken Burger,241.00,3.03,New Launches,Regular
4,2022/07/13,Wed,India,McSpicy Premium Chicken Burger,249.00,3.13,New Launches,Regular
5,2022/07/13,Wed,India,McAloo Tikki Burger,55.00,0.69,Trending,Regular
6,2022/07/13,Wed,India,McSpicy Chicken Burger,181.00,2.28,Trending,Regular
7,2022/07/13,Wed,India,McChicken Burger,131.00,1.65,Trending,Regular
8,2022/07/13,Wed,India,McVeggie Burger,125.00,1.57,Trending,Regular
9,2022/07/13,Wed,India,Big Spicy Chicken Wrap,215.00,2.71,Trending,Regular
10,2022/07/13,Wed,India,Filet-O-Fish Burger,170.00,2.14,Trending,Regular
11,2022/07/13,Wed,India,Sausage & Egg McMuffin,139.00,1.75,Trending,Regular
12,2022/07/13,Wed,India,Sausage McMuffin,119.00,1.50,Trending,Regular
13,2022/07/13,Wed,India,Veg McMuffin,109.00,1.37,Trending,Regular
14,2022/07/13,Wed,India,Egg & Cheese McMuffin,91.00,1.15,Trending,Regular
15,2022/07/13,Wed,India,McVeggie Burger + McAloo Tikki Burger,125.00,1.57,Deals,Regular
16,2022/07/13,Wed,India,Pizza Mc Puff + McSpicy Chicken Burger,161.00,2.03,Deals,Regular
17,2022/07/13,Wed,India,2 Iced Coffee,189.00,2.38,Deals,Regular
18,2022/07/13,Wed,India,2 Cappuccino,189.00,2.38,Deals,Regular
19,2022/07/13,Wed,India,McAloo Tikki Burger + Veg Pizza McPuff + Coke,139.00,1.75,Deals,Regular
20,2022/07/13,Wed,India,Black Forest Mcflurry (M) BOGO,105.00,1.32,Deals,Regular
21,2022/07/13,Wed,India,Cappuccino (S) + Iced Coffee (S),225.00,2.83,Deals,Regular
22,2022/07/13,Wed,India,McSaver McAloo Tikki Burger Meal,205.00,2.58,Deals,Regular
23,2022/07/13,Wed,India,McChicken Burger + McSpicy Chicken Burger,269.00,3.38,Deals,Regular
24,2022/07/13,Wed,India,2 McAloo Tikki Burger + 2 Fries (L),295.00,3.71,Deals,Regular
25,2022/07/13,Wed,India,McChicken Burger + McVeggie Burger + Fries (L) + 2 Veg Pizza McPuff + Coke,475.00,5.98,Deals,Regular
26,2022/07/13,Wed,India,2 McSpicy Chicken Burger + McNuggets 20 Pcs + Fries (L) + Coke,815.00,10.26,Deals,Regular
27,2022/07/13,Wed,India,4 McAloo Tikki Burger + 2 Fries (M) + 2 Coke,429.00,5.40,Deals,Regular
28,2022/07/13,Wed,India,Veg Maharaja Mac + Chicken Maharaja Mac + Fries (L) + 2 Veg Pizza McPuff + Coke,649.00,8.17,Deals,Regular
29,2022/07/13,Wed,India,2 McVeggie Burger + 2 American Cheese Supreme Veg Burger + 2 Fries (L),650.00,8.18,Deals,Regular
30,2022/07/13,Wed,India,2 McVeggie Burger + 2 McAloo Tikki Burger + 2 Fries (M) + 2 Strawberry Shakes,1105.00,13.90,Deals,Regular
31,2022/07/13,Wed,India,Hashbrown,49.00,0.62,McBreakfast,Breakfast
32,2022/07/13,Wed,India,Double Cheese McMuffin,90.00,1.13,McBreakfast,Breakfast
33,2022/07/13,Wed,India,Egg & Cheese McMuffin,91.00,1.15,McBreakfast,Breakfast
34,2022/07/13,Wed,India,Spicy Egg McMuffin,99.00,1.25,McBreakfast,Breakfast
35,2022/07/13,Wed,India,Veg McMuffin,109.00,1.37,McBreakfast,Breakfast
36,2022/07/13,Wed,India,Sausage McMuffin,119.00,1.50,McBreakfast,Breakfast
37,2022/07/13,Wed,India,Hot Cakes With Maple Syrup,135.00,1.70,McBreakfast,Breakfast
38,2022/07/13,Wed,India,Sausage & Egg McMuffin,139.00,1.75,McBreakfast,Breakfast
39,2022/07/13,Wed,India,Veg McMuffin 2 Pc Meal,375.00,4.72,McBreakfast,Breakfast
40,2022/07/13,Wed,India,Sausage McMuffin 2 pc Meal,385.00,4.84,McBreakfast,Breakfast
41,2022/07/13,Wed,India,Hot Cake 2 Pc Meal,390.00,4.91,McBreakfast,Breakfast
42,2022/07/13,Wed,India,Double Cheese McMuffin 3 Pc Meal with Cappuccino (S),355.00,4.47,McBreakfast,Breakfast
43,2022/07/13,Wed,India,Sausage & Egg McMuffin 2 pc Meal,395.00,4.97,McBreakfast,Breakfast
44,2022/07/13,Wed,India,Egg & Cheese McMuffin 3 Pc Meal,375.00,4.72,McBreakfast,Breakfast
45,2022/07/13,Wed,India,Spicy Egg McMuffin 3 Pc Meal with Cappuccino (S),365.00,4.59,McBreakfast,Breakfast
46,2022/07/13,Wed,India,Veg McMuffin 3 Pc Meal,395.00,4.97,McBreakfast,Breakfast
47,2022/07/13,Wed,India,Sausage McMuffin 3 Pc Meal,405.00,5.10,McBreakfast,Breakfast
48,2022/07/13,Wed,India,Hot Cake 3 Pc Meal,405.00,5.10,McBreakfast,Breakfast
49,2022/07/13,Wed,India,Sausage with Egg McMuffin 3 Pc Meal,415.00,5.22,McBreakfast,Breakfast
50,2022/07/13,Wed,India,McAloo Tikki Burger,55.00,0.69,Burgers & Wraps,Regular
51,2022/07/13,Wed,India,Masala McEgg Burger,61.00,0.77,Burgers & Wraps,Regular
52,2022/07/13,Wed,India,Mexican McAloo Tikki Burger,65.00,0.82,Burgers & Wraps,Regular
53,2022/07/13,Wed,India,Chicken Kebab Burger,100.00,1.26,Burgers & Wraps,Regular
54,2022/07/13,Wed,India,McVeggie Burger,125.00,1.57,Burgers & Wraps,Regular
55,2022/07/13,Wed,India,McChicken Burger,131.00,1.65,Burgers & Wraps,Regular
56,2022/07/13,Wed,India,American Cheese Supreme - Veg Burger,139.00,1.75,Burgers & Wraps,Regular
57,2022/07/13,Wed,India,American Cheese Supreme - Chicken Burger,155.00,1.95,Burgers & Wraps,Regular
58,2022/07/13,Wed,India,Filet-O-Fish Burger,170.00,2.14,Burgers & Wraps,Regular
59,2022/07/13,Wed,India,McSpicy Chicken Burger,181.00,2.28,Burgers & Wraps,Regular
60,2022/07/13,Wed,India,McSpicy Paneer Burger,181.00,2.28,Burgers & Wraps,Regular
61,2022/07/13,Wed,India,Big Spicy Paneer Wrap,205.00,2.58,Burgers & Wraps,Regular
62,2022/07/13,Wed,India,Veg Maharaja Mac,215.00,2.71,Burgers & Wraps,Regular
63,2022/07/13,Wed,India,Big Spicy Chicken Wrap,215.00,2.71,Burgers & Wraps,Regular
64,2022/07/13,Wed,India,Chicken Maharaja Mac,225.00,2.83,Burgers & Wraps,Regular
65,2022/07/13,Wed,India,Triple Cheese American Veg Burger,215.00,2.71,Gourmet Burger and Meals,Regular
66,2022/07/13,Wed,India,McSpicy Premium Veg Burger,231.00,2.91,Gourmet Burger and Meals,Regular
67,2022/07/13,Wed,India,Triple Cheese American Chicken Burger,241.00,3.03,Gourmet Burger and Meals,Regular
68,2022/07/13,Wed,India,McSpicy Premium Chicken Burger,249.00,3.13,Gourmet Burger and Meals,Regular
69,2022/07/13,Wed,India,Cheese Lava American Veg Burger,249.00,3.13,Gourmet Burger and Meals,Regular
70,2022/07/13,Wed,India,Cheese Lava American Chicken Burger,275.00,3.46,Gourmet Burger and Meals,Regular
71,2022/07/13,Wed,India,McSaver Triple Cheese American Veg Burger Meal,351.00,4.42,Gourmet Burger and Meals,Regular
72,2022/07/13,Wed,India,McSaver McSpicy Premium Veg Burger Meal,351.00,4.42,Gourmet Burger and Meals,Regular
73,2022/07/13,Wed,India,McSaver Triple Cheese American Chicken Burger Meal,351.00,4.42,Gourmet Burger and Meals,Regular
74,2022/07/13,Wed,India,McSaver McSpicy Premium Chicken Burger Meal,351.00,4.42,Gourmet Burger and Meals,Regular
75,2022/07/13,Wed,India,McSaver Cheese Lava American Veg Burger Meal,351.00,4.42,Gourmet Burger and Meals,Regular
76,2022/07/13,Wed,India,McSaver Cheese Lava American Chicken Burger Meal,351.00,4.42,Gourmet Burger and Meals,Regular
77,2022/07/13,Wed,India,McSaver Chicken McNuggets 6 Pcs Meal,321.00,4.04,EZ Delivery Meals,Regular
78,2022/07/13,Wed,India,McSaver Chicken McNuggets 9 Pcs Meal,351.00,4.42,EZ Delivery Meals,Regular
79,2022/07/13,Wed,India,McSaver McAloo Tikki Burger Meal,205.00,2.58,EZ Delivery Meals,Regular
80,2022/07/13,Wed,India,McSaver Masala McEgg Meal,215.00,2.71,EZ Delivery Meals,Regular
81,2022/07/13,Wed,India,McSaver Mexican McAloo Tikki Burger Meal,205.00,2.58,EZ Delivery Meals,Regular
82,2022/07/13,Wed,India,McSaver Chicken Kebab Burger Meal,249.00,3.13,EZ Delivery Meals,Regular
83,2022/07/13,Wed,India,McSaver McVeggie Burger Meal,275.00,3.46,EZ Delivery Meals,Regular
84,2022/07/13,Wed,India,McSaver McChicken Burger Meal,295.00,3.71,EZ Delivery Meals,Regular
85,2022/07/13,Wed,India,McSaver American Cheese Supreme - Veg Burger Meal,269.00,3.38,EZ Delivery Meals,Regular
86,2022/07/13,Wed,India,McSaver American Cheese Supreme - Chicken Burger Meal,289.00,3.64,EZ Delivery Meals,Regular
87,2022/07/13,Wed,India,McSaver Filet-O-Fish Burger Meal,335.00,4.22,EZ Delivery Meals,Regular
88,2022/07/13,Wed,India,McSaver McSpicy Chicken Burger Meal,249.00,3.13,EZ Delivery Meals,Regular
89,2022/07/13,Wed,India,McSaver McSpicy Paneer Burger Meal,249.00,3.13,EZ Delivery Meals,Regular
90,2022/07/13,Wed,India,McSaver Big Spicy Paneer Wrap Meal,375.00,4.72,EZ Delivery Meals,Regular
91,2022/07/13,Wed,India,McSaver Big Spicy Chicken Wrap Meal,385.00,4.84,EZ Delivery Meals,Regular
92,2022/07/13,Wed,India,McSaver Triple Cheese American Veg Burger Meal,351.00,4.42,EZ Delivery Meals,Regular
93,2022/07/13,Wed,India,McSaver Veg Maharaja Mac Meal,375.00,4.72,EZ Delivery Meals,Regular
94,2022/07/13,Wed,India,McSaver Chicken Maharaja Mac Meal,385.00,4.84,EZ Delivery Meals,Regular
95,2022/07/13,Wed,India,McSaver McSpicy Premium Veg Burger Meal,351.00,4.42,EZ Delivery Meals,Regular
96,2022/07/13,Wed,India,McSaver Triple Cheese American Chicken Burger Meal,351.00,4.42,EZ Delivery Meals,Regular
97,2022/07/13,Wed,India,McSaver Cheese Lava American Veg Burger Meal,351.00,4.42,EZ Delivery Meals,Regular
98,2022/07/13,Wed,India,McSaver McSpicy Premium Chicken Burger Meal,351.00,4.42,EZ Delivery Meals,Regular
99,2022/07/13,Wed,India,McSaver Cheese Lava American Chicken Burger Meal,351.00,4.42,EZ Delivery Meals,Regular
100,2022/07/13,Wed,India,2 Fries (R),100.00,1.26,McSaver Snacks,Regular
101,2022/07/13,Wed,India,2 Soft Serve Hot Fudge (M),149.00,1.87,McSaver Snacks,Regular
102,2022/07/13,Wed,India,2 McFlurry Oreo (S),149.00,1.87,McSaver Snacks,Regular
103,2022/07/13,Wed,India,2 McVeggie Burger,149.00,1.87,McSaver Snacks,Regular
104,2022/07/13,Wed,India,2 Coke,149.00,1.87,McSaver Snacks,Regular
105,2022/07/13,Wed,India,Strawberry Green Tea (S),145.00,1.82,Coffee and Tea,Regular
106,2022/07/13,Wed,India,English Breakfast,151.00,1.90,Coffee and Tea,Regular
107,2022/07/13,Wed,India,McCafe Americano (S),159.00,2.00,Coffee and Tea,Regular
108,2022/07/13,Wed,India,Cappuccino (S),161.00,2.03,Coffee and Tea,Regular
109,2022/07/13,Wed,India,Latte (S),161.00,2.03,Coffee and Tea,Regular
110,2022/07/13,Wed,India,Flat White,165.00,2.08,Coffee and Tea,Regular
111,2022/07/13,Wed,India,Mccafe Iced Americano,169.00,2.13,Coffee and Tea,Regular
