,Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category,Menu
1,2022/11/15,Tue,India,McCheese Burger Veg,249.00,3.07,New Launches,Regular
2,2022/11/15,Tue,India,McCheese Burger Chicken,260.00,3.21,New Launches,Regular
3,2022/11/15,Tue,India,McSaver McCheese Burger Veg Meal,361.00,4.46,New Launches,Regular
4,2022/11/15,Tue,India,McSaver McCheese Burger Chicken Meal,361.00,4.46,New Launches,Regular
5,2022/11/15,Tue,India,2 Fries (R) + Cheesy Dip,110.00,1.36,New Launches,Regular
6,2022/11/15,Tue,India,Triple Cheese  Veg Burger,215.00,2.65,New Launches,Regular
7,2022/11/15,Tue,India,Triple Cheese Chicken Burger,229.00,2.83,New Launches,Regular
8,2022/11/15,Tue,India,McSpicy Premium Veg Burger,249.00,3.07,New Launches,Regular
9,2022/11/15,Tue,India,McSpicy Premium Chicken Burger,260.00,3.21,New Launches,Regular
10,2022/11/15,Tue,India,McAloo Tikki Burger,58.00,0.72,Trending,Regular
11,2022/11/15,Tue,India,McSpicy Chicken Burger,185.00,2.28,Trending,Regular
12,2022/11/15,Tue,India,McChicken Burger,131.00,1.62,Trending,Regular
13,2022/11/15,Tue,India,McVeggie Burger,145.00,1.79,Trending,Regular
14,2022/11/15,Tue,India,Big Spicy Chicken Wrap,220.00,2.72,Trending,Regular
15,2022/11/15,Tue,India,Filet-O-Fish Burger,175.00,2.16,Trending,Regular
16,2022/11/15,Tue,India,2 McAloo Tikki Burger + 2 Fries (L),301.00,3.72,Deals,Regular
17,2022/11/15,Tue,India,2 McSpicy Chicken Burger + McNuggets 20 Pcs + Fries (L) + Coke,831.00,10.26,Deals,Regular
18,2022/11/15,Tue,India,4 McAloo Tikki Burger + 2 Fries (M) + 2 Coke,535.00,6.61,Deals,Regular
19,2022/11/15,Tue,India,2 McVeggie Burger + 2 Corn & Cheese Burger + 2 Fries (L),665.00,8.21,Deals,Regular
20,2022/11/15,Tue,India,McChicken Burger + McVeggie Burger + Fries (L) + 2 Veg Pizza McPuff + Coke,485.00,5.99,Deals,Regular
21,2022/11/15,Tue,India,2 Fries (R) + Cheesy Dip,110.00,1.36,Deals,Regular
22,2022/11/15,Tue,India,Pizza Mc Puff + McSpicy Chicken Burger,179.00,2.21,Deals,Regular
23,2022/11/15,Tue,India,McVeggie Burger + McAloo Tikki Burger,139.00,1.72,Deals,Regular
24,2022/11/15,Tue,India,Black Forest Mcflurry (M) BOGO,115.00,1.42,Deals,Regular
25,2022/11/15,Tue,India,McAloo Tikki Burger + Veg Pizza McPuff + Coke,141.00,1.74,Deals,Regular
26,2022/11/15,Tue,India,Cappuccino (S) + Iced Coffee (S),230.00,2.84,Deals,Regular
27,2022/11/15,Tue,India,McSaver McAloo Tikki Burger Meal,205.00,2.53,Deals,Regular
28,2022/11/15,Tue,India,McChicken Burger + McSpicy Chicken Burger,275.00,3.40,Deals,Regular
29,2022/11/15,Tue,India,2 Cappuccino,195.00,2.41,Deals,Regular
30,2022/11/15,Tue,India,2 Iced Coffee,195.00,2.41,Deals,Regular
31,2022/11/15,Tue,India,2 McVeggie Burger + 2 McAloo Tikki Burger + 2 Fries (M) + 2 Strawberry Shakes,1121.00,13.84,Deals,Regular
32,2022/11/15,Tue,India,Veg Maharaja Mac + Chicken Maharaja Mac + Fries (L) + 2 Veg Pizza McPuff + Coke,661.00,8.16,Deals,Regular
33,2022/11/15,Tue,India,McCheese Burger Chicken,260.00,3.21,Cheese Burgers and Meals,Regular
34,2022/11/15,Tue,India,McCheese Burger Veg,249.00,3.07,Cheese Burgers and Meals,Regular
35,2022/11/15,Tue,India,Triple Cheese Chicken Burger,229.00,2.83,Cheese Burgers and Meals,Regular
36,2022/11/15,Tue,India,Triple Cheese  Veg Burger,215.00,2.65,Cheese Burgers and Meals,Regular
37,2022/11/15,Tue,India,Grilled Chicken & Cheese Burger,159.00,1.96,Cheese Burgers and Meals,Regular
38,2022/11/15,Tue,India,Corn & Cheese Burger,145.00,1.79,Cheese Burgers and Meals,Regular
39,2022/11/15,Tue,India,McSaver McCheese Burger Veg Meal,361.00,4.46,Cheese Burgers and Meals,Regular
40,2022/11/15,Tue,India,McSaver McCheese Burger Chicken Meal,361.00,4.46,Cheese Burgers and Meals,Regular
41,2022/11/15,Tue,India,McSaver Triple Cheese  Chicken Burger Meal,361.00,4.46,Cheese Burgers and Meals,Regular
42,2022/11/15,Tue,India,McSaver Triple Cheese  Veg Burger Meal,361.00,4.46,Cheese Burgers and Meals,Regular
43,2022/11/15,Tue,India,McSaver Grilled Chicken & Cheese Burger Meal,309.00,3.82,Cheese Burgers and Meals,Regular
44,2022/11/15,Tue,India,McSaver Corn & Cheese Burger Meal,289.00,3.57,Cheese Burgers and Meals,Regular
45,2022/11/15,Tue,India,Mexican cheesy Fries,138.00,1.70,Cheese Burgers and Meals,Regular
46,2022/11/15,Tue,India,Cheesy Nugget - Veg Bites - 9 pc,121.00,1.49,Cheese Burgers and Meals,Regular
47,2022/11/15,Tue,India,Cheesy Nugget Veg Bites - 4 Pc,55.00,0.68,Cheese Burgers and Meals,Regular
48,2022/11/15,Tue,India,McAloo Tikki Burger,58.00,0.72,Burgers & Wraps,Regular
49,2022/11/15,Tue,India,Masala McEgg Burger,65.00,0.80,Burgers & Wraps,Regular
