,Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category
1,2023/11/07,Tue,India,Veg McMuffin 3 Pc Meal,263.81,53031877.63,McBreakfast
2,2023/11/07,Tue,India,Sausage McMuffin 3 Pc Meal,272.38,54754644.74,McBreakfast
3,2023/11/07,Tue,India,Sausage with Egg McMuffin 3 Pc Meal,294.28,59157048.44,McBreakfast
4,2023/11/07,Tue,India,Double Cheese McMuffin 3 Pc Meal,240.95,48436491.85,McBreakfast
5,2023/11/07,Tue,India,Egg & Cheese McMuffin 3 Pc Meal,240.95,48436491.85,McBreakfast
6,2023/11/07,Tue,India,Spicy Egg McMuffin 3 Pc Meal,251.43,50543212.89,McBreakfast
7,2023/11/07,Tue,India,Hot Cake 3 Pc Meal,279.05,56095468.15,McBreakfast
8,2023/11/07,Tue,India,Egg & Cheese McMuffin,100.95,20293271.85,McBreakfast
9,2023/11/07,Tue,India,Sausage & Egg McMuffin,153.33,30822856.59,McBreakfast
10,2023/11/07,Tue,India,Spicy Egg McMuffin,106.67,21443123.41,McBreakfast
11,2023/11/07,Tue,India,Sausage McMuffin,131.43,26420452.89,McBreakfast
12,2023/11/07,Tue,India,Veg McMuffin,117.14,23547834.22,McBreakfast
13,2023/11/07,Tue,India,Hashbrown,52.38,10529584.74,McBreakfast
14,2023/11/07,Tue,India,Hot Cakes With Maple Syrup,146.67,29484043.41,McBreakfast
15,2023/11/07,Tue,India,Double Cheese McMuffin,100.95,20293271.85,McBreakfast
16,2023/11/07,Tue,India,Hot Cake 2 Pc Meal,262.86,52840905.78,McBreakfast
17,2023/11/07,Tue,India,McSaver Egg & Cheese McMuffin Meal,141.90,28525163.70,McBreakfast
18,2023/11/07,Tue,India,McSaver Spicy Egg McMuffin Meal,141.90,28525163.70,McBreakfast
19,2023/11/07,Tue,India,McSaver Double Cheese McMuffin Meal,141.90,28525163.70,McBreakfast
20,2023/11/07,Tue,India,Sausage McMuffin 2 pc Meal,251.43,50543212.89,McBreakfast
21,2023/11/07,Tue,India,Sausage & Egg McMuffin 2 pc Meal,268.57,53988747.11,McBreakfast
22,2023/11/07,Tue,India,Veg McMuffin 2 Pc Meal,240.95,48436491.85,McBreakfast
23,2023/11/07,Tue,India,2 Cheesy Italian Chicken + Fries (L) + 2 Coke,529.04,106349207.92,Match Time Sharers
24,2023/11/07,Tue,India,2 Cheesy Italian Veg + Fries (L) + 2 Coke,499.16,100342640.68,Match Time Sharers
25,2023/11/07,Tue,India,Chicken Nuggets Bucket – 27 Pc,570.48,114679601.04,Match Time Sharers
26,2023/11/07,Tue,India,Fries Bucket,284.76,57243309.48,Match Time Sharers
27,2023/11/07,Tue,India,2 McCheese Burger Veg + Fries (L) + 2 Coke,619.42,124517666.66,Match Time Sharers
28,2023/11/07,Tue,India,2 McCheese Burger Chicken + Fries (L)  + 2 Coke,648.88,130439804.24,Match Time Sharers
29,2023/11/07,Tue,India,2 Corn and Cheese Burger + Fries (L) + 2 Coke,419.25,84278892.75,Match Time Sharers
30,2023/11/07,Tue,India,2 Grilled Chicken and Cheese Burger + Fries (L) + 2 Coke,469.38,94356175.74,Match Time Sharers
31,2023/11/07,Tue,India,2 McSpicy Chicken Burger + Fries (L) + 2 Coke,490.48,98597761.04,Match Time Sharers
32,2023/11/07,Tue,India,2 McVeggie Burger + Fries (L) + 2 Coke,388.58,78113517.34,Match Time Sharers
33,2023/11/07,Tue,India,2 McChicken Burger + Fries (L) + 2 Coke,388.58,78113517.34,Match Time Sharers
34,2023/11/07,Tue,India,Corn & Cheese Burger +McVeggie Burger+Fries (M),329.52,66241098.96,Match Time Sharers
35,2023/11/07,Tue,India,McVeggie Burger + 2 Fries (M) + McAloo Tikki+ Veg Pizza McPuff,306.67,61647723.41,Match Time Sharers
36,2023/11/07,Tue,India,2 McSpicy Chicken Burger  + 2 Fries (M)  + Veg Pizza McPuff,491.43,98788732.89,Match Time Sharers
37,2023/11/07,Tue,India,2 McChicken Burger + 2 Fries (M) + Veg Pizza McPuff,388.57,78111507.11,Match Time Sharers
38,2023/11/07,Tue,India,McSpicy Paneer Burger + Fries (L) + 2 Coke + McAloo Tikki Burger,388.58,78113517.34,Match Time Sharers
39,2023/11/07,Tue,India,McVeggie Burger + Fries (L) + 2 Coke + McAloo Tikki Burger,337.15,67774904.45,Match Time Sharers
40,2023/11/07,Tue,India,2 McVeggie Burger + 2 Fries (M) + Veg Pizza McPuff,388.57,78111507.11,Match Time Sharers
41,2023/11/07,Tue,India,2 Chicken Maharaja Mac + 2 Coke + Fries (L) + McFlurry Oreo (M),610.48,122720521.04,Match Time Sharers
42,2023/11/07,Tue,India,2 McAloo Tikki + 2 Fries (L),317.14,63752434.22,Match Time Sharers
43,2023/11/07,Tue,India,McSpicy Paneer Burger + 2 Fries M + McAloo Tikki + Veg Pizza McPuff,387.62,77920535.26,Match Time Sharers
44,2023/11/07,Tue,India,McSpicy Chicken Burger + McChicken Burger + Fries (M),373.33,75047916.59,Match Time Sharers
45,2023/11/07,Tue,India,6 Pc Nuggets + McChicken + Coke,325.77,65487262.71,Match Time Sharers
46,2023/11/07,Tue,India,Corn and Cheese Burger + Coke + Fries (M) + Veg Pizza McPuff,354.29,71220438.67,Match Time Meals
47,2023/11/07,Tue,India,Corn & Cheese Burger + Fries (R),180.00,36184140.00,Match Time Meals
48,2023/11/07,Tue,India,Grilled Chicken & Cheese Burger + Coke,215.24,43268190.52,Match Time Meals
49,2023/11/07,Tue,India,Corn & Cheese Burger + Coke,225.72,45374911.56,Match Time Meals
50,2023/11/07,Tue,India,Grilled Chicken & Cheese Burger + Veg Pizza McPuff,169.52,34077418.96,Match Time Meals
51,2023/11/07,Tue,India,Corn & Cheese Burger + Veg Pizza McPuff,173.33,34843316.59,Match Time Meals
52,2023/11/07,Tue,India,McChicken Burger + Fries (L),226.67,45565883.41,Match Time Meals
53,2023/11/07,Tue,India,McSpicy Paneer + Fries (M) + Piri Piri Spice Mix,258.10,51884036.30,Match Time Meals
54,2023/11/07,Tue,India,McAloo Tikki + Veg Pizza McPuff + Fries (R),158.10,31781736.30,Match Time Meals
55,2023/11/07,Tue,India,McVeggie Burger + Veg Pizza McPuff + Fries (L),264.76,53222849.48,Match Time Meals
56,2023/11/07,Tue,India,Strawberry Shake + Fries (M),195.24,39247730.52,Match Time Meals
57,2023/11/07,Tue,India,Mexican McAloo Tikki Burger + Fries (R),115.24,23165890.52,Match Time Meals
58,2023/11/07,Tue,India,McChicken Burger + Fries (R),175.24,35227270.52,Match Time Meals
59,2023/11/07,Tue,India,McVeggie Burger + Veg Pizza McPuff,170.48,34270401.04,Match Time Meals
60,2023/11/07,Tue,India,Chicken McNuggets 6 Pc + Fries (M) + Piri Piri Spice Mix,244.82,49214450.86,Match Time Meals
61,2023/11/07,Tue,India,Chocolate Shake + Fries (M),195.24,39247730.52,Match Time Meals
62,2023/11/07,Tue,India,McSpicy Chicken + Mexican Cheesy Fries,258.10,51884036.30,Match Time Meals
63,2023/11/07,Tue,India,McSpicy Chicken + Fries (M) + Piri Piri Spice Mix,272.38,54754644.74,Match Time Meals
64,2023/11/07,Tue,India,McSpicy Paneer + Mexican Cheesy Fries,258.10,51884036.30,Match Time Meals
65,2023/11/07,Tue,India,Pizza Mc Puff + McSpicy Chicken,188.57,37906907.11,Match Time Meals
66,2023/11/07,Tue,India,McSaver Masala McEgg,75.24,15124970.52,Match Time Meals
67,2023/11/07,Tue,India,McSaver Pizza McPuff,103.81,20868197.63,Match Time Meals
68,2023/11/07,Tue,India,McSaver Mexican McAloo Tikki,103.81,20868197.63,Match Time Meals
69,2023/11/07,Tue,India,McAloo Tikki Burger + Veg Pizza McPuff + Piri Piri Spice Mix,126.67,25463583.41,Match Time Meals
70,2023/11/07,Tue,India,McVeggie + Fries (M),189.52,38097878.96,Match Time Meals
71,2023/11/07,Tue,India,Mexican McAloo Tikki Burger + Fries (L),173.33,34843316.59,Match Time Meals
72,2023/11/07,Tue,India,McVeggie Burger + Fries (M) + Piri Piri Mix,231.43,46522752.89,Match Time Meals
73,2023/11/07,Tue,India,McVeggie Burger + Fries (R),175.24,35227270.52,Match Time Meals
74,2023/11/07,Tue,India,McSaver Small Fries,103.81,20868197.63,Match Time Meals
75,2023/11/07,Tue,India,McSaver Chicken Nuggets (4 Pc),103.81,20868197.63,Match Time Meals
76,2023/11/07,Tue,India,McSaver McAloo Tikki,103.81,20868197.63,Match Time Meals
77,2023/11/07,Tue,India,McChicken + Fries (M),189.52,38097878.96,Match Time Meals
78,2023/11/07,Tue,India,McVeggie Burger + Fries (L),221.90,44607003.70,Match Time Meals
79,2023/11/07,Tue,India,McAloo Tikki + Fries (R),106.67,21443123.41,Match Time Meals
80,2023/11/07,Tue,India,McChicken + McSpicy Chicken Burger,289.52,58200178.96,Match Time Meals
81,2023/11/07,Tue,India,McVeggie + McAloo Tikki Burger,180.00,36184140.00,Match Time Meals
82,2023/11/07,Tue,India,McAloo Tikki + Veg Pizza McPuff + Coke,160.96,32356662.08,Match Time Meals
83,2023/11/07,Tue,India,McChicken Burger + Veg Pizza McPuff,170.48,34270401.04,Match Time Meals
84,2023/11/07,Tue,India,2 McFlurry Oreo (S),155.24,31206810.52,Match Time Meals
