,Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category,Menu
1,2022/12/04,Sun,India,McCheese Burger Veg,249.00,3.06,New Launches,Regular
2,2022/12/04,Sun,India,McCheese Burger Chicken,260.00,3.20,New Launches,Regular
3,2022/12/04,Sun,India,McSaver McCheese Burger Veg Meal,361.00,4.44,New Launches,Regular
4,2022/12/04,Sun,India,McSaver McCheese Burger Chicken Meal,361.00,4.44,New Launches,Regular
5,2022/12/04,Sun,India,2 Fries (R) + Cheesy Dip,110.00,1.35,New Launches,Regular
6,2022/12/04,Sun,India,Triple Cheese  Veg Burger,215.00,2.64,New Launches,Regular
7,2022/12/04,Sun,India,Triple Cheese Chicken Burger,229.00,2.81,New Launches,Regular
8,2022/12/04,Sun,India,McSpicy Premium Veg Burger,249.00,3.06,New Launches,Regular
9,2022/12/04,Sun,India,McSpicy Premium Chicken Burger,260.00,3.20,New Launches,Regular
10,2022/12/04,Sun,India,McSpicy Chicken Burger,185.00,2.27,Trending,Regular
11,2022/12/04,Sun,India,McChicken Burger,131.00,1.61,Trending,Regular
12,2022/12/04,Sun,India,Filet-O-Fish Burger,175.00,2.15,Trending,Regular
13,2022/12/04,Sun,India,Mcflurry Oreo Small,91.00,1.12,Trending,Regular
14,2022/12/04,Sun,India,McFlurry Oreo Medium,129.00,1.59,Trending,Regular
15,2022/12/04,Sun,India,Soft Serve Hot Fudge (M),101.00,1.24,Trending,Regular
16,2022/12/04,Sun,India,Brownie Hot Fudge (M),138.00,1.70,Trending,Regular
17,2022/12/04,Sun,India,Sausage & Egg McMuffin,145.00,1.78,Trending,Regular
18,2022/12/04,Sun,India,Sausage McMuffin,125.00,1.54,Trending,Regular
19,2022/12/04,Sun,India,Egg & Cheese McMuffin,95.00,1.17,Trending,Regular
20,2022/12/04,Sun,India,McVeggie Burger + McAloo Tikki Burger,139.00,1.71,Deals,Regular
21,2022/12/04,Sun,India,Pizza Mc Puff + McSpicy Chicken Burger,179.00,2.20,Deals,Regular
22,2022/12/04,Sun,India,2 McAloo Tikki Burger + 2 Fries (L),301.00,3.70,Deals,Regular
23,2022/12/04,Sun,India,Black Forest Mcflurry (M) BOGO,115.00,1.41,Deals,Regular
24,2022/12/04,Sun,India,2 Iced Coffee,195.00,2.40,Deals,Regular
25,2022/12/04,Sun,India,McAloo Tikki Burger + Veg Pizza McPuff + Coke,141.00,1.73,Deals,Regular
26,2022/12/04,Sun,India,McChicken Burger + McSpicy Chicken Burger,275.00,3.38,Deals,Regular
27,2022/12/04,Sun,India,2 Cappuccino,195.00,2.40,Deals,Regular
28,2022/12/04,Sun,India,2 McVeggie Burger + 2 Corn & Cheese Burger + 2 Fries (L),665.00,8.17,Deals,Regular
29,2022/12/04,Sun,India,4 McAloo Tikki Burger + 2 Fries (M) + 2 Coke,535.00,6.58,Deals,Regular
30,2022/12/04,Sun,India,McChicken + Fries (M),180.00,2.21,Deals,Regular
31,2022/12/04,Sun,India,McAloo Tikki + Fries (M),108.00,1.33,Deals,Regular
32,2022/12/04,Sun,India,McVeggie + Fries (M),159.00,1.95,Deals,Regular
33,2022/12/04,Sun,India,6 Pc Nuggets + McChicken + Coke,311.00,3.82,Deals,Regular
34,2022/12/04,Sun,India,McChicken Burger + Chocolate Shake,255.00,3.13,Deals,Regular
35,2022/12/04,Sun,India,McVeggie Burger + Chocolate Shake,250.00,3.07,Deals,Regular
36,2022/12/04,Sun,India,Corn & Cheese Burger + Coke,190.00,2.34,Deals,Regular
37,2022/12/04,Sun,India,Hashbrown,50.00,0.61,McBreakfast,Breakfast
38,2022/12/04,Sun,India,Egg & Cheese McMuffin,95.00,1.17,McBreakfast,Breakfast
39,2022/12/04,Sun,India,Double Cheese McMuffin,95.00,1.17,McBreakfast,Breakfast
40,2022/12/04,Sun,India,Spicy Egg McMuffin,101.00,1.24,McBreakfast,Breakfast
41,2022/12/04,Sun,India,Veg McMuffin,111.00,1.36,McBreakfast,Breakfast
42,2022/12/04,Sun,India,Sausage McMuffin,125.00,1.54,McBreakfast,Breakfast
43,2022/12/04,Sun,India,Hot Cakes With Maple Syrup,139.00,1.71,McBreakfast,Breakfast
44,2022/12/04,Sun,India,Sausage & Egg McMuffin,145.00,1.78,McBreakfast,Breakfast
45,2022/12/04,Sun,India,Veg McMuffin 2 Pc Meal,229.00,2.81,McBreakfast,Breakfast
46,2022/12/04,Sun,India,Sausage McMuffin 2 pc Meal,239.00,2.94,McBreakfast,Breakfast
47,2022/12/04,Sun,India,Hot Cakes + Filter Coffee,80.00,0.98,McBreakfast,Breakfast
48,2022/12/04,Sun,India,Hot Cake 2 Pc Meal,249.00,3.06,McBreakfast,Breakfast
49,2022/12/04,Sun,India,Egg & Cheese McMuffin 3 Pc Meal,229.00,2.81,McBreakfast,Breakfast
50,2022/12/04,Sun,India,Double Cheese McMuffin 3 Pc Meal with Cappuccino (S),229.00,2.81,McBreakfast,Breakfast
51,2022/12/04,Sun,India,Sausage & Egg McMuffin 2 pc Meal,255.00,3.13,McBreakfast,Breakfast
52,2022/12/04,Sun,India,Spicy Egg McMuffin 3 Pc Meal with Cappuccino (S),239.00,2.94,McBreakfast,Breakfast
53,2022/12/04,Sun,India,Veg McMuffin 3 Pc Meal,250.00,3.07,McBreakfast,Breakfast
54,2022/12/04,Sun,India,Sausage McMuffin 3 Pc Meal,259.00,3.18,McBreakfast,Breakfast
55,2022/12/04,Sun,India,Hot Cake 3 Pc Meal,265.00,3.26,McBreakfast,Breakfast
56,2022/12/04,Sun,India,Hot Cakes Meal with Filter Coffee,94.00,1.16,McBreakfast,Breakfast
57,2022/12/04,Sun,India,Sausage with Egg McMuffin 3 Pc Meal,279.00,3.43,McBreakfast,Breakfast
58,2022/12/04,Sun,India,McCheese Burger Chicken,260.00,3.20,Cheese Burgers and Meals,Regular
59,2022/12/04,Sun,India,McCheese Burger Veg,249.00,3.06,Cheese Burgers and Meals,Regular
60,2022/12/04,Sun,India,Triple Cheese Chicken Burger,229.00,2.81,Cheese Burgers and Meals,Regular
61,2022/12/04,Sun,India,Triple Cheese  Veg Burger,215.00,2.64,Cheese Burgers and Meals,Regular
62,2022/12/04,Sun,India,Grilled Chicken & Cheese Burger,159.00,1.95,Cheese Burgers and Meals,Regular
63,2022/12/04,Sun,India,Corn & Cheese Burger,145.00,1.78,Cheese Burgers and Meals,Regular
64,2022/12/04,Sun,India,McSaver McCheese Burger Veg Meal,361.00,4.44,Cheese Burgers and Meals,Regular
65,2022/12/04,Sun,India,McSaver McCheese Burger Chicken Meal,361.00,4.44,Cheese Burgers and Meals,Regular
66,2022/12/04,Sun,India,McSaver Triple Cheese  Chicken Burger Meal,361.00,4.44,Cheese Burgers and Meals,Regular
67,2022/12/04,Sun,India,McSaver Triple Cheese  Veg Burger Meal,361.00,4.44,Cheese Burgers and Meals,Regular
68,2022/12/04,Sun,India,McSaver Grilled Chicken & Cheese Burger Meal,309.00,3.80,Cheese Burgers and Meals,Regular
69,2022/12/04,Sun,India,McSaver Corn & Cheese Burger Meal,289.00,3.55,Cheese Burgers and Meals,Regular
70,2022/12/04,Sun,India,Mexican cheesy Fries,138.00,1.70,Cheese Burgers and Meals,Regular
71,2022/12/04,Sun,India,Cheesy Nugget - Veg Bites - 9 pc,121.00,1.49,Cheese Burgers and Meals,Regular
72,2022/12/04,Sun,India,Cheesy Nugget Veg Bites - 4 Pc,55.00,0.68,Cheese Burgers and Meals,Regular
73,2022/12/04,Sun,India,McAloo Tikki Burger,58.00,0.71,Burgers & Wraps,Regular
74,2022/12/04,Sun,India,Masala McEgg Burger,65.00,0.80,Burgers & Wraps,Regular
75,2022/12/04,Sun,India,Mexican McAloo Tikki Burger,69.00,0.85,Burgers & Wraps,Regular
76,2022/12/04,Sun,India,Chicken Kebab Burger,105.00,1.29,Burgers & Wraps,Regular
77,2022/12/04,Sun,India,McChicken Burger,131.00,1.61,Burgers & Wraps,Regular
