,Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category
1,2024/09/24,Tue,India,McCrispy Chicken Burger + McChicken Burger + Fries (M),409.00,4.90,Newly Launched
2,2024/09/24,Tue,India,Crispy Veggie Burger + McVeggie Burger + Fries (M),409.00,4.90,Newly Launched
3,2024/09/24,Tue,India,2 Crispy Veggie Burger + 2 Fries (M) + Veg Pizza McPuff,579.00,6.93,Newly Launched
4,2024/09/24,Tue,India,2 McCrispy Chicken Burger + 2 Fries (M) + Veg Pizza McPuff,659.00,7.89,Newly Launched
5,2024/09/24,Tue,India,2 Crispy Veggie Burger + Fries (L) + 2 Coke,609.00,7.29,Newly Launched
6,2024/09/24,Tue,India,Crispy Veggie Burger,199.00,2.38,Newly Launched
7,2024/09/24,Tue,India,McCrispy Chicken Burger,224.00,2.68,Newly Launched
8,2024/09/24,Tue,India,2 McCrispy Chicken Burger + Fries (L) + 2 Coke,699.00,8.37,Newly Launched
9,2024/09/24,Tue,India,Crispy Veggie Burger + McAloo Tikki,239.00,2.86,Newly Launched
10,2024/09/24,Tue,India,McCrispy Chicken Burger + McAloo Tikki,289.00,3.46,Newly Launched
11,2024/09/24,Tue,India,Crispy Veggie Burger + Classic Cheese Fries,309.00,3.70,Newly Launched
12,2024/09/24,Tue,India,McCrispy Chicken Burger + Classic Cheese Fries,369.00,4.42,Newly Launched
13,2024/09/24,Tue,India,Crispy Veggie Burger + Piri Piri Fries (M),309.00,3.70,Newly Launched
14,2024/09/24,Tue,India,Crispy Veggie Burger Meal (M),327.00,3.91,Newly Launched
15,2024/09/24,Tue,India,McCrispy Chicken Burger + Piri Piri Fries (M),359.00,4.30,Newly Launched
16,2024/09/24,Tue,India,McCrispy Chicken Burger Meal (M),367.00,4.39,Newly Launched
17,2024/09/24,Tue,India,Iced Coffee with Cinammon Spice,219.00,2.62,Newly Launched
18,2024/09/24,Tue,India,Classic Coffee Regular with Cinammon Spice,235.00,2.81,Newly Launched
19,2024/09/24,Tue,India,Cappuccino Small with Cinammon Spice,184.00,2.20,Newly Launched
20,2024/09/24,Tue,India,Iced Coffee with French Vanilla,219.00,2.62,Newly Launched
21,2024/09/24,Tue,India,Classic Coffee Regular with French Vanilla,235.00,2.81,Newly Launched
22,2024/09/24,Tue,India,Cappuccino Small with French Vanilla,184.00,2.20,Newly Launched
