,Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category,Menu
1,2022/10/03,Mon,India,McCheese Burger Veg,249.00,3.05,New Launches,Regular
2,2022/10/03,Mon,India,McCheese Burger Chicken,260.00,3.18,New Launches,Regular
3,2022/10/03,Mon,India,McSaver McCheese Burger Veg Meal,361.00,4.42,New Launches,Regular
4,2022/10/03,Mon,India,McSaver McCheese Burger Chicken Meal,361.00,4.42,New Launches,Regular
5,2022/10/03,Mon,India,Triple Cheese  Veg Burger,215.00,2.63,New Launches,Regular
6,2022/10/03,Mon,India,Triple Cheese Chicken Burger,229.00,2.80,New Launches,Regular
7,2022/10/03,Mon,India,McSpicy Premium Veg Burger,249.00,3.05,New Launches,Regular
8,2022/10/03,Mon,India,McSpicy Premium Chicken Burger,260.00,3.18,New Launches,Regular
9,2022/10/03,Mon,India,McAloo Tikki Burger,58.00,0.71,Trending,Regular
10,2022/10/03,Mon,India,McSpicy Chicken Burger,185.00,2.27,Trending,Regular
11,2022/10/03,Mon,India,McVeggie Burger,145.00,1.78,Trending,Regular
12,2022/10/03,Mon,India,McChicken Burger,131.00,1.60,Trending,Regular
13,2022/10/03,Mon,India,Big Spicy Chicken Wrap,220.00,2.69,Trending,Regular
14,2022/10/03,Mon,India,Filet-O-Fish Burger,175.00,2.14,Trending,Regular
15,2022/10/03,Mon,India,Sausage & Egg McMuffin,145.00,1.78,Trending,Regular
16,2022/10/03,Mon,India,Veg McMuffin,111.00,1.36,Trending,Regular
17,2022/10/03,Mon,India,Sausage McMuffin,125.00,1.53,Trending,Regular
18,2022/10/03,Mon,India,Egg & Cheese McMuffin,95.00,1.16,Trending,Regular
19,2022/10/03,Mon,India,4 McAloo Tikki Burger + 2 Fries (M) + 2 Coke,535.00,6.55,Deals,Regular
20,2022/10/03,Mon,India,McChicken Burger + McVeggie Burger + Fries (L) + 2 Veg Pizza McPuff + Coke,485.00,5.94,Deals,Regular
21,2022/10/03,Mon,India,Pizza Mc Puff + McSpicy Chicken Burger,179.00,2.19,Deals,Regular
22,2022/10/03,Mon,India,McVeggie Burger + McAloo Tikki Burger,139.00,1.70,Deals,Regular
23,2022/10/03,Mon,India,Black Forest Mcflurry (M) BOGO,115.00,1.41,Deals,Regular
24,2022/10/03,Mon,India,McAloo Tikki Burger + Veg Pizza McPuff + Coke,141.00,1.73,Deals,Regular
25,2022/10/03,Mon,India,Cappuccino (S) + Iced Coffee (S),230.00,2.82,Deals,Regular
26,2022/10/03,Mon,India,McSaver McAloo Tikki Burger Meal,205.00,2.51,Deals,Regular
27,2022/10/03,Mon,India,McChicken Burger + McSpicy Chicken Burger,275.00,3.37,Deals,Regular
28,2022/10/03,Mon,India,2 Cappuccino,195.00,2.39,Deals,Regular
