,Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category,Menu
0,2022/03/09,Wed,India,Triple Cheese American Veg Burger,195.00,2.54,New Launches,Regular
1,2022/03/09,Wed,India,McSpicy Premium Veg Burger,210.00,2.73,New Launches,Regular
2,2022/03/09,Wed,India,Triple Cheese American Chicken Burger,220.00,2.86,New Launches,Regular
3,2022/03/09,Wed,India,McSpicy Premium Chicken Burger,249.00,3.24,New Launches,Regular
4,2022/03/09,Wed,India,McAloo Tikki Burger,47.00,0.61,Trending,Regular
5,2022/03/09,Wed,India,McSpicy Chicken Burger,165.00,2.15,Trending,Regular
6,2022/03/09,Wed,India,McChicken Burger,120.00,1.56,Trending,Regular
7,2022/03/09,Wed,India,McVeggie Burger,115.00,1.50,Trending,Regular
8,2022/03/09,Wed,India,Big Spicy Chicken Wrap,205.00,2.67,Trending,Regular
9,2022/03/09,Wed,India,Filet-O-Fish Burger,146.00,1.90,Trending,Regular
10,2022/03/09,Wed,India,Sausage & Egg McMuffin,116.00,1.51,Trending,Regular
11,2022/03/09,Wed,India,Veg McMuffin,95.00,1.24,Trending,Regular
12,2022/03/09,Wed,India,Egg & Cheese McMuffin,75.00,0.98,Trending,Regular
13,2022/03/09,Wed,India,Sausage McMuffin,102.00,1.33,Trending,Regular
14,2022/03/09,Wed,India,Piri Piri Spiced Chicken Burger + Fries (R),237.00,3.08,Deals,Regular
15,2022/03/09,Wed,India,Piri Piri Spiced Veg Burger + Fries (R),237.00,3.08,Deals,Regular
16,2022/03/09,Wed,India,Masala McEgg BOGO,50.00,0.65,Deals,Regular
17,2022/03/09,Wed,India,McVeggie + McAloo Tikki Burger,127.00,1.65,Deals,Regular
18,2022/03/09,Wed,India,Pizza Mc Puff + McSpicy Chicken,162.00,2.11,Deals,Regular
19,2022/03/09,Wed,India,McAloo Tikki + Veg Pizza McPuff + Coke,135.00,1.76,Deals,Regular
20,2022/03/09,Wed,India,Black Forest Mcflurry (M) BOGO,110.00,1.43,Deals,Regular
21,2022/03/09,Wed,India,2 Iced Coffee,189.00,2.46,Deals,Regular
22,2022/03/09,Wed,India,2 Cappuccino,189.00,2.46,Deals,Regular
23,2022/03/09,Wed,India,Cappuccino (S) + Iced Coffee (S),189.00,2.46,Deals,Regular
24,2022/03/09,Wed,India,McSaver McAloo Tikki Meal,189.00,2.46,Deals,Regular
25,2022/03/09,Wed,India,McChicken + McSpicy Chicken Burger,269.00,3.50,Deals,Regular
26,2022/03/09,Wed,India,2 McAloo Tikki + 2 Fries (L),310.00,4.03,Deals,Regular
27,2022/03/09,Wed,India,McChicken + McVeggie + Fries (L) + 2 Veg Pizza McPuff + Coke,500.00,6.50,Deals,Regular
