,Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category
1,2024/07/17,Wed,India,Veg McMuffin 3 Pc Meal,264.00,3.16,McBreakfast
2,2024/07/17,Wed,India,Sausage McMuffin 3 Pc Meal,272.00,3.26,McBreakfast
3,2024/07/17,Wed,India,Sausage with Egg McMuffin 3 Pc Meal,294.00,3.52,McBreakfast
4,2024/07/17,Wed,India,Double Cheese McMuffin 3 Pc Meal,241.00,2.88,McBreakfast
5,2024/07/17,Wed,India,Egg & Cheese McMuffin 3 Pc Meal,241.00,2.88,McBreakfast
6,2024/07/17,Wed,India,Spicy Egg McMuffin 3 Pc Meal,251.00,3.00,McBreakfast
7,2024/07/17,Wed,India,Hot Cake 3 Pc Meal,279.00,3.34,McBreakfast
8,2024/07/17,Wed,India,Egg & Cheese McMuffin - Sandwich,101.00,1.21,McBreakfast
9,2024/07/17,Wed,India,Sausage & Egg McMuffin - Sandwich,153.00,1.83,McBreakfast
10,2024/07/17,Wed,India,Spicy Egg McMuffin - Sandwich,107.00,1.28,McBreakfast
11,2024/07/17,Wed,India,Sausage McMuffin - Sandwich,131.00,1.57,McBreakfast
12,2024/07/17,Wed,India,Veg McMuffin - Sandwich,117.00,1.40,McBreakfast
13,2024/07/17,Wed,India,Hashbrown,52.00,0.62,McBreakfast
14,2024/07/17,Wed,India,Hot Cakes With Maple Syrup,147.00,1.76,McBreakfast
15,2024/07/17,Wed,India,Double Cheese McMuffin- Sandwich,101.00,1.21,McBreakfast
16,2024/07/17,Wed,India,Hot Cake 2 Pc Meal,263.00,3.15,McBreakfast
17,2024/07/17,Wed,India,Egg & Cheese McMuffin - sandwich Combo,142.00,1.70,McBreakfast
18,2024/07/17,Wed,India,Spicy Egg McMuffin - sandwich combo,142.00,1.70,McBreakfast
19,2024/07/17,Wed,India,Double Cheese McMuffin Sandwich Combo,142.00,1.70,McBreakfast
20,2024/07/17,Wed,India,Sausage McMuffin Sandwich Combo,251.00,3.00,McBreakfast
21,2024/07/17,Wed,India,Sausage & Egg McMuffin Sandwich Combo,269.00,3.22,McBreakfast
22,2024/07/17,Wed,India,Veg McMuffin Sandwich Combo,241.00,2.88,McBreakfast
23,2024/07/17,Wed,India,Burger Combo for 2: McChicken Burger,427.00,5.11,Group Sharing Combos
24,2024/07/17,Wed,India,Burger Combo for 2: McVeggie + McAloo Tikki with Pizza McPuff,391.00,4.68,Group Sharing Combos
25,2024/07/17,Wed,India,Burger Combo for 2: McSpicy Chicken + McChicken,437.00,5.23,Group Sharing Combos
26,2024/07/17,Wed,India,Burger Combo for 2: McSpicy Deluxe Paneer Burger,550.00,6.58,Group Sharing Combos
27,2024/07/17,Wed,India,Burger Combo for 2: McSpicy Deluxe Chicken Burger,499.00,5.97,Group Sharing Combos
28,2024/07/17,Wed,India,Burger Combo for 2: McCheese Burger Veg,619.00,7.41,Group Sharing Combos
29,2024/07/17,Wed,India,Burger Combo for 2: McCheese Burger Chicken,649.00,7.77,Group Sharing Combos
30,2024/07/17,Wed,India,Burger Combo for 2: Corn & Cheese Burger,419.00,5.02,Group Sharing Combos
31,2024/07/17,Wed,India,Burger Combo for 2: Grilled Chicken & Cheese,470.00,5.63,Group Sharing Combos
32,2024/07/17,Wed,India,Burger Combo for 2: McSpicy Chicken Burger,490.00,5.87,Group Sharing Combos
33,2024/07/17,Wed,India,Burger Combo for 2: McVeggie Burger,389.00,4.66,Group Sharing Combos
34,2024/07/17,Wed,India,Burger Combo for 2: Corn & Cheese + McVeggie,391.00,4.68,Group Sharing Combos
35,2024/07/17,Wed,India,Burger Combo for 2: McSpicy Chicken Burger with Pizza McPuff,491.00,5.88,Group Sharing Combos
36,2024/07/17,Wed,India,Burger Combo for 2: McChicken Burger with Pizza McPuff,389.00,4.66,Group Sharing Combos
37,2024/07/17,Wed,India,Burger Combo for 2: McSpicy Paneer + McAloo Tikki with Coke,389.00,4.66,Group Sharing Combos
38,2024/07/17,Wed,India,Burger Combo for 2: McVeggie + McAloo Tikki with Coke,337.00,4.03,Group Sharing Combos
39,2024/07/17,Wed,India,Burger Combo for 2: McVeggie Burger with Pizza McPuff,459.00,5.49,Group Sharing Combos
40,2024/07/17,Wed,India,2 Chicken Maharaja Mac Burger + 2 Coke + Fries (L) + McFlurry Oreo (M),610.00,7.30,Group Sharing Combos
41,2024/07/17,Wed,India,Burger Combo for 2: McAloo Tikki,328.00,3.93,Group Sharing Combos
42,2024/07/17,Wed,India,Burger Combo for 2: McSpicy Paneer + McAloo Tikki with Pizza McPuff,388.00,4.64,Group Sharing Combos
43,2024/07/17,Wed,India,6 Pc Chicken Nuggets + McChicken Burger + Coke,358.00,4.29,Group Sharing Combos
44,2024/07/17,Wed,India,Chicken Surprise Burger + Fries (M),161.00,1.93,McSaver Combos (2 Pc Meals)
45,2024/07/17,Wed,India,Chicken Surprise Burger + Chocolate Shake,209.00,2.50,McSaver Combos (2 Pc Meals)
46,2024/07/17,Wed,India,Chicken Surprise Burger + McChicken Burger,199.00,2.38,McSaver Combos (2 Pc Meals)
47,2024/07/17,Wed,India,New McSaver Chicken Nuggets (4 Pc),104.00,1.24,McSaver Combos (2 Pc Meals)
48,2024/07/17,Wed,India,New McSaver Mexican McAloo Tikki,104.00,1.24,McSaver Combos (2 Pc Meals)
49,2024/07/17,Wed,India,New McSaver Small Fries,104.00,1.24,McSaver Combos (2 Pc Meals)
50,2024/07/17,Wed,India,New McSaver Masala McEgg,104.00,1.24,McSaver Combos (2 Pc Meals)
51,2024/07/17,Wed,India,New McSaver Pizza McPuff,104.00,1.24,McSaver Combos (2 Pc Meals)
52,2024/07/17,Wed,India,New McSaver McAloo Tikki,104.00,1.24,McSaver Combos (2 Pc Meals)
53,2024/07/17,Wed,India,McChicken Burger + Fries (M),224.00,2.68,McSaver Combos (2 Pc Meals)
54,2024/07/17,Wed,India,McAloo Tikki Burger + Veg Pizza McPuff + Fries (R),201.00,2.41,McSaver Combos (2 Pc Meals)
55,2024/07/17,Wed,India,McAloo Tikki + Fries (R),107.00,1.28,McSaver Combos (2 Pc Meals)
56,2024/07/17,Wed,India,2 McVeggie Burger,250.00,2.99,McSaver Combos (2 Pc Meals)
57,2024/07/17,Wed,India,New McSaver Chicken Surprise,104.00,1.24,McSaver Combos (2 Pc Meals)
58,2024/07/17,Wed,India,Corn & Cheese Burger + Coke + Fries (M) + Veg Pizza McPuff,354.00,4.24,McSaver Combos (2 Pc Meals)
59,2024/07/17,Wed,India,Corn & Cheese Burger + Fries (R),187.00,2.24,McSaver Combos (2 Pc Meals)
60,2024/07/17,Wed,India,Grilled Chicken & Cheese Burger + Coke,215.00,2.57,McSaver Combos (2 Pc Meals)
61,2024/07/17,Wed,India,Corn & Cheese Burger + Coke,226.00,2.71,McSaver Combos (2 Pc Meals)
62,2024/07/17,Wed,India,Grilled Chicken & Cheese Burger + Veg Pizza McPuff,190.00,2.27,McSaver Combos (2 Pc Meals)
63,2024/07/17,Wed,India,Corn & Cheese Burger + Veg Pizza McPuff,176.00,2.11,McSaver Combos (2 Pc Meals)
64,2024/07/17,Wed,India,McChicken Burger + Fries (L),227.00,2.72,McSaver Combos (2 Pc Meals)
65,2024/07/17,Wed,India,McSpicy Paneer Burger + Fries (M) + Piri Piri Spice Mix,258.00,3.09,McSaver Combos (2 Pc Meals)
66,2024/07/17,Wed,India,McVeggie Burger + Veg Pizza McPuff + Fries (L),265.00,3.17,McSaver Combos (2 Pc Meals)
67,2024/07/17,Wed,India,Strawberry Shake + Fries (M),195.00,2.33,McSaver Combos (2 Pc Meals)
68,2024/07/17,Wed,India,Mexican McAloo Tikki Burger + Fries (R),115.00,1.38,McSaver Combos (2 Pc Meals)
69,2024/07/17,Wed,India,McChicken Burger + Fries (R),175.00,2.09,McSaver Combos (2 Pc Meals)
70,2024/07/17,Wed,India,McVeggie Burger + Veg Pizza McPuff,170.00,2.03,McSaver Combos (2 Pc Meals)
71,2024/07/17,Wed,India,6 Pc Chicken Nuggets + Fries (M) + Piri Piri Spice Mix,246.00,2.94,McSaver Combos (2 Pc Meals)
72,2024/07/17,Wed,India,Chocolate Flavoured Shake+ Fries (M),195.00,2.33,McSaver Combos (2 Pc Meals)
73,2024/07/17,Wed,India,McSpicy Chicken Burger + Mexican Cheese Fries,272.00,3.26,McSaver Combos (2 Pc Meals)
74,2024/07/17,Wed,India,McSpicy Chicken Burger + Fries (M) + Piri Piri Spice Mix,272.00,3.26,McSaver Combos (2 Pc Meals)
75,2024/07/17,Wed,India,McSpicy Paneer + Classic Cheese Fries,258.00,3.09,McSaver Combos (2 Pc Meals)
76,2024/07/17,Wed,India,Veg Pizza McPuff + McSpicy Chicken Burger,238.00,2.85,McSaver Combos (2 Pc Meals)
77,2024/07/17,Wed,India,McAloo Tikki Burger + Veg Pizza McPuff + Piri Piri Spice Mix,127.00,1.52,McSaver Combos (2 Pc Meals)
78,2024/07/17,Wed,India,McVeggie Burger + Fries (M),190.00,2.27,McSaver Combos (2 Pc Meals)
79,2024/07/17,Wed,India,Mexican McAloo Tikki Burger + Fries (L),173.00,2.07,McSaver Combos (2 Pc Meals)
80,2024/07/17,Wed,India,McVeggie Burger + Fries (M) + Piri Piri Mix,231.00,2.76,McSaver Combos (2 Pc Meals)
81,2024/07/17,Wed,India,McVeggie Burger + Fries (R),175.00,2.09,McSaver Combos (2 Pc Meals)
82,2024/07/17,Wed,India,McVeggie Burger + Fries (L),222.00,2.66,McSaver Combos (2 Pc Meals)
83,2024/07/17,Wed,India,McChicken Burger + McSpicy Chicken Burger,290.00,3.47,McSaver Combos (2 Pc Meals)
84,2024/07/17,Wed,India,McVeggie Burger + McAloo Tikki Burger,190.00,2.27,McSaver Combos (2 Pc Meals)
85,2024/07/17,Wed,India,McAloo Tikki Burger + Veg Pizza McPuff + Coke,161.00,1.93,McSaver Combos (2 Pc Meals)
86,2024/07/17,Wed,India,McChicken Burger + Veg Pizza McPuff,170.00,2.03,McSaver Combos (2 Pc Meals)
87,2024/07/17,Wed,India,2 McFlurry Oreo (S),155.00,1.86,McSaver Combos (2 Pc Meals)
88,2024/07/17,Wed,India,2 Iced Coffee,237.00,2.84,McSaver Combos (2 Pc Meals)
89,2024/07/17,Wed,India,2 Coke,163.00,1.95,McSaver Combos (2 Pc Meals)
