,Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category
1,2024/07/06,Sat,India,McVeggie Burger Combo,279.00,3.34,Menu @199
2,2024/07/06,Sat,India,McChicken Burger Combo,305.00,3.65,Menu @199
3,2024/07/06,Sat,India,McAloo Tikki Burger Combo,205.00,2.46,Menu @199
4,2024/07/06,Sat,India,Mexican McAloo Tikki Burger Combo,224.00,2.68,Menu @199
5,2024/07/06,Sat,India,2 McVeggie Burger,250.00,3.00,Menu @199
6,2024/07/06,Sat,India,Corn & Cheese Burger + Coke,226.00,2.71,Menu @199
7,2024/07/06,Sat,India,2 Cappuccino,237.00,2.84,Menu @199
8,2024/07/06,Sat,India,2 Iced Coffee,237.00,2.84,Menu @199
9,2024/07/06,Sat,India,McSpicy Deluxe Paneer Burger,233.00,2.79,Menu @199
10,2024/07/06,Sat,India,McSpicy Deluxe Chicken Burger,233.00,2.79,Menu @199
11,2024/07/06,Sat,India,Big Spicy Chicken Wrap,249.00,2.98,Menu @199
12,2024/07/06,Sat,India,Big Spicy Paneer Wrap,230.00,2.76,Menu @199
13,2024/07/06,Sat,India,McSpicy Chicken Burger,215.00,2.58,Menu @199
14,2024/07/06,Sat,India,McSpicy Paneer Burger,215.00,2.58,Menu @199
15,2024/07/06,Sat,India,Mango Smoothie,210.00,2.52,Menu @199
16,2024/07/06,Sat,India,Mixed Berry Smoothie,210.00,2.52,Menu @199
17,2024/07/06,Sat,India,McCafe-Classic Coffee,215.00,2.58,Menu @199
18,2024/07/06,Sat,India,McCafe-Ice Coffee,200.00,2.40,Menu @199
19,2024/07/06,Sat,India,Mocha Coffee (S),210.00,2.52,Menu @199
20,2024/07/06,Sat,India,Hot Chocolate (R),216.00,2.59,Menu @199
21,2024/07/06,Sat,India,Burger Combo for 2: McChicken Burger,427.00,5.12,Match Time Sharing Combos
22,2024/07/06,Sat,India,McVeggie Burger + 2 Fries (M) + McAloo Tikki+ Veg Pizza McPuff,391.00,4.68,Match Time Sharing Combos
23,2024/07/06,Sat,India,McSpicy Chicken Burger + McChicken Burger + Fries (M),437.00,5.24,Match Time Sharing Combos
24,2024/07/06,Sat,India,Burger Combo for 2: McSpicy Deluxe Paneer Burger,550.00,6.59,Match Time Sharing Combos
25,2024/07/06,Sat,India,Burger Combo for 2: McSpicy Deluxe Chicken Burger,499.00,5.98,Match Time Sharing Combos
26,2024/07/06,Sat,India,Burger Combo for 2: McCheese Burger Veg,619.00,7.42,Match Time Sharing Combos
27,2024/07/06,Sat,India,Burger Combo for 2: McCheese Burger Chicken,649.00,7.78,Match Time Sharing Combos
28,2024/07/06,Sat,India,Burger Combo for 2: Corn & Cheese Burger,419.00,5.02,Match Time Sharing Combos
29,2024/07/06,Sat,India,Burger Combo for 2: Grilled Chicken & Cheese,470.00,5.63,Match Time Sharing Combos
30,2024/07/06,Sat,India,Burger Combo for 2: McSpicy Chicken Burger,490.00,5.87,Match Time Sharing Combos
31,2024/07/06,Sat,India,Burger Combo for 2: McVeggie Burger,389.00,4.66,Match Time Sharing Combos
32,2024/07/06,Sat,India,Corn & Cheese Burger +McVeggie Burger+Fries (M),391.00,4.68,Match Time Sharing Combos
33,2024/07/06,Sat,India,Burger Combo for 2: McSpicy Chicken Burger with Pizza McPuff,491.00,5.88,Match Time Sharing Combos
34,2024/07/06,Sat,India,Burger Combo for 2: McChicken Burger with Pizza McPuff,389.00,4.66,Match Time Sharing Combos
35,2024/07/06,Sat,India,McSpicy Paneer Burger + McAloo Tikki Burger + Fries (L) + 2 Coke,389.00,4.66,Match Time Sharing Combos
36,2024/07/06,Sat,India,McVeggie Burger + McAloo Tikki Burger + Fries (L) + 2 Coke,337.00,4.04,Match Time Sharing Combos
37,2024/07/06,Sat,India,Burger Combo for 2: McVeggie Burger with Pizza McPuff,459.00,5.50,Match Time Sharing Combos
38,2024/07/06,Sat,India,2 Chicken Maharaja Mac Burger + 2 Coke + Fries (L) + McFlurry Oreo (M),610.00,7.31,Match Time Sharing Combos
39,2024/07/06,Sat,India,2 McAloo Tikki Burger + 2 Fries (L),328.00,3.93,Match Time Sharing Combos
40,2024/07/06,Sat,India,McSpicy Paneer Burger + 2 Fries M + McAloo Tikki + Veg Pizza McPuff,388.00,4.65,Match Time Sharing Combos
41,2024/07/06,Sat,India,6 Pc Chicken Nuggets + McChicken Burger + Coke,358.00,4.29,Match Time Sharing Combos
42,2024/07/06,Sat,India,Chicken Surprise Burger,75.00,0.90,Burgers & Wraps
43,2024/07/06,Sat,India,Mexican McAloo Tikki Double Patty Burger,93.00,1.11,Burgers & Wraps
44,2024/07/06,Sat,India,McSpicy Deluxe Chicken Double Patty Burger,290.00,3.47,Burgers & Wraps
45,2024/07/06,Sat,India,McSpicy Chicken Double Patty Burger,271.00,3.25,Burgers & Wraps
46,2024/07/06,Sat,India,McChicken Double Patty Burger,172.00,2.06,Burgers & Wraps
47,2024/07/06,Sat,India,McVeggie Double Patty Burger,188.00,2.25,Burgers & Wraps
48,2024/07/06,Sat,India,McAloo Tikki Double Patty Burger,89.00,1.07,Burgers & Wraps
49,2024/07/06,Sat,India,McSpicy Deluxe Paneer Burger,233.00,2.79,Burgers & Wraps
50,2024/07/06,Sat,India,McSpicy Deluxe Chicken Burger,233.00,2.79,Burgers & Wraps
51,2024/07/06,Sat,India,McCheese Burger Chicken,281.00,3.37,Burgers & Wraps
52,2024/07/06,Sat,India,Grilled Chicken & Cheese Burger,164.00,1.96,Burgers & Wraps
53,2024/07/06,Sat,India,Corn & Cheese Burger,152.00,1.82,Burgers & Wraps
54,2024/07/06,Sat,India,McSpicy Premium Chicken Burger,260.00,3.11,Burgers & Wraps
