,Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category
1,2023/11/05,Sun,India,2 Cheesy Italian Chicken + Fries (L) + 2 Coke,529.04,1072343976.48,Match Time Sharers
2,2023/11/05,Sun,India,2 Cheesy Italian Veg + Fries (L) + 2 Coke,499.16,1011778351.92,Match Time Sharers
3,2023/11/05,Sun,India,Chicken Nuggets Bucket – 27 Pc,570.48,1156341281.76,Match Time Sharers
4,2023/11/05,Sun,India,Fries Bucket,284.76,577197699.12,Match Time Sharers
5,2023/11/05,Sun,India,2 McCheese Burger Veg + Fries (L) + 2 Coke,619.42,1255540802.04,Match Time Sharers
6,2023/11/05,Sun,India,2 McCheese Burger Chicken + Fries (L)  + 2 Coke,648.88,1315255102.56,Match Time Sharers
7,2023/11/05,Sun,India,2 Corn and Cheese Burger + Fries (L) + 2 Coke,419.25,849803818.50,Match Time Sharers
8,2023/11/05,Sun,India,2 Grilled Chicken and Cheese Burger + Fries (L) + 2 Coke,469.38,951415423.56,Match Time Sharers
9,2023/11/05,Sun,India,2 McSpicy Chicken Burger + Fries (L) + 2 Coke,490.48,994184321.76,Match Time Sharers
10,2023/11/05,Sun,India,2 McVeggie Burger + Fries (L) + 2 Coke,388.58,787636893.96,Match Time Sharers
11,2023/11/05,Sun,India,2 McChicken Burger + Fries (L) + 2 Coke,388.58,787636893.96,Match Time Sharers
12,2023/11/05,Sun,India,Corn & Cheese Burger +McVeggie Burger+Fries (M),329.52,667924518.24,Match Time Sharers
13,2023/11/05,Sun,India,McVeggie Burger + 2 Fries (M) + McAloo Tikki+ Veg Pizza McPuff,306.67,621608436.54,Match Time Sharers
14,2023/11/05,Sun,India,2 McSpicy Chicken Burger  + 2 Fries (M)  + Veg Pizza McPuff,491.43,996109935.66,Match Time Sharers
15,2023/11/05,Sun,India,2 McChicken Burger + 2 Fries (M) + Veg Pizza McPuff,388.57,787616624.34,Match Time Sharers
16,2023/11/05,Sun,India,McSpicy Paneer Burger + Fries (L) + 2 Coke + McAloo Tikki Burger,388.58,787636893.96,Match Time Sharers
17,2023/11/05,Sun,India,McVeggie Burger + Fries (L) + 2 Coke + McAloo Tikki Burger,337.15,683390238.30,Match Time Sharers
18,2023/11/05,Sun,India,2 McVeggie Burger + 2 Fries (M) + Veg Pizza McPuff,388.57,787616624.34,Match Time Sharers
19,2023/11/05,Sun,India,2 Chicken Maharaja Mac + 2 Coke + Fries (L) + McFlurry Oreo (M),610.48,1237419761.76,Match Time Sharers
20,2023/11/05,Sun,India,2 McAloo Tikki + 2 Fries (L),317.14,642830728.68,Match Time Sharers
21,2023/11/05,Sun,India,McSpicy Paneer Burger + 2 Fries M + McAloo Tikki + Veg Pizza McPuff,387.62,785691010.44,Match Time Sharers
22,2023/11/05,Sun,India,McSpicy Chicken Burger + McChicken Burger + Fries (M),373.33,756725723.46,Match Time Sharers
23,2023/11/05,Sun,India,6 Pc Nuggets + McChicken + Coke,325.77,660323410.74,Match Time Sharers
