,Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category
1,2023/11/06,Mon,India,2 Cheesy Italian Chicken + Fries (L) + 2 Coke,529.04,1070484400.88,Match Time Sharers
2,2023/11/06,Mon,India,2 Cheesy Italian Veg + Fries (L) + 2 Coke,499.16,1010023804.52,Match Time Sharers
3,2023/11/06,Mon,India,Chicken Nuggets Bucket – 27 Pc,570.48,1154336044.56,Match Time Sharers
4,2023/11/06,Mon,India,Fries Bucket,284.76,576196767.72,Match Time Sharers
5,2023/11/06,Mon,India,2 McCheese Burger Veg + Fries (L) + 2 Coke,619.42,1253363540.74,Match Time Sharers
6,2023/11/06,Mon,India,2 McCheese Burger Chicken + Fries (L)  + 2 Coke,648.88,1312974289.36,Match Time Sharers
7,2023/11/06,Mon,India,2 Corn and Cheese Burger + Fries (L) + 2 Coke,419.25,848330154.75,Match Time Sharers
8,2023/11/06,Mon,India,2 Grilled Chicken and Cheese Burger + Fries (L) + 2 Coke,469.38,949765552.86,Match Time Sharers
9,2023/11/06,Mon,India,2 McSpicy Chicken Burger + Fries (L) + 2 Coke,490.48,992460284.56,Match Time Sharers
10,2023/11/06,Mon,India,2 McVeggie Burger + Fries (L) + 2 Coke,388.58,786271035.26,Match Time Sharers
11,2023/11/06,Mon,India,2 McChicken Burger + Fries (L) + 2 Coke,388.58,786271035.26,Match Time Sharers
12,2023/11/06,Mon,India,Corn & Cheese Burger +McVeggie Burger+Fries (M),329.52,666766255.44,Match Time Sharers
13,2023/11/06,Mon,India,McVeggie Burger + 2 Fries (M) + McAloo Tikki+ Veg Pizza McPuff,306.67,620530491.49,Match Time Sharers
14,2023/11/06,Mon,India,2 McSpicy Chicken Burger  + 2 Fries (M)  + Veg Pizza McPuff,491.43,994382559.21,Match Time Sharers
15,2023/11/06,Mon,India,2 McChicken Burger + 2 Fries (M) + Veg Pizza McPuff,388.57,786250800.79,Match Time Sharers
16,2023/11/06,Mon,India,McSpicy Paneer Burger + Fries (L) + 2 Coke + McAloo Tikki Burger,388.58,786271035.26,Match Time Sharers
17,2023/11/06,Mon,India,McVeggie Burger + Fries (L) + 2 Coke + McAloo Tikki Burger,337.15,682205156.05,Match Time Sharers
18,2023/11/06,Mon,India,2 McVeggie Burger + 2 Fries (M) + Veg Pizza McPuff,388.57,786250800.79,Match Time Sharers
19,2023/11/06,Mon,India,2 Chicken Maharaja Mac + 2 Coke + Fries (L) + McFlurry Oreo (M),610.48,1235273924.56,Match Time Sharers
20,2023/11/06,Mon,India,2 McAloo Tikki + 2 Fries (L),317.14,641715981.58,Match Time Sharers
21,2023/11/06,Mon,India,McSpicy Paneer Burger + 2 Fries M + McAloo Tikki + Veg Pizza McPuff,387.62,784328526.14,Match Time Sharers
