,Date,Day,Territory,Menu Item,Price (HKD),Price (USD),Category,Menu
1,2023/08/02,Wed,Hong Kong,McNuggets®(18pcs)Combo for 2,148.00,18.99,McNuggets® Combo,Regular Menu
2,2023/08/02,Wed,Hong Kong,McNuggets®(18pcs)Combo,81.00,10.39,McNuggets® Combo,Regular Menu
3,2023/08/02,Wed,Hong Kong,McNuggets®(9pcs)Combo for 1,63.00,8.08,McNuggets® Combo,Regular Menu
4,2023/08/02,Wed,Hong Kong,Burger Lovers Combo for 2 with Double Mango Frappé,143.00,18.35,McCafe Double Mango Frappée,Regular Menu
5,2023/08/02,Wed,Hong Kong,Crispy Thighs Combo for 2 with Double Mango Frappé,156.00,20.02,McCafe Double Mango Frappée,Regular Menu
6,2023/08/02,Wed,Hong Kong,Salted 'N Pepper Crispy Thighs Combo for 3,189.00,24.25,Hot Deal,Regular Menu
7,2023/08/02,Wed,Hong Kong,Crispy Thighs Sharing Bucket Combo for 2,128.00,16.42,Hot Deal,Regular Menu
8,2023/08/02,Wed,Hong Kong,Burger Lovers Combo for 3,159.00,20.40,Hot Deal,Regular Menu
9,2023/08/02,Wed,Hong Kong,Burger Lovers Combo for 2,115.00,14.76,Hot Deal,Regular Menu
10,2023/08/02,Wed,Hong Kong,Happy Family Combo,139.00,17.84,Hot Deal,Regular Menu
11,2023/08/02,Wed,Hong Kong,Burger Lover Combo for 1,56.00,7.19,Hot Deal,Regular Menu
12,2023/08/02,Wed,Hong Kong,Crispy Thighs Combo for 1,70.00,8.98,Hot Deal,Regular Menu
13,2023/08/02,Wed,Hong Kong,McNuggets®(9pcs)Combo for 1,63.00,8.08,Hot Deal,Regular Menu
14,2023/08/02,Wed,Hong Kong,McWings (4pcs) Combo for 1,63.00,8.08,Hot Deal,Regular Menu
15,2023/08/02,Wed,Hong Kong,McCafe All-new Meal Combo for 1,64.00,8.21,McCafe Value Combo,Regular Menu
16,2023/08/02,Wed,Hong Kong,McCafe Burger Lovers Combo for 2,131.00,16.81,McCafe Value Combo,Regular Menu
17,2023/08/02,Wed,Hong Kong,McCafe Burger Lovers Cobmo for 3,183.00,23.48,McCafe Value Combo,Regular Menu
18,2023/08/02,Wed,Hong Kong,McCafe Happy Family Combo,155.00,19.89,McCafe Value Combo,Regular Menu
19,2023/08/02,Wed,Hong Kong,Happy Meal® Chicken McNuggets® (4 pcs),36.00,4.62,Happy Meal,Regular Menu
20,2023/08/02,Wed,Hong Kong,Happy Meal® Filet-O-Fish™,38.00,4.88,Happy Meal,Regular Menu
21,2023/08/02,Wed,Hong Kong,Other Happy Meal Set,29.50,3.79,Happy Meal,Regular Menu
22,2023/08/02,Wed,Hong Kong,Chicken McNuggets® (6pcs),25.00,3.21,Regular A-la-carte,Regular Menu
23,2023/08/02,Wed,Hong Kong,McNuggets®(18pcs),53.00,6.80,Regular A-la-carte,Regular Menu
24,2023/08/02,Wed,Hong Kong,Tasty Sharing Box,45.00,5.77,Regular A-la-carte,Regular Menu
25,2023/08/02,Wed,Hong Kong,Chicken McNuggets® (9pcs),31.00,3.98,Regular A-la-carte,Regular Menu
26,2023/08/02,Wed,Hong Kong,Original & Honey BBQ & Salted 'N Pepper Crispy Thighs Sharing Bucket(6 pcs),119.50,15.33,Regular A-la-carte,Regular Menu
27,2023/08/02,Wed,Hong Kong,Salted 'N Pepper & Honey BBQ Crispy Thighs Sharing Bucket(6pcs),119.50,15.33,Regular A-la-carte,Regular Menu
28,2023/08/02,Wed,Hong Kong,Original & Salted 'N Pepper Crispy Thighs Sharing Bucket(6pcs),119.50,15.33,Regular A-la-carte,Regular Menu
29,2023/08/02,Wed,Hong Kong,Salted 'N Pepper Crispy Thighs Bucket(6pcs),119.50,15.33,Regular A-la-carte,Regular Menu
30,2023/08/02,Wed,Hong Kong,Salted 'N Pepper Crispy Thighs(2pcs),44.50,5.71,Regular A-la-carte,Regular Menu
31,2023/08/02,Wed,Hong Kong,Salted 'N Pepper Crispy Thighs(1pc),24.00,3.08,Regular A-la-carte,Regular Menu
32,2023/08/02,Wed,Hong Kong,Original & Honey BBQ Crispy Thighs Sharing Bucket (6pcs),119.50,15.33,Regular A-la-carte,Regular Menu
33,2023/08/02,Wed,Hong Kong,McWings®(4pcs),28.00,3.59,Regular A-la-carte,Regular Menu
34,2023/08/02,Wed,Hong Kong,McWings®(6pcs),39.00,5.00,Regular A-la-carte,Regular Menu
35,2023/08/02,Wed,Hong Kong,Tasty Jumbo Bucket (16pcs McWING),101.00,12.96,Regular A-la-carte,Regular Menu
36,2023/08/02,Wed,Hong Kong,Honey BBQ Crispy Thighs Sharing Bucket (6pcs),119.50,15.33,Regular A-la-carte,Regular Menu
37,2023/08/02,Wed,Hong Kong,Crispy Thighs (Original)Sharing Bucket (6pcs),113.50,14.56,Regular A-la-carte,Regular Menu
38,2023/08/02,Wed,Hong Kong,Crispy Thighs(2pcs),42.50,5.45,Regular A-la-carte,Regular Menu
39,2023/08/02,Wed,Hong Kong,Double Cheeseburger™,25.00,3.21,Regular A-la-carte,Regular Menu
40,2023/08/02,Wed,Hong Kong,McSpicy®Chicken Filet,28.00,3.59,Regular A-la-carte,Regular Menu
41,2023/08/02,Wed,Hong Kong,GCB®,27.50,3.53,Regular A-la-carte,Regular Menu
42,2023/08/02,Wed,Hong Kong,Filet-O-Fish™,24.00,3.08,Regular A-la-carte,Regular Menu
43,2023/08/02,Wed,Hong Kong,Sausage McMuffin® with Egg,23.50,3.02,Regular A-la-carte,Regular Menu
44,2023/08/02,Wed,Hong Kong,Iced Okinawa Brown Sugar x Bubble Milk Tea,41.00,5.26,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
45,2023/08/02,Wed,Hong Kong,Iced Latte,40.00,5.13,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
46,2023/08/02,Wed,Hong Kong,Iced Cappuccino,40.00,5.13,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
47,2023/08/02,Wed,Hong Kong,Iced Americano,40.00,5.13,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
48,2023/08/02,Wed,Hong Kong,Iced Crunchy Ovaltine®,40.00,5.13,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
49,2023/08/02,Wed,Hong Kong,Iced Ovaltine Bubble Latte,43.00,5.52,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
