,Date,Day,Territory,Menu Item,Price (HKD),Price (USD),Category,Menu
1,2023/02/04,Sat,Hong Kong,Garlic Herb Crispy Thighs Combo for 3,189.00,24.08,FREE CENTRALIN Automatic Dispenser,Regular Menu
2,2023/02/04,Sat,Hong Kong,Garlic Herb Crispy Thighs Combo for 2,134.00,17.07,FREE CENTRALIN Automatic Dispenser,Regular Menu
3,2023/02/04,Sat,Hong Kong,Burger Lovers Combo for 3,159.00,20.26,FREE CENTRALIN Automatic Dispenser,Regular Menu
4,2023/02/04,Sat,Hong Kong,Burger Lovers Combo for 2,115.00,14.65,FREE CENTRALIN Automatic Dispenser,Regular Menu
5,2023/02/04,Sat,Hong Kong,Prosperity Burger Combo for 1,62.00,7.90,Prosperity,Regular Menu
6,2023/02/04,Sat,Hong Kong,Prosperity Burger Combo for 2,128.00,16.31,Prosperity,Regular Menu
7,2023/02/04,Sat,Hong Kong,Tasty Treasures Combo for 3,228.00,29.05,Prosperity,Regular Menu
8,2023/02/04,Sat,Hong Kong,Crispy Thighs Sharing Bucket Set,259.00,33.00,Prosperity,Regular Menu
9,2023/02/04,Sat,Hong Kong,Salted Marshmallow Flavored Chocolate(L),36.00,4.59,McCafé X LINE FRIENDS,Regular Menu
10,2023/02/04,Sat,Hong Kong,Hazelnut Flavored Mocha(L),38.00,4.84,McCafé X LINE FRIENDS,Regular Menu
11,2023/02/04,Sat,Hong Kong,Burger Lovers Combo for 2 w LINE FRIENDS Drink,131.00,16.69,McCafé X LINE FRIENDS,Regular Menu
12,2023/02/04,Sat,Hong Kong,Burger Lovers Combo for 1 w LINE FRIENDS Drink,64.00,8.16,McCafé X LINE FRIENDS,Regular Menu
13,2023/02/04,Sat,Hong Kong,Crispy Thighs Sharing Bucket Combo for 2,128.00,16.31,Hot Deal,Regular Menu
14,2023/02/04,Sat,Hong Kong,Crispy Thighs Sharing Bucket Combo for 3,183.00,23.32,Hot Deal,Regular Menu
15,2023/02/04,Sat,Hong Kong,Burger Lovers Combo for 3,159.00,20.26,Hot Deal,Regular Menu
16,2023/02/04,Sat,Hong Kong,Burger Lovers Combo for 2,115.00,14.65,Hot Deal,Regular Menu
17,2023/02/04,Sat,Hong Kong,Happy Family Combo,139.00,17.71,Hot Deal,Regular Menu
18,2023/02/04,Sat,Hong Kong,Burger Lover Combo for 1,56.00,7.14,Hot Deal,Regular Menu
19,2023/02/04,Sat,Hong Kong,Crispy Thighs Combo for 1,70.00,8.92,Hot Deal,Regular Menu
20,2023/02/04,Sat,Hong Kong,McNuggets®(9pcs)Combo for 1,63.00,8.03,Hot Deal,Regular Menu
21,2023/02/04,Sat,Hong Kong,McWings (4pcs) Combo for 1,63.00,8.03,Hot Deal,Regular Menu
22,2023/02/04,Sat,Hong Kong,McCafe All-new Meal Combo for 1,64.00,8.16,McCafe Value Combo,Regular Menu
23,2023/02/04,Sat,Hong Kong,McCafe Burger Lovers Combo for 2,131.00,16.69,McCafe Value Combo,Regular Menu
24,2023/02/04,Sat,Hong Kong,McCafe Burger Lovers Cobmo for 3,183.00,23.32,McCafe Value Combo,Regular Menu
25,2023/02/04,Sat,Hong Kong,McCafe Happy Family Combo,155.00,19.75,McCafe Value Combo,Regular Menu
26,2023/02/04,Sat,Hong Kong,Prosperity Beef Burger,34.50,4.40,Regular A-la-carte,Regular Menu
27,2023/02/04,Sat,Hong Kong,Beef N' Hash Brown Burger,37.50,4.78,Regular A-la-carte,Regular Menu
28,2023/02/04,Sat,Hong Kong,Prosperity Chicken Burger,34.50,4.40,Regular A-la-carte,Regular Menu
29,2023/02/04,Sat,Hong Kong,Chicken N' Pineapple Burger,37.50,4.78,Regular A-la-carte,Regular Menu
30,2023/02/04,Sat,Hong Kong,Garlic Herb Crispy Thighs (1pc),24.00,3.06,Regular A-la-carte,Regular Menu
31,2023/02/04,Sat,Hong Kong,Garlic Herb Crispy Thighs (2pcs),44.50,5.67,Regular A-la-carte,Regular Menu
32,2023/02/04,Sat,Hong Kong,Original & Honey & Garlic Crispy Thighs Sharing Bucket (6 pcs),119.50,15.23,Regular A-la-carte,Regular Menu
33,2023/02/04,Sat,Hong Kong,Garlic Herb & Original Crispy Thighs Sharing Bucket (6 pcs),119.50,15.23,Regular A-la-carte,Regular Menu
34,2023/02/04,Sat,Hong Kong,Garlic Herb & Honey BBQ Crispy Thighs Sharing Bucket (6 pcs),119.50,15.23,Regular A-la-carte,Regular Menu
35,2023/02/04,Sat,Hong Kong,Garlic Herb Crispy Thighs Bucket (6pcs),119.50,15.23,Regular A-la-carte,Regular Menu
36,2023/02/04,Sat,Hong Kong,Original & Honey BBQ Crispy Thighs Sharing Bucket (6pcs),119.50,15.23,Regular A-la-carte,Regular Menu
37,2023/02/04,Sat,Hong Kong,McWings®(4pcs),28.00,3.57,Regular A-la-carte,Regular Menu
38,2023/02/04,Sat,Hong Kong,McWings®(6pcs),39.00,4.97,Regular A-la-carte,Regular Menu
39,2023/02/04,Sat,Hong Kong,Tasty Jumbo Bucket (16pcs McWING),101.00,12.87,Regular A-la-carte,Regular Menu
40,2023/02/04,Sat,Hong Kong,Honey BBQ Crispy Thighs Sharing Bucket (6pcs),119.50,15.23,Regular A-la-carte,Regular Menu
41,2023/02/04,Sat,Hong Kong,Crispy Thighs (Original)Sharing Bucket (6pcs),113.50,14.46,Regular A-la-carte,Regular Menu
42,2023/02/04,Sat,Hong Kong,Chicken McNuggets® (6pcs),25.00,3.19,Regular A-la-carte,Regular Menu
43,2023/02/04,Sat,Hong Kong,McNuggets®(18pcs),53.00,6.75,Regular A-la-carte,Regular Menu
44,2023/02/04,Sat,Hong Kong,Tasty Sharing Box,45.00,5.73,Regular A-la-carte,Regular Menu
45,2023/02/04,Sat,Hong Kong,Crispy Thighs(2pcs),42.50,5.42,Regular A-la-carte,Regular Menu
46,2023/02/04,Sat,Hong Kong,Big Mac®,26.50,3.38,Regular A-la-carte,Regular Menu
47,2023/02/04,Sat,Hong Kong,Angus Original,35.00,4.46,Regular A-la-carte,Regular Menu
48,2023/02/04,Sat,Hong Kong,Cheesy Champignon Angus Burger,40.00,5.10,Regular A-la-carte,Regular Menu
49,2023/02/04,Sat,Hong Kong,Double Angus Original,47.00,5.99,Regular A-la-carte,Regular Menu
50,2023/02/04,Sat,Hong Kong,Double Cheeseburger™,25.00,3.19,Regular A-la-carte,Regular Menu
51,2023/02/04,Sat,Hong Kong,McSpicy®Chicken Filet,28.00,3.57,Regular A-la-carte,Regular Menu
52,2023/02/04,Sat,Hong Kong,GCB®,27.50,3.50,Regular A-la-carte,Regular Menu
53,2023/02/04,Sat,Hong Kong,Filet-O-Fish™,24.00,3.06,Regular A-la-carte,Regular Menu
54,2023/02/04,Sat,Hong Kong,Sausage McMuffin® with Egg,23.50,2.99,Regular A-la-carte,Regular Menu
55,2023/02/04,Sat,Hong Kong,Happy Meal® Chicken McNuggets® (4 pcs),36.00,4.59,Happy Meal,Regular Menu
56,2023/02/04,Sat,Hong Kong,Happy Meal® Filet-O-Fish™,38.00,4.84,Happy Meal,Regular Menu
57,2023/02/04,Sat,Hong Kong,Other Happy Meal Set,29.50,3.76,Happy Meal,Regular Menu
58,2023/02/04,Sat,Hong Kong,Salted Marshmallow Flavored Chocolate(L),36.00,4.59,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
59,2023/02/04,Sat,Hong Kong,Hazelnut Flavored Mocha(L),38.00,4.84,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
60,2023/02/04,Sat,Hong Kong,Iced Salted Caramel Oatly Latte,43.00,5.48,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
61,2023/02/04,Sat,Hong Kong,Salted Caramel Oatly Latte(L),38.00,4.84,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
62,2023/02/04,Sat,Hong Kong,Iced Latte,40.00,5.10,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
63,2023/02/04,Sat,Hong Kong,Iced Cappuccino,40.00,5.10,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
64,2023/02/04,Sat,Hong Kong,Iced Americano,40.00,5.10,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
65,2023/02/04,Sat,Hong Kong,Iced Crunchy Ovaltine®,40.00,5.10,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
66,2023/02/04,Sat,Hong Kong,Iced Okinawa Brown Sugar x Bubble Milk Tea,41.00,5.22,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
67,2023/02/04,Sat,Hong Kong,Cappuccino(L),35.00,4.46,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
68,2023/02/04,Sat,Hong Kong,Latte(L),35.00,4.46,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
69,2023/02/04,Sat,Hong Kong,Iced Ovaltine Bubble Latte,43.00,5.48,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
70,2023/02/04,Sat,Hong Kong,Americano(L),35.00,4.46,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
71,2023/02/04,Sat,Hong Kong,Iced Uji Matcha Bubble Latte,43.00,5.48,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
72,2023/02/04,Sat,Hong Kong,Crunchy Ovaltine(L),35.00,4.46,McCafe Drink for McDelivery (Coffee brewed with 3.7 Fresh Milk),Regular Menu
73,2023/02/04,Sat,Hong Kong,Passionfruit Soda,23.00,2.93,Beverages.,Regular Menu
74,2023/02/04,Sat,Hong Kong,Coca-Cola® (L),18.00,2.29,Beverages.,Regular Menu
75,2023/02/04,Sat,Hong Kong,Sprite® Lemon- Lime Flavoured Soda (L),18.00,2.29,Beverages.,Regular Menu
