,Date,Day,Territory,Menu Item,Price (HKD),Price (USD),Category,Menu
1,2023/04/28,Fri,Hong Kong,Refreshing Breakfast Combo for 1,45.00,5.73,New Sharing Meals,Breakfast Menu
2,2023/04/28,Fri,Hong Kong,Refreshing Breakfast Combo for 2,90.00,11.46,New Sharing Meals,Breakfast Menu
3,2023/04/28,Fri,Hong Kong,Happy Family Breakfast Combo,99.00,12.61,New Sharing Meals,Breakfast Menu
4,2023/04/28,Fri,Hong Kong,Refreshing Breakfast Combo for 3,119.00,15.16,New Sharing Meals,Breakfast Menu
5,2023/04/28,Fri,Hong Kong,McCafe Refreshing Breakfast Combo for 3,143.00,18.22,McCafe Value Combo,Breakfast Menu
6,2023/04/28,Fri,Hong Kong,McCafe Refreshing Breakfast Combo for 2,106.00,13.50,McCafe Value Combo,Breakfast Menu
7,2023/04/28,Fri,Hong Kong,McCafe Refreshing Breakfast Combo for 1,53.00,6.75,McCafe Value Combo,Breakfast Menu
8,2023/04/28,Fri,Hong Kong,McCafe Happy Family Breakfast Combo,115.00,14.65,McCafe Value Combo,Breakfast Menu
9,2023/04/28,Fri,Hong Kong,Scrambled Eggs Burger,20.50,2.61,Breakfast A-la-carte,Breakfast Menu
10,2023/04/28,Fri,Hong Kong,Scrambled Eggs N' Chicken Burger,24.50,3.12,Breakfast A-la-carte,Breakfast Menu
11,2023/04/28,Fri,Hong Kong,Scrambled Eggs N' Ham Burger,24.50,3.12,Breakfast A-la-carte,Breakfast Menu
12,2023/04/28,Fri,Hong Kong,NEW LUNCHEON Meat N' Scrambled Egg Burger,26.50,3.38,Breakfast A-la-carte,Breakfast Menu
13,2023/04/28,Fri,Hong Kong,NEW LUNCHEON Meat McMuffin with Egg,26.50,3.38,Breakfast A-la-carte,Breakfast Menu
14,2023/04/28,Fri,Hong Kong,NEW LUNCHEON Meat Deluxe Breakfast,33.50,4.27,Breakfast A-la-carte,Breakfast Menu
15,2023/04/28,Fri,Hong Kong,NEW LUNCHEON Meat Jumbo Breakfast,37.50,4.78,Breakfast A-la-carte,Breakfast Menu
16,2023/04/28,Fri,Hong Kong,Jumbo Breakfast,36.00,4.59,Breakfast A-la-carte,Breakfast Menu
17,2023/04/28,Fri,Hong Kong,Deluxe Breakfast,31.50,4.01,Breakfast A-la-carte,Breakfast Menu
18,2023/04/28,Fri,Hong Kong,Hotcakes Deluxe Breakfast,31.50,4.01,Breakfast A-la-carte,Breakfast Menu
19,2023/04/28,Fri,Hong Kong,Sausage McMuffin® with Egg,24.50,3.12,Breakfast A-la-carte,Breakfast Menu
20,2023/04/28,Fri,Hong Kong,Filet-O-Fish™,24.00,3.06,Breakfast A-la-carte,Breakfast Menu
21,2023/04/28,Fri,Hong Kong,Hotcakes (3 pcs),21.50,2.74,Breakfast A-la-carte,Breakfast Menu
22,2023/04/28,Fri,Hong Kong,Sausage N' Egg Twisty Pasta (Tonkotsu Flavor),30.50,3.89,Breakfast A-la-carte,Breakfast Menu
23,2023/04/28,Fri,Hong Kong,Ham N' Egg Twisty Pasta (Tonkotsu Flavor),30.50,3.89,Breakfast A-la-carte,Breakfast Menu
24,2023/04/28,Fri,Hong Kong,Grilled Chicken Twisty Pasta with Egg (Tonkotsu Flavor),35.50,4.52,Breakfast A-la-carte,Breakfast Menu
25,2023/04/28,Fri,Hong Kong,Chicken and Egg Burger,24.50,3.12,Breakfast A-la-carte,Breakfast Menu
26,2023/04/28,Fri,Hong Kong,Happy Meal® Filet-O-Fish™,38.00,4.84,Happy Meal,Breakfast Menu
27,2023/04/28,Fri,Hong Kong,Happy Meal® Hotcakes (2pcs),33.50,4.27,Happy Meal,Breakfast Menu
28,2023/04/28,Fri,Hong Kong,Other Happy Meal Set,29.50,3.76,Happy Meal,Breakfast Menu
29,2023/04/28,Fri,Hong Kong,Iced Salted Caramel Oatly Latte,43.00,5.48,McCafe Drink for McDelivery. (Coffee brewed with 3.7 Fresh Milk),Breakfast Menu
30,2023/04/28,Fri,Hong Kong,Salted Caramel Oatly Latte(L),38.00,4.84,McCafe Drink for McDelivery. (Coffee brewed with 3.7 Fresh Milk),Breakfast Menu
31,2023/04/28,Fri,Hong Kong,Iced Latte,40.00,5.10,McCafe Drink for McDelivery. (Coffee brewed with 3.7 Fresh Milk),Breakfast Menu
32,2023/04/28,Fri,Hong Kong,Iced Cappuccino,40.00,5.10,McCafe Drink for McDelivery. (Coffee brewed with 3.7 Fresh Milk),Breakfast Menu
33,2023/04/28,Fri,Hong Kong,Iced Americano,40.00,5.10,McCafe Drink for McDelivery. (Coffee brewed with 3.7 Fresh Milk),Breakfast Menu
34,2023/04/28,Fri,Hong Kong,Iced Crunchy Ovaltine®,40.00,5.10,McCafe Drink for McDelivery. (Coffee brewed with 3.7 Fresh Milk),Breakfast Menu
35,2023/04/28,Fri,Hong Kong,Cappuccino(L),35.00,4.46,McCafe Drink for McDelivery. (Coffee brewed with 3.7 Fresh Milk),Breakfast Menu
36,2023/04/28,Fri,Hong Kong,Latte(L),35.00,4.46,McCafe Drink for McDelivery. (Coffee brewed with 3.7 Fresh Milk),Breakfast Menu
37,2023/04/28,Fri,Hong Kong,Americano(L),35.00,4.46,McCafe Drink for McDelivery. (Coffee brewed with 3.7 Fresh Milk),Breakfast Menu
38,2023/04/28,Fri,Hong Kong,Crunchy Ovaltine(L),35.00,4.46,McCafe Drink for McDelivery. (Coffee brewed with 3.7 Fresh Milk),Breakfast Menu
39,2023/04/28,Fri,Hong Kong,Coca-Cola® (L),18.00,2.29,Beverages ',Breakfast Menu
40,2023/04/28,Fri,Hong Kong,Sprite® Lemon- Lime Flavoured Soda (L),18.00,2.29,Beverages ',Breakfast Menu
41,2023/04/28,Fri,Hong Kong,Fanta® Orange Flavoured Soda (L),18.00,2.29,Beverages ',Breakfast Menu
42,2023/04/28,Fri,Hong Kong,Coca-Cola® No Sugar (L),18.00,2.29,Beverages ',Breakfast Menu
43,2023/04/28,Fri,Hong Kong,Minute Maid® Orange Juice (L),17.50,2.23,Beverages ',Breakfast Menu
