,Date,Day,Territory,Menu Item,Price (BND),Price (USD),Category
1,2024/01/27,Sat,Brunei,3 Pcs Hotcakes (Value Meal),6.00,4.47,Breakfast Value Meal
2,2024/01/27,Sat,Brunei,3 Pcs Hotcakes (A La Carte),3.90,2.91,Breakfast Value Meal
3,2024/01/27,Sat,Brunei,Big Breakfast (A La Carte),5.00,3.73,Breakfast Value Meal
4,2024/01/27,Sat,Brunei,Big Breakfast (Value Meal),6.60,4.92,Breakfast Value Meal
5,2024/01/27,Sat,Brunei,Chicken Muffin (Value Meal),6.20,4.62,Breakfast Value Meal
6,2024/01/27,Sat,Brunei,Filet-O-Fish (Value Meal),5.60,4.17,Breakfast Value Meal
7,2024/01/27,Sat,Brunei,Chicken Muffin (A La Carte),4.20,3.13,Breakfast Value Meal
8,2024/01/27,Sat,Brunei,Filet-O-Fish (A La Carte),3.80,2.83,Breakfast Value Meal
9,2024/01/27,Sat,Brunei,Hashbrowns,1.70,1.27,Breakfast Sides
10,2024/01/27,Sat,Brunei,Cakoi — 1 Pc,1.50,1.12,Breakfast Sides
11,2024/01/27,Sat,Brunei,Cakoi — 2 Pc,2.80,2.09,Breakfast Sides
12,2024/01/27,Sat,Brunei,Bubur McD,3.20,2.39,Breakfast Sides
13,2024/01/27,Sat,Brunei,Apple Pie — 1 Pc,1.80,1.34,Breakfast Dessert
14,2024/01/27,Sat,Brunei,Apple Pie — 2 Pc,3.30,2.46,Breakfast Dessert
15,2024/01/27,Sat,Brunei,Sausage McMuffin (Breakfast Meal),5.10,3.80,Breakfast Menu
16,2024/01/27,Sat,Brunei,Sausage McMuffin (ala-carte),2.80,2.09,Breakfast Menu
17,2024/01/27,Sat,Brunei,Sausage McMuffin with Egg (ala-carte),3.80,2.83,Breakfast Menu
18,2024/01/27,Sat,Brunei,Sausage McMuffin with Egg (Breakfast meal),6.00,4.47,Breakfast Menu
19,2024/01/27,Sat,Brunei,Big Breakfast with 1pc Hashbrown (ala-carte),5.00,3.73,Breakfast Menu
20,2024/01/27,Sat,Brunei,Big Breakfast with 1pc Hashbrown (Breakfast meal),6.60,4.92,Breakfast Menu
21,2024/01/27,Sat,Brunei,Scrambled Egg with Sausage (ala-carte),3.50,2.61,Breakfast Menu
22,2024/01/27,Sat,Brunei,Scrambled Egg with Sausage (Breakfast Meal),4.50,3.35,Breakfast Menu
