,Date,Day,Territory,Menu Item,Price (FJD),Price (USD),Category,Menu
1,2022/10/17,Mon,Fiji,Big Mac (S/R) -Beef,14.00,5.97,Classic McValue Meals,Regular
2,2022/10/17,Mon,Fiji,Cheeseburger (S/R) - Beef,10.20,4.35,Classic McValue Meals,Regular
3,2022/10/17,Mon,Fiji,Double Cheeseburger (S/R) - Beef,12.65,5.40,Classic McValue Meals,Regular
4,2022/10/17,Mon,Fiji,Filet McWrap (S/R),13.45,5.74,Classic McValue Meals,Regular
5,2022/10/17,Mon,Fiji,2pc Hot And Spicy (S/R),13.55,5.78,Chicken Mcvalue Meals,Regular
6,2022/10/17,Mon,Fiji,3pc Hot And Spicy (S/R),18.60,7.94,Chicken Mcvalue Meals,Regular
7,2022/10/17,Mon,Fiji,5pc Hot And Spicy (S/R),26.30,11.22,Chicken Mcvalue Meals,Regular
8,2022/10/17,Mon,Fiji,6pk McNuggets (S/R),13.00,5.55,Chicken Mcvalue Meals,Regular
9,2022/10/17,Mon,Fiji,10pk McNuggets (S/R),15.80,6.74,Chicken Mcvalue Meals,Regular
10,2022/10/17,Mon,Fiji,Chicken Aioli McWrap (S/R),13.55,5.78,Chicken Mcvalue Meals,Regular
11,2022/10/17,Mon,Fiji,Cheeseburger Happy Meal (Beef),11.45,4.88,Happy Meals,Regular
12,2022/10/17,Mon,Fiji,Junior Burger Happy Meal (Beef),11.45,4.88,Happy Meals,Regular
13,2022/10/17,Mon,Fiji,4pk Chicken McNuggets Happy Meal,11.45,4.88,Happy Meals,Regular
14,2022/10/17,Mon,Fiji,Big Mac (Beef),9.45,4.03,Classic Favourites,Regular
15,2022/10/17,Mon,Fiji,Cheeseburger (Beef),5.45,2.33,Classic Favourites,Regular
16,2022/10/17,Mon,Fiji,Quarter Pounder (Beef),9.35,3.99,Classic Favourites,Regular
17,2022/10/17,Mon,Fiji,Filet-O-Fish,7.35,3.14,Classic Favourites,Regular
18,2022/10/17,Mon,Fiji,McFeast (Beef),12.25,5.23,Classic Favourites,Regular
19,2022/10/17,Mon,Fiji,Double Cheeseburger (Beef),8.95,3.82,Classic Favourites,Regular
20,2022/10/17,Mon,Fiji,Salad Burger,6.95,2.97,Classic Favourites,Regular
21,2022/10/17,Mon,Fiji,Vege McWrap,9.35,3.99,Classic Favourites,Regular
22,2022/10/17,Mon,Fiji,Filet McWrap,9.95,4.25,Classic Favourites,Regular
23,2022/10/17,Mon,Fiji,McChicken,9.45,4.03,Chicken Favourites,Regular
24,2022/10/17,Mon,Fiji,3pc Hot And Spicy Chicken,14.65,6.25,Chicken Favourites,Regular
25,2022/10/17,Mon,Fiji,5pc Hot And Spicy Chicken,22.75,9.71,Chicken Favourites,Regular
26,2022/10/17,Mon,Fiji,6pk McNuggets,7.55,3.22,Chicken Favourites,Regular
27,2022/10/17,Mon,Fiji,10pk McNuggets,11.55,4.93,Chicken Favourites,Regular
28,2022/10/17,Mon,Fiji,Chicken Aioli McWrap,10.75,4.59,Chicken Favourites,Regular
29,2022/10/17,Mon,Fiji,Apple Pie,5.95,2.54,Sides And Condiments,Regular
30,2022/10/17,Mon,Fiji,Fries (S/R),3.90,1.66,Sides And Condiments,Regular
31,2022/10/17,Mon,Fiji,Sweet And Sour Sauce,0.50,0.21,Sides And Condiments,Regular
32,2022/10/17,Mon,Fiji,Ketchup Packet,0.25,0.11,Sides And Condiments,Regular
33,2022/10/17,Mon,Fiji,BBQ Sauce,0.50,0.21,Sides And Condiments,Regular
34,2022/10/17,Mon,Fiji,Mayonnaise Packet,0.50,0.21,Sides And Condiments,Regular
35,2022/10/17,Mon,Fiji,6pcs Chicken Nibbles,10.25,4.37,Promotions,Regular
36,2022/10/17,Mon,Fiji,10pcs Chicken Nibbles,17.55,7.49,Promotions,Regular
