,Date,Day,Territory,Menu Item,Price (FJD),Price (USD),Category,Menu
1,2022/08/13,Sat,Fiji,Big Mac (S/R) -Beef,14.00,6.43,Classic McValue Meals,Regular
2,2022/08/13,Sat,Fiji,Cheeseburger (S/R) - Beef,10.20,4.68,Classic McValue Meals,Regular
3,2022/08/13,Sat,Fiji,Quarter Pounder (S/R) - Beef,14.45,6.63,Classic McValue Meals,Regular
4,2022/08/13,Sat,Fiji,Filet-O-Fish (S/R),11.70,5.37,Classic McValue Meals,Regular
5,2022/08/13,Sat,Fiji,McFeast (S/R) - Beef,15.80,7.25,Classic McValue Meals,Regular
6,2022/08/13,Sat,Fiji,Double Cheeseburger (S/R) - Beef,12.65,5.81,Classic McValue Meals,Regular
7,2022/08/13,Sat,Fiji,Salad Burger (S/R),10.55,4.84,Classic McValue Meals,Regular
8,2022/08/13,Sat,Fiji,Vege McWrap (S/R),12.95,5.95,Classic McValue Meals,Regular
9,2022/08/13,Sat,Fiji,Filet McWrap (S/R),13.45,6.17,Classic McValue Meals,Regular
10,2022/08/13,Sat,Fiji,McChicken (S/R),14.00,6.43,Chicken Mcvalue Meals,Regular
11,2022/08/13,Sat,Fiji,2pc Hot And Spicy (S/R),13.55,6.22,Chicken Mcvalue Meals,Regular
12,2022/08/13,Sat,Fiji,3pc Hot And Spicy (S/R),18.60,8.54,Chicken Mcvalue Meals,Regular
13,2022/08/13,Sat,Fiji,5pc Hot And Spicy (S/R),26.30,12.07,Chicken Mcvalue Meals,Regular
14,2022/08/13,Sat,Fiji,6pk McNuggets (S/R),13.00,5.97,Chicken Mcvalue Meals,Regular
15,2022/08/13,Sat,Fiji,10pk McNuggets (S/R),15.80,7.25,Chicken Mcvalue Meals,Regular
16,2022/08/13,Sat,Fiji,Chicken Aioli McWrap (S/R),13.55,6.22,Chicken Mcvalue Meals,Regular
17,2022/08/13,Sat,Fiji,Cheeseburger Happy Meal (Beef),11.45,5.26,Happy Meals,Regular
18,2022/08/13,Sat,Fiji,Junior Burger Happy Meal (Beef),11.45,5.26,Happy Meals,Regular
19,2022/08/13,Sat,Fiji,4pk Chicken McNuggets Happy Meal,11.45,5.26,Happy Meals,Regular
20,2022/08/13,Sat,Fiji,Big Mac (Beef),9.45,4.34,Classic Favourites,Regular
21,2022/08/13,Sat,Fiji,Cheeseburger (Beef),5.45,2.50,Classic Favourites,Regular
22,2022/08/13,Sat,Fiji,Quarter Pounder (Beef),9.35,4.29,Classic Favourites,Regular
23,2022/08/13,Sat,Fiji,Filet-O-Fish,7.35,3.37,Classic Favourites,Regular
24,2022/08/13,Sat,Fiji,McFeast (Beef),12.25,5.62,Classic Favourites,Regular
25,2022/08/13,Sat,Fiji,Double Cheeseburger (Beef),8.95,4.11,Classic Favourites,Regular
26,2022/08/13,Sat,Fiji,Salad Burger,6.95,3.19,Classic Favourites,Regular
27,2022/08/13,Sat,Fiji,Vege McWrap,9.35,4.29,Classic Favourites,Regular
28,2022/08/13,Sat,Fiji,Filet McWrap,9.95,4.57,Classic Favourites,Regular
29,2022/08/13,Sat,Fiji,McChicken,9.45,4.34,Chicken Favourites,Regular
30,2022/08/13,Sat,Fiji,3pc Hot And Spicy Chicken,14.65,6.73,Chicken Favourites,Regular
31,2022/08/13,Sat,Fiji,5pc Hot And Spicy Chicken,22.75,10.44,Chicken Favourites,Regular
32,2022/08/13,Sat,Fiji,6pk McNuggets,7.55,3.47,Chicken Favourites,Regular
33,2022/08/13,Sat,Fiji,10pk McNuggets,11.55,5.30,Chicken Favourites,Regular
34,2022/08/13,Sat,Fiji,Chicken Aioli McWrap,10.75,4.94,Chicken Favourites,Regular
35,2022/08/13,Sat,Fiji,Fries (S/R),3.90,1.79,Sides And Condiments,Regular
36,2022/08/13,Sat,Fiji,Sweet And Sour Sauce,0.50,0.23,Sides And Condiments,Regular
37,2022/08/13,Sat,Fiji,Ketchup Packet,0.25,0.11,Sides And Condiments,Regular
38,2022/08/13,Sat,Fiji,BBQ Sauce,0.50,0.23,Sides And Condiments,Regular
39,2022/08/13,Sat,Fiji,Mayonnaise Packet,0.50,0.23,Sides And Condiments,Regular
40,2022/08/13,Sat,Fiji,6pcs Chicken Nibbles,10.25,4.71,Promotions,Regular
41,2022/08/13,Sat,Fiji,10pcs Chicken Nibbles,17.55,8.06,Promotions,Regular
