,Date,Day,Territory,Menu Item,Price (FJD),Price (USD),Category,Menu
1,2022/09/25,Sun,Fiji,Big Mac (S/R) -Beef,14.00,6.12,Classic McValue Meals,Regular
2,2022/09/25,Sun,Fiji,Cheeseburger (S/R) - Beef,10.20,4.46,Classic McValue Meals,Regular
3,2022/09/25,Sun,Fiji,Quarter Pounder (S/R) - Beef,14.45,6.32,Classic McValue Meals,Regular
4,2022/09/25,Sun,Fiji,Filet-O-Fish (S/R),11.70,5.12,Classic McValue Meals,Regular
5,2022/09/25,Sun,Fiji,McFeast (S/R) - Beef,15.80,6.91,Classic McValue Meals,Regular
6,2022/09/25,Sun,Fiji,Double Cheeseburger (S/R) - Beef,12.65,5.53,Classic McValue Meals,Regular
7,2022/09/25,Sun,Fiji,Salad Burger (S/R),10.55,4.61,Classic McValue Meals,Regular
8,2022/09/25,Sun,Fiji,Vege McWrap (S/R),12.95,5.66,Classic McValue Meals,Regular
9,2022/09/25,Sun,Fiji,Filet McWrap (S/R),13.45,5.88,Classic McValue Meals,Regular
10,2022/09/25,Sun,Fiji,McChicken (S/R),14.00,6.12,Chicken Mcvalue Meals,Regular
11,2022/09/25,Sun,Fiji,2pc Hot And Spicy (S/R),13.55,5.93,Chicken Mcvalue Meals,Regular
12,2022/09/25,Sun,Fiji,3pc Hot And Spicy (S/R),18.60,8.13,Chicken Mcvalue Meals,Regular
13,2022/09/25,Sun,Fiji,5pc Hot And Spicy (S/R),26.30,11.50,Chicken Mcvalue Meals,Regular
14,2022/09/25,Sun,Fiji,6pk McNuggets (S/R),13.00,5.69,Chicken Mcvalue Meals,Regular
15,2022/09/25,Sun,Fiji,10pk McNuggets (S/R),15.80,6.91,Chicken Mcvalue Meals,Regular
16,2022/09/25,Sun,Fiji,Chicken Aioli McWrap (S/R),13.55,5.93,Chicken Mcvalue Meals,Regular
17,2022/09/25,Sun,Fiji,Cheeseburger Happy Meal (Beef),11.45,5.01,Happy Meals,Regular
18,2022/09/25,Sun,Fiji,Junior Burger Happy Meal (Beef),11.45,5.01,Happy Meals,Regular
19,2022/09/25,Sun,Fiji,4pk Chicken McNuggets Happy Meal,11.45,5.01,Happy Meals,Regular
20,2022/09/25,Sun,Fiji,Big Mac (Beef),9.45,4.13,Classic Favourites,Regular
21,2022/09/25,Sun,Fiji,Cheeseburger (Beef),5.45,2.38,Classic Favourites,Regular
22,2022/09/25,Sun,Fiji,Quarter Pounder (Beef),9.35,4.09,Classic Favourites,Regular
23,2022/09/25,Sun,Fiji,Filet-O-Fish,7.35,3.21,Classic Favourites,Regular
24,2022/09/25,Sun,Fiji,McFeast (Beef),12.25,5.36,Classic Favourites,Regular
25,2022/09/25,Sun,Fiji,Double Cheeseburger (Beef),8.95,3.91,Classic Favourites,Regular
26,2022/09/25,Sun,Fiji,Salad Burger,6.95,3.04,Classic Favourites,Regular
27,2022/09/25,Sun,Fiji,Vege McWrap,9.35,4.09,Classic Favourites,Regular
28,2022/09/25,Sun,Fiji,Filet McWrap,9.95,4.35,Classic Favourites,Regular
29,2022/09/25,Sun,Fiji,McChicken,9.45,4.13,Chicken Favourites,Regular
30,2022/09/25,Sun,Fiji,3pc Hot And Spicy Chicken,14.65,6.41,Chicken Favourites,Regular
31,2022/09/25,Sun,Fiji,5pc Hot And Spicy Chicken,22.75,9.95,Chicken Favourites,Regular
32,2022/09/25,Sun,Fiji,6pk McNuggets,7.55,3.30,Chicken Favourites,Regular
33,2022/09/25,Sun,Fiji,10pk McNuggets,11.55,5.05,Chicken Favourites,Regular
34,2022/09/25,Sun,Fiji,Chicken Aioli McWrap,10.75,4.70,Chicken Favourites,Regular
35,2022/09/25,Sun,Fiji,Fries (S/R),3.90,1.71,Sides And Condiments,Regular
36,2022/09/25,Sun,Fiji,Sweet And Sour Sauce,0.50,0.22,Sides And Condiments,Regular
37,2022/09/25,Sun,Fiji,Ketchup Packet,0.25,0.11,Sides And Condiments,Regular
38,2022/09/25,Sun,Fiji,BBQ Sauce,0.50,0.22,Sides And Condiments,Regular
39,2022/09/25,Sun,Fiji,Mayonnaise Packet,0.50,0.22,Sides And Condiments,Regular
40,2022/09/25,Sun,Fiji,6pcs Chicken Nibbles,10.25,4.48,Promotions,Regular
41,2022/09/25,Sun,Fiji,10pcs Chicken Nibbles,17.55,7.68,Promotions,Regular
